Normalization,Regressing out,Points,Model,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.4586532831267759,1.2388724740035684
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,GPR,80/20,0.5261567802121737,1.1590607128423598
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Linear,85/15,0.3398107306019834,1.242965298075417
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Ridge,85/15,0.3766340109409645,1.2078036147596012
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Lasso,85/15,0.2806290182086498,1.2974816693377664
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.4571518363033801,1.12710391906053
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,GPR,85/15,0.565852321194952,1.0079605040376807
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Linear,90/10,0.09670877679360601,1.4263020076308444
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Ridge,90/10,0.32755493215562237,1.230625768109499
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Lasso,90/10,0.23056998451140986,1.316382682506741
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.3747221543484348,1.1866813553841637
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,GPR,90/10,0.5832214249849652,0.9688360514621589
Rg w/no norm,pH regr out,All,ProtBERT,100,Linear,80/20,-17.332627142465082,6.371228792827463
Rg w/no norm,pH regr out,All,ProtBERT,100,Ridge,80/20,-0.15346591126063291,1.5981341440935084
Rg w/no norm,pH regr out,All,ProtBERT,100,Lasso,80/20,0.1412324983421559,1.3789504113469708
Rg w/no norm,pH regr out,All,ProtBERT,100,Kernel Ridge,80/20,0.134206427630713,1.384579913351782
Rg w/no norm,pH regr out,All,ProtBERT,100,GPR,80/20,-0.036773882255624946,1.515140378461837
Rg w/no norm,pH regr out,All,ProtBERT,100,Linear,85/15,-17.673469294280924,6.661481579835575
Rg w/no norm,pH regr out,All,ProtBERT,100,Ridge,85/15,-0.31756776558379607,1.7694765275755655
Rg w/no norm,pH regr out,All,ProtBERT,100,Lasso,85/15,0.0544992678601085,1.4989572952606096
Rg w/no norm,pH regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.09492588156018411,1.4665619005527404
Rg w/no norm,pH regr out,All,ProtBERT,100,GPR,85/15,-0.10167102078751755,1.6180215001208405
Rg w/no norm,pH regr out,All,ProtBERT,100,Linear,90/10,-12.901703099163832,4.600301829058051
Rg w/no norm,pH regr out,All,ProtBERT,100,Ridge,90/10,-0.323725113037743,1.419551740657021
Rg w/no norm,pH regr out,All,ProtBERT,100,Lasso,90/10,0.19821441421192987,1.1047943503336533
Rg w/no norm,pH regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.12499692170518928,1.1541363325005525
Rg w/no norm,pH regr out,All,ProtBERT,100,GPR,90/10,0.03276810676931263,1.213438099226405
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Linear,80/20,-3.2095398669375133,3.454666777107972
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Ridge,80/20,0.45644013563550667,1.2414022860945677
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Lasso,80/20,0.39787913354736637,1.3065640034747257
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.4747388651311384,1.2203277407424817
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,GPR,80/20,0.5514329768769867,1.127723216641593
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Linear,85/15,-3.621720567659305,3.288717849397842
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Ridge,85/15,0.4039010632832343,1.1810925957153648
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Lasso,85/15,0.27452663962143764,1.3029732752074557
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.4962434091488863,1.0857632650572828
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,GPR,85/15,0.6149673569572236,0.9492345749797876
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Linear,90/10,-7.2725927384453755,4.316367565995558
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Ridge,90/10,0.376822324102718,1.1846867792578857
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Lasso,90/10,0.08471507085843533,1.4357398476717873
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.4462274529182805,1.1167688953561357
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,GPR,90/10,0.6088953451287642,0.9385212075751356
Rg w/no norm,pH regr out,All,ProtBERT,190,Linear,80/20,-6.053530885878845,3.9519745065590777
Rg w/no norm,pH regr out,All,ProtBERT,190,Ridge,80/20,-0.12184739756209262,1.5760781223193703
Rg w/no norm,pH regr out,All,ProtBERT,190,Lasso,80/20,0.14130685994380243,1.3788907076548422
Rg w/no norm,pH regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.16179696527897258,1.362339856924097
Rg w/no norm,pH regr out,All,ProtBERT,190,GPR,80/20,0.18585539854516664,1.3426463078309139
Rg w/no norm,pH regr out,All,ProtBERT,190,Linear,85/15,-6.341297120109459,4.176810058749048
Rg w/no norm,pH regr out,All,ProtBERT,190,Ridge,85/15,-0.28570855291952113,1.7479523600436597
Rg w/no norm,pH regr out,All,ProtBERT,190,Lasso,85/15,0.05457916610036384,1.4988939602592346
Rg w/no norm,pH regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.1275231639380937,1.4399097688084508
Rg w/no norm,pH regr out,All,ProtBERT,190,GPR,85/15,-0.06062814170017794,1.5875956433172969
Rg w/no norm,pH regr out,All,ProtBERT,190,Linear,90/10,-10.886452546624936,4.2538135758191045
Rg w/no norm,pH regr out,All,ProtBERT,190,Ridge,90/10,-0.2566525759876437,1.3831202360416825
Rg w/no norm,pH regr out,All,ProtBERT,190,Lasso,90/10,0.1982463731092402,1.1047723317530842
Rg w/no norm,pH regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.13904906365819347,1.1448313769692111
Rg w/no norm,pH regr out,All,ProtBERT,190,GPR,90/10,0.0689195125581511,1.190545328141176
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Linear,80/20,0.3395502772704776,1.3683863430041243
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Ridge,80/20,0.49665758036169794,1.1945947898645615
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Lasso,80/20,0.42480889870399885,1.2770118558012156
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.48493950474446734,1.2084201839419726
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.5766457595983909,1.0955717043528816
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Linear,85/15,0.42097494383534273,1.1640548697550468
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Ridge,85/15,0.40994081635416146,1.1750938690558415
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Lasso,85/15,0.27440788805742133,1.3030799116405696
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.5079588607257879,1.0730636441485282
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,GPR,85/15,0.6455707295150812,0.9107298343797936
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Linear,90/10,0.19140512041007118,1.3494695571788893
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Ridge,90/10,0.38497021068282256,1.176916561014336
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Lasso,90/10,0.2024662745613448,1.3402077558346794
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.4629474694292599,1.0997804162242202
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,GPR,90/10,0.6075363067074837,0.9401504137831957
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Linear,80/20,-0.9646956769673003,0.14783609946925944
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Ridge,80/20,-0.8364127342974899,0.1429282244290457
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Lasso,80/20,-0.34812396415955194,0.12246098974534136
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Kernel Ridge,80/20,0.2402332589284678,0.09193332969182338
Rg norm w/0.427,pH regr out,All,ProtBERT,10,GPR,80/20,0.05954729062591746,0.10228249933611251
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Linear,85/15,-1.1261746894542815,0.14015681992015058
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Ridge,85/15,-1.0070679534486997,0.1361745037964277
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Lasso,85/15,-0.20636713877557233,0.10557340100022759
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.2025212699429655,0.08583695785135656
Rg norm w/0.427,pH regr out,All,ProtBERT,10,GPR,85/15,0.15602654369086288,0.08830375200673758
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Linear,90/10,-0.5664437723536802,0.1135548967643632
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Ridge,90/10,-0.4938991328273099,0.11089426815755465
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Lasso,90/10,-0.21148103857452005,0.09986349749270697
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Kernel Ridge,90/10,0.4260765371308771,0.0687346066147619
Rg norm w/0.427,pH regr out,All,ProtBERT,10,GPR,90/10,0.445791813939428,0.06754371281832161
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Linear,80/20,-0.3030049826150256,0.10633032260213729
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Ridge,80/20,-0.1784770756732652,0.10112176999226766
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.18313964245625458,0.10132161332566374
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,-0.2219097623520394,0.10296832796733105
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,80/20,-0.14978819973376822,0.09988333093430696
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Linear,85/15,-0.20793313457185048,0.09501733276349898
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Ridge,85/15,-0.16092755194697972,0.09315023332455326
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Lasso,85/15,-0.13403200595605735,0.09206489111535492
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,-0.1785872051876023,0.09385604487386116
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,85/15,-0.1027906072218443,0.09078788881890314
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Linear,90/10,-0.2987336399613889,0.09547874310336935
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Ridge,90/10,-0.25709460986625965,0.09393569014089005
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Lasso,90/10,-0.2366172761352474,0.0931674701898495
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,-0.10448613271389884,0.08804947728703037
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,90/10,0.09782901147409517,0.07957764396265514
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Linear,80/20,-0.9275914441123585,0.14643346725696316
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Ridge,80/20,-0.6336583415815236,0.13480731788095607
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Lasso,80/20,-0.34812396415955194,0.12246098974534136
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Kernel Ridge,80/20,0.23801674071527446,0.09206733364705587
Rg norm w/0.427,pH regr out,All,ProtBERT,20,GPR,80/20,0.12301505852197314,0.09877087903347702
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Linear,85/15,-1.2119478432642818,0.1429559395659385
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Ridge,85/15,-0.8870982836329395,0.1320419784353078
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Lasso,85/15,-0.20636713877557233,0.10557340100022759
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Kernel Ridge,85/15,-0.975120820832049,0.1350863902377182
Rg norm w/0.427,pH regr out,All,ProtBERT,20,GPR,85/15,0.04234157009058548,0.09406327187421777
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Linear,90/10,-0.9037102215956654,0.1251840167237402
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Ridge,90/10,-0.5144159573366114,0.11165316801535782
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Lasso,90/10,-0.21148103857452005,0.09986349749270697
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Kernel Ridge,90/10,0.4190317283455194,0.0691551725150058
Rg norm w/0.427,pH regr out,All,ProtBERT,20,GPR,90/10,0.4322792288081555,0.06836217214752495
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Linear,80/20,-0.1527606732842881,0.10001235857503418
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,80/20,0.014000132911256125,0.09249590830454951
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,80/20,0.017748761506663602,0.09231991284890108
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,0.028890633159554202,0.09179481794832874
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,GPR,80/20,0.01990953863472833,0.0922183132907834
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Linear,85/15,-0.05900458519036755,0.08896727899330524
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,85/15,-0.010809152281462175,0.08691925008370929
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,85/15,-0.015646176625185637,0.08712696919468711
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.03246589165068092,0.08503829223268838
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,GPR,85/15,0.02893824779820975,0.08519317662709962
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Linear,90/10,-0.34468720286707244,0.09715323901813677
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,90/10,-0.19169572456357353,0.0914596086977799
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,90/10,-0.1258420608250217,0.0888966475268483
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.14782158039463356,0.07734137954384891
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,GPR,90/10,0.11479096926198662,0.07882601402771078
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Linear,80/20,-5.747072071639517,0.2739621245093818
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,80/20,-1.2032978082465369,0.15655590461366928
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,80/20,-0.34812396415955194,0.12246098974534136
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Kernel Ridge,80/20,-0.019018876352544734,0.10646919372813377
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,80/20,-0.08832074978449311,0.11003004877772997
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Linear,85/15,-6.673535125833832,0.26626403300371115
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,85/15,-1.8775673501263794,0.16305251865102835
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,85/15,-0.20636713877557233,0.10557340100022759
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Kernel Ridge,85/15,-0.1568052525634085,0.1033819903325192
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,85/15,-0.27807569878922833,0.10866584256158353
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Linear,90/10,-4.461623157283873,0.21203586544868908
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,90/10,-1.4981324365412432,0.14340232438097136
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,90/10,-0.21148103857452005,0.09986349749270697
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.41740534404033447,0.06925190265283745
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,90/10,0.39924161714650586,0.07032316059105141
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,80/20,-0.580692109158812,0.11711370916409027
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,80/20,-0.05173931191197956,0.0955296412781532
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,80/20,-0.10317700294644738,0.09783780331701242
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.10714211088856052,0.08801876354327635
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,80/20,0.03756812303995094,0.09138377463794199
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,85/15,-0.31109540667747404,0.09899164377420629
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,85/15,0.03438153283322565,0.08495406596773808
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,85/15,-0.015393850902653439,0.08711614567091887
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.11808462301662526,0.08118856126935567
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,85/15,0.10867034367591055,0.08162074719996282
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,90/10,-0.8539897448077132,0.11407758327651114
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,90/10,-0.14258659502469517,0.08955528299912766
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,90/10,-0.11532983821775877,0.08848065089952911
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.04285990931535688,0.08196612462768738
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,90/10,0.26629909761740855,0.07176392356229055
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,80/20,-56.88815679982475,0.802467978678847
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,80/20,-1.6200591296667208,0.17072157042653033
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,80/20,-0.34812396415955194,0.12246098974534136
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,80/20,0.11324947720261369,0.09931928338756359
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,80/20,-0.14587617483866477,0.1129020156713679
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,85/15,-80.55146681239643,0.8680218381038887
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,85/15,-2.5017927330816585,0.17987051646721616
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,85/15,-0.20636713877557233,0.10557340100022759
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.03269997114459855,0.09453559532508454
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,85/15,-0.35802126015220614,0.11201290164459962
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,90/10,-38.27693274368574,0.5686136016191005
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,90/10,-2.179123130054379,0.16177154601925867
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,90/10,-0.21148103857452005,0.09986349749270697
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.41686894079384385,0.06928377592744743
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,90/10,0.355694114297454,0.07282735058674607
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,80/20,-5.522249697808888,0.23789362491847799
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,80/20,-0.01538988722051049,0.09386431392873812
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,80/20,-0.06475102450709924,0.0961187527288126
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.10150628182876809,0.08829611919883373
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,80/20,0.08890534793380356,0.08891311834472203
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,85/15,-9.93864974509205,0.28593231874033653
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,85/15,0.10405743524947397,0.08183168102701788
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,85/15,-0.015391023030284279,0.08711602436158035
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.22774083912109377,0.07597363786094405
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,85/15,0.14247112463508482,0.08005818948972553
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,90/10,-11.41732407013521,0.29523011529631454
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,90/10,-0.029791634576786574,0.08502004453371237
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,90/10,-0.11532637827716541,0.08848051365849839
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.19584897760726883,0.07513035787544169
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,90/10,0.2901319555549561,0.07058874514290608
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,80/20,-20.657021611472665,0.490831261683012
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,80/20,-1.5078287751463395,0.16702511958657792
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,80/20,-0.34812396415955194,0.12246098974534136
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.18915430184654813,0.0949733941897119
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,80/20,-0.07763651185239828,0.10948862442829689
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,85/15,-29.16194727774353,0.5278912352538148
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,85/15,-2.349055799685978,0.17590409703253368
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,85/15,-0.20636713877557233,0.10557340100022759
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.14304716356640457,0.08898016841008154
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,85/15,0.15607397653974364,0.08830127055584289
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,90/10,-33.162438753001936,0.5303015476927552
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,90/10,-1.9375572393867007,0.15550402351155898
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,90/10,-0.21148103857452005,0.09986349749270697
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.48079387834654885,0.06537600282759072
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,90/10,0.38534409374764533,0.07113191340886392
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,80/20,-0.8020398239026427,0.12504498692706895
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,80/20,0.008096695437554868,0.09277239359656059
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,80/20,-0.06469779560418121,0.09611635012032256
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.1515076689440017,0.08580410269345592
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.1288668842960936,0.08694134510814826
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,85/15,-0.41248217180511015,0.10274788131024067
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,85/15,0.12075352990549282,0.0810656192610715
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,85/15,-0.015391021922954495,0.08711602431407837
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.2863956449548485,0.07303148538393385
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,85/15,0.20499766879285808,0.07708423895031873
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,90/10,-0.5996644282391368,0.10596467051815153
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,90/10,-0.0003563164785604922,0.0837961388469969
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,90/10,-0.11532637715605132,0.08848051361402856
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.27854885389993045,0.07116232227290878
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,90/10,0.32203652715623343,0.0689842260458423
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,80/20,-0.948450676577651,0.1023792877684196
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,80/20,-0.8322943740780018,0.09928074324610374
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,80/20,-0.4321599039601518,0.08777344637652063
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,80/20,0.28230925834350007,0.06213496636677976
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,80/20,0.11222076627927902,0.06910665732683302
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,85/15,-1.1115358028496218,0.09460982256649293
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,85/15,-0.9921547125857884,0.09189640768099426
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,85/15,-0.43117807613069803,0.0778903832169572
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.2645890871502009,0.05583442374495444
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,85/15,0.21553557231348364,0.05766650496358042
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,90/10,-0.4803132509828725,0.07777824055098909
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,90/10,-0.41565425213532237,0.07606062681485272
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,90/10,-0.2113484439909321,0.07035838207992663
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,90/10,0.4440888141324617,0.047663289018832634
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,90/10,0.5132236835944395,0.04460114634883645
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Linear,80/20,-0.35439884381702336,0.07188423403063765
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Ridge,80/20,-0.17745167661093197,0.06702424159410648
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.160004681092905,0.06652581950294549
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,-0.2812238577671531,0.06991540388266042
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,GPR,80/20,-0.20370722814770903,0.06776739576802061
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Linear,85/15,-0.1913660168681166,0.0629638584996924
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Ridge,85/15,-0.11616766704391002,0.060944349963323076
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Lasso,85/15,-0.11119649983953561,0.06080848209571181
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,-0.24251699705547236,0.06430132164735262
