Normalization,Regressing out,Points,Model,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,pH regr out,All,ProtBERT,100,Ridge,90/10,0.45150585325526305,0.7381960988294818
Rg w/no norm,pH regr out,All,ProtBERT,100,Lasso,90/10,-0.1758879639417399,1.0808581947294416
Rg w/no norm,pH regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.3271485202096237,0.8176084156211806
Rg w/no norm,pH regr out,All,ProtBERT,100,GPR,90/10,0.3308460889871848,0.8153587897798148
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Linear,80/20,-1.4932914250097395,2.5928542191739017
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Ridge,80/20,0.4884359197754856,1.174469111327342
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Lasso,80/20,0.385920722604262,1.2867785089760684
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.47024068601583313,1.1951732888744087
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,GPR,80/20,0.5593044657125399,1.0900863533337912
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Linear,85/15,-0.7142256785285563,1.9974129827932938
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Ridge,85/15,0.3067047341466016,1.2702610674688077
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Lasso,85/15,0.3071997625729338,1.2698074889897641
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.3260114138584709,1.252449261857075
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,GPR,85/15,0.39183310947367245,1.1897213537351439
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Linear,90/10,0.04957502385972279,1.4820860265105178
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Ridge,90/10,0.6839639594341316,0.8546391794854905
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Lasso,90/10,0.5349039484448092,1.0367781088062284
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.6615651680791473,0.8844066910876033
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,GPR,90/10,0.8424644202566327,0.6033979357910171
Rg w/no norm,pH regr out,All,ProtBERT,190,Linear,80/20,-0.8502384930891715,3.214877980268146
Rg w/no norm,pH regr out,All,ProtBERT,190,Ridge,80/20,0.6103046452496093,1.4754118001068
Rg w/no norm,pH regr out,All,ProtBERT,190,Lasso,80/20,0.09583330833015813,2.2473716091367177
Rg w/no norm,pH regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.22205808093890256,2.084607159626836
Rg w/no norm,pH regr out,All,ProtBERT,190,GPR,80/20,0.12833587209696384,2.2066081854753605
Rg w/no norm,pH regr out,All,ProtBERT,190,Linear,85/15,-3.433486381318817,2.841323518153405
Rg w/no norm,pH regr out,All,ProtBERT,190,Ridge,85/15,0.23629097612610694,1.1792664899659828
Rg w/no norm,pH regr out,All,ProtBERT,190,Lasso,85/15,0.03974648447323681,1.3223333450800059
Rg w/no norm,pH regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.5197745477838464,0.9351269724374139
Rg w/no norm,pH regr out,All,ProtBERT,190,GPR,85/15,0.5315550248132284,0.9235858893925064
Rg w/no norm,pH regr out,All,ProtBERT,190,Linear,90/10,-7.809151240944773,2.9583719782961353
Rg w/no norm,pH regr out,All,ProtBERT,190,Ridge,90/10,0.4514378591636732,0.7382418526611371
Rg w/no norm,pH regr out,All,ProtBERT,190,Lasso,90/10,-0.35952072345265473,1.1621940911516713
Rg w/no norm,pH regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.30810301301572784,0.8290991439674548
Rg w/no norm,pH regr out,All,ProtBERT,190,GPR,90/10,0.32999514539828523,0.8158770591080508
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Linear,80/20,0.5316795751941918,1.1237329812382222
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Ridge,80/20,0.5121028607416869,1.1469796531186136
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Lasso,80/20,0.38598471671262446,1.2867114586848107
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.47559385462139125,1.1891193990722153
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.30813795806372324,1.3658447261808149
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Linear,85/15,0.3890682254814334,1.1924226774907922
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Ridge,85/15,0.33735238790697264,1.2418672918060973
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Lasso,85/15,0.36841786338654225,1.2124079884614802
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.36850032907633024,1.212328833812263
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,GPR,85/15,0.4075946847682611,1.1742034266072683
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Linear,90/10,0.7632340292336036,0.7397315365200177
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Ridge,90/10,0.7193540508286771,0.805367094580347
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Lasso,90/10,0.5348734628081968,1.036812087080878
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.6727760699412015,0.8696350203421507
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,GPR,90/10,0.8477414375371277,0.5932057539495917
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Linear,80/20,-0.2087189570649719,0.14097314707035968
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Ridge,80/20,-0.17067230290795776,0.13873671273284002
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Lasso,80/20,-0.045303771596171716,0.13109767420268129
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Kernel Ridge,80/20,0.4833841712690047,0.09216320785874232
Rg norm w/0.427,pH regr out,All,ProtBERT,10,GPR,80/20,0.4337415671405823,0.09648972521438293
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Linear,85/15,-0.857576095564422,0.1270591592131684
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Ridge,85/15,-0.741987772207356,0.12304252119005933
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Lasso,85/15,-0.26073758703693684,0.10467549438847806
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.36008844648336125,0.07457489421955305
Rg norm w/0.427,pH regr out,All,ProtBERT,10,GPR,85/15,0.03925698041415859,0.09137687240390285
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Linear,90/10,-0.41999361327942664,0.08304478554425697
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Ridge,90/10,-0.2721851274520546,0.07860394252875792
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Lasso,90/10,-0.10417561747998594,0.07322986757234479
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Kernel Ridge,90/10,0.3449812547813339,0.056402199029933715
Rg norm w/0.427,pH regr out,All,ProtBERT,10,GPR,90/10,-0.2977598157528807,0.0793900971840314
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Linear,80/20,0.07770448683518205,0.10943387330569312
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Ridge,80/20,0.06458183455258382,0.11020964988811545
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.0013161676144770595,0.11402559240623673
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.350214050604742,0.09185480532665365
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,80/20,0.43188318555819105,0.08588860412804697
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Linear,85/15,0.10469969151113823,0.0994039260220303
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Ridge,85/15,0.09817480890162633,0.09976549269046626
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Lasso,85/15,-5.500287723192443e-05,0.10505848017428736
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.24754870692499498,0.09112936977757011
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,85/15,0.26273731911677123,0.09020493459931184
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Linear,90/10,0.11491664927594147,0.08941691380555719
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Ridge,90/10,0.10142270234686468,0.09009595884695036
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Lasso,90/10,-0.02687436585806635,0.09631329633355847
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.5897167682601939,0.06087927536530094
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,10,GPR,90/10,0.5878471609342488,0.06101782717403018
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Linear,80/20,-0.07892367769697839,0.133189224524187
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Ridge,80/20,-0.03435992896171247,0.1304096027852966
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Lasso,80/20,-0.04529396598096769,0.13109705931139465
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Kernel Ridge,80/20,0.4435870163273541,0.0956472209497136
Rg norm w/0.427,pH regr out,All,ProtBERT,20,GPR,80/20,0.527001053054142,0.08818684698313073
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Linear,85/15,-0.3648180087986985,0.10891057289023477
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Ridge,85/15,-0.3246063470475369,0.10729416052679029
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Lasso,85/15,-0.36956464187621596,0.10909979585924107
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.3511325811427862,0.07509493646908197
Rg norm w/0.427,pH regr out,All,ProtBERT,20,GPR,85/15,0.37942199526243603,0.07343969418066296
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Linear,90/10,0.1966703953534793,0.06246202479769059
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Ridge,90/10,0.3419040211310256,0.056534530644103034
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Lasso,90/10,0.22439351715967837,0.0613747714086522
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Kernel Ridge,90/10,0.31871032368488517,0.057522145516199205
Rg norm w/0.427,pH regr out,All,ProtBERT,20,GPR,90/10,0.40708229848773614,0.053661941386292454
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Linear,80/20,0.11265078428088837,0.1073405973708267
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,80/20,0.1286942005554923,0.10636580354932486
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,80/20,0.10170611968765386,0.10800054411708465
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,0.23237862013377286,0.09983670843689117
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,GPR,80/20,0.4371407179788198,0.08549026025216841
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Linear,85/15,0.06679014867175104,0.10148662914885194
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,85/15,0.09246785081606335,0.10008066439626956
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,85/15,0.058157496626798144,0.10195494931616449
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.2260845361438505,0.09241999329417791
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,GPR,85/15,0.2156680206870576,0.09303987789770447
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Linear,90/10,0.29639582289690036,0.07972449833644116
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Ridge,90/10,0.2633340093540075,0.08157609288834074
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Lasso,90/10,0.1650763981958011,0.0868462278279339
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.5968799159558947,0.06034548867626898
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,20,GPR,90/10,0.6316454640741735,0.057684695128868396
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Linear,80/20,-1.186733531832675,0.18961455036909158
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,80/20,0.04870536575608675,0.12506369387339936
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,80/20,-0.04531447664532329,0.13109834549244942
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Kernel Ridge,80/20,0.3457664468658066,0.1037146569252955
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,80/20,0.5163855752341462,0.089170941335334
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Linear,85/15,-1.7100820436971178,0.15347014013407065
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,85/15,-0.2796353902225881,0.10545709205869885
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,85/15,-0.2607452118685296,0.10467581092215567
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.41689956844702736,0.07118760004174607
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,85/15,0.4028013951719286,0.07204304532471972
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Linear,90/10,-2.7913975441996968,0.13569655889443424
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,90/10,-0.21318900244783268,0.07675972404730257
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,90/10,-0.10417561747998594,0.07322986757234479
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.4631685310125099,0.051060863559683964
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,90/10,0.4495772000515672,0.051703194860139745
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,80/20,0.32186267389622425,0.09383730961717128
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,80/20,0.2579082296344335,0.09816248196902776
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,80/20,0.033560298997957094,0.11202220171215735
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.3248931857254588,0.09362740117605543
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,80/20,0.45968678960029774,0.08376054914579374
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,85/15,0.12979131651225762,0.0980010833758665
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,85/15,0.2360426075216845,0.09182347815830762
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,85/15,0.14152261245051045,0.09733826491337842
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.2736870702096168,0.0895325714907798
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,85/15,0.24920327523599417,0.09102912226145435
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,90/10,0.4712066766539059,0.06911472305249525
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,90/10,0.43907099711966924,0.07118386069679741
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,90/10,0.3173977644386442,0.07852563259935788
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.6983906925626475,0.052197530930094625
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,90/10,0.6539807789544689,0.05590848225675552
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,80/20,-100.02951428406337,1.288836600711595
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,80/20,0.13436589457822679,0.11930012748915905
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,80/20,-0.04531442081207282,0.13109834199127968
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,80/20,0.3115558011496188,0.1063917862861002
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,80/20,0.5104706012291124,0.08971459843154209
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,85/15,-42.08495960279075,0.6119212222405468
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,85/15,-0.06745385805832482,0.09631794895895199
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,85/15,-0.2607451209894103,0.10467580714944821
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.3988312036420417,0.07228212063801687
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,85/15,0.39433521967974683,0.07255190668641201
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,90/10,-18.13097259219206,0.3048159561050048
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,90/10,0.0919487818915018,0.06640860311043247
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,90/10,-0.10417561747998594,0.07322986757234479
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.444250262635561,0.05195278164806343
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,90/10,0.44334475918424077,0.05199508870925254
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,80/20,-4.372704672808826,0.2641272486475827
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,80/20,0.2832592623176041,0.09647121931268238
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,80/20,0.19115634696828498,0.10248233546579683
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.33953369834899694,0.09260662459452253
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,80/20,0.46870367065245233,0.08305870024530579
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,85/15,-2.88034944441718,0.20694483388200194
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,85/15,0.2087708290507979,0.09344806556022242
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,85/15,0.06152802466901608,0.10177235508742433
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.26774438139438206,0.08989810284956039
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,85/15,0.2548241653766813,0.09068773428413048
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,90/10,-0.8096777098589676,0.12785808902996137
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,90/10,0.41434047782166383,0.07273613079780644
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,90/10,0.2987212571474349,0.07959264329487464
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.6808572836765122,0.053693295372166876
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,90/10,0.6691069420496722,0.05467281286832654
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,80/20,-8.451361370227817,0.3942038963493462
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,80/20,0.14130984373541178,0.11882066275005711
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,80/20,-0.04531442081919557,0.13109834199172632
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.21950622141297038,0.11328135915554528
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,80/20,0.5056627115955163,0.09015408579117713
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,85/15,-12.369678052729016,0.3408734255680489
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,85/15,-0.11525349040020294,0.09845084904994655
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,85/15,-0.2607451209626852,0.10467580714833878
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.388753241349022,0.07288546936783896
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,85/15,0.3944852327092776,0.07254292118346803
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,90/10,-24.869982819851813,0.3544600076604123
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,90/10,0.07880064131182785,0.06688765738292612
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,90/10,-0.10417561747998594,0.07322986757234479
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.4190522315224917,0.053117510975078025
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,90/10,0.44010330866149006,0.05214625486377635
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,80/20,0.3087876561718349,0.09473761900819654
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,80/20,0.28812411128073034,0.09614326460756567
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,80/20,0.19104780450869208,0.10248921152370678
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.3370050310092805,0.0927837325233228
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.47122889202916907,0.08286107849421133
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,85/15,0.1498228816553583,0.0968665598872879
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,85/15,0.2177123977553338,0.09291854362519204
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,85/15,0.06161308408697774,0.10176774285942124
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.26695535647744295,0.08994652360857028
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,85/15,0.26211361681314305,0.09024308187924913
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,90/10,0.48021432779705686,0.06852353237096225
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,90/10,0.42684542363078803,0.07195541342499516
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,90/10,0.29867228670532864,0.07959542223187266
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.6819160574596616,0.0536041561267571
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,90/10,0.6839728381681687,0.05343056861622249
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,80/20,-0.23567627010966685,0.09628992167211617
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,80/20,-0.193226588238959,0.09462152454800245
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,80/20,-0.034129153919700395,0.0880878217976161
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,80/20,0.38460849144429365,0.0679523107677008
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,80/20,0.3016563384217683,0.07238741666710942
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,85/15,-0.7343403036536409,0.0875248421487162
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,85/15,-0.631282709068135,0.08488457807702146
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,85/15,-0.14098711628404503,0.07099120503497897
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.276949270470252,0.0565130259876214
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,85/15,-0.020700461812521498,0.0671449467149338
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,90/10,-0.4225573070470401,0.05877084873336955
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,90/10,-0.2620811874114426,0.05535676772562088
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,90/10,-0.07602877001435493,0.051113899986333027
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,90/10,0.342814094123012,0.03994580684266873
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,90/10,-0.3072903998877481,0.05633951618513928
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Linear,80/20,0.09592623675230716,0.07653275708752146
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Ridge,80/20,0.0815466233915374,0.07713899628703373
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.011431621254208046,0.08094941036146103
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.4270026007005696,0.06092867748825575
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,GPR,80/20,0.4252548684540046,0.06102152776783843
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Linear,85/15,0.1323913459899786,0.07032564134160116
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Ridge,85/15,0.1227032146352548,0.07071719610327494
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Lasso,85/15,0.01453965548353675,0.0749499487421665
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.27254206477763976,0.06439552772430475
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,GPR,85/15,0.28055212135230967,0.06404001603713777
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Linear,90/10,0.16797536055490403,0.06072593077283314
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Ridge,90/10,0.15473536563275492,0.061207189152941495
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Lasso,90/10,-0.015583779740873549,0.06709095353102026
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.5862922413083841,0.04282061685101746
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,GPR,90/10,0.5711690785001771,0.04359624986231324
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Linear,80/20,-0.16015889264912953,0.09330119726585434
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Ridge,80/20,-0.09145998022339796,0.09049662614298741
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Lasso,80/20,-0.034129173709214866,0.08808782264045821
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Kernel Ridge,80/20,0.35677452719156744,0.06947204731735761
Rg norm w/0.5,pH regr out,All,ProtBERT,20,GPR,80/20,0.4095940165818198,0.06655855047170653
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Linear,85/15,-0.28925384107221164,0.07546288331404011
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Ridge,85/15,-0.24578966677455205,0.07417995064281008
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Lasso,85/15,-0.3485553724576742,0.07717889736898363
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.2667702211738844,0.056909428621652214
Rg norm w/0.5,pH regr out,All,ProtBERT,20,GPR,85/15,0.3058378460532444,0.0553725652909015
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Linear,90/10,0.22214890587924563,0.043458557877544546
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Ridge,90/10,0.3732381593398544,0.03901021562645514
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Lasso,90/10,-0.07602877001435493,0.051113899986333027
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Kernel Ridge,90/10,0.31323156431079835,0.040834969960734824
Rg norm w/0.5,pH regr out,All,ProtBERT,20,GPR,90/10,0.4201073956795305,0.03752328588424856
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Linear,80/20,0.1290932783862283,0.07511579141137666
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Ridge,80/20,0.14432077609542104,0.07445620895907867
