Normalization,Regressing out,Points,Model,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Lasso,85/15,-0.2709385071232018,1.3000821925384383
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,-0.41507935830451603,1.3718257121738298
Rg w/no norm,No regr out,Inliers,ProtBERT,10,GPR,85/15,-0.4553647247248793,1.3912156764509354
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Linear,90/10,-0.22015296135088946,1.4282395485565642
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Ridge,90/10,-0.18296373681561628,1.4063053580090206
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Lasso,90/10,-0.2191076625675783,1.42762763472502
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,-0.193307513183393,1.4124403084967694
Rg w/no norm,No regr out,Inliers,ProtBERT,10,GPR,90/10,-0.3928986007956323,1.5259969535697806
Rg w/no norm,No regr out,All,ProtBERT,20,Linear,80/20,-0.7577901785328887,1.4634933278062716
Rg w/no norm,No regr out,All,ProtBERT,20,Ridge,80/20,-0.679699018436458,1.430615625573771
Rg w/no norm,No regr out,All,ProtBERT,20,Lasso,80/20,-1.1053403482899284,1.6016528351984647
Rg w/no norm,No regr out,All,ProtBERT,20,Kernel Ridge,80/20,-0.21745022381983348,1.2179594711236006
Rg w/no norm,No regr out,All,ProtBERT,20,GPR,80/20,-1.050799775214868,1.5807706382345168
Rg w/no norm,No regr out,All,ProtBERT,20,Linear,85/15,-0.6676965750014721,1.4947256872226244
Rg w/no norm,No regr out,All,ProtBERT,20,Ridge,85/15,-0.5992651033790801,1.4637375361953404
Rg w/no norm,No regr out,All,ProtBERT,20,Lasso,85/15,-0.5253046224770879,1.4294904977706373
Rg w/no norm,No regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.005168923933182357,1.1544567069592908
Rg w/no norm,No regr out,All,ProtBERT,20,GPR,85/15,-1.1012342745542911,1.6778001069436774
Rg w/no norm,No regr out,All,ProtBERT,20,Linear,90/10,-0.49516921943528813,1.428063150396493
Rg w/no norm,No regr out,All,ProtBERT,20,Ridge,90/10,-0.45551165796361404,1.4089970474787257
Rg w/no norm,No regr out,All,ProtBERT,20,Lasso,90/10,-0.4678453400993514,1.4149542180009336
Rg w/no norm,No regr out,All,ProtBERT,20,Kernel Ridge,90/10,-0.2775182995409988,1.3200360862627356
Rg w/no norm,No regr out,All,ProtBERT,20,GPR,90/10,-1.4236944065146573,1.8181979727503597
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Linear,80/20,-0.6290726128917674,1.4174759200147855
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Ridge,80/20,-0.33696097023677973,1.284117702623742
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Lasso,80/20,-0.6289372780744276,1.4174170405555446
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,-0.5586125618670512,1.3864830181570562
Rg w/no norm,No regr out,Inliers,ProtBERT,20,GPR,80/20,-0.7506823498299926,1.4694308221805072
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Linear,85/15,-0.5962555002686394,1.4570006448164412
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Ridge,85/15,-0.2884315802957578,1.3089987178497333
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Lasso,85/15,-0.5148040189357395,1.4193410545284428
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,-0.5035499924624349,1.414058826536848
Rg w/no norm,No regr out,Inliers,ProtBERT,20,GPR,85/15,-0.597538952622438,1.4575862701036197
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Linear,90/10,-0.5724067275975873,1.621348455542209
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Ridge,90/10,-0.3152738552023262,1.4828663472207044
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Lasso,90/10,-0.5480119379408299,1.608722249273376
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,-0.6147503294730381,1.643034211473072
Rg w/no norm,No regr out,Inliers,ProtBERT,20,GPR,90/10,-0.4122573379020684,1.5365646425006194
Rg w/no norm,No regr out,All,ProtBERT,50,Linear,80/20,-2.344575939814529,2.018727785390399
Rg w/no norm,No regr out,All,ProtBERT,50,Ridge,80/20,-0.5952905525824901,1.3942065754192314
Rg w/no norm,No regr out,All,ProtBERT,50,Lasso,80/20,-1.1053114145637593,1.6016418293903516
Rg w/no norm,No regr out,All,ProtBERT,50,Kernel Ridge,80/20,-0.13283634253117538,1.174872711309979
Rg w/no norm,No regr out,All,ProtBERT,50,GPR,80/20,-0.9440984383206381,1.5390982901542
Rg w/no norm,No regr out,All,ProtBERT,50,Linear,85/15,-1.4141584939367875,1.7983982409074235
Rg w/no norm,No regr out,All,ProtBERT,50,Ridge,85/15,-0.5214402120088619,1.4276785182817624
Rg w/no norm,No regr out,All,ProtBERT,50,Lasso,85/15,-0.6322199655719112,1.478741708779652
Rg w/no norm,No regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.03525621022240977,1.1368652071056105
Rg w/no norm,No regr out,All,ProtBERT,50,GPR,85/15,-1.1673136775511495,1.7039775377902913
Rg w/no norm,No regr out,All,ProtBERT,50,Linear,90/10,-0.6489001320433023,1.499682816469273
Rg w/no norm,No regr out,All,ProtBERT,50,Ridge,90/10,-0.2083433003106172,1.2838001087790454
Rg w/no norm,No regr out,All,ProtBERT,50,Lasso,90/10,-0.3546859798128257,1.3593195310097261
Rg w/no norm,No regr out,All,ProtBERT,50,Kernel Ridge,90/10,-0.1930588781371645,1.2756548288357883
Rg w/no norm,No regr out,All,ProtBERT,50,GPR,90/10,-1.4866715507581292,1.841668465334856
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Linear,80/20,-0.31399836772981904,1.2730424378172565
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Ridge,80/20,-0.08497747317187954,1.1567934720700648
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Lasso,80/20,-0.3618071480481906,1.29599484262171
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.016785381866926685,1.1012086953320839
Rg w/no norm,No regr out,Inliers,ProtBERT,50,GPR,80/20,-0.13791627194639489,1.1846788155050432
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Linear,85/15,-0.1176000770411243,1.2191348668618984
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Ridge,85/15,-0.04563099629802414,1.1792279520547195
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Lasso,85/15,-0.3863125707545565,1.3578103702699336
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.051300131629963386,1.1232410343582115
Rg w/no norm,No regr out,Inliers,ProtBERT,50,GPR,85/15,-0.1269851012082852,1.2242429956901129
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Linear,90/10,-0.1410417613888264,1.3811622044412926
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Ridge,90/10,-0.0800140217361398,1.3437194778637953
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Lasso,90/10,-0.2683987260194636,1.4562026402095298
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,-0.01608756792275412,1.3033452826865715
Rg w/no norm,No regr out,Inliers,ProtBERT,50,GPR,90/10,0.21246910580857126,1.1474340026307261
Rg w/no norm,No regr out,All,ProtBERT,100,Linear,80/20,-30.382076162795887,6.1836950772547405
Rg w/no norm,No regr out,All,ProtBERT,100,Ridge,80/20,-0.38261497986683746,1.2979496897460607
Rg w/no norm,No regr out,All,ProtBERT,100,Lasso,80/20,-1.105311428369324,1.601641834641729
Rg w/no norm,No regr out,All,ProtBERT,100,Kernel Ridge,80/20,-0.07675139643655271,1.1454205007083869
Rg w/no norm,No regr out,All,ProtBERT,100,GPR,80/20,-0.9128514842102553,1.5266794372002055
Rg w/no norm,No regr out,All,ProtBERT,100,Linear,85/15,-39.10670489350651,7.33012652182588
Rg w/no norm,No regr out,All,ProtBERT,100,Ridge,85/15,-0.25464674432778733,1.2964737012995784
Rg w/no norm,No regr out,All,ProtBERT,100,Lasso,85/15,-0.648592256252033,1.4861396025931957
Rg w/no norm,No regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.03147343944110059,1.1390918569169597
Rg w/no norm,No regr out,All,ProtBERT,100,GPR,85/15,-1.1204555132105423,1.6854565546255587
Rg w/no norm,No regr out,All,ProtBERT,100,Linear,90/10,-17.393306758782217,5.008782182596356
Rg w/no norm,No regr out,All,ProtBERT,100,Ridge,90/10,-0.03907600275371115,1.1904903966188911
Rg w/no norm,No regr out,All,ProtBERT,100,Lasso,90/10,-0.3721735526497181,1.368065091071406
Rg w/no norm,No regr out,All,ProtBERT,100,Kernel Ridge,90/10,-0.15425501647331163,1.254738211990664
Rg w/no norm,No regr out,All,ProtBERT,100,GPR,90/10,-1.3303641053128374,1.7828472276044547
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Linear,80/20,-21.750398558294613,5.297121972955648
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Ridge,80/20,-0.2010501038737873,1.2170993517710815
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Lasso,80/20,-0.30640661586035267,1.2693595480250852
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.03060151659436694,1.0934442283269425
Rg w/no norm,No regr out,Inliers,ProtBERT,100,GPR,80/20,-0.009401313880938567,1.1157769911099247
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Linear,85/15,-18.018453585787324,5.029167972025332
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Ridge,85/15,-0.06971995794619223,1.1927339738996143
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Lasso,85/15,-0.37803669324519795,1.3537514396613994
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.01182550692734552,1.1463714469604762
Rg w/no norm,No regr out,Inliers,ProtBERT,100,GPR,85/15,-0.07561245361142621,1.1960145183521707
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Linear,90/10,-9.059132015124328,4.1008526950572
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Ridge,90/10,-0.08036106618196892,1.3439353514155785
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Lasso,90/10,-0.23691216047734653,1.438014764742966
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,-0.035991201036551956,1.3160486650151428
Rg w/no norm,No regr out,Inliers,ProtBERT,100,GPR,90/10,0.05235253600722478,1.2586857571914707
Rg w/no norm,No regr out,All,ProtBERT,190,Linear,80/20,-6.277345524747058,2.977787672964854
Rg w/no norm,No regr out,All,ProtBERT,190,Ridge,80/20,-0.39920527239998105,1.3057136566364922
Rg w/no norm,No regr out,All,ProtBERT,190,Lasso,80/20,-1.1053114282809617,1.6016418346081176
Rg w/no norm,No regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.0008729862119030152,1.103360876986158
Rg w/no norm,No regr out,All,ProtBERT,190,GPR,80/20,-0.6392236769581772,1.4132739019932068
Rg w/no norm,No regr out,All,ProtBERT,190,Linear,85/15,-5.690671635470334,2.9939037736812244
Rg w/no norm,No regr out,All,ProtBERT,190,Ridge,85/15,-0.29624252980085464,1.3177897127003626
Rg w/no norm,No regr out,All,ProtBERT,190,Lasso,85/15,-0.6483142488704006,1.4860142910743566
Rg w/no norm,No regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.07976224335030557,1.1103323763421942
Rg w/no norm,No regr out,All,ProtBERT,190,GPR,85/15,-0.7524684052423178,1.5322445245798038
Rg w/no norm,No regr out,All,ProtBERT,190,Linear,90/10,-6.06899220198916,3.1051386016106526
Rg w/no norm,No regr out,All,ProtBERT,190,Ridge,90/10,-0.04724856309019154,1.1951629607820966
Rg w/no norm,No regr out,All,ProtBERT,190,Lasso,90/10,-0.371963259307184,1.367960255205777
Rg w/no norm,No regr out,All,ProtBERT,190,Kernel Ridge,90/10,-0.08758433655743292,1.2179619224887248
Rg w/no norm,No regr out,All,ProtBERT,190,GPR,90/10,-0.9480229393063224,1.6300437925399642
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Linear,80/20,-0.68815407036466,1.4429507514246298
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Ridge,80/20,-0.13069470207499623,1.1809136625457863
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Lasso,80/20,-0.19745012619861302,1.215273941380272
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.04010352673629125,1.088072080402185
Rg w/no norm,No regr out,Inliers,ProtBERT,190,GPR,80/20,0.09907301248461442,1.0541205181213942
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Linear,85/15,-0.29204124433376166,1.3108310777829264
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Ridge,85/15,-0.19768507987397155,1.2620595872371936
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Lasso,85/15,-0.3805115915376276,1.3549665358187113
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.02386327297820101,1.139367605099604
Rg w/no norm,No regr out,Inliers,ProtBERT,190,GPR,85/15,0.10100124297706947,1.0934227010573756
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Linear,90/10,0.18424826845325104,1.1678119573017232
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Ridge,90/10,-0.11317385953025894,1.3641917387544609
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Lasso,90/10,-0.05294525379994486,1.326773568921627
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,-0.02816229556061023,1.3110665958392984
Rg w/no norm,No regr out,Inliers,ProtBERT,190,GPR,90/10,0.1373332951852947,1.2009237502286325
Rg norm w/0.427,No regr out,All,ProtBERT,10,Linear,80/20,-2.0110239961030394,0.15603877122658044
Rg norm w/0.427,No regr out,All,ProtBERT,10,Ridge,80/20,-1.8831257419041019,0.1526888081878848
Rg norm w/0.427,No regr out,All,ProtBERT,10,Lasso,80/20,-0.9570937420914665,0.12580016985841203
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,80/20,-0.4143190743691625,0.10694219964496492
Rg norm w/0.427,No regr out,All,ProtBERT,10,GPR,80/20,-1.7311603994447702,0.14861033622217032
Rg norm w/0.427,No regr out,All,ProtBERT,10,Linear,85/15,-1.9423974970823807,0.16552043262461008
Rg norm w/0.427,No regr out,All,ProtBERT,10,Ridge,85/15,-1.8241415114850614,0.1621601617129916
Rg norm w/0.427,No regr out,All,ProtBERT,10,Lasso,85/15,-0.8582402150237982,0.13153819221001783
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,85/15,-0.39800497966717674,0.11409202823480395
Rg norm w/0.427,No regr out,All,ProtBERT,10,GPR,85/15,-1.0234603036767203,0.1372613563156365
Rg norm w/0.427,No regr out,All,ProtBERT,10,Linear,90/10,-0.9832293325342316,0.14351736829889394
Rg norm w/0.427,No regr out,All,ProtBERT,10,Ridge,90/10,-0.888106175455516,0.14003326013971415
Rg norm w/0.427,No regr out,All,ProtBERT,10,Lasso,90/10,-0.418091268545528,0.12135846788419516
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,90/10,-0.09569407904335137,0.10667499983746805
Rg norm w/0.427,No regr out,All,ProtBERT,10,GPR,90/10,-0.8456360112756809,0.13844938188529718
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Linear,80/20,-0.05446781074286888,0.10224285489373348
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Ridge,80/20,-0.031195774174877622,0.10110831354894127
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.0572929872435719,0.10237973004969661
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.06563256797638162,0.09624432932135084
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,GPR,80/20,-1.2959931764277548,0.15086955201732816
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Linear,85/15,-0.059511159394246116,0.09595070969708215
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Ridge,85/15,-0.03639806463404027,0.09489836287634838
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Lasso,85/15,-0.08075855817528388,0.09690803004916768
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.06077174087887505,0.09034018990536183
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,GPR,85/15,-1.237396626273235,0.1394334306951406
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Linear,90/10,-0.14774661958250324,0.10244768656885099
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Ridge,90/10,-0.14108428823897223,0.10214991448508402
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Lasso,90/10,-0.16046708656998132,0.10301383569716716
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,-0.08624070200238476,0.09966488744401522
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,GPR,90/10,-1.4365904901241717,0.14926927279821176
Rg norm w/0.427,No regr out,All,ProtBERT,20,Linear,80/20,-1.0202933831694274,0.12781523830899333
Rg norm w/0.427,No regr out,All,ProtBERT,20,Ridge,80/20,-1.019172698166122,0.12777978294100922
Rg norm w/0.427,No regr out,All,ProtBERT,20,Lasso,80/20,-0.9570937420914665,0.12580016985841203
Rg norm w/0.427,No regr out,All,ProtBERT,20,Kernel Ridge,80/20,-0.35892214710885995,0.1048268900809322
Rg norm w/0.427,No regr out,All,ProtBERT,20,GPR,80/20,-3.3477618046149624,0.18750302767981067
Rg norm w/0.427,No regr out,All,ProtBERT,20,Linear,85/15,-0.9614841338288915,0.13514293335975588
Rg norm w/0.427,No regr out,All,ProtBERT,20,Ridge,85/15,-1.0106762878701097,0.13682706765659705
Rg norm w/0.427,No regr out,All,ProtBERT,20,Lasso,85/15,-0.8582402150237982,0.13153819221001783
Rg norm w/0.427,No regr out,All,ProtBERT,20,Kernel Ridge,85/15,-0.34234768532476045,0.1117978497502805
Rg norm w/0.427,No regr out,All,ProtBERT,20,GPR,85/15,-3.084506023565303,0.19501621000067473
Rg norm w/0.427,No regr out,All,ProtBERT,20,Linear,90/10,-0.16176644075035296,0.10984427001263539
Rg norm w/0.427,No regr out,All,ProtBERT,20,Ridge,90/10,-0.20315934513276912,0.11178397985832851
Rg norm w/0.427,No regr out,All,ProtBERT,20,Lasso,90/10,-0.418091268545528,0.12135846788419516
Rg norm w/0.427,No regr out,All,ProtBERT,20,Kernel Ridge,90/10,-0.019051866960501762,0.10287648991402516
Rg norm w/0.427,No regr out,All,ProtBERT,20,GPR,90/10,-2.337123846010572,0.18616762383343705
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Linear,80/20,0.19409374599816198,0.0893837492166351
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,80/20,0.17481780265692848,0.090446388271321
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,80/20,-0.009960052024183819,0.10006182100965245
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,0.09060699214553292,0.09494937483416781
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,GPR,80/20,-0.7035380629524168,0.12995477004441314
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Linear,85/15,0.1331932646902123,0.08678737690724274
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,85/15,0.14200274513888245,0.08634523440578497
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,85/15,-0.039221336562508924,0.0950275321970247
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.12232049752102958,0.08732998822618263
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,GPR,85/15,-0.9858433719012865,0.1313614457256658
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Linear,90/10,-0.022888356481985506,0.09671487217573116
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Ridge,90/10,0.019512395568205165,0.09468914572569509
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Lasso,90/10,0.024326069423988184,0.09445642300796406
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.00017857451833835913,0.09561815603207816
Rg norm w/0.427,No regr out,Inliers,ProtBERT,20,GPR,90/10,-0.4274075569724465,0.11424919282870608
Rg norm w/0.427,No regr out,All,ProtBERT,50,Linear,80/20,-5.948588099578951,0.23704112381745712
Rg norm w/0.427,No regr out,All,ProtBERT,50,Ridge,80/20,-1.7460826351211685,0.14901576419268459
Rg norm w/0.427,No regr out,All,ProtBERT,50,Lasso,80/20,-0.9570937420914665,0.12580016985841203
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,80/20,-0.3237036246734406,0.10345959938672636
Rg norm w/0.427,No regr out,All,ProtBERT,50,GPR,80/20,-3.4432079155561492,0.18954997497404627
Rg norm w/0.427,No regr out,All,ProtBERT,50,Linear,85/15,-3.3563487472140867,0.20140129628904174
Rg norm w/0.427,No regr out,All,ProtBERT,50,Ridge,85/15,-1.3271702361963782,0.1472024432526502
Rg norm w/0.427,No regr out,All,ProtBERT,50,Lasso,85/15,-0.8582402150237982,0.13153819221001783
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,85/15,-0.313672151715658,0.11059727799228587
Rg norm w/0.427,No regr out,All,ProtBERT,50,GPR,85/15,-3.719135192751538,0.2096197270277845
Rg norm w/0.427,No regr out,All,ProtBERT,50,Linear,90/10,-1.1935433742877342,0.1509353988319149
Rg norm w/0.427,No regr out,All,ProtBERT,50,Ridge,90/10,-0.29632087998573153,0.11603105782973139
Rg norm w/0.427,No regr out,All,ProtBERT,50,Lasso,90/10,-0.418091268545528,0.12135846788419516
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.004461954428683468,0.10168266598682874
Rg norm w/0.427,No regr out,All,ProtBERT,50,GPR,90/10,-3.4925085428732885,0.21600432613335258
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Linear,80/20,-0.535332772791892,0.1233722724958718
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Ridge,80/20,0.167058874051219,0.09087061285948983
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Lasso,80/20,-0.009582800241055178,0.10004313114858106
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.17957797400647568,0.09018513505240279
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,GPR,80/20,-0.3971779562522273,0.11769070564087024
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Linear,85/15,-0.5235851869354617,0.11506117228547368
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Ridge,85/15,0.08572074177657307,0.08913224745135137
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Lasso,85/15,-0.1319619684567197,0.09917708548324944
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.08197659830165416,0.08931456754236099
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,GPR,85/15,-0.761192363117579,0.12370829476238387
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Linear,90/10,-0.8149518824007427,0.1288284265126626
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Ridge,90/10,-0.0734308521344087,0.09907547915047649
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Lasso,90/10,-0.168999392704408,0.10339184550807853
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,-0.061143886496681565,0.09850681623607006
Rg norm w/0.427,No regr out,Inliers,ProtBERT,50,GPR,90/10,-0.08265591226996483,0.09950029550685147
Rg norm w/0.427,No regr out,All,ProtBERT,100,Linear,80/20,-88.4502379849283,0.8504840309984462
Rg norm w/0.427,No regr out,All,ProtBERT,100,Ridge,80/20,-1.4533567179830342,0.14084964702819183
Rg norm w/0.427,No regr out,All,ProtBERT,100,Lasso,80/20,-0.9570937420914665,0.12580016985841203
Rg norm w/0.427,No regr out,All,ProtBERT,100,Kernel Ridge,80/20,-0.3117680142937429,0.10299210436668253
Rg norm w/0.427,No regr out,All,ProtBERT,100,GPR,80/20,-3.1033668176312394,0.18215688227193427
Rg norm w/0.427,No regr out,All,ProtBERT,100,Linear,85/15,-96.37532562934392,0.9521939177650169
Rg norm w/0.427,No regr out,All,ProtBERT,100,Ridge,85/15,-0.9561337402923111,0.13495849097215223
Rg norm w/0.427,No regr out,All,ProtBERT,100,Lasso,85/15,-0.8582402150237982,0.13153819221001783
Rg norm w/0.427,No regr out,All,ProtBERT,100,Kernel Ridge,85/15,-0.30316244841971374,0.11015398676361264
Rg norm w/0.427,No regr out,All,ProtBERT,100,GPR,85/15,-3.4094376910241824,0.20262477545227134
Rg norm w/0.427,No regr out,All,ProtBERT,100,Linear,90/10,-44.32672967847437,0.6861122705637924
