Normalization,Regressing out,Points,Model,PCA Components,Regression Type,RMSE Score
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,20,Kernel Ridge,0.20638137477427757
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.20663735961175508
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,20,Ridge,0.2070573297492675
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.20726406353912522
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,20,Lasso,0.20766104673320657
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,0.20776252601403203
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,0.2079095967519381
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,10,Ridge,0.20843467826364337
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,50,Ridge,0.20886634633806694
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,10,Lasso,0.20978363297240907
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,Kernel Ridge,0.21009919107735925
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,10,Linear,0.21047597388993783
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,Linear,0.21082340275197758
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,20,Linear,0.21105824140802412
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,10,Linear,0.2111680523241374
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,20,Linear,0.2143008249275985
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,10,Kernel Ridge,0.2176372212645857
Rg norm w/0.421,No regr out,All,ProtBERT,190,GPR,0.21838955278739247
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,0.21950699726465983
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,50,Kernel Ridge,0.22058921790569996
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,20,Linear,0.2213221240171147
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,0.22156568470114502
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,190,GPR,0.22167631320778383
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,100,GPR,0.2238698933829824
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,GPR,0.22409670751096522
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,190,GPR,0.2253889918742752
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,GPR,0.2257466705023242
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,0.22626796872596508
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,100,GPR,0.2277611423979295
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,50,GPR,0.22818196000960922
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,GPR,0.22831304042015793
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,GPR,0.2295778065336146
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,GPR,0.23125538549455982
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,190,GPR,0.2328221833176565
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,20,GPR,0.23335442596981804
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,100,GPR,0.23374905131059012
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,50,Linear,0.23382997822126197
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,50,GPR,0.23398779705845416
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,50,GPR,0.23423645043849847
Rg norm w/0.5,No regr out,All,ProtBERT,190,GPR,0.23440092460187673
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,GPR,0.2345089221251549
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,20,GPR,0.2349844937650378
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,10,GPR,0.23519746491437754
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,190,GPR,0.23593317045936513
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,GPR,0.23643087344917563
Rg norm w/0.421,No regr out,All,ProtBERT,100,GPR,0.23840043074292458
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,10,GPR,0.23856842071115614
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,GPR,0.2400188119421256
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,10,GPR,0.24046644602725398
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,20,GPR,0.2411515515295298
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,GPR,0.24201738191997896
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,GPR,0.24303515961358016
Rg norm w/0.421,No regr out,All,ProtBERT,50,GPR,0.24442053629118218
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,100,GPR,0.24507398851664475
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,20,GPR,0.24652414435382763
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,50,GPR,0.24690322473373044
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,10,GPR,0.24738424630012423
Rg norm w/0.421,No regr out,All,ProtBERT,20,GPR,0.24876561616134923
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,190,GPR,0.2503402993365504
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,20,GPR,0.2508926367753573
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,100,GPR,0.2513143969520026
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,50,GPR,0.2516104919024636
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,50,Linear,0.2518757514332466
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,50,Linear,0.25260898134873844
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,190,GPR,0.25368726820202064
Rg norm w/0.5,No regr out,All,ProtBERT,100,GPR,0.25601882083478567
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,10,GPR,0.25657383609364603
Rg norm w/0.421,No regr out,All,ProtBERT,10,GPR,0.25685366490605194
Rg norm w/0.5,No regr out,All,ProtBERT,50,GPR,0.2625002967426003
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,100,GPR,0.2636262303087702
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,20,GPR,0.2652038979095724
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,50,GPR,0.2656211424465921
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,10,GPR,0.2661328479033844
Rg norm w/0.5,No regr out,All,ProtBERT,20,GPR,0.2670265466454005
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,50,Linear,0.2722910200850308
Rg norm w/0.5,No regr out,All,ProtBERT,10,GPR,0.27582934732632647
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,Linear,0.27774822215190437
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,Linear,0.27861375137011346
Rg norm w/0.421,pH regr out,All,ProtBERT,50,Linear,0.28880676591269633
Rg norm w/0.421,No regr out,All,ProtBERT,50,Linear,0.28881456969125213
Rg norm w/0.421,buffer regr out,All,ProtBERT,50,Linear,0.2916197516746869
Rg norm w/0.5,No regr out,Inliers,ProtBERT,100,Linear,0.29480226090529676
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Linear,0.2948062278265762
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Linear,0.2964585344710333
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Linear,0.30826119087797194
Rg norm w/0.406,No regr out,All,ProtBERT,190,Linear,0.3082624286409862
Rg norm w/0.406,pH regr out,All,ProtBERT,50,Linear,0.31098587856937443
Rg norm w/0.5,No regr out,All,ProtBERT,50,Linear,0.31099409598811156
Rg norm w/0.406,buffer regr out,All,ProtBERT,50,Linear,0.3139375094973051
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,Linear,0.3168165005946644
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,50,Linear,0.3281398005584728
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,Linear,0.3298835547760477
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,50,Linear,0.3430677005485811
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Linear,0.3476727191690672
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,50,Linear,0.35575177604396274
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,50,Linear,0.3727226690283917
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Linear,0.4096052453523004
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,190,Linear,0.410742635344701
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,190,Linear,0.4166426096326301
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,Linear,0.42074539522328347
Rg norm w/0.421,buffer regr out,All,ProtBERT,190,Linear,0.42829975548016197
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,190,Linear,0.442286103910078
Rg norm w/0.421,No regr out,Inliers,ProtBERT,100,Linear,0.4452486313393426
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,100,Linear,0.4452505879608133
Rg norm w/0.421,pH regr out,All,ProtBERT,190,Linear,0.44633849068012693
Rg norm w/0.421,No regr out,All,ProtBERT,190,Linear,0.44634003443203785
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,190,Linear,0.4495833256037304
Rg norm w/0.406,buffer regr out,All,ProtBERT,190,Linear,0.45893588214547254
Rg norm w/0.406,pH regr out,All,ProtBERT,190,Linear,0.4784204756248564
Rg norm w/0.5,No regr out,All,ProtBERT,190,Linear,0.47842208515941853
Rg norm w/0.406,No regr out,Inliers,ProtBERT,100,Linear,0.48110294914213125
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,100,Linear,0.48110444888840903
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,190,Linear,0.48467725079015445
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,190,Linear,0.4986624423226127
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,190,Linear,0.5061613290535597
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,190,Linear,0.5169257845324349
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,100,Linear,0.5169689963039981
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,Linear,0.5312440755217541
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,Linear,0.5441953312965457
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,100,Linear,0.5573189950405709
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,100,Linear,0.7870838621467973
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,100,Linear,0.8076186675531498
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Ridge,0.8275739987200994
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Ridge,0.8275772150537551
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,GPR,0.8275927745322302
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Kernel Ridge,0.8322246516063662
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,0.83319599738278
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Ridge,0.8345217136230549
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Ridge,0.8345230593126646
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Kernel Ridge,0.8420756496828358
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,0.8430207588765544
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,100,Linear,0.8479460748600754
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Kernel Ridge,0.8537963914087697
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,0.8638508983467159
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,GPR,0.8659775962443503
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,100,Linear,0.870208815558089
Rg w/no norm,No regr out,Inliers,ProtBERT,190,GPR,0.8727550928753068
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Ridge,0.8757528593726647
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Ridge,0.8757568909031017
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,GPR,0.9093259563354247
Rg w/no norm,No regr out,Inliers,ProtBERT,100,Lasso,0.9235294735769928
Rg w/no norm,pH regr out,Inliers,ProtBERT,100,Lasso,0.9235302804184174
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,0.9236658288314137
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Lasso,0.9248670586908937
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Lasso,0.9248758767834189
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Lasso,0.9250998799326191
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Lasso,0.925101970146031
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,GPR,0.9306533615294046
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Kernel Ridge,0.9670401237811502
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,Ridge,0.9712022731948186
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Ridge,0.9712146358527401
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,0.9724276973143924
Rg w/no norm,No regr out,Inliers,ProtBERT,100,GPR,0.977291374381448
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,Lasso,0.985766853675607
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Lasso,0.9857811054861867
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Kernel Ridge,0.9987296622686491
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,GPR,1.0055543333544437
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,Kernel Ridge,1.0349548576382754
Rg w/no norm,pH regr out,Inliers,ProtBERT,20,Linear,1.0424512339521932
Rg w/no norm,No regr out,Inliers,ProtBERT,20,Linear,1.0424656401868855
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,Ridge,1.044383943109156
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,Ridge,1.045591549421752
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,Kernel Ridge,1.0626603964088326
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,Ridge,1.0733107406281992
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,1.0734323319712749
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,Ridge,1.0771279784679644
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Ridge,1.0771497283576914
Rg w/no norm,pH regr out,Inliers,ProtBERT,190,Linear,1.085592110012852
Rg w/no norm,No regr out,Inliers,ProtBERT,190,Linear,1.0856046872610658
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,Lasso,1.0917321507628892
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Lasso,1.0917533761550506
Rg w/no norm,pH regr out,Inliers,ProtBERT,10,Linear,1.0929288507216217
Rg w/no norm,No regr out,Inliers,ProtBERT,10,Linear,1.0929521065667667
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,Lasso,1.094247576602953
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,Lasso,1.102209427534528
Rg w/no norm,No regr out,Inliers,ProtBERT,50,GPR,1.1025171377357346
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,Lasso,1.1097617082166216
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,GPR,1.1158165617465738
Rg w/no norm,pH regr out,All,ProtBERT,190,GPR,1.129131414409586
Rg w/no norm,pH regr out,All,ProtBERT,100,GPR,1.1346808674236715
Rg w/no norm,buffer regr out,Inliers,ProtBERT,100,GPR,1.139450759138012
Rg w/no norm,buffer regr out,All,ProtBERT,190,GPR,1.1398989954232868
Rg w/no norm,buffer regr out,All,ProtBERT,50,Kernel Ridge,1.1402085458987907
Rg w/no norm,buffer regr out,All,ProtBERT,100,Kernel Ridge,1.1402431348716506
Rg w/no norm,buffer regr out,All,ProtBERT,190,Kernel Ridge,1.141275634638113
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,1.1456479053812278
Rg w/no norm,pH regr out,All,ProtBERT,10,GPR,1.1487131899368592
Rg w/no norm,pH regr out,All,ProtBERT,10,Kernel Ridge,1.151531810703891
Rg w/no norm,No regr out,All,ProtBERT,50,Kernel Ridge,1.15197710296005
Rg w/no norm,buffer regr out,All,ProtBERT,20,GPR,1.1533591917525312
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,Kernel Ridge,1.1544943607466651
Rg w/no norm,buffer regr out,All,ProtBERT,100,GPR,1.1565625055925266
Rg w/no norm,buffer regr out,All,ProtBERT,50,GPR,1.1569172397274925
Rg w/no norm,buffer regr out,All,ProtBERT,10,Kernel Ridge,1.1570234664046826
Rg w/no norm,pH regr out,All,ProtBERT,20,GPR,1.1577490769825218
Rg w/no norm,buffer regr out,All,ProtBERT,10,GPR,1.159161962149125
Rg w/no norm,pH regr out,All,ProtBERT,190,Kernel Ridge,1.1605833482285686
Rg w/no norm,pH regr out,All,ProtBERT,50,GPR,1.1619503592894547
Rg w/no norm,buffer regr out,All,ProtBERT,20,Kernel Ridge,1.1619954599784952
Rg w/no norm,pH regr out,All,ProtBERT,100,Kernel Ridge,1.162104873442789
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,GPR,1.1622055548725603
Rg w/no norm,pH regr out,All,ProtBERT,50,Kernel Ridge,1.1683440561769056
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,GPR,1.1694306818268307
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,GPR,1.1704123551494527
Rg w/no norm,pH regr out,All,ProtBERT,20,Kernel Ridge,1.1734357748928863
Rg w/no norm,pH regr out,All,ProtBERT,190,Ridge,1.1744827340116808
Rg w/no norm,No regr out,All,ProtBERT,190,Ridge,1.1744829684138056
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,Ridge,1.1801234947252637
Rg w/no norm,No regr out,Inliers,ProtBERT,20,GPR,1.182190056211499
Rg w/no norm,No regr out,All,ProtBERT,20,Kernel Ridge,1.1857137458141758
Rg w/no norm,pH regr out,All,ProtBERT,100,Ridge,1.1897909940676146
Rg w/no norm,No regr out,All,ProtBERT,100,Ridge,1.1897930421864915
Rg w/no norm,No regr out,All,ProtBERT,10,Kernel Ridge,1.1904676032540853
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,Lasso,1.1909226247940488
Rg w/no norm,No regr out,All,ProtBERT,190,Kernel Ridge,1.2057821546091736
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,Ridge,1.2132773696913555
Rg w/no norm,pH regr out,All,ProtBERT,20,Ridge,1.2191938031271377
Rg w/no norm,No regr out,All,ProtBERT,20,Ridge,1.2192065042146334
Rg w/no norm,No regr out,All,ProtBERT,50,Ridge,1.219394287731138
Rg w/no norm,pH regr out,All,ProtBERT,50,Ridge,1.2193977419670072
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,Lasso,1.2237648258959308
Rg w/no norm,No regr out,All,ProtBERT,20,Lasso,1.2333667674196818
Rg w/no norm,pH regr out,All,ProtBERT,20,Lasso,1.2333705120163616
Rg w/no norm,No regr out,All,ProtBERT,50,Lasso,1.236518846680754
Rg w/no norm,pH regr out,All,ProtBERT,50,Lasso,1.236536083630303
Rg w/no norm,buffer regr out,Inliers,ProtBERT,10,Linear,1.2397949194891111
Rg w/no norm,No regr out,All,ProtBERT,190,Lasso,1.2409922416544867
Rg w/no norm,pH regr out,All,ProtBERT,190,Lasso,1.2410085395930341
Rg w/no norm,No regr out,All,ProtBERT,100,Lasso,1.2438107085972259
Rg w/no norm,pH regr out,All,ProtBERT,100,Lasso,1.2438269680171419
Rg w/no norm,No regr out,All,ProtBERT,100,Kernel Ridge,1.2476245277162612
Rg w/no norm,buffer regr out,Inliers,ProtBERT,20,Linear,1.2541378484041652
Rg w/no norm,pH regr out,All,ProtBERT,10,Ridge,1.2620829577875599
Rg w/no norm,No regr out,All,ProtBERT,10,Ridge,1.262090698030463
Rg w/no norm,pH regr out,Inliers,ProtBERT,50,Linear,1.2939937961619898
Rg w/no norm,No regr out,Inliers,ProtBERT,50,Linear,1.2940032699797466
Rg w/no norm,No regr out,All,ProtBERT,10,Lasso,1.312398507773528
Rg w/no norm,pH regr out,All,ProtBERT,10,Lasso,1.312407436244615
Rg w/no norm,pH regr out,All,ProtBERT,10,Linear,1.3205610857640133
Rg w/no norm,No regr out,All,ProtBERT,10,Linear,1.3205736353965134
Rg w/no norm,pH regr out,All,ProtBERT,20,Linear,1.357991360113212
Rg w/no norm,No regr out,All,ProtBERT,20,Linear,1.3580178816019324
Rg w/no norm,buffer regr out,All,ProtBERT,190,Ridge,1.3813683078441248
Rg w/no norm,buffer regr out,All,ProtBERT,100,Ridge,1.3945272116119618
Rg w/no norm,buffer regr out,Inliers,ProtBERT,190,Linear,1.4191661894592285
Rg w/no norm,buffer regr out,All,ProtBERT,50,Lasso,1.41939636513433
Rg w/no norm,buffer regr out,All,ProtBERT,20,Lasso,1.4250206170753374
Rg w/no norm,buffer regr out,All,ProtBERT,10,Ridge,1.4256732307791031
Rg w/no norm,buffer regr out,All,ProtBERT,20,Ridge,1.4300010707749893
Rg w/no norm,buffer regr out,All,ProtBERT,190,Lasso,1.430350893180757
Rg w/no norm,buffer regr out,All,ProtBERT,10,Lasso,1.4322052948632145
Rg w/no norm,buffer regr out,All,ProtBERT,50,Ridge,1.4395933132460956
Rg w/no norm,buffer regr out,All,ProtBERT,100,Lasso,1.4513633875353018
Rg w/no norm,buffer regr out,All,ProtBERT,10,Linear,1.4679416952853708
Rg w/no norm,No regr out,Inliers,ProtBERT,10,GPR,1.4770263107709733
Rg w/no norm,buffer regr out,All,ProtBERT,20,Linear,1.5409372327429431
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Linear,1.6554753806193516
Rg w/no norm,buffer regr out,Inliers,ProtBERT,50,Linear,1.659462608296618
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,1.6703128411472514
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,1.6816677987054531
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Linear,1.6832664045609063
Rg norm w/0.406,No regr out,All,ProtBERT,100,Linear,1.6833142645655839
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,Ridge,1.6833851451565858
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,1.6895572926708733
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,100,Lasso,1.6900313462768881
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,1.693609438214102
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,Lasso,1.6952589181222713
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,1.7001865784791306
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,190,Ridge,1.7027066375879405
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,Lasso,1.7063222785230592
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,1.708231076006884
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,1.7238959336616815
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,1.7245449665326846
Rg w/no norm,No regr out,All,ProtBERT,190,GPR,1.725828312989098
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,1.7277665517647185
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,1.7307101389532968
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,1.7353525298298962
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,50,Lasso,1.7356314636610224
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,20,Ridge,1.7417941184547034
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,1.7438631357059475
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,1.7449884868548546
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,1.74988693520156
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,50,Ridge,1.7530453188911599
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,20,Lasso,1.7550941747151756
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,1.755699840606725
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,50,Kernel Ridge,1.7583547000613953
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,10,Ridge,1.7918524246237288
Rg w/no norm,expr pH only regr out,All,ProtBERT,190,Ridge,1.7945285735551262
Rg w/no norm,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,1.7948145639176367
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,1.7948733758808109
Rg w/no norm,expr pH only regr out,All,ProtBERT,100,Ridge,1.8001637835495659
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,10,Lasso,1.8053220630777471
Rg w/no norm,expr buffer only regr out,All,ProtBERT,190,Ridge,1.8112091129503516
Rg w/no norm,expr buffer only regr out,All,ProtBERT,100,Ridge,1.8153644724992128
Rg w/no norm,expr buffer only regr out,All,ProtBERT,20,Kernel Ridge,1.817783226387591
Rg w/no norm,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,1.821424270410759
Rg w/no norm,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,1.8256647768885048
Rg w/no norm,expr buffer only regr out,All,ProtBERT,10,Ridge,1.830170419240199
Rg w/no norm,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,1.8320578828914715
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,20,Linear,1.8321414410520656
Rg w/no norm,expr buffer only regr out,Inliers,ProtBERT,10,Linear,1.8327615224679898
Rg w/no norm,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,1.83411473571865
Rg w/no norm,expr pH only regr out,All,ProtBERT,100,Lasso,1.8355821851911047
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,10,Ridge,1.8363071592849929
Rg w/no norm,expr pH only regr out,All,ProtBERT,190,Lasso,1.8363333797000005
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,20,Linear,1.846865215190923
Rg w/no norm,expr pH only regr out,All,ProtBERT,50,Kernel Ridge,1.8470878601877077
Rg w/no norm,expr pH only regr out,Inliers,ProtBERT,10,Lasso,1.8494842077632976
Rg w/no norm,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,1.8512644150229134
Rg w/no norm,expr pH only regr out,All,ProtBERT,50,Lasso,1.8550435970777686
Rg w/no norm,expr buffer only regr out,All,ProtBERT,20,Lasso,1.8570894300916703
Rg w/no norm,expr buffer only regr out,All,ProtBERT,10,Kernel Ridge,1.8579772086780824
Rg w/no norm,expr buffer only regr out,All,ProtBERT,50,Ridge,1.862041666033347
Rg w/no norm,expr pH only regr out,All,ProtBERT,50,Ridge,1.8629569844473162
Rg w/no norm,expr buffer only regr out,All,ProtBERT,20,Ridge,1.8651904732616775
Rg w/no norm,expr buffer only regr out,All,ProtBERT,50,Lasso,1.8653061442649819
Rg w/no norm,expr buffer only regr out,All,ProtBERT,10,Linear,1.8659453268409325
