Normalization,Regressing out,Points,Model,PCA Components,Regression Type,RMSE Score
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,10,Ridge,0.1179003088617246
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,190,Lasso,0.11791038816923918
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,20,Ridge,0.11826367592232066
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,50,Lasso,0.11860611467565074
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,10,Linear,0.11982100453574009
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,0.1204254930266156
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,190,GPR,0.12175603166833916
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,100,GPR,0.12266018554061232
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,20,GPR,0.12337045647529658
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,10,GPR,0.12367437400163422
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,50,GPR,0.12370938030657884
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,Lasso,0.12395564240554045
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,Lasso,0.12399919639383292
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.12429927879047938
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,20,Linear,0.1243030262985912
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,0.1243694257185275
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,Lasso,0.12478556078534016
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.12481174763265451
Rg norm w/0.406,pH regr out,All,ProtBERT,10,Lasso,0.12489409237407413
Rg norm w/0.5,No regr out,All,ProtBERT,10,Lasso,0.12489782242947782
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,0.1249249405906305
Rg norm w/0.406,pH regr out,All,ProtBERT,50,Lasso,0.1249826861582046
Rg norm w/0.406,pH regr out,All,ProtBERT,20,Lasso,0.12520115124595696
Rg norm w/0.5,No regr out,All,ProtBERT,20,Lasso,0.12520484229121429
Rg norm w/0.406,pH regr out,All,ProtBERT,100,Lasso,0.12521745941901113
Rg norm w/0.406,pH regr out,All,ProtBERT,190,Lasso,0.12521745966148817
Rg norm w/0.5,No regr out,All,ProtBERT,50,Lasso,0.12522111233338828
Rg norm w/0.5,No regr out,All,ProtBERT,100,Lasso,0.1252211357903591
Rg norm w/0.5,No regr out,All,ProtBERT,190,Lasso,0.12522113603277057
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,0.12548595722518452
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,50,Linear,0.125729681798591
Rg norm w/0.421,No regr out,Inliers,ProtBERT,50,Linear,0.12573023718359
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,0.12575053213668674
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.12575880037030865
Rg norm w/0.406,No regr out,Inliers,ProtBERT,190,Linear,0.12591992040471134
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,190,Linear,0.12592033265820915
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,0.125925775068195
Rg norm w/0.421,buffer regr out,All,ProtBERT,50,Lasso,0.12654687462432884
Rg norm w/0.421,buffer regr out,All,ProtBERT,190,Lasso,0.12654687503058504
Rg norm w/0.421,buffer regr out,All,ProtBERT,100,Lasso,0.12654687505260048
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,0.12662692863606917
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.12672732165309974
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,Ridge,0.1271172987132622
Rg norm w/0.421,buffer regr out,All,ProtBERT,10,Lasso,0.12734219988523207
Rg norm w/0.421,buffer regr out,All,ProtBERT,20,Lasso,0.12737510065399793
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,0.1274157106299941
Rg norm w/0.421,No regr out,Inliers,ProtBERT,50,GPR,0.12748314328551758
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.12756527146404859
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,Lasso,0.12763011031876226
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,Linear,0.1277189551230409
Rg norm w/0.421,pH regr out,All,ProtBERT,10,Ridge,0.1277705401940139
Rg norm w/0.421,No regr out,All,ProtBERT,10,Ridge,0.12777513120870435
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.12787225178411044
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,Ridge,0.12808322622103124
Rg norm w/0.421,No regr out,Inliers,ProtBERT,20,GPR,0.1284092056780614
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,Ridge,0.12874031854861626
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,Linear,0.1287864964355308
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.12892790679566335
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,Ridge,0.12895472440416553
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,Lasso,0.12912905774994915
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.12929777954377683
Rg norm w/0.421,pH regr out,All,ProtBERT,20,Ridge,0.12936533068074788
Rg norm w/0.421,No regr out,All,ProtBERT,20,Ridge,0.12936920797398666
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.12945297885015522
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,Lasso,0.12977810095748418
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,Ridge,0.13009785260920392
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,Ridge,0.1309130670225971
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.13105589524176436
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,Lasso,0.1321142280422184
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,Linear,0.13250313502444586
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,Linear,0.13263458257915864
Rg norm w/0.421,pH regr out,All,ProtBERT,10,Linear,0.13530083541076432
Rg norm w/0.421,No regr out,All,ProtBERT,10,Linear,0.13530643534394904
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,50,Linear,0.13561686589254476
Rg norm w/0.406,No regr out,Inliers,ProtBERT,50,Linear,0.1356174465809444
Rg norm w/0.421,pH regr out,All,ProtBERT,190,Ridge,0.1364286036240766
Rg norm w/0.421,No regr out,All,ProtBERT,190,Ridge,0.1364309512248439
Rg norm w/0.406,buffer regr out,All,ProtBERT,100,Lasso,0.13646513918753456
Rg norm w/0.406,buffer regr out,All,ProtBERT,50,Lasso,0.13646516784729443
Rg norm w/0.406,No regr out,Inliers,ProtBERT,50,GPR,0.13696530885842967
Rg norm w/0.406,buffer regr out,All,ProtBERT,10,Lasso,0.1372295174458375
Rg norm w/0.406,buffer regr out,All,ProtBERT,190,Lasso,0.1374789233882863
Rg norm w/0.406,pH regr out,All,ProtBERT,10,Ridge,0.13754154846419422
Rg norm w/0.5,No regr out,All,ProtBERT,10,Ridge,0.13754630099005583
Rg norm w/0.406,buffer regr out,All,ProtBERT,20,Lasso,0.137691348247209
Rg norm w/0.406,No regr out,Inliers,ProtBERT,20,GPR,0.13818469524215624
Rg norm w/0.421,pH regr out,All,ProtBERT,100,Ridge,0.13836951385988375
Rg norm w/0.421,No regr out,All,ProtBERT,100,Ridge,0.13837209045829288
Rg norm w/0.406,pH regr out,All,ProtBERT,20,Ridge,0.13905784364072427
Rg norm w/0.5,No regr out,All,ProtBERT,20,Ridge,0.13906187747681123
Rg norm w/0.421,buffer regr out,All,ProtBERT,10,Ridge,0.14156757675477813
Rg norm w/0.421,pH regr out,All,ProtBERT,50,Ridge,0.14165137412579895
Rg norm w/0.421,No regr out,All,ProtBERT,50,Ridge,0.14165359366352615
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,190,Linear,0.14396702680552897
Rg norm w/0.421,pH regr out,All,ProtBERT,20,Linear,0.14473930317218453
Rg norm w/0.421,No regr out,All,ProtBERT,20,Linear,0.14474367909439156
Rg norm w/0.406,pH regr out,All,ProtBERT,10,Linear,0.1455602857978536
Rg norm w/0.5,No regr out,All,ProtBERT,10,Linear,0.1455661072000659
Rg norm w/0.406,pH regr out,All,ProtBERT,190,Ridge,0.14652492193925132
Rg norm w/0.5,No regr out,All,ProtBERT,190,Ridge,0.14652733487474207
Rg norm w/0.421,buffer regr out,All,ProtBERT,20,Ridge,0.14669653906801539
Rg norm w/0.421,buffer regr out,All,ProtBERT,10,Linear,0.14776323580089798
Rg norm w/0.406,pH regr out,All,ProtBERT,100,Ridge,0.14862042810693463
Rg norm w/0.5,No regr out,All,ProtBERT,100,Ridge,0.14862308753166426
Rg norm w/0.406,No regr out,All,ProtBERT,190,GPR,0.15006279962541197
Rg norm w/0.421,buffer regr out,All,ProtBERT,190,Ridge,0.15161557452843102
Rg norm w/0.406,pH regr out,All,ProtBERT,50,Ridge,0.15214953817886367
Rg norm w/0.5,No regr out,All,ProtBERT,50,Ridge,0.1521517861909923
Rg norm w/0.406,buffer regr out,All,ProtBERT,10,Ridge,0.1525991307781391
Rg norm w/0.421,buffer regr out,All,ProtBERT,100,Ridge,0.1532328636979053
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,190,Linear,0.1551235156724954
Rg norm w/0.406,pH regr out,All,ProtBERT,20,Linear,0.155584024564703
Rg norm w/0.5,No regr out,All,ProtBERT,20,Linear,0.15558863628178654
Rg norm w/0.421,buffer regr out,All,ProtBERT,50,Ridge,0.15754129042341009
Rg norm w/0.406,buffer regr out,All,ProtBERT,20,Ridge,0.15806665951985904
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,Linear,0.15819560021393894
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,100,Lasso,0.1584797439096156
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,190,Lasso,0.15867006389587923
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,GPR,0.15902095774376418
Rg norm w/0.406,buffer regr out,All,ProtBERT,10,Linear,0.15914572723948098
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,20,Lasso,0.15930283408451773
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,GPR,0.15937299950874106
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,50,Lasso,0.15942042863382583
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,10,Lasso,0.15970502817097892
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,GPR,0.15972419172913332
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,GPR,0.15976503577540047
Rg norm w/0.421,buffer regr out,All,ProtBERT,20,Linear,0.16045680739633297
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,GPR,0.16103536926949608
Rg norm w/0.421,No regr out,Inliers,ProtBERT,10,GPR,0.16199408815714506
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,GPR,0.16266743218832447
Rg norm w/0.406,buffer regr out,All,ProtBERT,190,Ridge,0.16315829491266431
Rg norm w/0.406,No regr out,All,ProtBERT,100,GPR,0.16348057765590235
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,10,Ridge,0.16442715153778098
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,50,Linear,0.1644885328166878
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,190,GPR,0.16486469494893197
Rg norm w/0.406,buffer regr out,All,ProtBERT,100,Ridge,0.16490274076993383
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,190,Lasso,0.16536039107473494
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,100,Lasso,0.16557145939932405
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,100,GPR,0.1660044533006794
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,GPR,0.1661384714382656
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,20,Lasso,0.16634980982385295
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,10,Lasso,0.16677829937075833
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,50,Lasso,0.16681712305509733
Rg norm w/0.406,No regr out,All,ProtBERT,50,GPR,0.16760067564671466
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,GPR,0.16781582440770595
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,GPR,0.16783081856283033
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,10,Kernel Ridge,0.16810636374901702
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,GPR,0.16836056882490597
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,0.16862970519039627
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,10,Ridge,0.168804223946463
Rg norm w/0.406,buffer regr out,All,ProtBERT,50,Ridge,0.1695767811078842
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,10,Linear,0.16987518825504153
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,50,Kernel Ridge,0.16988312561297514
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,Linear,0.17000837974600713
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,0.17065039797177342
Rg norm w/0.406,No regr out,All,ProtBERT,20,GPR,0.17099859111393775
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,0.17120487063900064
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,20,Ridge,0.17120812583650094
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,10,Kernel Ridge,0.17132601904165945
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,0.17134448683020467
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,0.17138882164566294
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,20,Ridge,0.17138909361875554
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,190,Ridge,0.17145663498216088
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,190,GPR,0.17180598602303604
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,50,GPR,0.1720963818185425
Rg norm w/0.406,buffer regr out,All,ProtBERT,20,Linear,0.17279582391557835
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,100,GPR,0.17319559032408094
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,190,Ridge,0.1733811811882733
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,100,Ridge,0.17390201032773064
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,10,GPR,0.17412077046276309
Rg norm w/0.406,No regr out,Inliers,ProtBERT,10,GPR,0.1741529086020212
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,10,Linear,0.1752695003465876
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,100,Ridge,0.17544305057994852
Rg norm w/0.406,No regr out,All,ProtBERT,10,GPR,0.17623375075309522
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,20,GPR,0.176819940768573
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,20,Kernel Ridge,0.17726550360973542
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,50,Linear,0.17734558966498348
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,50,Ridge,0.17774144181095156
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,50,Ridge,0.17812089978526216
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,50,GPR,0.179849487024906
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,10,GPR,0.180954131318665
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,0.18296039177740495
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,0.183458136394752
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,0.18360343343814756
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.18365495576392638
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,20,GPR,0.18389880689632024
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,190,Lasso,0.18390901862944023
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,20,Linear,0.18394935680416646
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,0.18411125102541134
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,100,Lasso,0.18428129436883106
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.1844668929831518
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.1845592752986203
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,0.1850007100023676
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,0.18501514502260688
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,190,Lasso,0.18581413465004443
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,0.18605015155774707
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,20,Linear,0.18644504597624856
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,0.1871563220689939
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,10,Ridge,0.18741314126332906
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.18742078225191416
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,10,Lasso,0.18778800158153516
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Lasso,0.18786008073754068
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Lasso,0.18787844874281764
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.1879181667961155
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.187940870616248
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,50,Lasso,0.1883457488089862
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,20,Ridge,0.18851070707634796
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.18854426686643436
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.18867069360899769
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,100,Ridge,0.18900692392998608
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,20,Linear,0.18900908886015785
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,10,Linear,0.18997626668493417
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,20,Lasso,0.1901059745285543
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,50,Ridge,0.19026181495802805
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,Lasso,0.19034019775470892
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,190,Ridge,0.19043738932677845
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,Lasso,0.19097457893649866
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,Lasso,0.19142436718024156
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Ridge,0.19148053315084548
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Ridge,0.19158833490184582
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Kernel Ridge,0.19159776262664435
Rg norm w/0.421,expr buffer only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.19186220141835766
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,Lasso,0.19204396626246723
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,Ridge,0.19245548944208032
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.19265528288081066
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Lasso,0.19302174660496085
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,10,Ridge,0.19347560083411908
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,Kernel Ridge,0.1935447157486927
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,0.19378205164316062
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Ridge,0.19451296519159544
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,Lasso,0.19451928869867635
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,Ridge,0.1945734474083195
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,10,Lasso,0.19474010372103193
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,Ridge,0.1949376052663817
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Linear,0.19508093337060234
Rg norm w/0.406,No regr out,All,ProtBERT,50,Linear,0.19508689753336853
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,Ridge,0.1951479050702828
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,10,Lasso,0.1953463663686441
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,Linear,0.19554394655414056
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,20,Linear,0.19591645543816436
Rg norm w/0.421,expr pH only regr out,Inliers,ProtBERT,10,Linear,0.19601292856747435
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,10,Ridge,0.1973653790146919
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Linear,0.19739392905071107
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,0.19757787588582043
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,0.1977205001368899
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.19776546695790398
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,0.19797028389513452
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,0.19811612716777083
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,190,Lasso,0.19825312514733032
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,50,Lasso,0.198264784809322
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,100,Lasso,0.1982659157956569
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.19862481527225673
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.19875118344368972
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,Kernel Ridge,0.19878919204592554
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,Ridge,0.19908487192880958
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,Ridge,0.19915882609459382
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,100,Lasso,0.19917655882340068
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,0.19920522601291601
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,0.19923387569592646
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,190,Lasso,0.1995317460141394
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,20,Lasso,0.1997717842379048
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,Lasso,0.1998044801480949
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,0.1999167597389776
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,190,Lasso,0.19993949282464818
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,Lasso,0.20008817917281446
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,Ridge,0.20013282257867482
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,0.20055565157718844
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,0.20081148336036653
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,50,Lasso,0.20132333731392174
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,190,Ridge,0.2016687584068203
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,10,Ridge,0.20182804172660418
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.20183988033883327
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,10,Linear,0.20195166407389792
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.2021589370439852
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,0.20226114176992813
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,10,Lasso,0.20231755774863933
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,20,Ridge,0.20238952367496632
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.202402058060189
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,100,Ridge,0.2026389610225089
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,Linear,0.20275787218009178
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,0.2027643059775519
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.20295243343668068
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,20,Ridge,0.20296111534921094
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,0.20313673022997122
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,10,Kernel Ridge,0.20315977814531433
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.20329746970156837
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,0.20330313337621445
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,100,Lasso,0.20339836175343848
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,190,Lasso,0.203453021169698
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,100,Ridge,0.20348475619913117
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,190,Ridge,0.2036156346545291
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Linear,0.20367953569438077
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,20,Linear,0.20368996292933067
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,100,Ridge,0.204212411866161
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,20,Lasso,0.2043699001927994
Rg norm w/0.406,expr buffer only regr out,Inliers,ProtBERT,10,Linear,0.2046139161019946
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,50,Ridge,0.20484449751749936
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,10,Ridge,0.2049959264212064
Rg norm w/0.406,expr pH only regr out,Inliers,ProtBERT,190,Ridge,0.20501595647653784
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,50,Lasso,0.20515204088145522
Rg norm w/0.421,expr pH only regr out,All,ProtBERT,10,Lasso,0.20577639785465832
Rg norm w/0.421,expr buffer only regr out,All,ProtBERT,50,Ridge,0.20585186658477195
