Normalization,Regressing out,Points,Model,LayerGroup,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score,Seed
Rg norm w/0.421,No regr out,All,ProtBERT,high,100,Lasso,80/20,-0.2703778961034346,0.1307080286711661,3
Rg norm w/0.421,No regr out,All,ProtBERT,high,50,Lasso,80/20,-0.2703779432570601,0.1307080310969629,3
Rg norm w/0.421,No regr out,All,ProtBERT,high,20,Lasso,80/20,-0.2704803067470318,0.1307132970340752,3
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Lasso,80/20,-0.2705095051575881,0.1307147990638836,3
Rg norm w/0.421,pH regr out,All,ProtBERT,high,190,Lasso,80/20,-0.2705776045581938,0.1307154586231684,3
Rg norm w/0.421,pH regr out,All,ProtBERT,high,100,Lasso,80/20,-0.2705776045660808,0.1307154586235741,3
Rg norm w/0.421,pH regr out,All,ProtBERT,high,50,Lasso,80/20,-0.2705776518827951,0.1307154610575167,3
Rg norm w/0.5,No regr out,All,ProtBERT,low,190,Kernel Ridge,80/20,-0.0833995321013234,0.1307187628648455,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,100,Ridge,80/20,-0.2048432609849917,0.1307194913242114,4
Rg norm w/0.421,pH regr out,All,ProtBERT,high,20,Lasso,80/20,-0.2706802967086932,0.1307207409374012,3
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,Lasso,80/20,-0.2707092708702614,0.1307222312817024,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,mid,50,GPR,80/20,-0.1210905022906276,0.1307223924291909,3
Rg norm w/0.421,pH regr out,All,ProtBERT,low,20,Ridge,85/15,-0.4630057307875639,0.1307383325706329,3
Rg norm w/0.421,No regr out,All,ProtBERT,low,20,Ridge,85/15,-0.4628561116574692,0.1307391858325531,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,10,Ridge,90/10,-1.8087249354220272,0.1307474089545376,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,low,50,Ridge,80/20,0.1265486747367845,0.1307560181965623,3
Rg norm w/0.421,pH regr out,All,ProtBERT,mid,20,Linear,90/10,-0.6409292685953416,0.130762752474366,1
Rg norm w/0.421,buffer regr out,All,ProtBERT,mid,10,Ridge,80/20,-0.1196617854068855,0.1307649656315841,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,-0.0504029196999147,0.1307658903076034,1
Rg norm w/0.421,buffer regr out,All,ProtBERT,high,10,Lasso,80/20,0.0281632266572043,0.1307678183590415,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,high,190,Lasso,80/20,0.0281632027196824,0.1307678199695268,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,high,100,Lasso,80/20,0.0281632027196618,0.1307678199695282,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,high,50,Lasso,80/20,0.0281632022183764,0.130767820003254,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,high,20,Lasso,80/20,0.0281631882672146,0.1307678209418699,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,high,100,GPR,80/20,-0.1219140082214849,0.130770395201307,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,high,20,Kernel Ridge,90/10,0.0964024673427285,0.1307755590287893,4
Rg norm w/0.421,No regr out,All,ProtBERT,mid,20,Linear,90/10,-0.640680071338271,0.1307764384862737,1
Rg norm w/0.5,No regr out,All,ProtBERT,mid,100,Kernel Ridge,85/15,-0.2766782019503329,0.1307789582756389,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,50,Lasso,85/15,0.0793786612200692,0.1307804837162397,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,100,Kernel Ridge,90/10,-0.1528642524439449,0.1307937999314286,1
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.1223429158285362,0.1307953895668481,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,mid,20,GPR,80/20,-0.1225079999756215,0.1308050084859363,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,high,50,GPR,80/20,-0.1225714257323917,0.1308087039114752,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,50,Ridge,90/10,0.1555151322213409,0.1308087074504099,4
Rg norm w/0.5,No regr out,All,ProtBERT,low,50,Kernel Ridge,80/20,-0.0851102301688455,0.1308219252363295,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,190,Ridge,85/15,-1.0201852507569682,0.1308260306528573,4
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,low,100,GPR,80/20,-0.1229526340672053,0.1308309123582569,3
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,20,Linear,85/15,-1.6506410589977314,0.1308572039291942,2
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,mid,10,GPR,80/20,-0.1234268675290675,0.1308585350047978,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,low,50,GPR,80/20,-0.1234462799995994,0.1308596655975201,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,high,20,GPR,80/20,-0.1234548250203546,0.1308601632610275,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,high,20,Ridge,80/20,-0.123481034182032,0.1308616896753954,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,20,Ridge,90/10,0.2125545618449514,0.1308797080579992,3
Rg norm w/0.406,buffer regr out,All,ProtBERT,mid,20,GPR,85/15,0.1104353945321129,0.1308896464329824,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,190,Ridge,85/15,-0.2000913435575173,0.1308952541895286,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,190,Lasso,80/20,0.0295994196983343,0.1309076036519442,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,100,Lasso,80/20,0.0295993997680319,0.1309076049962489,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,50,Lasso,80/20,0.0295944269852301,0.1309079404114644,3
Rg norm w/0.5,No regr out,All,ProtBERT,low,10,Kernel Ridge,80/20,-0.0867379003981965,0.1309200052083549,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,190,GPR,80/20,-0.0530382836997209,0.1309298273224995,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,10,Lasso,80/20,0.029269139996444,0.1309298792188163,3
Rg norm w/0.5,No regr out,All,ProtBERT,low,20,Kernel Ridge,85/15,-0.2453680836292875,0.1309304509624429,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,190,Kernel Ridge,80/20,-0.0280709054493863,0.1309565403074269,2
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,low,100,Kernel Ridge,85/15,0.2570170169536968,0.1309737003322318,4
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,low,190,Linear,80/20,-0.3757651016638521,0.130978066065013,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,50,Linear,90/10,-1.385229258041213,0.1309858653094534,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,20,Kernel Ridge,90/10,0.1529874832777281,0.1310043246028197,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,190,Ridge,80/20,0.0280872471998563,0.1310095604231974,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,100,Lasso,80/20,-0.0927980562569146,0.1310231805286778,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,190,Ridge,80/20,-0.1957405043128239,0.131025473978198,1
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,20,Linear,85/15,-0.1614813592917483,0.1310423102628567,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,50,Kernel Ridge,90/10,-0.0228999288942008,0.131058624110412,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,low,10,GPR,80/20,-0.1269399530656592,0.1310629801732247,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,50,Lasso,90/10,0.2103128855772007,0.1310658678949358,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,100,GPR,80/20,-0.0555063914443998,0.1310831739759621,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,190,Kernel Ridge,80/20,0.0266054709206016,0.1311093908469799,3
Rg norm w/0.421,No regr out,All,ProtBERT,low,20,Ridge,80/20,-1.4138084235219668,0.131110125696271,4
Rg norm w/0.421,pH regr out,All,ProtBERT,low,20,Ridge,80/20,-1.414004920770025,0.1311119998682166,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,190,Ridge,80/20,0.0264943729153663,0.1311168726931165,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,100,Ridge,80/20,0.0264915471292718,0.1311170629888664,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,100,Kernel Ridge,85/15,-0.0709040118203776,0.1311176260916053,1
Rg norm w/0.406,buffer regr out,All,ProtBERT,high,190,Kernel Ridge,80/20,0.1622509675784007,0.1311297300843333,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,high,20,Ridge,85/15,-0.0325241325185041,0.1311540972597785,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,10,Linear,90/10,0.0908449399097963,0.1311771065294336,4
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,20,Lasso,80/20,-0.2490615562397731,0.1311790158366204,2
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,10,Lasso,80/20,-0.2490615655755743,0.1311790163268529,2
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,50,Lasso,80/20,-0.2490615659550743,0.1311790163467808,2
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,100,Lasso,80/20,-0.2490615659631236,0.1311790163472035,2
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,190,Lasso,80/20,-0.2490615659631549,0.1311790163472052,2
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,low,20,Ridge,85/15,-0.032985458032406,0.131183393415014,3
Rg norm w/0.406,buffer regr out,All,ProtBERT,low,100,GPR,80/20,0.1615483489944583,0.131184707691948,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,10,Kernel Ridge,85/15,-0.1641368837524706,0.1311920274245709,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,20,GPR,80/20,-0.0572873198307759,0.131193713976939,1
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,50,Kernel Ridge,85/15,0.1758213222214958,0.1311958507299284,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,50,GPR,85/15,-0.0723081327613874,0.13120355568683,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,50,GPR,80/20,-0.0575765583886644,0.1312116578627062,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,10,GPR,80/20,-0.0576348720733161,0.1312152752508321,1
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,190,Lasso,80/20,-0.0965358445712416,0.1312470640051067,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,50,Kernel Ridge,80/20,-0.0326506073053682,0.1312478993373002,2
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,low,100,Kernel Ridge,85/15,-0.0341083683829139,0.131254675725033,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,10,Lasso,85/15,0.097375953672783,0.1312653291040953,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,mid,10,Linear,85/15,-0.0343529910435012,0.131270199228364,3
Rg norm w/0.5,No regr out,All,ProtBERT,high,100,Ridge,80/20,-1.071314550440575,0.1312888527645541,4
Rg norm w/0.406,pH regr out,All,ProtBERT,high,100,Ridge,80/20,-1.0715650639710246,0.1312941223502352,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.0237374280806188,0.1313024013688212,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,low,190,Lasso,85/15,0.2053452169535742,0.1313034076483886,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,10,Kernel Ridge,80/20,0.0235810627585858,0.1313129161221395,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.0593545578028837,0.131321908169239,1
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,low,190,Kernel Ridge,85/15,0.2051168328004274,0.131322274623015,3
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,10,GPR,85/15,-3.4770130476052516,0.1313228143986431,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,low,10,Linear,90/10,0.1487604762918152,0.1313308056313224,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,20,Ridge,90/10,0.1485823832347959,0.1313445431756843,4
Rg norm w/0.406,buffer regr out,All,ProtBERT,high,20,Ridge,80/20,0.0469568157933932,0.1313643424902302,1
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,50,Kernel Ridge,80/20,-0.2020442920794354,0.1313703945746622,1
Rg norm w/0.406,buffer regr out,All,ProtBERT,low,20,Kernel Ridge,85/15,0.1036548966969679,0.1313875373052093,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,100,Kernel Ridge,80/20,0.0223140638756793,0.1313980841659358,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,low,10,Ridge,90/10,0.1477403298711501,0.1314094771047221,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.0282159146760713,0.1314100431474612,2
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,50,Linear,80/20,-0.2178686167750849,0.1314241849689306,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,190,GPR,80/20,-0.2179754246520782,0.1314299478362201,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,20,Linear,90/10,-2.4555726407504546,0.1314373572575475,2
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,100,Ridge,85/15,0.0278092493111737,0.131437536046519,2
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,low,100,Kernel Ridge,90/10,0.2763441101247356,0.1314411665001452,2
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,20,GPR,80/20,-0.0612984745092159,0.131442340864508,1
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,190,Ridge,80/20,-0.3855349594587574,0.1314497671253258,4
Rg norm w/0.421,pH regr out,All,ProtBERT,high,50,Ridge,85/15,-0.4575187443917592,0.13145733378248,2
Rg norm w/0.421,No regr out,All,ProtBERT,high,50,Ridge,85/15,-0.4575760262112265,0.1314588516147306,2
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,high,100,Ridge,80/20,0.1985023603379355,0.1314738114496238,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,50,Ridge,85/15,-1.102982969797112,0.1314771775655753,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,190,Kernel Ridge,85/15,-0.2113578948786698,0.1315082462839518,4
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,low,100,Lasso,90/10,0.1145536377033975,0.1315166195331845,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,100,GPR,85/15,-0.0774808002112166,0.1315196289560744,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,50,Lasso,80/20,-0.0627109296522625,0.1315297784160301,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,100,GPR,80/20,-0.0629017427166342,0.1315415861771477,1
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,high,190,Ridge,80/20,0.1976678933315175,0.1315422346185912,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,low,10,Kernel Ridge,85/15,0.1714549446094524,0.1315429198330146,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,100,GPR,85/15,-0.1703903179586641,0.1315439198561478,1
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,mid,190,Ridge,80/20,-0.3877292903841132,0.13154635134914,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,high,100,GPR,85/15,-0.1705781486596651,0.131554474879998,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,50,GPR,80/20,-0.0631284155232245,0.131555611608576,1
Rg norm w/0.406,buffer regr out,All,ProtBERT,high,50,Kernel Ridge,80/20,-0.0827855261180299,0.1315623973910471,2
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,10,Linear,90/10,-0.0312477623711282,0.1315923187897095,3
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,mid,20,Linear,80/20,-0.136188844602245,0.1315997036729466,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,low,100,Kernel Ridge,85/15,0.2016919084386438,0.1316048856001512,3
Rg norm w/0.421,pH regr out,All,ProtBERT,mid,20,Linear,80/20,-0.3686482231178558,0.1316112049401699,1
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.2451054394341236,0.1316130507219144,1
Rg norm w/0.421,No regr out,All,ProtBERT,mid,20,Linear,80/20,-0.3686806146698442,0.131619846640252,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,20,GPR,80/20,-0.0643248601964256,0.1316296171328063,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,190,GPR,80/20,-0.0644339269443099,0.1316363613361169,1
Rg norm w/0.406,pH regr out,All,ProtBERT,mid,20,Ridge,90/10,-0.4234455546683653,0.1316446812150065,1
Rg norm w/0.406,buffer regr out,All,ProtBERT,mid,10,Kernel Ridge,85/15,0.1000915028375409,0.131648441922218,3
Rg norm w/0.5,No regr out,All,ProtBERT,low,20,Kernel Ridge,80/20,-0.0989484128879896,0.1316534548140769,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,mid,20,Linear,80/20,-0.3128235322100738,0.1316597599548477,1
Rg norm w/0.5,No regr out,All,ProtBERT,mid,20,Ridge,90/10,-0.4232785771614935,0.1316599431380845,1
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,low,100,Lasso,85/15,0.2008955767597241,0.1316705087713424,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,low,20,Lasso,80/20,0.196047732459765,0.1316749802107008,4
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,low,50,Linear,80/20,-0.518062541567091,0.1316795991903003,1
Rg norm w/0.421,No regr out,Inliers,ProtBERT,low,50,Linear,80/20,-0.518026028729315,0.1316825105733433,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,50,Kernel Ridge,80/20,-0.2228057338151008,0.1316903057572707,4
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,mid,50,Linear,90/10,-0.4036375460747676,0.1316923792354793,1
Rg norm w/0.406,No regr out,Inliers,ProtBERT,mid,50,Linear,90/10,-0.4035564268449665,0.1316939804769304,1
Rg norm w/0.421,No regr out,All,ProtBERT,high,20,Linear,80/20,-1.4355079355583,0.1316981301732921,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,100,GPR,80/20,-0.0655462396311679,0.1317051220920995,1
Rg norm w/0.421,pH regr out,All,ProtBERT,high,20,Linear,80/20,-1.4359112539889032,0.1317055563463479,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,100,Lasso,80/20,-0.0656202407497674,0.1317096954070742,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,190,Lasso,80/20,-0.0656203492559737,0.1317097021127084,1
Rg norm w/0.406,pH regr out,All,ProtBERT,high,10,Linear,85/15,-0.1796482612280012,0.1317266020202548,1
Rg norm w/0.421,pH regr out,All,ProtBERT,mid,10,Linear,85/15,-0.4165937907181924,0.1317286033959323,1
Rg norm w/0.421,No regr out,All,ProtBERT,mid,10,Linear,85/15,-0.4163688769040958,0.1317321788012265,1
Rg norm w/0.5,No regr out,All,ProtBERT,high,10,Linear,85/15,-0.1795588249834374,0.1317347813232157,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,50,GPR,80/20,-0.0660598428894072,0.1317368598187226,1
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,50,GPR,85/15,-0.081771385378182,0.1317812278265671,1
Rg norm w/0.421,pH regr out,All,ProtBERT,mid,10,Ridge,80/20,-0.5191271792908123,0.131787482654629,2
Rg norm w/0.421,pH regr out,All,ProtBERT,high,190,GPR,85/15,-0.4867155929053235,0.1317934650024872,3
Rg norm w/0.421,No regr out,All,ProtBERT,mid,10,Ridge,80/20,-0.5193354758408271,0.1317947340979708,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,190,Ridge,90/10,-0.343480040256813,0.1318092425426836,2
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,190,GPR,90/10,-0.0347182935820531,0.1318135612854975,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,50,Linear,80/20,-0.225287686626711,0.1318238852092984,4
Rg norm w/0.406,buffer regr out,All,ProtBERT,mid,50,Kernel Ridge,80/20,-0.0871328271522322,0.1318262393093325,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,190,GPR,85/15,-0.0826411142769798,0.1318341923049991,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,100,Ridge,80/20,0.0154066543719625,0.131861434860641,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,mid,190,Ridge,80/20,-0.3944847130536972,0.1318736284446558,4
Rg norm w/0.421,pH regr out,All,ProtBERT,low,20,Ridge,80/20,-0.2936590273431798,0.1318974090988394,3
Rg norm w/0.421,No regr out,All,ProtBERT,low,20,Ridge,80/20,-0.2936118306552751,0.1318978722785277,3
Rg norm w/0.406,buffer regr out,All,ProtBERT,mid,10,Ridge,90/10,-0.146532566127022,0.131920933856486,1
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,low,100,Ridge,85/15,0.2550910564347175,0.1319242506841217,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,low,10,Linear,80/20,0.2611711904441429,0.1319255893261864,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,20,Kernel Ridge,80/20,0.0140826196770608,0.1319500655933592,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,50,Kernel Ridge,90/10,-0.1733566997454461,0.131951125722562,1
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,50,Kernel Ridge,80/20,0.0139956538007529,0.1319558849958128,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,10,Ridge,80/20,-0.3963264076912822,0.1319606823991103,4
Rg norm w/0.421,buffer regr out,All,ProtBERT,high,20,Ridge,85/15,-1.0559509514748635,0.1319790328718242,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,10,Ridge,80/20,0.0135015346725062,0.1319889445662155,3
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,low,10,GPR,80/20,-0.0701751864007911,0.1319908888162829,1
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,low,10,Lasso,90/10,0.1401772933398645,0.1319912595994189,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,20,Lasso,90/10,0.1399575718327328,0.1320081232305663,4
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,mid,20,Ridge,80/20,0.0131824243151204,0.1320102905870958,3
Rg norm w/0.406,No regr out,All,ProtBERT,high,50,GPR,85/15,-4.908103682274329,0.1320353529898816,4
Rg norm w/0.421,No regr out,Inliers,ProtBERT,mid,100,GPR,80/20,-0.1630912018634529,0.1320367886662932,3
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,10,GPR,85/15,-0.0409968645287497,0.1320578713335839,3
Rg norm w/0.421,pH regr out,All,ProtBERT,high,20,Ridge,90/10,-1.1223508877240267,0.1320592088783079,2
Rg norm w/0.406,No regr out,Inliers,ProtBERT,low,20,GPR,80/20,-0.0025300607936515,0.1320653127440165,3
Rg norm w/0.421,No regr out,All,ProtBERT,high,20,Ridge,90/10,-1.1226361510014402,0.1320661624673945,2
Rg norm w/0.406,buffer regr out,Inliers,ProtBERT,high,100,Ridge,85/15,-0.2216994966974805,0.1320684092173926,4
Rg norm w/0.421,buffer regr out,All,ProtBERT,mid,10,Linear,85/15,-1.0590912564234225,0.1320797882591985,4
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,mid,50,Lasso,90/10,0.1069148337177292,0.1320827025083084,4
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,mid,190,Lasso,90/10,0.1069146810989523,0.1320827137940739,4
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,mid,100,Lasso,90/10,0.1069146810648583,0.1320827137965951,4
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,190,Linear,80/20,-1.3717213922054818,0.1321113376611587,2
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,190,Linear,80/20,-1.371786006456699,0.1321130768634573,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,low,10,GPR,80/20,-0.0465788257190957,0.1321300595338034,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,50,Linear,85/15,-2.3650433839517664,0.1321305741681626,1
Rg norm w/0.421,buffer regr out,All,ProtBERT,mid,50,Ridge,85/15,-0.294386683243083,0.1321352135373545,1
Rg norm w/0.421,No regr out,All,ProtBERT,low,190,Ridge,80/20,-0.2986003307613003,0.1321519436415623,3
Rg norm w/0.421,pH regr out,All,ProtBERT,low,190,Ridge,80/20,-0.2986830972624366,0.1321532801040364,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.1970734412520064,0.132159988944424,3
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,high,10,GPR,90/10,0.1549738117587323,0.132160505789297,1
Rg norm w/0.406,expr pH only regr out,All,ProtBERT,low,190,Ridge,90/10,0.3185066223294077,0.132174063865163,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,10,Ridge,90/10,0.1376408224276768,0.1321858028715741,4
Rg norm w/0.406,buffer regr out,All,ProtBERT,high,20,Linear,90/10,-1.4784908549886784,0.1321972495121032,4
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,20,GPR,90/10,-0.6147868004532835,0.1321980395599175,4
Rg norm w/0.421,buffer regr out,All,ProtBERT,high,10,Linear,90/10,-1.873337095206319,0.1322427208265218,4
Rg norm w/0.406,expr buffer only regr out,All,ProtBERT,high,10,Linear,90/10,0.0858627147192997,0.1322465924891896,1
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,100,Ridge,80/20,-0.0484428722986733,0.1322476746661796,2
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,low,50,Linear,80/20,-0.1133239913761754,0.1322479548339235,2
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,high,100,GPR,85/15,-0.3919473371577684,0.1322594819257405,4
Rg norm w/0.5,No regr out,All,ProtBERT,high,50,Ridge,80/20,-1.1025269431409868,0.1322743421472269,4
Rg norm w/0.406,buffer regr out,All,ProtBERT,mid,50,GPR,85/15,0.0914355098510943,0.1322800732700403,3
Rg norm w/0.406,pH regr out,All,ProtBERT,high,50,Ridge,80/20,-1.102853923235365,0.1322819376733493,4
Rg norm w/0.406,buffer regr out,All,ProtBERT,high,10,GPR,80/20,-0.0946885666789183,0.1322835523554227,2
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,mid,20,Lasso,85/15,0.0580403474086527,0.1322874275400832,2
