Normalization,Regressing out,Points,Model,LayerGroup,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score,Seed
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,10,Lasso,90/10,0.0564801481480121,0.0639639821604963,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,10,Lasso,90/10,0.0564629397315844,0.0639653907672224,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,20,Linear,80/20,0.0174977932982868,0.0639736574187751,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,20,Linear,80/20,0.0174770236991009,0.0639768287188221,1
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,-0.0626768838496274,0.0639801303946822,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,50,Kernel Ridge,80/20,0.145536833462374,0.0639846562541497,2
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,low,100,Kernel Ridge,80/20,0.4436460865851785,0.0639858037496379,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,20,Linear,85/15,0.3081734129579166,0.063991873550236,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,10,Kernel Ridge,80/20,-0.1238427850979759,0.0640076931798329,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,10,Lasso,90/10,0.0548103872335673,0.0640213821673612,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,10,Linear,80/20,0.0159237282966885,0.0640248829501058,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,10,Lasso,90/10,0.0546702894880166,0.0640253005866829,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,10,Linear,80/20,0.0159559487600224,0.064026331844332,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,50,GPR,90/10,0.1799245131750281,0.0640303270622482,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,100,Kernel Ridge,80/20,0.2971423299882774,0.0640516579228123,4
Rg norm w/0.421,pH regr out,All,ProtBERT,high,10,GPR,90/10,0.2872829711250225,0.0640813869271678,4
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,190,Kernel Ridge,90/10,-0.1733543895787304,0.0640859951010603,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,10,Kernel Ridge,80/20,0.3447885586276583,0.0641344178743712,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,20,Lasso,85/15,-0.0680573075739725,0.0641421154923211,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,20,Lasso,85/15,-0.0680651148594617,0.0641421287581431,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,20,GPR,80/20,0.2944940361508089,0.0641502044194127,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,-0.0685623047750076,0.0641572774881392,2
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,low,190,Kernel Ridge,90/10,-0.1760645988636733,0.0641584483109699,2
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.2856764351052463,0.0641618781135167,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,20,GPR,90/10,-2.270755262473208,0.0641913562391877,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,100,Ridge,80/20,0.1394904423720221,0.0642106427411308,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,190,Kernel Ridge,80/20,0.2928572759241269,0.0642466104519083,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,100,Lasso,90/10,0.3176601156182232,0.0642745679162148,3
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,190,Lasso,90/10,0.3176282915097348,0.0642760667711254,3
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.3418514222439155,0.0642780057968653,1
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,100,Lasso,90/10,0.3175608158701282,0.0642789367183758,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,20,Lasso,90/10,-0.4064394822377029,0.0642799242886258,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,190,Lasso,90/10,0.3175289643033042,0.0642804367501786,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,50,Lasso,90/10,-0.4065755943434437,0.0642830346479013,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,100,Lasso,90/10,-0.4065756986476951,0.0642830370313472,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,190,Lasso,90/10,-0.4065756986553137,0.0642830370315213,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,20,Linear,90/10,-2.2810647551967116,0.0642924429302891,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,20,Linear,90/10,-2.281332700406969,0.0642934820454622,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,10,GPR,90/10,-0.4072559744944062,0.0642985800665891,2
Rg norm w/0.421,buffer regr out,All,ProtBERT,mid,190,Kernel Ridge,90/10,0.3206382887806129,0.0643026719487045,4
Rg norm w/0.421,buffer regr out,All,ProtBERT,mid,10,Kernel Ridge,90/10,0.3200796402709968,0.0643291050029814,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.1361191484483243,0.064336301624484,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,50,Kernel Ridge,80/20,0.3406278316648776,0.0643377289685023,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,10,Lasso,90/10,-0.4101797610268203,0.0643653404072824,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,10,Ridge,90/10,0.04450473278282,0.0643694570540854,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,10,Ridge,90/10,0.0444287944952527,0.0643711843434598,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,10,Linear,85/15,0.2990956988459334,0.0644103359174689,1
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,low,190,Kernel Ridge,80/20,0.4362204000913813,0.0644113993778729,2
Rg norm w/0.421,buffer regr out,Inliers,ProtBERT,mid,190,Ridge,90/10,0.6550459266716628,0.0645005202192814,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,190,GPR,80/20,0.0001113771478062,0.0645397330126292,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,190,Ridge,90/10,-0.4187095457186822,0.064559710937491,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,50,Lasso,90/10,0.145281827036796,0.06456350028947,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Ridge,85/15,-0.0824506776460383,0.0645728656029545,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Ridge,85/15,-0.0825039653014652,0.0645742323462801,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,20,GPR,90/10,-0.4200041432808687,0.0645891601600426,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,190,Kernel Ridge,80/20,0.3351259676216138,0.0646055914245964,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,190,Lasso,90/10,-0.4085051591061086,0.0646117065060936,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,100,Lasso,90/10,-0.4085051591088406,0.0646117065061563,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,10,Lasso,90/10,-0.4085051591205668,0.0646117065064253,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,50,Lasso,90/10,-0.4085051610266041,0.0646117065501427,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,20,Lasso,90/10,-0.4085051813930656,0.0646117070172733,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,20,Kernel Ridge,90/10,0.3100924081828771,0.0646297042613908,3
Rg norm w/0.421,No regr out,Inliers,ProtBERT,high,20,Kernel Ridge,90/10,-0.4442848023626717,0.0646378305879459,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,50,GPR,80/20,0.2827553509466276,0.0646816899717822,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,10,Ridge,85/15,-0.0865187596502323,0.0646938680876789,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,10,Ridge,85/15,-0.086541141100249,0.0646947574776955,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,50,Kernel Ridge,80/20,0.2820670105527265,0.0647127200693496,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,50,GPR,90/10,-0.4255631547458678,0.0647154630187109,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,10,Ridge,85/15,0.2923499965512873,0.0647195454128402,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,100,GPR,80/20,0.2818921697046013,0.0647205994524192,4
Rg norm w/0.5,pH regr out,All,ProtBERT,mid,190,GPR,90/10,0.1047419905894233,0.0647297993795407,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,20,GPR,90/10,-0.4264769652314708,0.0647362015578844,2
Rg norm w/0.406,buffer regr out,All,ProtBERT,low,100,GPR,90/10,0.4053206097644576,0.0647545370260865,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,10,GPR,90/10,-0.4272855744432065,0.064754547060149,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,50,GPR,90/10,-0.4275208029514432,0.0647598828836997,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,100,GPR,90/10,-0.4280402449488176,0.0647716641282487,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,100,GPR,90/10,-0.4284149646797155,0.0647801616578688,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,190,GPR,90/10,-0.428566696066784,0.0647836021576595,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,50,GPR,90/10,-0.4299555490325155,0.064815085826029,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,100,GPR,90/10,-0.4299632740170613,0.064815260899604,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,20,GPR,90/10,-0.4301951048567183,0.0648205147294243,2
Rg norm w/0.406,pH regr out,All,ProtBERT,high,20,GPR,90/10,0.3954970082371027,0.0648218135434504,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,20,Ridge,90/10,-0.430488720859588,0.0648271681446296,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,10,GPR,90/10,-0.4308715700148611,0.0648358425807897,2
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,low,100,Kernel Ridge,90/10,-0.2015888887174435,0.0648509309798547,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,190,Ridge,85/15,0.162453452899804,0.0649030597230066,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,20,Ridge,85/15,-0.0942873766306522,0.0649247369562825,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,20,Ridge,85/15,-0.0942884422078116,0.0649249924323185,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,100,Lasso,80/20,0.2777975894643896,0.0649271213525031,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,100,Lasso,80/20,0.2777920683408835,0.0649277823480373,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,190,Lasso,80/20,0.2777454105317856,0.0649294667937877,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,190,Lasso,80/20,0.2777399177714476,0.0649301265203659,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,10,Linear,90/10,0.1352864308049077,0.064939917940389,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,20,Ridge,80/20,0.2513364517021831,0.0649442974656204,1
Rg norm w/0.406,No regr out,Inliers,ProtBERT,high,100,Kernel Ridge,90/10,-0.2050406648858027,0.0649455475142509,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,20,Kernel Ridge,80/20,0.3281091920989263,0.0649456055775491,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,50,Ridge,80/20,0.1186487956455337,0.0649835853606542,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,190,Kernel Ridge,80/20,0.3269044796590534,0.0650038038276641,1
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,low,190,GPR,80/20,0.4256023629136343,0.0650151214816238,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,50,Lasso,85/15,-0.0973395501367817,0.0650154417427144,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,50,Lasso,85/15,-0.0973550402936216,0.0650156764445637,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,20,Kernel Ridge,80/20,0.1169115310237842,0.0650475996297649,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,50,Kernel Ridge,90/10,0.3008988341729854,0.0650589005636723,3
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,20,Ridge,90/10,-0.42891946681552,0.0650782501668785,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,50,Kernel Ridge,90/10,-0.4417949058262862,0.0650828518785296,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,20,Kernel Ridge,85/15,-0.0998724550066665,0.0650904335764357,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,20,Kernel Ridge,85/15,0.1574891541129769,0.0650951219784567,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,190,GPR,80/20,0.2728966749848883,0.0651247044354372,4
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,low,100,Kernel Ridge,85/15,0.6288832425396436,0.065133140356095,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,10,Ridge,90/10,-0.4452151727366027,0.0651600018480639,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,GPR,90/10,-2.371661422000523,0.065174019406072,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,20,Ridge,90/10,0.297961321804879,0.0651957531831171,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,20,Ridge,90/10,0.2979206762728122,0.0651973281458401,3
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,50,Linear,85/15,-0.1037187338912053,0.0652041456099843,2
Rg norm w/0.5,pH regr out,All,ProtBERT,low,190,GPR,80/20,-0.278386779998059,0.0652045009240939,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,50,Linear,85/15,-0.1037838170676836,0.0652058431992607,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,10,Lasso,85/15,-0.1049854437782695,0.0652413264925586,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,10,Lasso,85/15,-0.1049965571503488,0.0652418795315116,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,20,GPR,90/10,0.1484977390120431,0.0652456718764966,2
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,mid,190,GPR,85/15,0.6274678362744097,0.0652572281523657,1
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,20,Lasso,80/20,0.2704173811378449,0.0652584391548498,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,20,Lasso,80/20,0.2703913403872697,0.0652591888414152,4
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.089922126431179,0.0652770670339839,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,50,Lasso,80/20,0.1103790146982982,0.0652877463339334,2
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,low,10,Kernel Ridge,90/10,-0.2184293518082234,0.0653037979060575,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,20,Linear,80/20,0.2429382889149988,0.0653075392417969,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,190,GPR,80/20,-0.1706128314137089,0.0653259952261832,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,100,Kernel Ridge,80/20,0.2676858437042653,0.0653576479554041,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,10,Linear,90/10,0.0148643695868121,0.0653602326329147,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,10,Linear,90/10,0.0147703893726066,0.0653625068426183,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,50,GPR,80/20,0.3193279228613197,0.0653686308085704,1
Rg norm w/0.406,No regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.1022218601802806,0.0653791093559105,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,100,Kernel Ridge,90/10,0.1445884322641293,0.0653952740979979,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,20,Lasso,80/20,0.1068844808541169,0.065415849555303,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,20,Kernel Ridge,80/20,0.3177846984267786,0.0654426909605424,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,20,Lasso,90/10,0.2924328155744444,0.0654519558103684,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,20,Lasso,90/10,0.292398169943221,0.0654532446634586,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,100,Ridge,80/20,0.2660378451769576,0.0654540126607282,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,100,Ridge,80/20,0.2660170211972684,0.0654545250160724,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,190,Kernel Ridge,80/20,0.2391575486557254,0.0654704079620757,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,100,Ridge,90/10,-0.4592904926837136,0.065476537965032,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Linear,80/20,-0.1767160869609407,0.0654960697813862,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Linear,80/20,-0.1767745928461561,0.0654978945489829,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.2910593228077361,0.0655154509850381,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.2910468544247249,0.0655157132681377,3
Rg norm w/0.406,No regr out,All,ProtBERT,high,20,Kernel Ridge,90/10,0.0832511886662712,0.0655158730683451,1
Rg norm w/0.406,buffer regr out,All,ProtBERT,high,190,Kernel Ridge,90/10,0.391061586489226,0.0655262696446799,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,190,Ridge,80/20,0.2644161554462545,0.0655262830984396,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,190,Ridge,80/20,0.2643989099077213,0.0655266345883646,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,20,Ridge,80/20,0.1038044562547355,0.0655285499903681,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,50,Kernel Ridge,80/20,0.3159260740305639,0.0655317762170497,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,100,Kernel Ridge,80/20,0.3156380680152941,0.0655455697260022,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,20,Kernel Ridge,85/15,0.145685429358934,0.0655495329593189,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,100,Ridge,85/15,0.1456038420068195,0.0655526628867087,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,50,Lasso,80/20,0.2637952361200889,0.0655539332116217,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,50,Lasso,80/20,0.2637696985320189,0.0655546533688329,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,190,GPR,90/10,0.0089701664070778,0.0655554707051118,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,10,Linear,80/20,-0.1789854299097451,0.065559391978158,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,10,Linear,80/20,-0.1789956235776293,0.065559478642082,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,20,GPR,85/15,-0.1166770004526829,0.0655857949977298,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,50,Linear,90/10,0.1177436607111663,0.0655953407248184,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,50,Lasso,90/10,-0.4536504256426019,0.0656390037019425,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,190,Ridge,80/20,-0.0358008595077816,0.065685959263925,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,190,Ridge,80/20,-0.0357689480302412,0.0656875092483637,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,100,Kernel Ridge,80/20,0.233873861805264,0.0656973449831526,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,100,Kernel Ridge,80/20,-0.036446584072961,0.0657089932607622,1
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,190,Lasso,90/10,-0.4571761523457596,0.0657185568832254,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,100,Lasso,90/10,-0.4571763469364911,0.0657185612712404,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,50,Ridge,90/10,-0.4708016704058251,0.0657342767580698,2
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,high,50,Kernel Ridge,90/10,-0.4937777121154378,0.0657345580399888,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,190,Linear,90/10,0.2863082993997976,0.0657346129676207,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,190,Linear,90/10,0.2862729882382296,0.0657359242251457,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,50,Kernel Ridge,85/15,0.1407654697248761,0.065738010413728,2
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,20,Kernel Ridge,90/10,0.0026098635118438,0.0657654975816823,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,10,Linear,80/20,0.2584916250856254,0.0657892160867794,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,10,Linear,80/20,0.258495174033609,0.0657894769449999,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,10,Kernel Ridge,90/10,0.1124148793145313,0.0657931386879218,1
Rg norm w/0.421,buffer regr out,All,ProtBERT,high,190,GPR,90/10,0.2886453313900367,0.0657993463343476,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.2848791657866552,0.065800395267261,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.2848584587710354,0.0658010327149414,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,50,Lasso,80/20,-0.0413728801025703,0.0658623988812371,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,50,Lasso,80/20,-0.041465930793292,0.0658679102165093,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,190,Lasso,80/20,0.0943593716136516,0.065872950563421,2
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,low,190,Kernel Ridge,85/15,0.6203805903930124,0.0658750473139287,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,100,Lasso,80/20,0.0939956130671442,0.0658861784610888,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,50,Lasso,90/10,0.2826737831532034,0.0659017790705842,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,50,Lasso,90/10,0.2826213469902097,0.0659038720238772,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,190,Ridge,80/20,0.0921126408448635,0.0659546093938361,2
Rg norm w/0.421,buffer regr out,All,ProtBERT,mid,190,GPR,90/10,0.2852475572700371,0.0659563038904293,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,100,GPR,80/20,0.3064831682325601,0.0659825239185821,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,20,Linear,90/10,0.1752630327070505,0.0659870350567703,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,mid,50,Ridge,90/10,0.2805202165673033,0.0660003143873376,3
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,50,Ridge,90/10,0.2805186899760982,0.0660007005644059,3
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,50,Kernel Ridge,85/15,0.1336661213155684,0.0660090289626218,2
Rg norm w/0.406,No regr out,All,ProtBERT,low,50,Kernel Ridge,80/20,-0.3101658051302274,0.0660141224074104,4
Rg norm w/0.406,No regr out,All,ProtBERT,high,20,Kernel Ridge,85/15,0.0836247170761301,0.0660527905445818,1
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,20,Linear,80/20,-0.1971060262875961,0.0660612833944783,2
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,20,Linear,80/20,-0.1971302125601068,0.0660617524800484,2
Rg norm w/0.421,pH regr out,Inliers,ProtBERT,low,50,Kernel Ridge,80/20,0.4069262040416886,0.0660636285928715,2
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,20,Ridge,90/10,0.1050093590445774,0.0660670393702318,1
Rg norm w/0.421,No regr out,All,ProtBERT,low,100,Kernel Ridge,90/10,0.2424826533217544,0.0660732805916847,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,100,Kernel Ridge,80/20,0.3044034964324639,0.0660813818474293,1
Rg norm w/0.421,buffer regr out,All,ProtBERT,low,10,Kernel Ridge,90/10,0.2823984282725434,0.0660876298646429,4
Rg norm w/0.406,No regr out,All,ProtBERT,high,100,Kernel Ridge,90/10,0.0670312136290168,0.0660929158317455,1
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,high,50,Ridge,80/20,0.2243322347766209,0.0661051889430478,1
Rg norm w/0.406,No regr out,All,ProtBERT,high,190,Kernel Ridge,90/10,0.0666653812040888,0.0661058726220731,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,mid,10,GPR,90/10,-2.469218439447346,0.0661101816102942,2
Rg norm w/0.421,No regr out,All,ProtBERT,mid,50,Kernel Ridge,90/10,0.2415795315595885,0.0661126555597713,4
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,20,Kernel Ridge,80/20,0.2511573844964666,0.0661141956069612,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,190,Kernel Ridge,85/15,0.2612889750683393,0.0661246660837715,1
Rg norm w/0.421,No regr out,All,ProtBERT,low,190,Kernel Ridge,90/10,0.2412521651562109,0.0661269225318252,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,low,10,Kernel Ridge,90/10,-0.4886501616281071,0.0661319237308826,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,mid,20,Lasso,90/10,-0.4763309218168272,0.0661490861376596,4
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,190,Ridge,90/10,0.2766969916603032,0.0661757577187001,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,190,Ridge,90/10,0.2766431846278111,0.0661779020963294,3
Rg norm w/0.5,No regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.2765196317243434,0.0661838706455135,3
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,high,10,Linear,90/10,0.2764898978766046,0.0661849136140482,3
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,190,GPR,80/20,0.3021837555415099,0.0661867351013186,1
Rg norm w/0.5,No regr out,Inliers,ProtBERT,low,190,Linear,90/10,-0.2520955814707544,0.0662044046593458,1
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,low,190,Linear,90/10,-0.2523650726284749,0.066208096083066,1
Rg norm w/0.406,pH regr out,Inliers,ProtBERT,mid,20,Kernel Ridge,90/10,-0.2526605697311546,0.0662147840264513,2
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,190,Kernel Ridge,80/20,0.2481865363715568,0.0662220696032166,4
