Normalization,Regressing out,Points,Model,LayerGroup,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ProtBERT,high,10,Linear,80/20,-0.016868437520410673,1.529405494283717
Rg w/no norm,No regr out,All,ProtBERT,high,10,Ridge,80/20,0.07538598589138878,1.4583793224924166
Rg w/no norm,No regr out,All,ProtBERT,high,10,Lasso,80/20,0.01954854119531957,1.50176960704737
Rg w/no norm,No regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.4008999364988074,1.17392390145389
Rg w/no norm,No regr out,All,ProtBERT,high,10,GPR,80/20,-0.3763395494578774,1.7793158895212406
Rg w/no norm,No regr out,All,ProtBERT,high,10,Linear,85/15,0.029100004802014134,1.4330186840868704
Rg w/no norm,No regr out,All,ProtBERT,high,10,Ridge,85/15,0.1045378241743029,1.3762211454484983
Rg w/no norm,No regr out,All,ProtBERT,high,10,Lasso,85/15,0.0022963997075764464,1.4526646661802158
Rg w/no norm,No regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.278870746620253,1.2350119509248523
Rg w/no norm,No regr out,All,ProtBERT,high,10,GPR,85/15,-0.1979459979201985,1.5917806605386873
Rg w/no norm,No regr out,All,ProtBERT,high,10,Linear,90/10,0.43813371399799306,1.1300243519444595
Rg w/no norm,No regr out,All,ProtBERT,high,10,Ridge,90/10,0.4386061148473359,1.1295492062290478
Rg w/no norm,No regr out,All,ProtBERT,high,10,Lasso,90/10,0.3753912629889049,1.1914486875233423
Rg w/no norm,No regr out,All,ProtBERT,high,10,Kernel Ridge,90/10,0.4151603518776279,1.152894903512953
Rg w/no norm,No regr out,All,ProtBERT,high,10,GPR,90/10,0.2512008814304849,1.3045297209567244
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Linear,80/20,-0.10041001921090609,1.2856816820337973
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Ridge,80/20,-0.03504679270483679,1.2469130787967015
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Lasso,80/20,-0.09327641179167467,1.28150757390267
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,80/20,0.2640297460773502,1.0514444164114978
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.11315335805111504,1.2931046953590768
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Linear,85/15,-0.25155578646681365,1.3101637560201966
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Ridge,85/15,-0.15256875916346102,1.257285470202085
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Lasso,85/15,-0.2301816251820752,1.2989280421146883
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,85/15,0.2833782770874159,0.9913921122025773
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,GPR,85/15,-0.1662544985524148,1.2647280210400498
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Linear,90/10,-0.013936658740237418,1.0909598464033268
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Ridge,90/10,0.08798131456192693,1.0346780165345955
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Lasso,90/10,0.010548493812302717,1.0777067692056048
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,Kernel Ridge,90/10,0.31141391331474444,0.8990471639371398
Rg w/no norm,No regr out,Inliers,ProtBERT,high,10,GPR,90/10,-0.08768115676495047,1.1299368080166434
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Linear,80/20,-0.696205834342434,0.13925490306046603
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Ridge,80/20,-0.4864124946768482,0.13035896167755956
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Lasso,80/20,-0.19971313250844358,0.11711429957473475
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.06624234578046306,0.10332092993702785
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,GPR,80/20,-2.775146809635094,0.20774861713751538
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Linear,85/15,-0.6075738680027722,0.13805740146056908
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Ridge,85/15,-0.4201657383487831,0.1297608678125684
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Lasso,85/15,-0.262731685367243,0.12235726616088144
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.036461133023175885,0.10688305158737021
Rg norm w/0.421,No regr out,All,ProtBERT,high,10,GPR,85/15,-2.3480213164559975,0.19923623813680266
