Normalization,Regressing out,Points,Model,PCA Components,LayerGroup,Regression Type,mean_rmse,std_rmse,mean_r2,std_r2,runs
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,high,Ridge,0.1462826769421798,0.018088753637317805,0.2633827063788046,0.15769910549133423,4
Rg norm w/0.418,pH regr out,All,ProtBERT,50,mid,GPR,0.14633271443296322,0.028726418036256005,0.7453382425258491,0.25563495195102887,4
Rg norm w/0.418,pH regr out,All,ProtBERT,20,mid,GPR,0.14639044656035802,0.028933142981713567,0.7460981146346586,0.2537801119575407,4
Rg norm w/0.418,pH regr out,All,ProtBERT,100,mid,GPR,0.14639338954058168,0.028684327063912902,0.7446866742414641,0.25682487906114054,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,20,high,Kernel Ridge,0.146449998596363,0.02696212634685226,0.3339836464241459,0.15729819638700562,4
Rg norm w/0.418,pH regr out,All,ProtBERT,100,high,GPR,0.14646105132067286,0.02806179242191174,0.7414637873492121,0.2637089374255014,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,high,Ridge,0.14666403961793686,0.0183911989375838,0.26127626424642253,0.15256043222938465,4
Rg norm w/0.418,pH regr out,All,ProtBERT,190,high,GPR,0.14666410984548287,0.028048562255177937,0.7404591621742912,0.26496232864643826,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,10,high,Kernel Ridge,0.14670615345753182,0.025171403814641873,0.3210486644173462,0.18909933886916958,4
Rg norm w/0.427,pH regr out,All,ProtBERT,50,low,GPR,0.1467543572270449,0.03330601300481027,0.7300471325571908,0.2632685985302684,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,high,Kernel Ridge,0.14700886898231108,0.024009713355118867,0.2692209877023684,0.12194960164408673,4
Rg norm w/0.418,pH regr out,All,ProtBERT,10,mid,GPR,0.14707136119915593,0.028252528558769217,0.7392841672553364,0.26549947234798715,4
Rg norm w/0.418,pH regr out,All,ProtBERT,190,mid,GPR,0.14715551364285162,0.02839014972881825,0.7395930377621811,0.2643741502338658,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,high,GPR,0.1472590468767642,0.016499151292873285,0.25243690028996785,0.9142861124967065,4
Rg norm w/0.427,pH regr out,All,ProtBERT,20,low,GPR,0.1473897555663171,0.03175487902023752,0.7233634120239629,0.2719591640082121,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,high,GPR,0.14760983671162917,0.03310584473817602,-0.3288498495898338,0.3829697047175566,4
Rg norm w/0.418,pH regr out,All,ProtBERT,10,low,Kernel Ridge,0.1476454920530539,0.02801411016016982,0.7388220085305447,0.27186191710448154,4
Rg norm w/0.418,pH regr out,All,ProtBERT,100,low,Kernel Ridge,0.1476629601937481,0.028170348868410612,0.7404826736167803,0.2670856433513778,4
Rg norm w/0.418,pH regr out,All,ProtBERT,190,high,Kernel Ridge,0.14767949601321836,0.028722152762451613,0.7430317243498797,0.26198842434847835,4
Rg norm w/0.418,pH regr out,All,ProtBERT,50,high,Kernel Ridge,0.14775296062331741,0.028583374895207576,0.7416265998400141,0.2653956673927577,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,mid,GPR,0.1477614264966206,0.03348905044232506,-0.3257211858235897,0.379412547058007,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,low,GPR,0.1477687386746993,0.03274279950372592,-0.3327522573468818,0.3803462726466853,4
Rg norm w/0.418,pH regr out,All,ProtBERT,10,mid,Kernel Ridge,0.14786681075244107,0.028396217717595127,0.7405572944545596,0.2661332956338639,4
Rg norm w/0.418,pH regr out,All,ProtBERT,100,high,Kernel Ridge,0.1478833566883799,0.028304842482190857,0.7395733502440462,0.2690074295287843,4
Rg norm w/0.418,pH regr out,All,ProtBERT,190,low,GPR,0.14791204326515067,0.027620514627675112,0.7319158639329788,0.27885747922684206,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,low,GPR,0.14793587005212824,0.032566215367667385,-0.3438802653014172,0.38975473051010207,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,high,Linear,0.1479871004307504,0.04412051416543824,-0.595125033169221,0.7708462161290297,4
Rg norm w/0.418,pH regr out,All,ProtBERT,20,mid,Kernel Ridge,0.14801529215377487,0.02827175929369769,0.7395268901607984,0.2678229065428607,4
Rg norm w/0.418,pH regr out,All,ProtBERT,190,low,Kernel Ridge,0.14809374007848575,0.028023578758501,0.7380804430751381,0.27047411670095495,4
Rg norm w/0.418,pH regr out,All,ProtBERT,10,high,Kernel Ridge,0.14820490705169284,0.027895989808374398,0.7367317030721375,0.27286656134728693,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,low,GPR,0.14826885542129573,0.0330868392994865,-0.3282312966518055,0.35825918986138877,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,high,Ridge,0.1482769648507212,0.020032058113545057,0.37583177723597544,0.09953535907582657,4
Rg norm w/0.418,pH regr out,All,ProtBERT,50,mid,Kernel Ridge,0.14828108172050783,0.02789479046166215,0.7363958457563355,0.2732916317827466,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,high,Ridge,0.14828541513023266,0.019829169751483296,0.37628674637432585,0.0948260577782145,4
Rg norm w/0.418,pH regr out,All,ProtBERT,20,low,Kernel Ridge,0.1483209755882347,0.027801043041868072,0.7357117575401064,0.2747106162783984,4
Rg norm w/0.418,pH regr out,All,ProtBERT,20,high,Kernel Ridge,0.14836963644735637,0.02779529243166138,0.7355264946387146,0.2746926505893308,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,low,GPR,0.14837469396522399,0.03204205812402885,-0.3471557997920854,0.3766886003650985,4
Rg norm w/0.418,pH regr out,All,ProtBERT,100,mid,Kernel Ridge,0.1485091972781835,0.02753291213925624,0.7335090892129514,0.27834046945614416,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,mid,Kernel Ridge,0.14858132290446602,0.022454358427444546,0.2575136209357001,0.09918049365552625,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,high,GPR,0.1487014392372609,0.031762302602114184,-0.3442933034472189,0.3575372639256623,4
Rg norm w/0.418,pH regr out,All,ProtBERT,190,mid,Kernel Ridge,0.14883224137833687,0.02713198700288255,0.7301368515760648,0.2844546952781621,4
Rg norm w/0.418,No regr out,All,ProtBERT,100,low,GPR,0.14894374871008587,0.021691335660868092,0.25565805240555717,0.9176843884753205,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,low,Ridge,0.14926039887143702,0.023237520029365088,0.20951778399028506,0.34641239624577963,4
Rg norm w/0.418,pH regr out,All,ProtBERT,100,low,GPR,0.1493573971513781,0.028155036842110313,0.7267970212814555,0.28508154586458706,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,0.1493581589509055,0.02606967396559916,0.2542399745119002,0.09817819042378365,4
Rg norm w/0.427,pH regr out,All,ProtBERT,50,low,Kernel Ridge,0.1493987383298997,0.034616244583655705,0.7304318353962262,0.2567998758674899,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,mid,Ridge,0.14956782854997908,0.018654144504239887,0.23431908505797405,0.154785585988056,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,low,Lasso,0.14959348616316157,0.01764456349201203,0.287895961722397,0.2218589733250075,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,high,GPR,0.14963991726657078,0.03112556938414958,-0.359293972796425,0.34389718452364926,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,high,Kernel Ridge,0.14967227041823725,0.021145781548556414,0.23449905491154954,0.15155191142650667,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,high,Ridge,0.14984364115552234,0.016578990428810288,0.23035059700190322,0.14734650052017478,4
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,190,high,Linear,0.14990871227065963,0.023593528674552812,-0.7340310715259544,0.6632163223447846,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,mid,Ridge,0.14997216241318628,0.019427661696297324,0.23175891137438395,0.15291424706296372,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,low,Lasso,0.1500329818456487,0.017717227680482905,0.2872730572555362,0.2071239255665055,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,high,GPR,0.15009855244265538,0.03067543485879946,-0.36796375179536583,0.3370345788626652,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,mid,Linear,0.1502232370780987,0.04042251198888178,-0.6754887107574344,0.821909369155753,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,mid,Kernel Ridge,0.15032475211397484,0.025930210495915696,0.6874087694321861,0.36340574112940016,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,high,Kernel Ridge,0.15039335592789213,0.023839932061495903,0.3565047171371368,0.12339687634615061,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,mid,GPR,0.15056109311991958,0.031604887800446374,-0.6280094091116157,0.50555995883873,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,low,GPR,0.15079521530782522,0.030919625826634056,-0.663497818133776,0.5391482486378659,4
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,low,GPR,0.15082681838944145,0.013147644231050186,-1.5717977072928846,0.8595284291453158,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,mid,Kernel Ridge,0.15094785256822707,0.021712593018740914,0.22227390989175344,0.1577016992645211,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,high,Kernel Ridge,0.15102397620527996,0.019627903012443673,0.34995425609619785,0.10734696890343269,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,low,GPR,0.15131385233270006,0.02989271577488279,-0.6622138742815226,0.5089067763055488,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,high,GPR,0.1513688553574779,0.03016742560244312,-0.6510991718032295,0.4921998908512468,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,low,GPR,0.1513696924567222,0.0300363488508996,-0.6696686371966397,0.5211160364272975,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,0.15169785081429596,0.02196656757245747,0.21585124031687852,0.1580545008206839,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,high,Kernel Ridge,0.1517661774480622,0.02253981366584063,0.3491237137839307,0.09349569591930489,4
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,high,Linear,0.15201787961099397,0.07182607806438071,-1.175498956813955,2.877543905579129,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,low,GPR,0.15216116726822398,0.02975438555299109,-0.6566532306604821,0.4660861169127262,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,mid,Kernel Ridge,0.15222558168127975,0.024235992022443736,0.34959820822941107,0.07780898305507306,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,20,mid,Kernel Ridge,0.152301787184811,0.02666860329894061,0.2949091574959341,0.09319470971163735,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,high,GPR,0.15231723814226225,0.026925243664847873,-0.4034780847994029,0.2671409466911601,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,high,Kernel Ridge,0.15234668044567304,0.02118478250684443,0.3400628239230163,0.11212765702632141,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,mid,GPR,0.15252864889716058,0.030894799738134943,-0.39890951307670486,0.30276693939721616,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,mid,GPR,0.152926369580766,0.031053348489644618,-0.40509185194510366,0.301090455802386,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,high,Ridge,0.15309711022240438,0.018727536396176407,0.26585096653036894,0.156183572834403,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,low,Kernel Ridge,0.1532612657509229,0.020526185060209937,0.1819631758409781,0.2743300115442729,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,mid,GPR,0.1533902206239761,0.029653475106161533,-0.4138166814831971,0.27796506916256747,4
Rg norm w/0.418,pH regr out,All,ProtBERT,50,low,GPR,0.15341186266162768,0.034824582428146254,0.7324820347867623,0.25927963476034466,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,high,Ridge,0.153500845030418,0.019037267729181573,0.26371889649317054,0.1509968139807025,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,mid,Ridge,0.15352899695196212,0.020684045195265743,0.19757403349503264,0.14702252695920814,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,high,Kernel Ridge,0.15370057349281727,0.0248277766218903,0.27281728090277857,0.12136858897522355,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,high,Kernel Ridge,0.15379723440374807,0.022830969489281084,0.25281027464666167,0.18991716300094635,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,mid,Ridge,0.15379724474495013,0.020609731367639425,0.19994335551220574,0.11231224464609768,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,low,Lasso,0.15395672715221695,0.026321097220786367,0.31980477166224847,0.197967608394793,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,high,Ridge,0.15398087684864928,0.020789218921803104,0.3880418420061686,0.10448412192377245,4
Rg norm w/0.418,pH regr out,All,ProtBERT,20,low,GPR,0.15401295529274361,0.03316503932961507,0.726060792143629,0.2677407203057549,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,mid,Linear,0.15406810516922467,0.02078210914615433,0.19293687590314434,0.1396436034979244,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,low,Lasso,0.15407517747003846,0.023859772446496237,0.3185632372405308,0.18410892693023417,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,high,Lasso,0.1540839593155257,0.02156677723083308,0.1759514801020149,0.22238578827915992,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,low,Ridge,0.15408925853973834,0.024146077408587163,0.15512336222566966,0.3812385520424362,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,high,Kernel Ridge,0.15411923734665878,0.018914124030858154,0.31634314982139305,0.1428160643793393,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,0.15429029666061073,0.026620710170096967,0.33399297338116357,0.08309014683532907,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,high,Lasso,0.15519415057791447,0.02424533742205168,0.15136827534535585,0.2965869314892855,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,high,Ridge,0.15522704542926283,0.020600595847141974,0.37980986423093926,0.09308668271580729,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,low,GPR,0.15530881822293177,0.027212625422389624,-0.44891761693182763,0.22486107243863057,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,high,Ridge,0.15531876786303225,0.01660043380007018,0.3119362974593346,0.1030722723728725,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,10,mid,Kernel Ridge,0.15557511155836592,0.023222345998674367,0.25901146727802904,0.09872698517439847,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,mid,Kernel Ridge,0.15560144560492975,0.0331458493713297,0.687039507042829,0.3435960575124548,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,high,Lasso,0.15581821441820054,0.025530454711775966,0.3101879025451221,0.15270729309442505,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,mid,GPR,0.15583959086218488,0.028829178961454857,-0.45733578088661603,0.25017045443750935,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,high,Kernel Ridge,0.155851749874082,0.032300488761647726,0.6769344871382031,0.3634709986360066,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,low,Kernel Ridge,0.15587416566461368,0.0325669352324358,0.6799204352843328,0.35821120442324705,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,low,Kernel Ridge,0.15590927151948122,0.03192313879749564,0.6760825719237826,0.36459153262843996,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,mid,Ridge,0.1559158214895849,0.019004867011320977,0.3087628935476332,0.10128664470683692,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,high,Kernel Ridge,0.1560931375308485,0.03208484187172792,0.6742979598295326,0.3677420583659734,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,low,Ridge,0.15611807640904438,0.024218242108400862,0.21452114020652568,0.3381117894970799,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,low,Kernel Ridge,0.1561364377583145,0.03250197173726695,0.6768281293265859,0.3631281217527187,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,high,Lasso,0.15616517490224543,0.025210575567632953,0.30728680617723264,0.14993661826459967,4
Rg norm w/0.418,pH regr out,All,ProtBERT,50,low,Kernel Ridge,0.1561735015204326,0.03620399882640755,0.7328597808082479,0.252863673363655,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,mid,Lasso,0.15621136519483084,0.024465398358597616,0.18282137727947298,0.08630972282308044,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,low,Kernel Ridge,0.15621281863955097,0.024299405611231954,0.13203422717223912,0.3892359590233026,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,low,Kernel Ridge,0.1562214920866162,0.031926695573197425,0.6736630050705873,0.36859220110139057,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,high,Kernel Ridge,0.1562374205447904,0.03228947541903537,0.6757152259712343,0.3641699170571021,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,low,GPR,0.15625966727311624,0.02797234816173244,0.6816240519582681,0.32655536587326534,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,mid,Kernel Ridge,0.1563383976257516,0.027034431295659453,0.25619123880853995,0.09805198574367038,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,mid,Kernel Ridge,0.15637350237281122,0.03187480591846182,0.6719368491045418,0.3715336690303059,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,low,GPR,0.15646156546024279,0.02816964389895739,0.6805851705212519,0.3275864467777717,4
Rg norm w/0.418,No regr out,All,ProtBERT,190,high,GPR,0.15648219623834317,0.012099923442864263,-0.015077763738357897,1.3811988180740529,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,high,Kernel Ridge,0.1564942653626121,0.031660898201776665,0.6692603850105172,0.37664550321314955,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,mid,Kernel Ridge,0.15650692514867412,0.03176171768405858,0.6703759643746666,0.37426289485983516,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,mid,Ridge,0.15653961513869458,0.019437753684045676,0.2371066168513126,0.15241865570355106,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,high,Kernel Ridge,0.1566026828449272,0.031580148735614065,0.6683937306488031,0.37793892975972965,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,mid,Lasso,0.1566774497791408,0.02327489171925914,0.17597187835017072,0.08909102043966159,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,mid,Ridge,0.15673483721410755,0.02197949194593419,0.30508355972743056,0.09792126174377562,4
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,mid,Kernel Ridge,0.156747496469151,0.02737456121688852,0.6900008080590391,0.3601886309982158,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,mid,Kernel Ridge,0.15674764601855182,0.03188553401254241,0.670559965464039,0.37290807852090624,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,mid,GPR,0.15679424400582412,0.027927155238040867,0.6765044257809087,0.33410087430060253,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,high,Ridge,0.15688912124712914,0.017122721116476648,0.2323130350750994,0.14569819104179102,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,mid,Ridge,0.15696494350970505,0.020291672062730297,0.23452939246526186,0.15074445450058638,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,high,GPR,0.15716195169328204,0.02886705396465769,-0.7641976196163068,0.4339021523632459,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,high,Kernel Ridge,0.15720822168786683,0.024584705998873742,0.36152887204023654,0.12279331188403825,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,high,GPR,0.15721657190258095,0.028672755600446718,-0.76436375732862,0.4285461126439064,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,low,Lasso,0.15722421144377585,0.010816726119883994,0.13913743324220396,0.21359066948665978,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,high,Kernel Ridge,0.15729054965205183,0.02108595091895548,0.22869328623842466,0.15141617225675105,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,mid,Lasso,0.15730392350998568,0.018309948407658105,0.14965299918339564,0.18142083849544186,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,mid,GPR,0.15731966720486854,0.026567895232208365,0.6674712876093595,0.3512664881815949,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,mid,Linear,0.1573708988369371,0.04831902713945213,-0.5327324335172475,0.6770158103163347,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,low,Ridge,0.15737337192063836,0.017875139954674598,0.1387905190983031,0.24888559548795805,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,mid,GPR,0.15745421237615786,0.026634626513318268,0.6666579129613414,0.35211058700388514,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,mid,Lasso,0.15747249325258267,0.019046936209912196,0.14709357461221093,0.1875513934268056,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,high,GPR,0.1575186364208945,0.026115797282615212,0.6634462765521839,0.35886426724488096,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,mid,GPR,0.15755750458266668,0.026534175921945992,0.6657132643462577,0.3538088147647977,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,mid,GPR,0.15756216229922274,0.029173045834654486,-0.7599881724766239,0.4091714126864244,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,mid,GPR,0.15756311780062016,0.02638215696363587,0.6648591610441325,0.35569047806539744,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,high,GPR,0.1575911948885437,0.00941474950115063,-0.01925536071899418,1.3715436513878425,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,high,GPR,0.15762185477280885,0.028212784920500184,-0.7755291054353127,0.42555822200596716,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,low,Kernel Ridge,0.15773687280899581,0.022006533847010262,0.13802850680597703,0.2711257211170621,4
Rg norm w/0.418,No regr out,Inliers,ProtBERT,10,low,GPR,0.15780103404196386,0.013656575682631055,-1.5405556033705938,0.8293384884267979,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,mid,GPR,0.15783204802120387,0.02876628971739712,-0.7678537882478821,0.40744725260269393,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,high,Kernel Ridge,0.15785394517216228,0.020333550654041566,0.3556657823991192,0.10481662335270528,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,0.15789847941198218,0.023661451605793474,0.2982182471950008,0.08384206783337013,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,high,GPR,0.15791316954808526,0.025979739274501538,0.6606121769403389,0.3629464924675807,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,mid,Kernel Ridge,0.1579469036835172,0.022570011936943152,0.22533512379490553,0.15568734564687228,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,mid,Kernel Ridge,0.15806008399153984,0.022737114587700957,0.29464102201153597,0.09128088321158533,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,high,GPR,0.15808762037385896,0.025704912859715757,0.6578107067017892,0.36799530061179403,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,high,GPR,0.15809151471341934,0.025720113986893733,0.6579261464137958,0.3677211984356907,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,high,GPR,0.15811393056807332,0.025771184260894028,0.6581164135946035,0.3669943182940904,4
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,low,Linear,0.1582550724099551,0.06647044458305164,-4.4467950875851505,5.8422164147308955,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,mid,Kernel Ridge,0.15841757028116846,0.018174038162125903,0.27897038126495577,0.15277519232553302,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,mid,Linear,0.15847399581586588,0.019995952695022107,0.2852805695659359,0.11286027227403807,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,high,Kernel Ridge,0.15868967744932608,0.02327911295378076,0.35405005794500943,0.09207415126991865,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,mid,Kernel Ridge,0.15872013111195252,0.022857290177931013,0.21899243114200997,0.1565074432594532,4
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,high,Linear,0.1587222885042315,0.05238096144887772,-0.5784304014978644,0.8180897450184155,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,mid,Ridge,0.1588207085816055,0.019877828314324886,0.28539452012947103,0.08938186004907826,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,mid,GPR,0.1588217242178357,0.027883964282066846,-0.7884007891247721,0.3866236024506172,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,high,GPR,0.15883342669863917,0.024148028917560627,-0.803584784811301,0.37634921225983314,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,mid,GPR,0.1590761565279711,0.02691161653641951,-0.794386203250582,0.3695124454167786,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,high,Kernel Ridge,0.15927496000330402,0.02196572835167278,0.3454757590448278,0.10986946437505789,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,low,GPR,0.15929322352703165,0.02305050176900668,-0.8063176910850798,0.33367062308092593,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,mid,Kernel Ridge,0.1593579166006163,0.025134444456013164,0.35294315997647346,0.07722718399039262,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,mid,Ridge,0.15962003790011384,0.022220798819928386,0.2779847961891688,0.10469691437606048,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,low,Kernel Ridge,0.15999596709451333,0.0258054206890534,0.26503732998117896,0.21556493243850205,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,high,Lasso,0.1600681780292621,0.019248773276502873,0.1162618709320687,0.20332422165439332,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,low,Kernel Ridge,0.16036313126247767,0.02144142877265199,0.18623855708747647,0.26707028696925234,4
