Normalization,Regressing out,Points,Model,PCA Components,LayerGroup,Regression Type,mean_rmse,std_rmse,mean_r2,std_r2,runs
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,high,Kernel Ridge,0.24925354673912045,0.049600477383211904,0.3530193441858653,0.2210760963176678,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,high,Kernel Ridge,0.2501466392588784,0.09223202949266125,0.5281223070942017,0.29803932041888004,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,low,GPR,0.250155207521877,0.03425405670457722,0.2989363655319974,0.373483216096737,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,low,Kernel Ridge,0.25053367665261694,0.06410795569316351,0.5336961916431106,0.27019671931535677,4
Rg norm w/0.5,pH regr out,All,ProtBERT,20,low,Ridge,0.2509184288545552,0.09140102279454128,-0.2070792614112634,0.869469205143404,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,low,Ridge,0.250924951080811,0.09140208864913785,-0.20721098948614056,0.8697360967813912,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,low,GPR,0.25102273200419795,0.03226156730766497,0.23947525392236954,0.43526659488532976,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,low,Ridge,0.2516476496596894,0.040194794224631875,0.3083736246447483,0.316127354229561,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,high,Kernel Ridge,0.251717305866334,0.051128901381285945,0.3424892646774169,0.22006402991868312,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,high,Kernel Ridge,0.2518015449827057,0.04608661224557867,0.352828854447995,0.2571646294609047,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,190,low,GPR,0.2520282358004771,0.03535286430912384,0.48482462685977357,0.3724877789390688,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,50,low,Kernel Ridge,0.2523470505255605,0.0699994592048618,0.5429916783010763,0.2403886810034028,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,low,Kernel Ridge,0.2525840859522355,0.058700859310993656,0.47348103348773507,0.3674973496562757,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,high,Ridge,0.25284736551553394,0.10863554586857983,0.08628425528623453,0.2814864311543266,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,high,GPR,0.2529853897986672,0.03634982138939548,0.29158299392529086,0.36745105305097264,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,high,GPR,0.2534766040721799,0.03642159647494936,0.2890804133040947,0.3668880279888079,4
Rg norm w/0.5,pH regr out,All,ProtBERT,10,low,Linear,0.253792949367267,0.10463088451501432,-0.06713011857004474,0.517086286744646,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,low,Linear,0.25379837113075565,0.10463412866547989,-0.06717477991459024,0.5171879453818623,4
Rg norm w/0.5,pH regr out,All,ProtBERT,50,mid,Ridge,0.25396430806378983,0.10976860827506202,-0.022657177429738107,0.5192614030438095,4
Rg norm w/0.5,pH regr out,All,ProtBERT,10,low,Ridge,0.2539691926104618,0.10764556410980254,-0.02952556428834192,0.430049743612845,4
Rg norm w/0.418,No regr out,All,ProtBERT,50,mid,Ridge,0.25396964336024114,0.10976982520507943,-0.022719910123812262,0.5194413270131357,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,low,Ridge,0.2539742296461258,0.10764937456564896,-0.02955263286746067,0.430121385051603,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,low,Linear,0.25409460846846826,0.0822409342477022,-1.7215951989618608,2.034860460643677,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,low,Linear,0.25443948652274334,0.08326935172663374,-0.21604712382300603,0.8966970758704437,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,190,low,GPR,0.25480191624212833,0.03328716239783074,0.4212456803048405,0.45249141407693955,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,high,GPR,0.25485823538245966,0.0367520436046256,0.2847697824259166,0.3631766005082655,4
Rg norm w/0.418,No regr out,All,ProtBERT,100,low,Kernel Ridge,0.25495783212269335,0.11550972318665108,0.09351234369993912,0.11616264846055448,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,low,Kernel Ridge,0.2551515678309637,0.033652385957160996,0.276091303011939,0.3226983261984817,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,low,Kernel Ridge,0.25563091020416956,0.034868087399079796,0.3244996220353532,0.2605527025070104,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,high,GPR,0.2557415030237466,0.035112148201433706,0.22394727255791802,0.4251448263839988,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,high,GPR,0.25578365190444485,0.03713275877260292,0.2825954356757956,0.35994454072768467,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,low,Ridge,0.25587423194616365,0.028376806800343636,0.29606782337881105,0.36027530386043677,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,high,GPR,0.2559188818690901,0.03713548376806058,0.2812479163351195,0.3605665050012079,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,mid,Kernel Ridge,0.2559767202307838,0.06028324751764615,0.3295656464589619,0.20113585528843764,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,mid,GPR,0.25606285217200725,0.03689711978524369,0.2801399579165569,0.3608367273259811,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,100,low,GPR,0.2561062268636238,0.034601341618843276,0.4776197343670175,0.36676104679825916,4
Rg norm w/0.5,pH regr out,All,ProtBERT,20,low,Linear,0.2561956708779871,0.0771556317888187,-0.5417300571373785,1.5123153085095102,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,low,Linear,0.2562035783441405,0.07715486247825233,-0.5419945250397221,1.5128193365703464,4
Rg norm w/0.418,No regr out,All,ProtBERT,50,low,Kernel Ridge,0.25628535991178986,0.11659463676747628,0.08841586122341284,0.10652233913393189,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,mid,GPR,0.25688448261126035,0.03713780380676296,0.27753491430224825,0.35839225661682195,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,high,Kernel Ridge,0.25697284431804623,0.053637680777332365,0.31648529776896706,0.2297871565549183,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,high,Ridge,0.2570858505674204,0.11870317502593983,0.12726302768458295,0.1260647978078913,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,190,low,Kernel Ridge,0.25722262016689906,0.0500652197788414,0.50232843879851,0.3344703727419565,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,mid,GPR,0.25744209258189493,0.03541365272707807,0.21715137367198414,0.42203654428599546,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,mid,GPR,0.2574495421919289,0.03727199203744066,0.275691184679912,0.3567788049628441,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,low,GPR,0.25773744597350573,0.03597326185147912,0.27472758795114205,0.35283364470685946,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,low,Kernel Ridge,0.2579710743698239,0.08087829064146707,0.4715578421252717,0.37004584425370857,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,low,Kernel Ridge,0.2581398847974043,0.0613951165433727,0.4559061059369141,0.3742241838001928,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,high,Kernel Ridge,0.25833070625542925,0.04805253969457891,0.33635771351662314,0.2185072029549281,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,mid,Linear,0.2585636335441375,0.12309679815867741,0.14545559130490873,0.109674161316752,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,mid,Ridge,0.2586917179415109,0.1249303668826069,0.1562443316104802,0.10637042607428004,4
Rg norm w/0.5,pH regr out,All,ProtBERT,20,high,Ridge,0.2586973136199345,0.11722592677145435,0.022785020294258374,0.29260966454330073,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,high,Ridge,0.25869840275597117,0.11723074161066419,0.02282665718346234,0.292624206194491,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,low,GPR,0.2586984509355361,0.034135011693808594,0.21377722382125464,0.4137932650714143,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,mid,GPR,0.2587374375390538,0.03796220063341803,0.2717169321568765,0.3531652885601215,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,mid,GPR,0.25894665435518677,0.038014835463604076,0.2708099203484865,0.3527256312344873,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,high,GPR,0.2589503477036191,0.03622480952122532,0.21269278259810578,0.416873344786547,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,mid,Kernel Ridge,0.25907583912047916,0.11010245833739256,0.4540335635129025,0.378655828533221,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,mid,GPR,0.2590815920993376,0.03567329143338987,0.21168921907036806,0.4168243039845205,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,high,Ridge,0.25908660856401783,0.12153367371258794,0.13082005508915773,0.10170916832216546,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,high,Kernel Ridge,0.2590947191103327,0.08977705756386857,0.46862723151090563,0.3436905300227019,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,100,low,GPR,0.25923321382831416,0.03220202305483057,0.413172635621516,0.4461126716441733,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,high,Linear,0.2592841019695629,0.11416647513341283,0.069559184996106,0.20929721699645007,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,high,GPR,0.2594275903165559,0.036242163891507855,0.21094492426478886,0.4156026268604993,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,high,Linear,0.2594625511229535,0.11989487443482671,0.11515854458435885,0.12549579108205786,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,mid,GPR,0.2596896178580162,0.03590104594746621,0.2096990729643563,0.4149203645258267,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,mid,Ridge,0.2597575018901769,0.11317273111702787,0.051763187381679475,0.26765039986766787,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,low,Ridge,0.259791301745583,0.03304565866541711,0.28419386390688467,0.3479135885601112,4
Rg norm w/0.5,pH regr out,All,ProtBERT,20,high,Linear,0.2599358689938292,0.11341270120478501,-0.034310644784527125,0.4069189898185672,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,high,Linear,0.2599365812093884,0.1134168363608282,-0.03427781848064407,0.40696246416358445,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,high,GPR,0.2600718747830263,0.0370205597518145,0.20878730613609708,0.41493562926212235,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,low,Kernel Ridge,0.2601147730155064,0.06949576554651929,0.47939852706369024,0.312318372643501,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,190,low,Kernel Ridge,0.2601772205121175,0.044474749798205634,0.5101955007815514,0.3263217257172536,4
Rg norm w/0.5,pH regr out,All,ProtBERT,50,high,Ridge,0.2603474988669438,0.10192958374092531,-0.2085867191094921,0.7999710899784426,4
Rg norm w/0.418,No regr out,All,ProtBERT,50,high,Ridge,0.26034906197512747,0.10193246228677018,-0.208580837958086,0.8000144460678286,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,high,Kernel Ridge,0.2605441782876025,0.11031756772158896,0.4505009219325982,0.3939875423240267,4
Rg norm w/0.5,pH regr out,All,ProtBERT,20,mid,Ridge,0.26057864928103125,0.11372598681156679,-0.04002272493830503,0.405754241399632,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,mid,Ridge,0.2605868957222333,0.11372471975333158,-0.04013349542651895,0.4059569118279807,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,mid,GPR,0.26079495659604923,0.036659769464798625,0.20619378161953836,0.41163358778598697,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,high,GPR,0.26079752899081615,0.0366229576153473,0.20587634845377925,0.41201103911237147,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,mid,GPR,0.26081137627331274,0.03667119840037922,0.20610791101454537,0.4115351000653997,4
Rg norm w/0.5,pH regr out,All,ProtBERT,10,mid,Linear,0.26114361803463804,0.12071517236640093,0.03568037301697549,0.2136221272996807,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,mid,Linear,0.2611491563011753,0.120715415072441,0.035636108865152116,0.21371655752399984,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,high,Kernel Ridge,0.2611499010247806,0.11213173165702951,0.4521563226497962,0.3888660662705773,4
Rg norm w/0.5,pH regr out,All,ProtBERT,10,mid,Ridge,0.2611878247147507,0.12255093155265287,0.05282942228877069,0.167841375732649,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,mid,Ridge,0.2611928083312767,0.12255243121412832,0.05280502218280105,0.16790247805151187,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,low,GPR,0.2613241509166541,0.03826627103102634,0.26147809523814286,0.3442991303101918,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,low,GPR,0.2617825357317327,0.03610244022210554,0.20181154264778156,0.40614197912650696,4
Rg norm w/0.5,pH regr out,All,ProtBERT,10,high,Ridge,0.2620786598161035,0.11964926579353088,0.019172433546317803,0.21243035900800006,4
Rg norm w/0.5,pH regr out,All,ProtBERT,10,high,Linear,0.2620786753064866,0.11869372079611966,0.010379955481590255,0.23544810637199995,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,high,Ridge,0.26208226485742053,0.11965310493584456,0.019180310636653656,0.21245742882634913,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,high,Linear,0.2620825020587677,0.11869719407860126,0.010380917862142295,0.23548888902201542,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,20,high,GPR,0.2625533385784663,0.037613071015962216,0.46706395829905945,0.3577654269739826,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,low,Kernel Ridge,0.26308261777434355,0.09143875320670423,0.46827194189587357,0.3518108774958017,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,mid,Kernel Ridge,0.2633852163911585,0.050883547074972016,0.30689413554360817,0.22980097978338146,4
Rg norm w/0.418,No regr out,All,ProtBERT,190,mid,Kernel Ridge,0.26349059928588325,0.12487669345382019,0.07204542174216703,0.05954814507339318,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,190,high,GPR,0.26350976442977286,0.037805179473416564,0.4647911854862232,0.3566813389292929,4
Rg norm w/0.427,No regr out,All,ProtBERT,190,mid,GPR,0.26372714026435173,0.027169468282581634,-0.2697150905414533,1.6721876766338941,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,50,high,GPR,0.2638876767942999,0.038045754945525555,0.46414900729174086,0.35609147298666105,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,10,high,GPR,0.26430093064484894,0.03841767267122337,0.463998615403693,0.35467352717527817,4
Rg norm w/0.5,pH regr out,All,ProtBERT,20,mid,Linear,0.2644116909285744,0.10440141584529876,-0.21795822378543586,0.7619728001090551,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,mid,Linear,0.26442118682979343,0.10439877594872748,-0.21814375538452238,0.7623133668722335,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,190,mid,GPR,0.2644873351411154,0.037719802126664814,0.4619275349950669,0.3566268596369364,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,100,high,GPR,0.2645241089499614,0.03830820134179473,0.46291017826185943,0.3552201463304187,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,mid,Linear,0.2646053057371302,0.10220686085854533,-0.12369358573751216,0.6053747663660647,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,100,mid,GPR,0.26469260984801796,0.03790718267277949,0.4619789463277078,0.35556748739259897,4
Rg norm w/0.418,No regr out,All,ProtBERT,190,high,Kernel Ridge,0.2650674092830692,0.1276350615552397,0.07323007304275214,0.06186697337992844,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,50,mid,GPR,0.2651061413885492,0.03802730383172939,0.46130569108697456,0.3547475945400516,4
Rg norm w/0.418,No regr out,All,ProtBERT,100,high,Kernel Ridge,0.26524637467459783,0.12778834646381135,0.07218539288132962,0.06174612113732842,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,100,low,Kernel Ridge,0.2652934610699064,0.05826237817140779,0.4860918487489662,0.3257066336100766,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,50,low,GPR,0.2656597618613872,0.03806720706778074,0.45967525135342235,0.35188178635314155,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,low,Kernel Ridge,0.26576999242518345,0.08561760929095248,0.4786004177583047,0.30611453088575424,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,low,Linear,0.26602649003247275,0.08642959140221185,-1.7136688867428331,2.033358071958902,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,20,mid,GPR,0.26622200873057306,0.03872973675433162,0.45946796812723706,0.3528058426710597,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,low,Linear,0.2663383480022925,0.0629815485358973,-0.6958716863630136,1.790186206157384,4
Rg norm w/0.5,pH regr out,All,ProtBERT,20,high,Lasso,0.26636664131714094,0.12200538013391525,0.008259254025659649,0.11211947544980716,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,high,Lasso,0.26636737979874076,0.12201259008034683,0.008333982949532923,0.11204487572623748,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,10,mid,GPR,0.2664255863714891,0.03873039469625373,0.459016720212942,0.3524356447453908,4
Rg norm w/0.418,No regr out,All,ProtBERT,100,mid,Kernel Ridge,0.2666525119798682,0.12755451362625458,0.056024785389846316,0.0508558688286733,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,high,Kernel Ridge,0.26668687823075826,0.045872324188459566,0.28751335402286904,0.2388416561833292,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,high,Kernel Ridge,0.26702492648341064,0.1299715817907597,0.06663530132741391,0.06949948703354487,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,low,Kernel Ridge,0.26765554266993713,0.039716488013879545,0.25120412651068835,0.3315955279793981,4
Rg norm w/0.5,pH regr out,All,ProtBERT,10,high,Lasso,0.26769212562847366,0.12279878040216777,0.0008631208448276242,0.10702585213112932,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,high,Lasso,0.26769372700671834,0.12280675056131612,0.0009338029916341172,0.10694775991811574,4
Rg norm w/0.5,pH regr out,All,ProtBERT,190,high,Lasso,0.2679154867599295,0.12304247515515965,-0.00032347322521351685,0.1079836492061028,4
Rg norm w/0.5,pH regr out,All,ProtBERT,100,high,Lasso,0.2679154893831021,0.12304247608868425,-0.0003234881083336652,0.10798363024461059,4
Rg norm w/0.418,No regr out,All,ProtBERT,190,high,Lasso,0.2679171711218376,0.12305052261864477,-0.00025316195724609203,0.10790654447257214,4
Rg norm w/0.418,No regr out,All,ProtBERT,100,high,Lasso,0.26791717374564666,0.12305052355239028,-0.00025317684321334255,0.10790652549945474,4
Rg norm w/0.5,pH regr out,All,ProtBERT,50,high,Lasso,0.2679364628408562,0.12305009615551483,-0.00044236668295121834,0.10783322462361218,4
Rg norm w/0.418,No regr out,All,ProtBERT,50,high,Lasso,0.2679381378282612,0.12305814019379004,-0.0003719961144526505,0.1077561315343139,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,190,high,GPR,0.2679816680952829,0.03648306605484324,0.3967726462691181,0.43401481980857487,4
Rg norm w/0.418,No regr out,All,ProtBERT,50,mid,Kernel Ridge,0.2681317489885787,0.1293364361095163,0.05115079099233272,0.05311998714407625,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,high,Kernel Ridge,0.26827770224997344,0.1302812404934065,0.05565114464385882,0.06093612139962317,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,190,mid,GPR,0.2683910238760701,0.03605176150169731,0.39410254156625296,0.43627119951674903,4
Rg norm w/0.418,No regr out,All,ProtBERT,50,high,Kernel Ridge,0.2686733858381284,0.13246497546370573,0.05746975864411343,0.07060132350022974,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,50,low,GPR,0.26892408788931993,0.035316203598906644,0.3944543678511421,0.43051568583343,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,mid,Kernel Ridge,0.2691610282786921,0.1307894087823271,0.04988565090713764,0.06324709653012064,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,low,Kernel Ridge,0.26927586728491304,0.12965190113227076,0.027552910614226364,0.03952474835263017,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,100,mid,GPR,0.26944764211944944,0.0363457987166683,0.3931106320026961,0.43252158684857606,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,low,Ridge,0.269462865803526,0.038920233855042376,0.20100539224884303,0.36981388854310815,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,high,Kernel Ridge,0.26969503087175645,0.05704265673273206,0.23710652903139126,0.24194915487751384,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,high,Lasso,0.2697854342162221,0.12568758479128522,0.05724966194017015,0.07112413449366214,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,high,Lasso,0.2697854392509613,0.12568758647016162,0.05724963405273616,0.07112409634873622,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,high,Lasso,0.2697862729169463,0.1256878645001757,0.05724501631667439,0.07111778174075332,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,high,Lasso,0.2699346951458705,0.12531478088536344,0.05582328650520183,0.06732313632996842,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,50,mid,GPR,0.2699771671538359,0.03665641585179905,0.3923116909746278,0.4312933357799567,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,low,Kernel Ridge,0.2702382431455292,0.13022889058626985,0.021968851959176666,0.03712715104046461,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,low,Lasso,0.27032182663984755,0.05326762437336009,0.23703667876514534,0.2608348676828178,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,low,Lasso,0.2703866688994032,0.053228001265646856,0.23658081807633913,0.2611659594099838,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,mid,Kernel Ridge,0.27049828073801463,0.131462843301479,0.03986906384223936,0.059407763982588,4
Rg norm w/0.5,pH regr out,All,ProtBERT,50,low,Linear,0.2706023070819097,0.06572287235906915,-1.0878305320877117,2.533840885117342,4
Rg norm w/0.418,No regr out,All,ProtBERT,50,low,Linear,0.2706083533094223,0.06572740659602794,-1.0880551339163322,2.5342939224469245,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,10,mid,GPR,0.27066430036592243,0.03734987146239462,0.39146118503001587,0.4295225311289958,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,low,Kernel Ridge,0.2706759579035496,0.043501982153984146,0.2041051705680079,0.3299960500134064,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,100,high,GPR,0.27075194095786287,0.03691095676329321,0.39068554977485753,0.4303488477132042,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,20,mid,GPR,0.2707946741982728,0.03738396782423563,0.39106427610538574,0.429561492397383,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,20,high,GPR,0.27080412494730516,0.03682412990840852,0.3897767912339536,0.4323235682607673,4
Rg norm w/0.5,pH regr out,All,ProtBERT,190,low,Lasso,0.2708098199713881,0.1247700519352386,-0.01611679341023683,0.09239173362546477,4
Rg norm w/0.5,pH regr out,All,ProtBERT,100,low,Lasso,0.270809821121713,0.1247700527345904,-0.016116799445575362,0.09239172609037767,4
Rg norm w/0.5,pH regr out,All,ProtBERT,50,low,Lasso,0.27081061955543245,0.12477060436675141,-0.016120993408678123,0.09238648187894684,4
Rg norm w/0.418,No regr out,All,ProtBERT,190,low,Lasso,0.27081254030676144,0.12477805022544804,-0.016055334760834192,0.09232303467859045,4
Rg norm w/0.418,No regr out,All,ProtBERT,100,low,Lasso,0.2708125414575953,0.12477805102510842,-0.016055340798523148,0.09232302713650924,4
Rg norm w/0.418,No regr out,All,ProtBERT,50,low,Lasso,0.27081333981996186,0.12477860258496147,-0.016059534152719407,0.09231778088404026,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,20,low,GPR,0.27082874393718576,0.041580090072702046,0.4504315026394725,0.34236355573639876,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,50,high,GPR,0.27085912789317185,0.03700084050836639,0.39048790967892094,0.43024775927847464,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,high,Lasso,0.27086138101740564,0.12610096032110807,0.051165233288967,0.06571960826295671,4
Rg norm w/0.5,pH regr out,All,ProtBERT,20,low,Lasso,0.2709860295039371,0.12484344738658078,-0.017119809851574547,0.09105164463928588,4
Rg norm w/0.5,pH regr out,All,ProtBERT,10,low,Lasso,0.27098604431108114,0.12484345944456278,-0.01711988827798668,0.0910515721583614,4
Rg norm w/0.418,No regr out,All,ProtBERT,20,low,Lasso,0.2709887803304301,0.12485146239393949,-0.017058460074180496,0.09098208583656045,4
Rg norm w/0.418,No regr out,All,ProtBERT,10,low,Lasso,0.2709887951465971,0.12485147446018306,-0.017058538538052524,0.09098201327486648,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,10,high,GPR,0.27123926430338846,0.03746893515897218,0.38864477669529535,0.4329290470156758,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,high,Kernel Ridge,0.27141298040266726,0.058356422523938974,0.27244958390294977,0.2092533951883031,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,low,Lasso,0.27144990001823,0.05356581824787962,0.23298496697625423,0.25242292590648213,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,low,Ridge,0.27232560394450844,0.10659111171641544,0.3574017232521632,0.4384511459299316,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,mid,Ridge,0.27249287084643825,0.04888858991447206,0.25977571972812147,0.231526168677394,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,low,Lasso,0.2729526831355278,0.12485883719667953,0.024102415343068662,0.05469370193137371,4
Rg norm w/0.427,pH regr out,All,ProtBERT,190,low,Ridge,0.2735503110800351,0.09532902721097215,0.16308234784404202,0.8148911377705973,4
Rg norm w/0.427,No regr out,All,ProtBERT,190,low,Ridge,0.2735552990515679,0.09533026547341594,0.1630115374622905,0.8150354310261497,4
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,20,low,GPR,0.2738578712740828,0.0389025316704503,0.3855378294289715,0.4205295834450557,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,mid,Kernel Ridge,0.2738589458515027,0.06139190970549158,0.237258767462268,0.21579090973238355,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,mid,Ridge,0.27394275880117974,0.06583178239256111,0.2515311248610743,0.16523524203239434,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,low,Kernel Ridge,0.2740431743977963,0.08405806856736828,0.3999891292591422,0.39316560502375075,4
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,10,low,GPR,0.2741955864116583,0.04434861943238701,0.4427748988796934,0.3371910415778297,4
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,low,Lasso,0.27431309297101664,0.12539684189892378,0.016462897788019057,0.04000366961464083,4
