Normalization,Regressing out,Points,Model,LayerGroup,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score,Seed,Combined Score,_source_file
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,low,20,Linear,80/20,-2.3329088341311572,0.2858065528035036,4.0,0.9869168948387368,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,190,GPR,80/20,0.40515629680813,0.2858068413978927,2.0,0.9908727325493504,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,low,50,Kernel Ridge,80/20,0.6801770305970822,0.285808744986616,3.0,0.991270009515276,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,low,190,Kernel Ridge,85/15,0.6813922791172091,0.2858093088884441,1.0,0.991271746890676,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,mid,100,GPR,85/15,-0.1810781567444148,0.2858137310224125,2.0,0.9900255400267908,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,100,Kernel Ridge,85/15,0.5106173064825955,0.2858298083382712,3.0,0.9910243503357988,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,mid,190,GPR,85/15,-0.1818098725986792,0.2859022527073728,2.0,0.990021599591696,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,high,50,GPR,85/15,0.7319435669647476,0.2859124239494025,3.0,0.9913414227627968,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,20,Kernel Ridge,90/10,-0.0198912015203869,0.2859757536213146,2.0,0.9902531391860344,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,pH regr out,All,ProtBERT,low,190,Linear,90/10,0.805273345234611,0.2859798302221376,3.0,0.991445171175504,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,low,190,Linear,90/10,0.8052524179813557,0.2860033625410659,3.0,0.9914443744584632,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,mid,20,Kernel Ridge,85/15,0.3044733622548626,0.2860367454416885,2.0,0.9907197815556812,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,low,190,Kernel Ridge,85/15,0.1380072946792683,0.2861524920487144,2.0,0.990475507994917,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,pH regr out,All,ProtBERT,high,50,Ridge,85/15,0.2119254835110274,0.2861551177609493,2.0,0.9905822165176736,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,No regr out,All,ProtBERT,high,50,Ridge,85/15,0.2119422911517213,0.2861637520169405,2.0,0.9905819595702854,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,10,Ridge,85/15,-0.0348063663828293,0.2861848837767292,2.0,0.9902247786754864,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,mid,100,Linear,80/20,-2.76761286300462,0.2862447846593601,4.0,0.9862745779699956,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,low,100,Kernel Ridge,80/20,0.6627919654727998,0.2862502483502429,3.0,0.9912305118549052,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,mid,20,Linear,85/15,0.2397552252394581,0.2862508584316482,2.0,0.9906193054024472,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,high,20,GPR,85/15,0.7312443241831417,0.2862850917279506,3.0,0.9913282741880004,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,No regr out,All,ProtBERT,high,50,GPR,90/10,0.4377341679258907,0.2863003700477148,2.0,0.9909037248031892,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,buffer regr out,All,ProtBERT,high,100,Ridge,80/20,0.2784668226910012,0.2863096326679068,2.0,0.99067332000867,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,190,Ridge,90/10,0.5946541338044335,0.2863718080954933,3.0,0.991128109658542,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,pH regr out,All,ProtBERT,low,50,Linear,80/20,0.2675183721200342,0.2863913724111203,2.0,0.9906548397412344,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.3027212185841405,0.286396805147659,2.0,0.9907055224551824,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,No regr out,All,ProtBERT,low,50,Linear,80/20,0.267476775768648,0.2864089843192949,2.0,0.9906542059987778,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,low,100,Kernel Ridge,85/15,0.1364123267809041,0.2864171074607832,2.0,0.9904645847364948,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,mid,20,GPR,85/15,0.1359659630996933,0.2864911182894883,2.0,0.9904615292067148,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,mid,50,Ridge,85/15,0.2383433940432608,0.2865165297330212,2.0,0.9906086123407504,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,pH regr out,All,ProtBERT,low,20,Linear,80/20,0.2759391055418085,0.2866090158453696,1.0,0.9906599167142244,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,No regr out,All,ProtBERT,low,20,Linear,80/20,0.2759593822297927,0.2866152836975777,1.0,0.9906597418560228,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,low,20,GPR,85/15,0.7479885595320895,0.286641586998978,3.0,0.9913408540158256,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,mid,50,GPR,90/10,0.6157042797762116,0.2867355068329525,3.0,0.9911466758665272,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,pH regr out,Inliers,ProtBERT,high,100,Linear,90/10,-4.648448538857765,0.2867536780698783,2.0,0.9835406463226648,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,No regr out,Inliers,ProtBERT,high,100,Linear,90/10,-4.648544174588194,0.2867554765172276,2.0,0.9835404495739112,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,high,10,GPR,85/15,0.7302535460159567,0.286812306792883,3.0,0.9913096705824757,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,20,Linear,90/10,-0.0265772585851074,0.2869116018511914,2.0,0.990212997486888,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,mid,190,Lasso,85/15,0.1991020881571436,0.2869133717783005,2.0,0.9905389923416408,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,low,50,Lasso,80/20,0.4254144666578014,0.286936809281246,1.0,0.9908651960306264,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,mid,190,GPR,90/10,0.8039784029978239,0.2869373371416241,3.0,0.991412112888353,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,pH regr out,All,ProtBERT,low,20,Linear,85/15,0.2433481951050981,0.2869678870588682,1.0,0.990601141706511,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,No regr out,All,ProtBERT,low,20,Linear,85/15,0.2433782701373689,0.2869713155425428,1.0,0.9906010734869684,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,high,50,Kernel Ridge,90/10,0.3933693254152294,0.2870572076869885,2.0,0.9908149769379556,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,low,50,Linear,90/10,-1.8724267277202291,0.2871811714458707,4.0,0.9875374076413596,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,high,50,Linear,85/15,-0.7559915426422554,0.2872131923957189,2.0,0.9891493456238124,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,high,20,Kernel Ridge,80/20,0.6572706532091759,0.2875265133490353,2.0,0.9911809650584922,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,high,190,Kernel Ridge,85/15,0.1955720183825339,0.2875449820112119,2.0,0.9905133197651392,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,pH regr out,All,ProtBERT,low,20,Ridge,85/15,0.2401909942054321,0.2875659640894692,1.0,0.9905771000617016,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,No regr out,All,ProtBERT,low,20,Ridge,85/15,0.2402181437999176,0.2875699770923985,1.0,0.9905770085769532,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,low,20,GPR,85/15,0.5043774079274519,0.2876462800719269,3.0,0.9909561700280426,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,low,20,Linear,90/10,0.0496760909509694,0.2876505224504442,2.0,0.9902990975509124,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,low,20,Linear,90/10,-1.472739142534674,0.2876530425465482,4.0,0.9880994907615672,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,low,190,Lasso,80/20,0.4308163791051502,0.2876602778389006,1.0,0.9908494360646714,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,low,100,Lasso,80/20,0.4308136263540622,0.2876609734458685,1.0,0.990849409430666,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,20,Kernel Ridge,85/15,0.4325232101152931,0.2877204711613543,1.0,0.9908499414410252,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,20,Kernel Ridge,80/20,0.4222702658612889,0.28772081448036,1.0,0.9908351172143866,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,50,Lasso,90/10,-0.0326494391775804,0.2877588885020301,2.0,0.990176627272614,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,low,50,Lasso,80/20,0.4304183131850965,0.2877608497240855,1.0,0.9908455851809562,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,low,20,Ridge,85/15,-0.9752791518213476,0.2878178764930937,4.0,0.9888128321980524,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,mid,20,GPR,90/10,0.7443501772318069,0.2878305709368447,1.0,0.9912968704737124,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,50,Linear,90/10,-0.9472274436292414,0.2878479516640633,4.0,0.9888523805928524,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,10,Linear,85/15,-0.0469054620908577,0.2878530779039073,2.0,0.9901529628531384,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,low,50,Kernel Ridge,85/15,0.1276353810510213,0.2878689069767287,2.0,0.9904046169139448,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,mid,50,Linear,90/10,-0.0334489511482798,0.2878702632596169,2.0,0.9901718445302664,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,high,50,Ridge,85/15,-0.9764620982438026,0.2879040471406706,4.0,0.9888083164198004,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,20,Lasso,90/10,-0.0337532170808796,0.2879126372288477,2.0,0.9901700247566046,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,high,10,Kernel Ridge,80/20,0.6394382469467725,0.2879209320294403,2.0,0.9911423547147872,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,No regr out,All,ProtBERT,mid,50,GPR,85/15,0.7484103295705427,0.2879418096988591,3.0,0.9912991132097824,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,low,190,Kernel Ridge,80/20,0.6769667182176315,0.287942362884013,1.0,0.9911958763163478,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,low,190,Kernel Ridge,80/20,0.6393803804354395,0.2879440352999747,2.0,0.9911415186041184,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,low,190,Linear,80/20,0.3896990776214258,0.2880112260788748,3.0,0.9907786005306998,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,pH regr out,All,ProtBERT,low,20,Ridge,80/20,0.2562705388588188,0.2880386796391024,3.0,0.9905849341058368,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,No regr out,All,ProtBERT,low,20,Ridge,80/20,0.2562748171363092,0.2880472482728447,3.0,0.9905846611939384,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.7817391956485455,0.2881014314710778,1.0,0.9890832151924652,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,low,190,Lasso,80/20,0.4207135938483579,0.288108180418926,1.0,0.9908202511194384,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,low,100,Lasso,80/20,0.4207100041636027,0.2881090730826671,1.0,0.9908202168578364,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,20,Ridge,80/20,0.2677480087459158,0.2881521261432456,3.0,0.9905978211765628,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,low,50,Kernel Ridge,80/20,0.6823764261339297,0.2881957350942333,1.0,0.9911954393412864,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,20,Ridge,90/10,-0.0359646190664006,0.2882204236662435,2.0,0.9901568047551548,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,low,100,Linear,90/10,-2.617453417312064,0.2882262736129042,4.0,0.9864269823332152,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,mid,10,GPR,90/10,0.619946836732106,0.2883092580504856,3.0,0.991101545955314,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,low,10,GPR,85/15,-0.4029009286074074,0.2883408440138622,1.0,0.9896227475673516,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,low,20,GPR,85/15,-0.4029079936652766,0.2883415700602075,1.0,0.9896227137116426,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,20,Lasso,85/15,-0.0504793991729488,0.2883439972450223,2.0,0.990131809407836,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,50,Lasso,85/15,-0.0505034940982742,0.2883473041100822,2.0,0.9901316668869996,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,100,Lasso,85/15,-0.0505034974011731,0.2883473045633801,2.0,0.990131666867463,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,190,Lasso,85/15,-0.0505034974023705,0.2883473045635444,2.0,0.990131666867456,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,10,Lasso,85/15,-0.050505374832072,0.2883475622264429,2.0,0.9901316557625616,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,mid,20,Lasso,90/10,0.0449852169261917,0.288359581406667,2.0,0.9902692252721648,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,high,100,Kernel Ridge,90/10,0.344383818367642,0.2883601301809332,2.0,0.9907017665356312,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,low,50,GPR,80/20,0.6408417720419899,0.2884607318885261,3.0,0.9911268003977348,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,mid,50,Lasso,90/10,0.0441228102617309,0.2884897506524348,2.0,0.9902637394979992,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,20,Kernel Ridge,85/15,0.4330438076457621,0.2885481026041738,1.0,0.990823736408176,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,low,50,Kernel Ridge,80/20,0.6831836574830512,0.2885968727122394,1.0,0.991183539955652,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,low,190,Linear,80/20,-3.2159956866644137,0.2886054075848909,4.0,0.9855498834251176,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,No regr out,All,ProtBERT,mid,100,GPR,80/20,0.6716044677855368,0.288637536718967,3.0,0.9911654863185776,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,No regr out,All,ProtBERT,mid,10,GPR,80/20,0.6714670663988971,0.2886979136826981,3.0,0.9911633212401793,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,pH regr out,All,ProtBERT,low,20,Linear,80/20,0.2556669728143612,0.288698952033212,2.0,0.9905625560563284,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,No regr out,All,ProtBERT,low,20,Linear,80/20,0.2556772609948698,0.2887065130655495,2.0,0.990562324646355,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,No regr out,All,ProtBERT,low,10,GPR,85/15,0.6613983571951707,0.2887156602735914,1.0,0.9911481963388606,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,low,20,Kernel Ridge,90/10,0.6103617396352568,0.2887217486771396,3.0,0.9910742623645712,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,low,190,Linear,80/20,0.6619207268524301,0.2888312423384833,2.0,0.9911451863601012,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,10,GPR,90/10,0.6179105503669675,0.2890805921536286,3.0,0.9910734805257834,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,50,GPR,80/20,0.3911519843331345,0.2891516224402214,2.0,0.9907435552482567,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,low,100,Linear,90/10,0.0396132667431254,0.2891694542409507,2.0,0.9902350853457532,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,20,Kernel Ridge,90/10,0.0391922303410308,0.2892328336699517,2.0,0.9902324126881136,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,pH regr out,All,ProtBERT,mid,10,Ridge,85/15,0.1191691141402667,0.2892504068034388,2.0,0.9903473877118448,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,low,10,GPR,90/10,0.8007961950688546,0.2892570260840336,3.0,0.9913319596864546,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,mid,10,Ridge,85/15,0.1191816554702813,0.2892603535212774,2.0,0.9903470818518518,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,low,50,GPR,85/15,-0.4119626206366733,0.2892705783137912,1.0,0.9895793727853952,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,high,100,GPR,85/15,-0.412040842110865,0.289278590869284,1.0,0.9895789987934366,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,high,190,GPR,85/15,-0.4120429182065261,0.289278803529495,1.0,0.9895789888673212,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,mid,50,GPR,85/15,-0.4120429182070753,0.2892788035295512,1.0,0.9895789888673188,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,mid,100,GPR,85/15,-0.4120429182073959,0.289278803529584,1.0,0.9895789888673172,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,high,50,GPR,85/15,-0.4120429182074741,0.289278803529592,1.0,0.9895789888673168,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,mid,10,GPR,85/15,-0.4120429182074898,0.2892788035295937,1.0,0.9895789888673168,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,low,190,GPR,85/15,-0.4120429182077769,0.289278803529623,1.0,0.9895789888673152,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,mid,20,GPR,85/15,-0.4120429182086689,0.2892788035297144,1.0,0.989578988867311,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,high,20,GPR,85/15,-0.4120429182090104,0.2892788035297494,1.0,0.9895789888673094,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,mid,190,GPR,85/15,-0.412042918209043,0.2892788035297527,1.0,0.9895789888673092,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,low,100,GPR,85/15,-0.4120429182093614,0.2892788035297853,1.0,0.9895789888673076,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,mid,100,Ridge,90/10,0.3400984852535048,0.2893010057649586,2.0,0.9906649295582288,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,high,100,Ridge,85/15,0.2885061754798763,0.2893013842320355,2.0,0.990590378723045,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,low,100,Linear,85/15,-1.3313664935126908,0.2893320798195541,2.0,0.9882490516073515,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,No regr out,All,ProtBERT,low,20,GPR,80/20,-4.733411980333366,0.2893333596343529,4.0,0.9833338705203792,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,mid,100,Kernel Ridge,85/15,0.1854086236679173,0.289355747138055,2.0,0.9904396568194458,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,pH regr out,All,ProtBERT,mid,10,Linear,85/15,0.1184173613995102,0.2893738121099077,2.0,0.9903422821174824,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,No regr out,All,ProtBERT,mid,10,Linear,85/15,0.1184258889362933,0.2893844236103033,2.0,0.9903419488055772,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,low,20,GPR,80/20,0.652774403945575,0.2894063909514021,2.0,0.9911132386833232,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,low,10,GPR,80/20,0.3900581952284344,0.2894112348305095,2.0,0.9907335190286984,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,mid,190,Kernel Ridge,85/15,0.1850273938995777,0.2894234486410719,2.0,0.990436900896543,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,mid,100,Linear,80/20,-9.481881963173274,0.2894281191394753,2.0,0.9764703843428606,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,high,10,GPR,80/20,-0.538547664164281,0.2894631189818579,1.0,0.9893902164395264,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,buffer regr out,All,ProtBERT,low,20,Linear,80/20,0.2695108459727694,0.2895086952530582,1.0,0.9905561826055064,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,high,10,Kernel Ridge,85/15,0.740486647567307,0.2895378054933643,3.0,0.9912356814640492,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,buffer regr out,All,ProtBERT,high,20,Ridge,85/15,0.2018510353486325,0.2895753649621858,2.0,0.990456258883926,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,low,190,Linear,85/15,0.7403760234020429,0.2895995103441643,3.0,0.9912335118210786,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,low,190,Kernel Ridge,85/15,0.7427420378611985,0.2896099534485782,3.0,0.9912365899969974,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,buffer regr out,All,ProtBERT,low,190,Linear,90/10,-4.0565313510613965,0.2896373144065186,4.0,0.9843019003577058,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,high,190,GPR,80/20,0.3445765120477804,0.2896561514206363,2.0,0.9906598316169452,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,low,190,Lasso,80/20,0.3445534100395854,0.2896612561963593,2.0,0.9906596319700456,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,low,10,GPR,85/15,0.2865077521534201,0.2897073900281915,2.0,0.9905742672759156,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,low,100,Lasso,80/20,0.344280578634109,0.2897215360624733,2.0,0.9906572743903784,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,mid,50,Kernel Ridge,85/15,0.1833413555818683,0.2897226776552396,2.0,0.9904247186473714,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,low,50,Ridge,85/15,0.4244494703771848,0.2897600047505345,1.0,0.9907718462206212,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,mid,20,GPR,90/10,0.616035220850955,0.2897891406358845,3.0,0.9910476926601424,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,pH regr out,All,ProtBERT,low,50,Ridge,90/10,0.4644720446087833,0.2898098814899688,1.0,0.9908280446782564,all_rows_sorted_by_rmse.csv
Rg norm w/0.418,No regr out,All,ProtBERT,low,50,Ridge,90/10,0.4645086987315684,0.2898098982111967,1.0,0.9908280970900336,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,low,50,Kernel Ridge,80/20,0.660512593566161,0.2898460485300883,3.0,0.9911100982176144,all_rows_sorted_by_rmse.csv
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,high,190,Ridge,80/20,0.3818295062153476,0.2898621696773364,3.0,0.9907069429374624,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,low,20,GPR,85/15,0.2856511639972554,0.2898812429901132,2.0,0.9905673670653196,all_rows_sorted_by_rmse.csv
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,low,100,Kernel Ridge,80/20,0.6717648467673684,0.2898926730464494,1.0,0.9911248363945316,all_rows_sorted_by_rmse.csv
