Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,0.6360171315163816,1.0160720497369529
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.8051743172650934,0.6341478369558385
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.646505202295,1.0013261236477016
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.8143041709606135,0.6191109517847597
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.6479052020834423,0.9993413036127793
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.8117061729753418,0.6234267789932749
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,0.654327007675682,0.9901859456624177
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.8279544291798111,0.5959216452442141
Rg w/no norm,No regr out,All,1,GPR,80/20,-0.19834842333728853,1.8436377312485326
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-5.047486298172527,3.5330912853056926
Rg w/no norm,No regr out,All,1,Linear,85/15,0.6320545872342145,1.0608801320274992
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.7721811531329533,0.6479225031734305
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.6434516194469131,1.0443206213961727
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.7754021070110496,0.6433259618787565
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.6456120052073853,1.041151958332616
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.7741113613165985,0.6451718843912262
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.6470111853298204,1.0390946089435225
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.7949572195816147,0.6146819782777098
Rg w/no norm,No regr out,All,1,GPR,85/15,-0.3110299866501216,2.002538766852031
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,0.026570457513839796,1.3393081153424102
Rg w/no norm,No regr out,All,1,Linear,90/10,0.6281020958861099,1.1747724772649135
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.7548610056155742,0.6973427642465043
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.6382904992549265,1.1585688722115377
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.7621113505499092,0.6869528967578399
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.6607289338652135,1.1220580080226203
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.7667273022032716,0.6802554890802236
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.5697513236309478,1.2635768753374514
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.8019705052672012,0.6267654359407671
Rg w/no norm,No regr out,All,1,GPR,90/10,-0.2727541536657374,2.173272373738389
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,0.06596224864378264,1.3612011698380633
Rg norm w/0.421,No regr out,All,1,Linear,80/20,-0.009376363330284354,0.10881011266745835
Rg norm w/0.421,No regr out,Inliers,1,Linear,80/20,0.18329376633408823,0.07714511411951254
Rg norm w/0.421,No regr out,All,1,Ridge,80/20,-0.13783019855179224,0.11552644854117057
Rg norm w/0.421,No regr out,Inliers,1,Ridge,80/20,0.15336877473248134,0.07854573926587867
Rg norm w/0.421,No regr out,All,1,Lasso,80/20,-0.16331558950020342,0.11681307829055461
Rg norm w/0.421,No regr out,Inliers,1,Lasso,80/20,0.14804311503616885,0.07879239453566877
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,80/20,0.08532863778966127,0.103579839944911
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,80/20,0.41131656385741244,0.06549624451130133
Rg norm w/0.421,No regr out,All,1,GPR,80/20,-3.0840963091014943,0.21887223974059783
Rg norm w/0.421,No regr out,Inliers,1,GPR,80/20,-3.736399184488387,0.18578029126928736
Rg norm w/0.421,No regr out,All,1,Linear,85/15,0.13307170847450722,0.10681575148568458
Rg norm w/0.421,No regr out,Inliers,1,Linear,85/15,0.1351474210465773,0.07636189178717394
Rg norm w/0.421,No regr out,All,1,Ridge,85/15,0.015221185923943947,0.11384476387541258
Rg norm w/0.421,No regr out,Inliers,1,Ridge,85/15,0.04525822370716226,0.08023218131835919
Rg norm w/0.421,No regr out,All,1,Lasso,85/15,-0.02541066516657664,0.11616963566514753
Rg norm w/0.421,No regr out,Inliers,1,Lasso,85/15,0.01866516343595248,0.08134188730764123
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,85/15,0.19116742696068267,0.10317465576914016
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,85/15,0.30826986717968463,0.06829265294565562
Rg norm w/0.421,No regr out,All,1,GPR,85/15,-3.4271750214169563,0.24138320975808125
Rg norm w/0.421,No regr out,Inliers,1,GPR,85/15,-4.848994097810702,0.19858490259898895
Rg norm w/0.421,No regr out,All,1,Linear,90/10,0.11921558613492989,0.11743829532613213
Rg norm w/0.421,No regr out,Inliers,1,Linear,90/10,0.1862936198402373,0.08123078654167862
Rg norm w/0.421,No regr out,All,1,Ridge,90/10,0.13111272620041237,0.11664245355011725
Rg norm w/0.421,No regr out,Inliers,1,Ridge,90/10,0.20703477362122857,0.08018882857476402
Rg norm w/0.421,No regr out,All,1,Lasso,90/10,0.09984967840340264,0.11872234021306205
Rg norm w/0.421,No regr out,Inliers,1,Lasso,90/10,0.2044272292431053,0.0803205646895837
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,90/10,0.14401967410058225,0.11577287534749862
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,90/10,0.4473499924382338,0.06694403536866712
Rg norm w/0.421,No regr out,All,1,GPR,90/10,-3.1606928647500343,0.25524530197224626
Rg norm w/0.421,No regr out,Inliers,1,GPR,90/10,-3.4408264851852115,0.1897661296340816
Rg norm w/0.5,No regr out,All,1,Linear,80/20,0.0054993149692799115,0.11747533077963128
Rg norm w/0.5,No regr out,Inliers,1,Linear,80/20,0.11339170013365074,0.05248056122921255
Rg norm w/0.5,No regr out,All,1,Ridge,80/20,-0.12577276768377477,0.12498834074237
Rg norm w/0.5,No regr out,Inliers,1,Ridge,80/20,0.13421095175534847,0.051860729134943065
Rg norm w/0.5,No regr out,All,1,Lasso,80/20,-0.16064404003341548,0.12690936060732164
Rg norm w/0.5,No regr out,Inliers,1,Lasso,80/20,0.10803709249322901,0.05263879897714154
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,80/20,0.09731343556366079,0.11192126817677232
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,80/20,0.3806219853111559,0.04386422567910636
Rg norm w/0.5,No regr out,All,1,GPR,80/20,-2.9790206672107122,0.23498072027974543
Rg norm w/0.5,No regr out,Inliers,1,GPR,80/20,-4.633671951867633,0.13229040672822298
Rg norm w/0.5,No regr out,All,1,Linear,85/15,0.15013994691685706,0.11547722992103186
Rg norm w/0.5,No regr out,Inliers,1,Linear,85/15,0.06968143790608661,0.05147922041369493
Rg norm w/0.5,No regr out,All,1,Ridge,85/15,0.024724966083654376,0.1237047006870846
Rg norm w/0.5,No regr out,Inliers,1,Ridge,85/15,0.011305732665442547,0.05306976033403798
Rg norm w/0.5,No regr out,All,1,Lasso,85/15,-0.026615657777584234,0.12691898528666007
Rg norm w/0.5,No regr out,Inliers,1,Lasso,85/15,-0.012706181977977904,0.05371033348171932
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,85/15,0.19792344118088256,0.11218390710101706
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,85/15,0.2566323886004964,0.0460169611785448
Rg norm w/0.5,No regr out,All,1,GPR,85/15,-3.281579698354385,0.2591938338864674
Rg norm w/0.5,No regr out,Inliers,1,GPR,85/15,-6.224124160743073,0.14345269747634823
Rg norm w/0.5,No regr out,All,1,Linear,90/10,0.14747024385695306,0.12690284128403584
Rg norm w/0.5,No regr out,Inliers,1,Linear,90/10,0.06828845192950361,0.054834548551587196
Rg norm w/0.5,No regr out,All,1,Ridge,90/10,0.13905498672268957,0.12752762746898466
Rg norm w/0.5,No regr out,Inliers,1,Ridge,90/10,0.09407890400887053,0.054070292589667446
Rg norm w/0.5,No regr out,All,1,Lasso,90/10,0.10127365830424195,0.13029576744110033
Rg norm w/0.5,No regr out,Inliers,1,Lasso,90/10,0.09947017323458074,0.05390916238635483
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,90/10,0.14806944266027355,0.12685823674329694
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,90/10,0.3758563419363079,0.04488030649442771
Rg norm w/0.5,No regr out,All,1,GPR,90/10,-2.979645492136229,0.27418189015993616
Rg norm w/0.5,No regr out,Inliers,1,GPR,90/10,-4.644058153403303,0.1349613062621973
Rg norm w/0.406,No regr out,All,1,Linear,80/20,-0.028931946550876164,0.07248076951084857
Rg norm w/0.406,No regr out,Inliers,1,Linear,80/20,0.21221904034936467,0.08293412769729915
Rg norm w/0.406,No regr out,All,1,Ridge,80/20,-0.1500862332687598,0.07662926715266637
Rg norm w/0.406,No regr out,Inliers,1,Ridge,80/20,0.17427208437230113,0.08490808084454694
Rg norm w/0.406,No regr out,All,1,Lasso,80/20,-0.16750953094797905,0.07720753500945671
Rg norm w/0.406,No regr out,Inliers,1,Lasso,80/20,0.15361638945585887,0.08596351469270828
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,80/20,-0.14937693755286796,0.07660563362319524
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,80/20,0.4285445353653963,0.07063529059586217
Rg norm w/0.406,No regr out,All,1,GPR,80/20,-3.4338248248864964,0.1504591954068428
Rg norm w/0.406,No regr out,Inliers,1,GPR,80/20,-3.5016430921094095,0.19825131236213447
Rg norm w/0.406,No regr out,All,1,Linear,85/15,0.07737584230707306,0.07074339215221899
Rg norm w/0.406,No regr out,Inliers,1,Linear,85/15,0.1655463265222672,0.0822114810301728
Rg norm w/0.406,No regr out,All,1,Ridge,85/15,-0.0008903032012310685,0.07368289999505179
Rg norm w/0.406,No regr out,Inliers,1,Ridge,85/15,0.07273785828301138,0.08666278091867907
Rg norm w/0.406,No regr out,All,1,Lasso,85/15,-0.025717623570372883,0.07459116294626163
Rg norm w/0.406,No regr out,Inliers,1,Lasso,85/15,0.02703766636860261,0.08877268802553134
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,85/15,0.23253341672338257,0.06452131451776517
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,85/15,0.33189458340724853,0.07356205499527833
Rg norm w/0.406,No regr out,All,1,GPR,85/15,-4.059888624023313,0.16567002898992
Rg norm w/0.406,No regr out,Inliers,1,GPR,85/15,-4.5118409417463194,0.21129036570819265
Rg norm w/0.406,No regr out,All,1,Linear,90/10,-0.02948996370288537,0.07804022587525328
Rg norm w/0.406,No regr out,Inliers,1,Linear,90/10,0.21760688287705865,0.08746115747560747
Rg norm w/0.406,No regr out,All,1,Ridge,90/10,0.10017027512714927,0.07296047065928284
Rg norm w/0.406,No regr out,Inliers,1,Ridge,90/10,0.2373504267423685,0.08635057339350953
Rg norm w/0.406,No regr out,All,1,Lasso,90/10,0.10150566771125491,0.07290631205366914
Rg norm w/0.406,No regr out,Inliers,1,Lasso,90/10,0.23382910104424204,0.0865496938831091
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,90/10,0.12555477913149826,0.07192398858341305
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,90/10,0.4669709216578426,0.07219018600844607
Rg norm w/0.406,No regr out,All,1,GPR,90/10,-4.174047231265027,0.17495350744599078
Rg norm w/0.406,No regr out,Inliers,1,GPR,90/10,-3.192273974157632,0.20245454852264363
Rg w/no norm,pH regr out,All,1,Linear,80/20,0.6360026663832792,1.0161098171318501
Rg w/no norm,pH regr out,Inliers,1,Linear,80/20,0.8051376888075273,0.6341745935650489
Rg w/no norm,pH regr out,All,1,Ridge,80/20,0.6464908378515585,1.0013637906626522
Rg w/no norm,pH regr out,Inliers,1,Ridge,80/20,0.8142751470355624,0.6191272598787958
Rg w/no norm,pH regr out,All,1,Lasso,80/20,0.6478949301798044,0.9993731688261959
Rg w/no norm,pH regr out,Inliers,1,Lasso,80/20,0.8116730526572522,0.6234493091517568
Rg w/no norm,pH regr out,All,1,Kernel Ridge,80/20,0.6423555576834006,1.0072036396224255
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,80/20,0.8275410286044607,0.5966062660398405
Rg w/no norm,pH regr out,All,1,GPR,80/20,0.172371306967519,1.5321783294401923
Rg w/no norm,pH regr out,Inliers,1,GPR,80/20,0.26630166333521255,1.2305625157185727
Rg w/no norm,pH regr out,All,1,Linear,85/15,0.632036862308325,1.0609231032440987
Rg w/no norm,pH regr out,Inliers,1,Linear,85/15,0.7721346236907549,0.6479411502417077
Rg w/no norm,pH regr out,All,1,Ridge,85/15,0.6434364955571337,1.0443599167429358
Rg w/no norm,pH regr out,Inliers,1,Ridge,85/15,0.7753585172100821,0.6433412092962809
Rg w/no norm,pH regr out,All,1,Lasso,85/15,0.6456032761516877,1.041181875413809
Rg w/no norm,pH regr out,Inliers,1,Lasso,85/15,0.7740660252090894,0.6451893113054717
Rg w/no norm,pH regr out,All,1,Kernel Ridge,85/15,0.6467288500821078,1.0395271490917604
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,85/15,0.7950780597529741,0.6144557634131793
Rg w/no norm,pH regr out,All,1,GPR,85/15,0.18735207696992828,1.57664154093246
Rg w/no norm,pH regr out,Inliers,1,GPR,85/15,0.18265419900585655,1.2271546869264935
Rg w/no norm,pH regr out,All,1,Linear,90/10,0.6280879837640578,1.1748105588787139
Rg w/no norm,pH regr out,Inliers,1,Linear,90/10,0.7548026757123353,0.697390882577904
Rg w/no norm,pH regr out,All,1,Ridge,90/10,0.6382816187049665,1.1585986692897907
Rg w/no norm,pH regr out,Inliers,1,Ridge,90/10,0.7620569157178404,0.6869971656974346
Rg w/no norm,pH regr out,All,1,Lasso,90/10,0.6607283725881342,1.1220740199749135
Rg w/no norm,pH regr out,Inliers,1,Lasso,90/10,0.766674404557476,0.6802986252906732
Rg w/no norm,pH regr out,All,1,Kernel Ridge,90/10,0.5685088097448239,1.2654171106738867
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,90/10,0.801926691961733,0.6268034516740717
Rg w/no norm,pH regr out,All,1,GPR,90/10,0.16458528490533353,1.7607544568775728
Rg w/no norm,pH regr out,Inliers,1,GPR,90/10,0.22406327384843594,1.2405993692160129
Rg norm w/0.421,pH regr out,All,1,Linear,80/20,-0.009418401178636238,0.10881267086729716
Rg norm w/0.421,pH regr out,Inliers,1,Linear,80/20,0.1832448456304122,0.0771453072221233
Rg norm w/0.421,pH regr out,All,1,Ridge,80/20,-0.13787740566551654,0.11552915548371488
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,80/20,0.15335611842973396,0.07854417060169591
Rg norm w/0.421,pH regr out,All,1,Lasso,80/20,-0.16339749154384964,0.11681750417820755
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,80/20,0.1480337156809921,0.07879066666140663
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,80/20,-0.05767802722306126,0.11138343388511072
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,80/20,0.40716035981052323,0.06572524118524402
Rg norm w/0.421,pH regr out,All,1,GPR,80/20,0.009976654781135408,0.10776223236601165
