Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,0.648075774831161,0.9981790477720114
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.6307234377305777,0.7092815285736886
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.6144262562506122,1.0448106580749765
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.6311916176360695,0.7088317617698392
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.6126021094636735,1.0472792379075893
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.6317882030683728,0.7082582256544161
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,0.6031104098810931,1.0600313806282526
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.7360809893641095,0.5996227682554911
Rg w/no norm,No regr out,All,1,GPR,80/20,-0.21115483721404393,1.851755750763899
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-0.12408146035453038,1.2374899207339511
Rg w/no norm,No regr out,All,1,Linear,85/15,0.6596276112366524,0.9965717711762603
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.6915725352514634,0.6925864127531879
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.6227997391316056,1.0491012684632492
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.7003219216143444,0.6826921873449034
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.6045152439314103,1.0742275693722487
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.6955665974171701,0.688087385462341
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.7037888657753206,0.9296770486606554
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.7643101121163629,0.6054355525842021
Rg w/no norm,No regr out,All,1,GPR,85/15,-0.20152481512132758,1.8723963777316979
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-0.09376634900198799,1.304246632533088
Rg w/no norm,No regr out,All,1,Linear,90/10,0.6239774471151216,1.1364282018218506
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.5244381768028473,0.768618988453488
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.6535756861108948,1.0907852049187576
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.5436901539347949,0.7529004168862814
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.6770311726222309,1.0532109343523655
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.5333963805132429,0.7613452969686055
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.6624680341421476,1.0766945390622742
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.6694782480233281,0.6407780710304577
Rg w/no norm,No regr out,All,1,GPR,90/10,0.14551266707781574,1.7131203357335651
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-0.2948930491895163,1.2683075200594787
Rg norm w/0.421,No regr out,All,1,Linear,80/20,0.02472950169989163,0.10538075216624886
Rg norm w/0.421,No regr out,Inliers,1,Linear,80/20,-0.019547921605995278,0.07517069319444149
Rg norm w/0.421,No regr out,All,1,Ridge,80/20,0.0747008961297656,0.10264547795651767
Rg norm w/0.421,No regr out,Inliers,1,Ridge,80/20,-0.013405336166440573,0.07494390641150622
Rg norm w/0.421,No regr out,All,1,Lasso,80/20,-0.042600936140200885,0.10895766956510711
Rg norm w/0.421,No regr out,Inliers,1,Lasso,80/20,0.0010489548368124435,0.07440752109240112
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,80/20,0.08765636669312304,0.10192435536478275
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,80/20,0.20753481912934513,0.06627272496350187
Rg norm w/0.421,No regr out,All,1,GPR,80/20,-3.730908764820727,0.23209780695438031
Rg norm w/0.421,No regr out,Inliers,1,GPR,80/20,-3.65416516576487,0.16060742864081226
Rg norm w/0.421,No regr out,All,1,Linear,85/15,0.07510481850454087,0.10690925516638276
Rg norm w/0.421,No regr out,Inliers,1,Linear,85/15,-0.16797529025068214,0.07484461452077062
Rg norm w/0.421,No regr out,All,1,Ridge,85/15,0.1628366693100799,0.1017124566702749
Rg norm w/0.421,No regr out,Inliers,1,Ridge,85/15,-0.12773944085299505,0.0735441466658998
Rg norm w/0.421,No regr out,All,1,Lasso,85/15,0.07480576072537559,0.10692653791420148
Rg norm w/0.421,No regr out,Inliers,1,Lasso,85/15,-0.1341355082007054,0.07375240764098139
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,85/15,0.1061820579910665,0.10509778896904286
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,85/15,0.07014687773692929,0.06678069050908912
Rg norm w/0.421,No regr out,All,1,GPR,85/15,-3.3706171638265525,0.2324023037870344
Rg norm w/0.421,No regr out,Inliers,1,GPR,85/15,-4.374883326973337,0.16055663193536937
Rg norm w/0.421,No regr out,All,1,Linear,90/10,-0.0905005602790716,0.11363378144022918
Rg norm w/0.421,No regr out,Inliers,1,Linear,90/10,-0.31314647779048976,0.08220854733715374
Rg norm w/0.421,No regr out,All,1,Ridge,90/10,-0.006445225591852566,0.10916654977734434
Rg norm w/0.421,No regr out,Inliers,1,Ridge,90/10,-0.24844415796315267,0.08015764480381525
Rg norm w/0.421,No regr out,All,1,Lasso,90/10,-0.002414035380223112,0.10894770395103458
Rg norm w/0.421,No regr out,Inliers,1,Lasso,90/10,-0.2577656297659001,0.08045633565465657
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,90/10,-0.09596611971666302,0.11391819024934642
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,90/10,0.04824511219334393,0.0699878972330796
Rg norm w/0.421,No regr out,All,1,GPR,90/10,-2.7894319322372056,0.21182712303987825
Rg norm w/0.421,No regr out,Inliers,1,GPR,90/10,-5.470259201472378,0.18248250207381575
Rg norm w/0.5,No regr out,All,1,Linear,80/20,0.05915634592398611,0.11359439781242742
Rg norm w/0.5,No regr out,Inliers,1,Linear,80/20,0.05506126758095853,0.04966058973356994
Rg norm w/0.5,No regr out,All,1,Ridge,80/20,0.08458761632845213,0.11204863629159353
Rg norm w/0.5,No regr out,Inliers,1,Ridge,80/20,0.07871633562673841,0.0490350624241074
Rg norm w/0.5,No regr out,All,1,Lasso,80/20,-0.04329705168244802,0.11961955257888184
Rg norm w/0.5,No regr out,Inliers,1,Lasso,80/20,0.08447147439443414,0.04888166466841483
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,80/20,0.09552048566839355,0.1113775219696002
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,80/20,0.3036514998233182,0.042630788896800935
Rg norm w/0.5,No regr out,All,1,GPR,80/20,-3.5130976804063234,0.2487915067457951
Rg norm w/0.5,No regr out,Inliers,1,GPR,80/20,-3.912792896716722,0.1132333289760714
Rg norm w/0.5,No regr out,All,1,Linear,85/15,0.10589330298066812,0.11506906339172986
Rg norm w/0.5,No regr out,Inliers,1,Linear,85/15,-0.08827648408216127,0.0489836741832177
Rg norm w/0.5,No regr out,All,1,Ridge,85/15,0.18265526248485064,0.11001870776963783
Rg norm w/0.5,No regr out,Inliers,1,Ridge,85/15,-0.04549771411314518,0.048011279391431905
Rg norm w/0.5,No regr out,All,1,Lasso,85/15,0.07511880483623745,0.11703260686964527
Rg norm w/0.5,No regr out,Inliers,1,Lasso,85/15,-0.03737422091999809,0.04782439238824459
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,85/15,0.11027228033868919,0.11478693638330868
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,85/15,0.10534502377629229,0.04441294032141474
Rg norm w/0.5,No regr out,All,1,GPR,85/15,-3.194928758803905,0.24924485321411233
Rg norm w/0.5,No regr out,Inliers,1,GPR,85/15,-4.606549636534805,0.11118074273987424
Rg norm w/0.5,No regr out,All,1,Linear,90/10,-0.05013400050095296,0.12248174214743693
Rg norm w/0.5,No regr out,Inliers,1,Linear,90/10,-0.058865286564521835,0.05360752378173403
Rg norm w/0.5,No regr out,All,1,Ridge,90/10,0.022196704426311165,0.1181883700717412
Rg norm w/0.5,No regr out,Inliers,1,Ridge,90/10,-0.0011090010981660292,0.05212500079688226
Rg norm w/0.5,No regr out,All,1,Lasso,90/10,0.0034714919613724193,0.1193146739096535
Rg norm w/0.5,No regr out,Inliers,1,Lasso,90/10,0.011968161973052949,0.05178343567882472
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,90/10,0.0014554628505942802,0.11943530283282609
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,90/10,0.3028241549553671,0.043498728000636415
Rg norm w/0.5,No regr out,All,1,GPR,90/10,-2.596613098608826,0.22667094532296583
Rg norm w/0.5,No regr out,Inliers,1,GPR,90/10,-5.10422228932332,0.12871245138201873
Rg norm w/0.406,No regr out,All,1,Linear,80/20,-0.13244211966396024,0.07090638428260519
Rg norm w/0.406,No regr out,Inliers,1,Linear,80/20,-0.013380002037392424,0.08125966236615373
Rg norm w/0.406,No regr out,All,1,Ridge,80/20,0.04854967342280092,0.06499357000384763
Rg norm w/0.406,No regr out,Inliers,1,Ridge,80/20,-0.007354494403572831,0.08101771920719293
Rg norm w/0.406,No regr out,All,1,Lasso,80/20,0.05717273027018155,0.0646983791495475
Rg norm w/0.406,No regr out,Inliers,1,Lasso,80/20,0.005681002347634356,0.08049181442505675
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,80/20,0.05266041754560302,0.06485301556141827
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,80/20,0.2164872187447775,0.07145158898565447
Rg norm w/0.406,No regr out,All,1,GPR,80/20,-4.840338236717456,0.16102612158370902
Rg norm w/0.406,No regr out,Inliers,1,GPR,80/20,-3.522576106762383,0.17166501296087383
Rg norm w/0.406,No regr out,All,1,Linear,85/15,-0.06346225765710622,0.07250613650508948
Rg norm w/0.406,No regr out,Inliers,1,Linear,85/15,-0.15140147335726528,0.08101359278943783
Rg norm w/0.406,No regr out,All,1,Ridge,85/15,0.08436288676196046,0.06727836324933799
Rg norm w/0.406,No regr out,Inliers,1,Ridge,85/15,-0.11256341147221671,0.07963553259425044
Rg norm w/0.406,No regr out,All,1,Lasso,85/15,0.07286893184420862,0.06769931757325502
