Normalization,Regressing out,Points,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,-1,Linear,80/20,-6.063565653075147,3.153625840513022
Rg w/no norm,No regr out,All,-1,Ridge,80/20,0.24871541116259888,1.0284908031888267
Rg w/no norm,No regr out,All,-1,Lasso,80/20,0.05838730030893491,1.1514214774928724
Rg w/no norm,No regr out,All,-1,Kernel Ridge,80/20,0.35875178644715167,0.9501917526634727
Rg w/no norm,No regr out,All,-1,GPR,80/20,0.04699434464827856,1.1583662923873679
Rg w/no norm,No regr out,All,-1,Linear,85/15,-5.25389091649303,3.0092605783638313
Rg w/no norm,No regr out,All,-1,Ridge,85/15,0.17809149530949608,1.0909287373549672
Rg w/no norm,No regr out,All,-1,Lasso,85/15,0.13354228551513314,1.120103956743751
Rg w/no norm,No regr out,All,-1,Kernel Ridge,85/15,0.2833259129366512,1.018698099440986
Rg w/no norm,No regr out,All,-1,GPR,85/15,0.2022816681901325,1.07475489342163
Rg w/no norm,No regr out,All,-1,Linear,90/10,-8.351332155286487,3.631794448603705
Rg w/no norm,No regr out,All,-1,Ridge,90/10,0.060045079366524035,1.1514313020214924
Rg w/no norm,No regr out,All,-1,Lasso,90/10,-0.4066503654686817,1.4085672952598383
Rg w/no norm,No regr out,All,-1,Kernel Ridge,90/10,0.2284129952092665,1.043222562132961
Rg w/no norm,No regr out,All,-1,GPR,90/10,-0.2857287790204761,1.3466638478983888
Rg norm w/0.421,No regr out,All,-1,Linear,80/20,-14.468118294543215,0.38691382896402
Rg norm w/0.421,No regr out,All,-1,Ridge,80/20,-0.04872523478929236,0.10074566530187903
Rg norm w/0.421,No regr out,All,-1,Lasso,80/20,-0.9164728574298411,0.136190510081187
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,80/20,-0.002831841960183601,0.09851663461702914
Rg norm w/0.421,No regr out,All,-1,GPR,80/20,-1.7250286279933387,0.16239813768879466
Rg norm w/0.421,No regr out,All,-1,Linear,85/15,-11.270193022006287,0.34548283928099865
Rg norm w/0.421,No regr out,All,-1,Ridge,85/15,-0.1748502418189719,0.10690352804226617
Rg norm w/0.421,No regr out,All,-1,Lasso,85/15,-1.1722719308119838,0.14536433906667937
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,85/15,-0.12726853591126353,0.10471634502860812
Rg norm w/0.421,No regr out,All,-1,GPR,85/15,-1.1093624980803534,0.1432439845366386
Rg norm w/0.421,No regr out,All,-1,Linear,90/10,-19.223834718300726,0.41723776597698387
Rg norm w/0.421,No regr out,All,-1,Ridge,90/10,-0.050065657187067014,0.09507363201716193
Rg norm w/0.421,No regr out,All,-1,Lasso,90/10,-0.8962444290867704,0.12776121012529437
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,90/10,0.035175858447373476,0.09113305699041584
Rg norm w/0.421,No regr out,All,-1,GPR,90/10,-1.7078395341422135,0.15267337985840188
Rg norm w/0.5,No regr out,All,-1,Linear,80/20,-14.371900196234634,0.41615874854088547
Rg norm w/0.5,No regr out,All,-1,Ridge,80/20,-0.04883667743159248,0.10870491576521918
Rg norm w/0.5,No regr out,All,-1,Lasso,80/20,-0.9588072573976987,0.14855630986996618
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,80/20,0.0008398417878121567,0.10609936993069362
Rg norm w/0.5,No regr out,All,-1,GPR,80/20,-1.6661740925851771,0.17331633743070074
Rg norm w/0.5,No regr out,All,-1,Linear,85/15,-11.184820829632514,0.372303416828074
Rg norm w/0.5,No regr out,All,-1,Ridge,85/15,-0.17047613417352792,0.11539014781574637
Rg norm w/0.5,No regr out,All,-1,Lasso,85/15,-1.2517610974643847,0.1600473929132061
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,85/15,-0.11985939356906794,0.11286757570000815
Rg norm w/0.5,No regr out,All,-1,GPR,85/15,-1.0633556538364561,0.15320554863432306
Rg norm w/0.5,No regr out,All,-1,Linear,90/10,-19.025302593653798,0.4497381322539637
Rg norm w/0.5,No regr out,All,-1,Ridge,90/10,-0.05436657334247563,0.10319674112841347
Rg norm w/0.5,No regr out,All,-1,Lasso,90/10,-0.9871245473239838,0.14167157186464668
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,90/10,0.035107333774981764,0.09872102845155721
Rg norm w/0.5,No regr out,All,-1,GPR,90/10,-1.6649054985265823,0.16406316098250406
Rg norm w/0.406,No regr out,All,-1,Linear,80/20,-14.13805008865236,0.2626109279039459
Rg norm w/0.406,No regr out,All,-1,Ridge,80/20,-0.003242899853379111,0.06760531998227447
Rg norm w/0.406,No regr out,All,-1,Lasso,80/20,-0.5012265440683694,0.08269913036442333
Rg norm w/0.406,No regr out,All,-1,Kernel Ridge,80/20,0.021022610826397448,0.06678272806038348
Rg norm w/0.406,No regr out,All,-1,GPR,80/20,-1.8800063956573387,0.11454458190723153
Rg norm w/0.406,No regr out,All,-1,Linear,85/15,-11.02504770959016,0.23226679589267887
Rg norm w/0.406,No regr out,All,-1,Ridge,85/15,-0.14276247659888197,0.07160143241691558
Rg norm w/0.406,No regr out,All,-1,Lasso,85/15,-0.6265387286696709,0.08542321825186966
Rg norm w/0.406,No regr out,All,-1,Kernel Ridge,85/15,-0.11347619792822883,0.07067799058338471
Rg norm w/0.406,No regr out,All,-1,GPR,85/15,-1.221710429707608,0.09983606422404889
Rg norm w/0.406,No regr out,All,-1,Linear,90/10,-19.224855001137104,0.2800699974164447
Rg norm w/0.406,No regr out,All,-1,Ridge,90/10,0.010748530142399737,0.061940860036423
Rg norm w/0.406,No regr out,All,-1,Lasso,90/10,-0.10264635972406078,0.0653946173749522
Rg norm w/0.406,No regr out,All,-1,Kernel Ridge,90/10,0.0716204996798987,0.060004890854668314
Rg norm w/0.406,No regr out,All,-1,GPR,90/10,-1.781177029804486,0.10385757931387977
Rg w/no norm,pH regr out,All,-1,Linear,80/20,-6.063404290153398,3.1536840615171293
Rg w/no norm,pH regr out,All,-1,Ridge,80/20,0.24881220398712156,1.028455281172973
Rg w/no norm,pH regr out,All,-1,Lasso,80/20,0.05842597548259354,1.151432239510217
Rg w/no norm,pH regr out,All,-1,Kernel Ridge,80/20,0.28547599539918844,1.003043025837979
Rg w/no norm,pH regr out,All,-1,GPR,80/20,0.05375930048240529,1.1542821049631145
Rg w/no norm,pH regr out,All,-1,Linear,85/15,-5.253780339328355,3.009343425052644
Rg w/no norm,pH regr out,All,-1,Ridge,85/15,0.17821038208122242,1.0908895105674814
Rg w/no norm,pH regr out,All,-1,Lasso,85/15,0.1336156619701292,1.1200972656844854
Rg w/no norm,pH regr out,All,-1,Kernel Ridge,85/15,0.20073134204283682,1.0758378815336427
Rg w/no norm,pH regr out,All,-1,GPR,85/15,0.09189791297975769,1.1467474354500216
Rg w/no norm,pH regr out,All,-1,Linear,90/10,-8.352086920600822,3.631938862764256
Rg w/no norm,pH regr out,All,-1,Ridge,90/10,0.06015194918306088,1.1513651623212402
Rg w/no norm,pH regr out,All,-1,Lasso,90/10,-0.4066186410636188,1.4085505784254575
Rg w/no norm,pH regr out,All,-1,Kernel Ridge,90/10,0.07973306712104689,1.139308062184475
Rg w/no norm,pH regr out,All,-1,GPR,90/10,0.13363168983341267,1.1054409312943083
Rg norm w/0.421,pH regr out,All,-1,Linear,80/20,-14.469104503565685,0.3869182041075817
Rg norm w/0.421,pH regr out,All,-1,Ridge,80/20,-0.048533932461638285,0.1007344040356244
Rg norm w/0.421,pH regr out,All,-1,Lasso,80/20,-0.9161602101891917,0.1361765996029412
Rg norm w/0.421,pH regr out,All,-1,Kernel Ridge,80/20,0.01342900828313831,0.09771264005633977
Rg norm w/0.421,pH regr out,All,-1,GPR,80/20,0.014521741091115148,0.09765851146819153
Rg norm w/0.421,pH regr out,All,-1,Linear,85/15,-11.271273761115541,0.345492414653617
Rg norm w/0.421,pH regr out,All,-1,Ridge,85/15,-0.17460201796212593,0.10689048943618994
Rg norm w/0.421,pH regr out,All,-1,Lasso,85/15,-1.1717799870633745,0.14534550585051192
Rg norm w/0.421,pH regr out,All,-1,Kernel Ridge,85/15,0.02119763461695723,0.09757559302686218
Rg norm w/0.421,pH regr out,All,-1,GPR,85/15,0.021743619645336998,0.09754837494577595
Rg norm w/0.421,pH regr out,All,-1,Linear,90/10,-19.228543848973466,0.4172567924822203
Rg norm w/0.421,pH regr out,All,-1,Ridge,90/10,-0.04963855388812988,0.09504756423204017
Rg norm w/0.421,pH regr out,All,-1,Lasso,90/10,-0.8954523530362366,0.12772547914126112
Rg norm w/0.421,pH regr out,All,-1,Kernel Ridge,90/10,0.03505445878530733,0.0911323367909155
Rg norm w/0.421,pH regr out,All,-1,GPR,90/10,0.03521113981032098,0.0911249377787452
Rg norm w/0.5,pH regr out,All,-1,Linear,80/20,-14.140383780580148,0.26261351584971254
Rg norm w/0.5,pH regr out,All,-1,Ridge,80/20,-0.003109125926655354,0.0675962685761143
Rg norm w/0.5,pH regr out,All,-1,Lasso,80/20,-0.5008574646694361,0.08268340572437503
Rg norm w/0.5,pH regr out,All,-1,Kernel Ridge,80/20,0.01205904018359838,0.06708325510592913
Rg norm w/0.5,pH regr out,All,-1,GPR,80/20,0.01384553843708991,0.06702257417929845
Rg norm w/0.5,pH regr out,All,-1,Linear,85/15,-11.027576816663407,0.23227336463359416
Rg norm w/0.5,pH regr out,All,-1,Ridge,85/15,-0.14260058838211132,0.07159085728925646
Rg norm w/0.5,pH regr out,All,-1,Lasso,85/15,-0.6260806909921848,0.08540462454154708
Rg norm w/0.5,pH regr out,All,-1,Kernel Ridge,85/15,0.023020422868150647,0.06619925226498885
Rg norm w/0.5,pH regr out,All,-1,GPR,85/15,0.02461744140553901,0.0661451238700834
Rg norm w/0.5,pH regr out,All,-1,Linear,90/10,-19.231723985225877,0.28008324974483406
Rg norm w/0.5,pH regr out,All,-1,Ridge,90/10,0.011191337381605382,0.061919411826600865
Rg norm w/0.5,pH regr out,All,-1,Lasso,90/10,-0.10236187764771798,0.06537817360433756
Rg norm w/0.5,pH regr out,All,-1,Kernel Ridge,90/10,0.030581873473007115,0.06130928609871084
Rg norm w/0.5,pH regr out,All,-1,GPR,90/10,0.029740700372756224,0.061335879649206
Rg norm w/0.406,pH regr out,All,-1,Linear,80/20,-14.372661772067353,0.4161635663879024
Rg norm w/0.406,pH regr out,All,-1,Ridge,80/20,-0.048637918942900926,0.10869318115371604
Rg norm w/0.406,pH regr out,All,-1,Lasso,80/20,-0.9584617225560383,0.14854124668318486
Rg norm w/0.406,pH regr out,All,-1,Kernel Ridge,80/20,0.014519567620312812,0.10536916132316637
Rg norm w/0.406,pH regr out,All,-1,GPR,80/20,0.015432687313384985,0.10532033389296329
Rg norm w/0.406,pH regr out,All,-1,Linear,85/15,-11.185669454396885,0.37231370650010537
Rg norm w/0.406,pH regr out,All,-1,Ridge,85/15,-0.1702177733140131,0.11537658309051015
Rg norm w/0.406,pH regr out,All,-1,Lasso,85/15,-1.2512317763230736,0.16002743095483352
Rg norm w/0.406,pH regr out,All,-1,Kernel Ridge,85/15,0.02233945077863586,0.10545771899694409
Rg norm w/0.406,pH regr out,All,-1,GPR,85/15,0.022622642628375655,0.10544244430394006
Rg norm w/0.406,pH regr out,All,-1,Linear,90/10,-19.029626301773337,0.4497585083970651
Rg norm w/0.406,pH regr out,All,-1,Ridge,90/10,-0.05394656781297025,0.10316972230690663
Rg norm w/0.406,pH regr out,All,-1,Lasso,90/10,-0.9863202036198551,0.14163402415075993
Rg norm w/0.406,pH regr out,All,-1,Kernel Ridge,90/10,0.036038097637081545,0.09866722176733536
Rg norm w/0.406,pH regr out,All,-1,GPR,90/10,0.03658464455563126,0.09863924664102068
Rg w/no norm,buffer regr out,All,-1,Linear,80/20,-13.426332000202342,4.2244643860362405
Rg w/no norm,buffer regr out,All,-1,Ridge,80/20,-0.009110212947593066,1.1172824902493346
Rg w/no norm,buffer regr out,All,-1,Lasso,80/20,-0.25225937315522295,1.2446316410052078
Rg w/no norm,buffer regr out,All,-1,Kernel Ridge,80/20,-0.008771490303075558,1.1170949583830305
Rg w/no norm,buffer regr out,All,-1,GPR,80/20,0.0230836533071479,1.0993155729055335
Rg w/no norm,buffer regr out,All,-1,Linear,85/15,-10.12075706366188,3.4251478924963035
Rg w/no norm,buffer regr out,All,-1,Ridge,85/15,-0.15015630746329633,1.1015154280077422
Rg w/no norm,buffer regr out,All,-1,Lasso,85/15,-0.248158313767054,1.1474849244465306
Rg w/no norm,buffer regr out,All,-1,Kernel Ridge,85/15,-0.13507660255266574,1.094270615913517
Rg w/no norm,buffer regr out,All,-1,GPR,85/15,0.016112308106318918,1.0187905677037685
Rg w/no norm,buffer regr out,All,-1,Linear,90/10,-14.41246879393234,3.9664834575036916
Rg w/no norm,buffer regr out,All,-1,Ridge,90/10,-0.06781833981764884,1.044042625291461
Rg w/no norm,buffer regr out,All,-1,Lasso,90/10,0.006707123766339196,1.006950687187313
Rg w/no norm,buffer regr out,All,-1,Kernel Ridge,90/10,-0.050165952323333984,1.035376990134379
Rg w/no norm,buffer regr out,All,-1,GPR,90/10,-0.0515838860704354,1.0360757371993645
Rg norm w/0.421,buffer regr out,All,-1,Linear,80/20,-18.209145727680507,0.4795463476662615
Rg norm w/0.421,buffer regr out,All,-1,Ridge,80/20,0.07477838641161227,0.10524450910953724
Rg norm w/0.421,buffer regr out,All,-1,Lasso,80/20,-0.10332994507681992,0.11492890388199288
Rg norm w/0.421,buffer regr out,All,-1,Kernel Ridge,80/20,0.07636097406742437,0.10515446044229765
Rg norm w/0.421,buffer regr out,All,-1,GPR,80/20,-0.042354153697066854,0.11170798362795738
Rg norm w/0.421,buffer regr out,All,-1,Linear,85/15,-11.186840207302904,0.3848673380417966
Rg norm w/0.421,buffer regr out,All,-1,Ridge,85/15,0.07925381575010271,0.10578776980764974
Rg norm w/0.421,buffer regr out,All,-1,Lasso,85/15,-0.03313004206086734,0.11205803249404339
Rg norm w/0.421,buffer regr out,All,-1,Kernel Ridge,85/15,0.08659683588654121,0.10536509268611266
Rg norm w/0.421,buffer regr out,All,-1,GPR,85/15,-0.09599387569320861,0.11541694145884379
Rg norm w/0.421,buffer regr out,All,-1,Linear,90/10,-23.440531917402986,0.44844981772382275
Rg norm w/0.421,buffer regr out,All,-1,Ridge,90/10,0.12162495093649894,0.08501557968945665
Rg norm w/0.421,buffer regr out,All,-1,Lasso,90/10,-0.10836642743043345,0.09549930396447522
Rg norm w/0.421,buffer regr out,All,-1,Kernel Ridge,90/10,0.15804673737142183,0.083234335587214
Rg norm w/0.421,buffer regr out,All,-1,GPR,90/10,-0.10750547075569838,0.09546220579269406
Rg norm w/0.5,buffer regr out,All,-1,Linear,80/20,-16.5565292092963,0.3218721571079114
Rg norm w/0.5,buffer regr out,All,-1,Ridge,80/20,0.1643706640111514,0.07022163189809401
Rg norm w/0.5,buffer regr out,All,-1,Lasso,80/20,-0.10352266300321089,0.08069650157265483
Rg norm w/0.5,buffer regr out,All,-1,Kernel Ridge,80/20,0.16614855853535493,0.07014688994823517
Rg norm w/0.5,buffer regr out,All,-1,GPR,80/20,-0.06263019874972531,0.0791872307981953
Rg norm w/0.5,buffer regr out,All,-1,Linear,85/15,-10.039564900994968,0.258758120004347
Rg norm w/0.5,buffer regr out,All,-1,Ridge,85/15,0.1683562555622271,0.07102098171233294
Rg norm w/0.5,buffer regr out,All,-1,Lasso,85/15,-0.12071076170276407,0.08244508683721405
Rg norm w/0.5,buffer regr out,All,-1,Kernel Ridge,85/15,0.17465475684649934,0.0707515298395837
Rg norm w/0.5,buffer regr out,All,-1,GPR,85/15,-0.0995619887546999,0.08166347712592771
Rg norm w/0.5,buffer regr out,All,-1,Linear,90/10,-21.566716224215575,0.3016113890154252
Rg norm w/0.5,buffer regr out,All,-1,Ridge,90/10,0.18583761280810174,0.05728871358657443
Rg norm w/0.5,buffer regr out,All,-1,Lasso,90/10,-0.12029045713471942,0.06720148516572014
Rg norm w/0.5,buffer regr out,All,-1,Kernel Ridge,90/10,0.25445040766029947,0.054821614501061156
Rg norm w/0.5,buffer regr out,All,-1,GPR,90/10,-0.08901152195014461,0.06625669827929478
Rg norm w/0.406,buffer regr out,All,-1,Linear,80/20,-18.417501688771228,0.5169126611498742
Rg norm w/0.406,buffer regr out,All,-1,Ridge,80/20,0.06034081812372871,0.11371183683448491
Rg norm w/0.406,buffer regr out,All,-1,Lasso,80/20,-0.11118648005265053,0.12365565104352083
Rg norm w/0.406,buffer regr out,All,-1,Kernel Ridge,80/20,0.0618607305994735,0.11361983433562758
Rg norm w/0.406,buffer regr out,All,-1,GPR,80/20,-0.03820038989447605,0.11952564276143811
Rg norm w/0.406,buffer regr out,All,-1,Linear,85/15,-11.352484759106586,0.41478530827630095
Rg norm w/0.406,buffer regr out,All,-1,Ridge,85/15,0.06394335421296371,0.11418190051444742
Rg norm w/0.406,buffer regr out,All,-1,Lasso,85/15,-0.03505394570140963,0.12006811555504122
Rg norm w/0.406,buffer regr out,All,-1,Kernel Ridge,85/15,0.07148590597051308,0.11372094293641045
Rg norm w/0.406,buffer regr out,All,-1,GPR,85/15,-0.09432198189560004,0.12345786532495973
Rg norm w/0.406,buffer regr out,All,-1,Linear,90/10,-23.61683825097259,0.4832644117815002
Rg norm w/0.406,buffer regr out,All,-1,Ridge,90/10,0.11186141749450085,0.09179289073045893
Rg norm w/0.406,buffer regr out,All,-1,Lasso,90/10,-0.10597116581946686,0.102433162327721
Rg norm w/0.406,buffer regr out,All,-1,Kernel Ridge,90/10,0.1411582871098166,0.09026621724052333
Rg norm w/0.406,buffer regr out,All,-1,GPR,90/10,-0.10991564936964715,0.10261566541479146
Rg w/no norm,expr pH only regr out,All,-1,Linear,80/20,-0.9714544617649237,3.398428859316673
Rg w/no norm,expr pH only regr out,All,-1,Ridge,80/20,0.3091904050561761,2.0117035795617024
Rg w/no norm,expr pH only regr out,All,-1,Lasso,80/20,0.08825524292387288,2.311114410213731
Rg w/no norm,expr pH only regr out,All,-1,Kernel Ridge,80/20,0.31226970744530735,2.0072149604758516
Rg w/no norm,expr pH only regr out,All,-1,GPR,80/20,0.15264348775166536,2.2280138895798527
Rg w/no norm,expr pH only regr out,All,-1,Linear,85/15,-0.8308384463832317,3.4302067288619513
Rg w/no norm,expr pH only regr out,All,-1,Ridge,85/15,0.29195715601978156,2.133167957947884
Rg w/no norm,expr pH only regr out,All,-1,Lasso,85/15,0.356831736685401,2.0330945951451045
Rg w/no norm,expr pH only regr out,All,-1,Kernel Ridge,85/15,0.2956700987340527,2.127567490922361
Rg w/no norm,expr pH only regr out,All,-1,GPR,85/15,0.13808806086808822,2.3535678935113484
Rg w/no norm,expr pH only regr out,All,-1,Linear,90/10,-1.2326209609945922,3.7732491166856463
Rg w/no norm,expr pH only regr out,All,-1,Ridge,90/10,0.42329851665211116,1.9177125676224753
Rg w/no norm,expr pH only regr out,All,-1,Lasso,90/10,0.4915728019430329,1.8006212351731012
Rg w/no norm,expr pH only regr out,All,-1,Kernel Ridge,90/10,0.4779027307267011,1.8246673080408284
Rg w/no norm,expr pH only regr out,All,-1,GPR,90/10,-0.3077941138515159,2.887870200358328
Rg norm w/0.421,expr pH only regr out,All,-1,Linear,80/20,-2.230841505454685,0.4153794939039059
Rg norm w/0.421,expr pH only regr out,All,-1,Ridge,80/20,0.23539256027101518,0.20207216096293798
Rg norm w/0.421,expr pH only regr out,All,-1,Lasso,80/20,0.011597512957170597,0.22974927038747597
Rg norm w/0.421,expr pH only regr out,All,-1,Kernel Ridge,80/20,0.1513105400286131,0.21289312182635878
Rg norm w/0.421,expr pH only regr out,All,-1,GPR,80/20,-0.37356306811149587,0.27083920397730044
Rg norm w/0.421,expr pH only regr out,All,-1,Linear,85/15,-1.7872306073707218,0.40191123873938583
Rg norm w/0.421,expr pH only regr out,All,-1,Ridge,85/15,0.057806557577551376,0.23367579991900586
Rg norm w/0.421,expr pH only regr out,All,-1,Lasso,85/15,-0.018708848190731597,0.24297899900180953
Rg norm w/0.421,expr pH only regr out,All,-1,Kernel Ridge,85/15,0.20557901544388313,0.21457002566655747
Rg norm w/0.421,expr pH only regr out,All,-1,GPR,85/15,-0.2688652452335152,0.2711761249255386
Rg norm w/0.421,expr pH only regr out,All,-1,Linear,90/10,-2.5341112896655447,0.45377729529347927
Rg norm w/0.421,expr pH only regr out,All,-1,Ridge,90/10,0.3394137259603607,0.1961857342588318
Rg norm w/0.421,expr pH only regr out,All,-1,Lasso,90/10,0.3627616735945186,0.19268752379180246
Rg norm w/0.421,expr pH only regr out,All,-1,Kernel Ridge,90/10,0.3362767030695485,0.19665101051162104
Rg norm w/0.421,expr pH only regr out,All,-1,GPR,90/10,-0.4977016803142835,0.29540327786356785
Rg norm w/0.5,expr pH only regr out,All,-1,Linear,80/20,-0.9171574222647529,0.3319382233664969
Rg norm w/0.5,expr pH only regr out,All,-1,Ridge,80/20,0.17776616113327826,0.2173832365840509
Rg norm w/0.5,expr pH only regr out,All,-1,Lasso,80/20,0.20594719387658478,0.21362548906074344
Rg norm w/0.5,expr pH only regr out,All,-1,Kernel Ridge,80/20,0.08746389448435521,0.2290094511757362
Rg norm w/0.5,expr pH only regr out,All,-1,GPR,80/20,-0.27427150330331007,0.2706196718371586
Rg norm w/0.5,expr pH only regr out,All,-1,Linear,85/15,-0.7224993995146298,0.32601511764275437
Rg norm w/0.5,expr pH only regr out,All,-1,Ridge,85/15,0.17183100422759856,0.22605685618184024
Rg norm w/0.5,expr pH only regr out,All,-1,Lasso,85/15,0.18644287134897397,0.22405375511683698
Rg norm w/0.5,expr pH only regr out,All,-1,Kernel Ridge,85/15,0.1517692183221987,0.22877850302400182
Rg norm w/0.5,expr pH only regr out,All,-1,GPR,85/15,-0.17596732603948206,0.269374094222571
