Normlaization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ESM-6,0,167,Linear,80/20,-2.913142798268332,2.7988619804454253
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Linear,80/20,0.1607609111931172,1.2928495799956918
Rg w/no norm,No regr out,All,ESM-6,0,167,Ridge,80/20,0.1349293943367561,1.3159652225374996
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Ridge,80/20,0.3045308303883032,1.1769122629916153
Rg w/no norm,No regr out,All,ESM-6,0,167,Lasso,80/20,0.07045359437525833,1.3641250133358929
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Lasso,80/20,0.2672560501578466,1.2080398688383693
Rg w/no norm,No regr out,All,ESM-6,0,167,Kernel Ridge,80/20,-0.0033181217693674103,1.4172222524048113
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Kernel Ridge,80/20,0.2833873455663065,1.194668419238338
Rg w/no norm,No regr out,All,ESM-6,0,167,GPR,80/20,-0.33141116264578585,1.6325809757324299
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,GPR,80/20,-0.15218896432450202,1.5148408307857641
Rg w/no norm,No regr out,All,ESM-6,0,167,Linear,85/15,-3.447662837279074,2.988753021776133
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Linear,85/15,0.21844548147571752,1.3168543133658264
Rg w/no norm,No regr out,All,ESM-6,0,167,Ridge,85/15,0.3123858510344587,1.1751586504084994
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Ridge,85/15,0.2725189100907002,1.270483256334175
Rg w/no norm,No regr out,All,ESM-6,0,167,Lasso,85/15,0.13718055527864015,1.3163884449855179
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Lasso,85/15,0.2749941986852773,1.2683199751082501
Rg w/no norm,No regr out,All,ESM-6,0,167,Kernel Ridge,85/15,0.29409467561099367,1.1906862223191326
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Kernel Ridge,85/15,0.24280682253787844,1.296168424549715
Rg w/no norm,No regr out,All,ESM-6,0,167,GPR,85/15,-0.07387729005467714,1.4685929147523127
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,GPR,85/15,-0.4464954420617351,1.7914992316255542
Rg w/no norm,No regr out,All,ESM-6,0,167,Linear,90/10,-4.637046449024935,3.3533243442269565
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Linear,90/10,0.3267050936194147,1.2766152246729217
Rg w/no norm,No regr out,All,ESM-6,0,167,Ridge,90/10,0.29039183745321795,1.1897591578662607
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Ridge,90/10,0.24664022721778012,1.3503879942921162
Rg w/no norm,No regr out,All,ESM-6,0,167,Lasso,90/10,0.005257153441525886,1.4086567071924223
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Lasso,90/10,0.25175477768108545,1.3457963038372687
Rg w/no norm,No regr out,All,ESM-6,0,167,Kernel Ridge,90/10,0.20017104109930328,1.263130777366287
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Kernel Ridge,90/10,0.21861633315221674,1.3752749084185314
Rg w/no norm,No regr out,All,ESM-6,0,167,GPR,90/10,0.02290032868714864,1.3961085561403954
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,GPR,90/10,-0.6832864058656778,2.0185353664141297
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,80/20,-13.957784323043047,5.472077857119463
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,80/20,-2.180464873560594,2.516810102799391
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,80/20,0.13492939433674123,1.315965222537511
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,80/20,0.30453083038828543,1.1769122629916304
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,80/20,0.07045359437525833,1.3641250133358929
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,80/20,0.2672560501578466,1.2080398688383693
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,80/20,-0.003318121769316784,1.4172222524047755
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,80/20,0.2833873455663033,1.1946684192383408
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,80/20,-0.33141371140739584,1.6325825383818358
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,80/20,-0.15218900887258813,1.5148408600705694
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,85/15,-11.955398376779158,5.100931430392598
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,85/15,-1.5704251305776795,2.3881443326126077
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,85/15,0.3123858510344475,1.1751586504085092
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,85/15,0.27251891009067364,1.2704832563341981
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,85/15,0.13718055527864015,1.3163884449855179
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,85/15,0.2749941986852773,1.2683199751082501
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,85/15,0.29409467561098046,1.1906862223191437
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,85/15,0.24280682253785657,1.2961684245497336
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,85/15,-0.0738778853424169,1.468593321798464
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,85/15,-0.4464954429712873,1.791499232188799
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,90/10,-12.20809997709394,5.132984217281464
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,90/10,-0.7279727781887702,2.045152998273385
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,90/10,0.2903918374532025,1.1897591578662736
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,90/10,0.2466402272177528,1.3503879942921406
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,90/10,0.005257153441525886,1.4086567071924223
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,90/10,0.25175477768108545,1.3457963038372687
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,90/10,0.20017104109932438,1.2631307773662703
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,90/10,0.21861633315221052,1.375274908418537
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,90/10,0.022900178890142397,1.396108663157561
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,90/10,-0.6832864058669179,2.018535366414873
Rg w/no norm,No regr out,All,ESM-6,0,50,Linear,80/20,-2.45170564900788,2.6286666252296853
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Linear,80/20,0.03154507088707026,1.3888164561920937
Rg w/no norm,No regr out,All,ESM-6,0,50,Ridge,80/20,0.13492939433674145,1.3159652225375107
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Ridge,80/20,0.304530830388289,1.1769122629916273
Rg w/no norm,No regr out,All,ESM-6,0,50,Lasso,80/20,0.07045359437525833,1.3641250133358929
