Normlaization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ESM-6,0,167,Linear,80/20,-2.9715890428694287,3.212421993217768
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Linear,80/20,0.3496861857326551,1.1922035582765693
Rg w/no norm,No regr out,All,ESM-6,0,167,Ridge,80/20,0.11114779024417598,1.519725731450874
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Ridge,80/20,0.416132881088924,1.1296552707647207
Rg w/no norm,No regr out,All,ESM-6,0,167,Lasso,80/20,-0.0649061921472831,1.6634360711391456
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Lasso,80/20,0.3242321435022597,1.2153117283236439
Rg w/no norm,No regr out,All,ESM-6,0,167,Kernel Ridge,80/20,0.05267441153055352,1.5689173755377483
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Kernel Ridge,80/20,0.36109686625266135,1.1816978165020768
Rg w/no norm,No regr out,All,ESM-6,0,167,GPR,80/20,-0.15385374366718163,1.7315132544752188
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,GPR,80/20,0.12191173764785435,1.385345217700056
Rg w/no norm,No regr out,All,ESM-6,0,167,Linear,85/15,-3.192562273926061,3.466187595787791
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Linear,85/15,0.2613336878213961,1.3089277448687442
Rg w/no norm,No regr out,All,ESM-6,0,167,Ridge,85/15,0.09246763817576487,1.6126620386853723
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Ridge,85/15,0.35374345806147045,1.224317347572436
Rg w/no norm,No regr out,All,ESM-6,0,167,Lasso,85/15,-0.09552099865334629,1.7718324690083027
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Lasso,85/15,0.27405985159898394,1.2976032806686328
Rg w/no norm,No regr out,All,ESM-6,0,167,Kernel Ridge,85/15,0.05583538433585489,1.6448873584395125
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Kernel Ridge,85/15,0.30443481885375046,1.2701658845749981
Rg w/no norm,No regr out,All,ESM-6,0,167,GPR,85/15,-0.06894211922950588,1.7502069239067477
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,GPR,85/15,0.20374758641429902,1.3589920239140756
Rg w/no norm,No regr out,All,ESM-6,0,167,Linear,90/10,-3.20222704587038,3.911295885954176
Rg w/no norm,No regr out,Inliers,ESM-6,0,167,Linear,90/10,0.2243285629897087,1.4495907172533908
Rg w/no norm,No regr out,All,ESM-6,0,167,Ridge,90/10,-0.45623471895069767,2.302483915048426
