Normalization,Regressing out,Points,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,-1,Linear,80/20,-0.4793680101761335,3.406926394008084
Rg w/no norm,No regr out,All,-1,Ridge,80/20,0.0697611890920169,2.701605094854154
Rg w/no norm,No regr out,All,-1,Lasso,80/20,0.06162851027012528,2.7133888828853285
Rg w/no norm,No regr out,All,-1,Kernel Ridge,80/20,0.1148203831611655,2.635362377083107
Rg w/no norm,No regr out,All,-1,GPR,80/20,0.20601594373822085,2.495919246416419
Rg w/no norm,No regr out,All,-1,Linear,85/15,-0.5082116407244559,3.722493306393899
Rg w/no norm,No regr out,All,-1,Ridge,85/15,0.024475744708932212,2.9937933358849067
Rg w/no norm,No regr out,All,-1,Lasso,85/15,0.05182604747110364,2.951527211594663
Rg w/no norm,No regr out,All,-1,Kernel Ridge,85/15,0.0738058183938648,2.9171167130715303
Rg w/no norm,No regr out,All,-1,GPR,85/15,0.1753965078149452,2.7524875681741974
Rg w/no norm,No regr out,All,-1,Linear,90/10,-0.0007376590178733711,3.639407824363151
Rg w/no norm,No regr out,All,-1,Ridge,90/10,0.11501413966603102,3.422463056076294
Rg w/no norm,No regr out,All,-1,Lasso,90/10,0.09462011207571142,3.461672869114673
Rg w/no norm,No regr out,All,-1,Kernel Ridge,90/10,0.11876037302565579,3.415211560232804
Rg w/no norm,No regr out,All,-1,GPR,90/10,0.2266935861800241,3.1992369639388474
Rg norm w/0.421,No regr out,All,-1,Linear,80/20,-0.5694976867903649,0.40042302590615864
Rg norm w/0.421,No regr out,All,-1,Ridge,80/20,0.05298614756280795,0.3110404481937802
Rg norm w/0.421,No regr out,All,-1,Lasso,80/20,-0.0003942914490446814,0.3196865064269696
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,80/20,0.08196322526711974,0.3062448136058365
Rg norm w/0.421,No regr out,All,-1,GPR,80/20,-0.08665194261770814,0.3331838433469637
Rg norm w/0.421,No regr out,All,-1,Linear,85/15,-0.42468332537661735,0.4276215392205796
Rg norm w/0.421,No regr out,All,-1,Ridge,85/15,0.06342651153831447,0.3467139627742471
Rg norm w/0.421,No regr out,All,-1,Lasso,85/15,0.045614836033585515,0.349995323523239
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,85/15,0.06686758373286861,0.3460764443764615
Rg norm w/0.421,No regr out,All,-1,GPR,85/15,0.027192983650425995,0.35335704052010075
Rg norm w/0.421,No regr out,All,-1,Linear,90/10,-0.05956462800050821,0.4441723385254686
Rg norm w/0.421,No regr out,All,-1,Ridge,90/10,0.04738075275448761,0.4211603315837879
Rg norm w/0.421,No regr out,All,-1,Lasso,90/10,0.019802847808198187,0.4272130407610157
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,90/10,0.07410362890406297,0.4152111179367281
Rg norm w/0.421,No regr out,All,-1,GPR,90/10,0.0923012524168989,0.4111105776217099
Rg norm w/0.5,No regr out,All,-1,Linear,80/20,-0.5700867461045673,0.43135665932045253
Rg norm w/0.5,No regr out,All,-1,Ridge,80/20,0.053077237249182785,0.334990091621165
