Normalization,Regressing out,Points,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,-1,Linear,80/20,-0.32906633170144906,4.062631517707415
Rg w/no norm,No regr out,All,-1,Ridge,80/20,-0.05488898152817834,3.6194075104334607
Rg w/no norm,No regr out,All,-1,Lasso,80/20,-0.1283180240958619,3.743258919227312
Rg w/no norm,No regr out,All,-1,Kernel Ridge,80/20,-0.05479207218986892,3.6192412548136295
Rg w/no norm,No regr out,All,-1,GPR,80/20,-0.0704951708489161,3.6460822499069026
Rg w/no norm,No regr out,All,-1,Linear,85/15,-0.2901742369138518,4.494284760244563
Rg w/no norm,No regr out,All,-1,Ridge,85/15,-0.0687115832129157,4.090408306563684
Rg w/no norm,No regr out,All,-1,Lasso,85/15,-0.11957152027876017,4.186608246638904
Rg w/no norm,No regr out,All,-1,Kernel Ridge,85/15,-0.07305461617948295,4.098711185863363
Rg w/no norm,No regr out,All,-1,GPR,85/15,-0.07391830255957421,4.1003603512162785
Rg w/no norm,No regr out,All,-1,Linear,90/10,-0.1577427079631788,5.112747273692953
Rg w/no norm,No regr out,All,-1,Ridge,90/10,-0.13538467702297718,5.063138564824402
Rg w/no norm,No regr out,All,-1,Lasso,90/10,-0.20791330157413723,5.2223524750757075
Rg w/no norm,No regr out,All,-1,Kernel Ridge,90/10,-0.13877932262505444,5.070701963143154
Rg w/no norm,No regr out,All,-1,GPR,90/10,-0.11735638200755627,5.022779992324328
Rg norm w/0.421,No regr out,All,-1,Linear,80/20,-0.21519453245031706,0.5534962835891627
Rg norm w/0.421,No regr out,All,-1,Ridge,80/20,-0.03232265782488919,0.5101519317835379
Rg norm w/0.421,No regr out,All,-1,Lasso,80/20,-0.07365605976125056,0.5202647426477226
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,80/20,-0.035477103748538186,0.5109307673583853
Rg norm w/0.421,No regr out,All,-1,GPR,80/20,-0.058141858020468895,0.516492183123793
Rg norm w/0.421,No regr out,All,-1,Linear,85/15,-0.1783992802074592,0.6176460256614812
Rg norm w/0.421,No regr out,All,-1,Ridge,85/15,-0.047649317342760344,0.5823732039947955
Rg norm w/0.421,No regr out,All,-1,Lasso,85/15,-0.08596485832018286,0.5929271032924471
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,85/15,-0.05100632627470314,0.5833055142535153
Rg norm w/0.421,No regr out,All,-1,GPR,85/15,-0.03867968712687353,0.5798748005860823
Rg norm w/0.421,No regr out,All,-1,Linear,90/10,-0.10265136980814371,0.7191394922690562
Rg norm w/0.421,No regr out,All,-1,Ridge,90/10,-0.09234213598319663,0.7157698018869019
Rg norm w/0.421,No regr out,All,-1,Lasso,90/10,-0.1259949608324995,0.7267118666113794
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,90/10,-0.09802702304150546,0.7176299288128969
Rg norm w/0.421,No regr out,All,-1,GPR,90/10,-0.09033969520666774,0.7151134397200944
Rg norm w/0.5,No regr out,All,-1,Linear,80/20,-0.22132991475083164,0.5935349166690691
Rg norm w/0.5,No regr out,All,-1,Ridge,80/20,-0.034859423501838904,0.5463493804114673
Rg norm w/0.5,No regr out,All,-1,Lasso,80/20,-0.07757960557458077,0.5575123048921897
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,80/20,-0.03783121763902897,0.5471332907058288
Rg norm w/0.5,No regr out,All,-1,GPR,80/20,-0.06055526056831284,0.553090790087264
Rg norm w/0.5,No regr out,All,-1,Linear,85/15,-0.18365408105044345,0.662130877678443
Rg norm w/0.5,No regr out,All,-1,Ridge,85/15,-0.05042239742639065,0.6237541209871755
Rg norm w/0.5,No regr out,All,-1,Lasso,85/15,-0.09132408112754864,0.6357821204539784
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,85/15,-0.0536121206500324,0.6247004521427286
Rg norm w/0.5,No regr out,All,-1,GPR,85/15,-0.04119962688702117,0.6210097848815188
Rg norm w/0.5,No regr out,All,-1,Linear,90/10,-0.1055439604261359,0.7704474840756707
Rg norm w/0.5,No regr out,All,-1,Ridge,90/10,-0.09449677235483245,0.7665884573089826
Rg norm w/0.5,No regr out,All,-1,Lasso,90/10,-0.13159290263952395,0.7794713204354089
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,90/10,-0.1001552241984427,0.7685675001156436
Rg norm w/0.5,No regr out,All,-1,GPR,90/10,-0.09229353851920186,0.7658164931940763
Rg norm w/0.406,No regr out,All,-1,Linear,80/20,-0.1832113278121179,0.3814791288293635
Rg norm w/0.406,No regr out,All,-1,Ridge,80/20,-0.018572772020075456,0.3539448960305791
Rg norm w/0.406,No regr out,All,-1,Lasso,80/20,-0.03818507351680034,0.3573361986151314
Rg norm w/0.406,No regr out,All,-1,Kernel Ridge,80/20,-0.022628728101276474,0.35464890005788596
Rg norm w/0.406,No regr out,All,-1,GPR,80/20,-0.04488161270515367,0.35848679767256425
Rg norm w/0.406,No regr out,All,-1,Linear,85/15,-0.15127787205792265,0.4263339583336859
Rg norm w/0.406,No regr out,All,-1,Ridge,85/15,-0.0329323138587343,0.403827397068933
Rg norm w/0.406,No regr out,All,-1,Lasso,85/15,-0.04863702958936367,0.4068857146276981
Rg norm w/0.406,No regr out,All,-1,Kernel Ridge,85/15,-0.037103123607034494,0.4046418698216103
Rg norm w/0.406,No regr out,All,-1,GPR,85/15,-0.025249838141608416,0.40232285305005144
Rg norm w/0.406,No regr out,All,-1,Linear,90/10,-0.08742366959348402,0.49798064499092537
Rg norm w/0.406,No regr out,All,-1,Ridge,90/10,-0.08086928323420106,0.4964776012151513
Rg norm w/0.406,No regr out,All,-1,Lasso,90/10,-0.09933122593921362,0.5006997268085994
Rg norm w/0.406,No regr out,All,-1,Kernel Ridge,90/10,-0.08665959460166683,0.4978056619416683
Rg norm w/0.406,No regr out,All,-1,GPR,90/10,-0.07973601699769461,0.49621726036366964
Rg w/no norm,pH regr out,All,-1,Linear,80/20,-0.3291845242680431,4.062759913374019
Rg w/no norm,pH regr out,All,-1,Ridge,80/20,-0.054893920505535654,3.6193694417776983
Rg w/no norm,pH regr out,All,-1,Lasso,80/20,-0.12830962844951932,3.743196858725532
Rg w/no norm,pH regr out,All,-1,Kernel Ridge,80/20,-0.0597198831384933,3.627638998472342
Rg w/no norm,pH regr out,All,-1,GPR,80/20,-0.05461450877729801,3.6188900754518905
Rg w/no norm,pH regr out,All,-1,Linear,85/15,-0.29025602558248953,4.494363364607271
Rg w/no norm,pH regr out,All,-1,Ridge,85/15,-0.06872552161303513,4.09037687201346
Rg w/no norm,pH regr out,All,-1,Lasso,85/15,-0.11957403445684123,4.186553472667769
Rg w/no norm,pH regr out,All,-1,Kernel Ridge,85/15,-0.07432993934209553,4.101087856745696
Rg w/no norm,pH regr out,All,-1,GPR,85/15,-0.07089702595063296,4.094530306935652
Rg w/no norm,pH regr out,All,-1,Linear,90/10,-0.15778198860142578,5.112773751740887
Rg w/no norm,pH regr out,All,-1,Ridge,90/10,-0.1353910887556231,5.063093191052649
Rg w/no norm,pH regr out,All,-1,Lasso,90/10,-0.2079220525664831,5.222309845861917
Rg w/no norm,pH regr out,All,-1,Kernel Ridge,90/10,-0.14164830014313767,5.077025533735282
Rg w/no norm,pH regr out,All,-1,GPR,90/10,-0.13093046185766344,5.053137680718584
Rg norm w/0.421,pH regr out,All,-1,Linear,80/20,-0.21530544297922938,0.5535090548371394
Rg norm w/0.421,pH regr out,All,-1,Ridge,80/20,-0.032326982186051456,0.5101414917231496
Rg norm w/0.421,pH regr out,All,-1,Lasso,80/20,-0.07364750680368348,0.5202509337499607
Rg norm w/0.421,pH regr out,All,-1,Kernel Ridge,80/20,-0.036140938706560766,0.5110829878502873
Rg norm w/0.421,pH regr out,All,-1,GPR,80/20,-0.04890502892538784,0.5142213358066032
Rg norm w/0.421,pH regr out,All,-1,Linear,85/15,-0.1784781319936255,0.6176512875873875
Rg norm w/0.421,pH regr out,All,-1,Ridge,85/15,-0.04765924284251555,0.5823614403246046
Rg norm w/0.421,pH regr out,All,-1,Lasso,85/15,-0.08596631335768157,0.5929127150082112
Rg norm w/0.421,pH regr out,All,-1,Kernel Ridge,85/15,-0.02611397224867562,0.5763421571963935
Rg norm w/0.421,pH regr out,All,-1,GPR,85/15,-0.04786380841010107,0.5824182933923303
