Normalization,Regressing out,Points,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,-1,Linear,80/20,-0.20793118797505183,4.002374888222771
Rg w/no norm,No regr out,All,-1,Ridge,80/20,0.029360104882197535,3.5877794380766668
Rg w/no norm,No regr out,All,-1,Lasso,80/20,-0.03646591317360959,3.707440412638349
Rg w/no norm,No regr out,All,-1,Kernel Ridge,80/20,0.005886864318605078,3.6309023902602204
Rg w/no norm,No regr out,All,-1,GPR,80/20,-0.058904027963850414,3.7473561269853604
Rg w/no norm,No regr out,All,-1,Linear,85/15,-0.13547013634297622,4.399094319183319
Rg w/no norm,No regr out,All,-1,Ridge,85/15,0.0171883957116733,4.092706047436052
Rg w/no norm,No regr out,All,-1,Lasso,85/15,-0.04204822362840188,4.2142405747170235
Rg w/no norm,No regr out,All,-1,Kernel Ridge,85/15,-0.011044373721863288,4.151074461345437
Rg w/no norm,No regr out,All,-1,GPR,85/15,-0.09243009668636293,4.314914987370401
Rg w/no norm,No regr out,All,-1,Linear,90/10,-0.11438563483175335,5.263630767512326
Rg w/no norm,No regr out,All,-1,Ridge,90/10,-0.0077759910253674125,5.005525383938761
Rg w/no norm,No regr out,All,-1,Lasso,90/10,-0.05573154609144382,5.123236610337906
Rg w/no norm,No regr out,All,-1,Kernel Ridge,90/10,-0.03472719215440856,5.072015772842349
Rg w/no norm,No regr out,All,-1,GPR,90/10,-0.10084481379568522,5.231554026551236
Rg norm w/0.421,No regr out,All,-1,Linear,80/20,-0.18113530553367685,0.5458522484187905
Rg norm w/0.421,No regr out,All,-1,Ridge,80/20,-0.030126480977999304,0.5097656335732074
Rg norm w/0.421,No regr out,All,-1,Lasso,80/20,-0.04487822918790374,0.5134026643110693
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,80/20,-0.03249738970440874,0.5103519271917539
Rg norm w/0.421,No regr out,All,-1,GPR,80/20,-0.07316666476695799,0.5203060369102558
Rg norm w/0.421,No regr out,All,-1,Linear,85/15,-0.14823345289554468,0.61167604749107
Rg norm w/0.421,No regr out,All,-1,Ridge,85/15,-0.05111863040047315,0.5852376307593142
Rg norm w/0.421,No regr out,All,-1,Lasso,85/15,-0.05209362127638162,0.5855089936084927
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,85/15,-0.043714526942232323,0.5831727745414274
Rg norm w/0.421,No regr out,All,-1,GPR,85/15,-0.09467951828004884,0.5972413559574621
Rg norm w/0.421,No regr out,All,-1,Linear,90/10,-0.11601039406719682,0.738886583843489
Rg norm w/0.421,No regr out,All,-1,Ridge,90/10,-0.05225155347513488,0.7174695088844473
Rg norm w/0.421,No regr out,All,-1,Lasso,90/10,-0.058582492439004596,0.7196246228100398
Rg norm w/0.421,No regr out,All,-1,Kernel Ridge,90/10,-0.05230736371642619,0.7174885355208747
Rg norm w/0.421,No regr out,All,-1,GPR,90/10,-0.0883775717478863,0.7296816976555611
Rg norm w/0.5,No regr out,All,-1,Linear,80/20,-0.1844843536714751,0.5850847515588719
Rg norm w/0.5,No regr out,All,-1,Ridge,80/20,-0.030886793084491604,0.5458327671392831
Rg norm w/0.5,No regr out,All,-1,Lasso,80/20,-0.05096527302355236,0.5511226988494393
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,80/20,-0.0333230518753207,0.5464773602952291
Rg norm w/0.5,No regr out,All,-1,GPR,80/20,-0.07489840128893932,0.5573626007408456
Rg norm w/0.5,No regr out,All,-1,Linear,85/15,-0.15029180262309683,0.6553127115100484
Rg norm w/0.5,No regr out,All,-1,Ridge,85/15,-0.051695303518875635,0.6265987831457122
Rg norm w/0.5,No regr out,All,-1,Lasso,85/15,-0.05778311383018542,0.6284097212333281
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,85/15,-0.044480368072236764,0.6244457593150646
Rg norm w/0.5,No regr out,All,-1,GPR,85/15,-0.09653231326621814,0.6398162955906614
Rg norm w/0.5,No regr out,All,-1,Linear,90/10,-0.11788068303202359,0.7915823870612855
Rg norm w/0.5,No regr out,All,-1,Ridge,90/10,-0.05275794519604826,0.7681794068358302
Rg norm w/0.5,No regr out,All,-1,Lasso,90/10,-0.06422607123854718,0.7723521212293523
Rg norm w/0.5,No regr out,All,-1,Kernel Ridge,90/10,-0.05317469201182612,0.7683314382914119
Rg norm w/0.5,No regr out,All,-1,GPR,90/10,-0.09000272644205976,0.781649741833129
