Normlaization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,80/20,-0.6222470838203087,3.0102856099524558
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,80/20,0.07482120432942352,1.5794847699975323
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,80/20,0.21347783434259182,2.0960647029735058
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,80/20,0.41871198905447715,1.2519825916696234
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,80/20,0.17696653312890165,2.144163748470543
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,80/20,0.3951211335864665,1.277135017622941
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,80/20,0.3430358641767727,1.9156670633816555
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,80/20,0.418855737407673,1.2518277789432997
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,80/20,0.6810363184299472,1.3348111298247387
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,80/20,-3.6963228696188084,3.558619717421965
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,85/15,-2.9708435142895615,2.6888596240905787
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,85/15,-0.19124380813047148,1.665118049970796
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,85/15,0.09484888286703907,1.2837701977827567
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,85/15,0.3373063503434953,1.241941401298772
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,85/15,0.189957562106301,1.2144527695834675
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,85/15,0.319832264026251,1.258208787573646
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,85/15,-0.15559717954226104,1.4505409045659003
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,85/15,0.35547629257663516,1.2247970982267828
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,85/15,0.39837680724381963,1.0466199980341027
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,85/15,-4.284240873453236,3.507001918621842
Rg w/no norm,No regr out,All,ESM-6,0,190,Linear,90/10,-8.512909732553661,3.0744127188079937
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Linear,90/10,-0.15947287817811984,1.6370432310322685
Rg w/no norm,No regr out,All,ESM-6,0,190,Ridge,90/10,-0.3277649766180808,1.1485927869640273
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Ridge,90/10,0.39245224279928237,1.1850046710640278
Rg w/no norm,No regr out,All,ESM-6,0,190,Lasso,90/10,-0.26584346625235566,1.1214901986783747
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Lasso,90/10,0.38494391382676363,1.192304577861406
Rg w/no norm,No regr out,All,ESM-6,0,190,Kernel Ridge,90/10,-1.6556112247263033,1.624380353171163
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,Kernel Ridge,90/10,0.4067497072720536,1.1709782591380924
Rg w/no norm,No regr out,All,ESM-6,0,190,GPR,90/10,-0.021482596236936935,1.0074441191504855
Rg w/no norm,No regr out,Inliers,ESM-6,0,190,GPR,90/10,-2.63806025146487,2.8997782957410285
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,80/20,-16.142559094952897,9.785590304886517
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,80/20,-5.175899306711642,4.080869534859593
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,80/20,0.21347783434259882,2.096064702973497
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,80/20,0.4187119890544755,1.2519825916696252
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,80/20,0.17696653312890165,2.144163748470543
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,80/20,0.3951211335864665,1.277135017622941
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,80/20,0.34303586417679477,1.9156670633816233
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,80/20,0.41885573740769244,1.2518277789432788
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,80/20,-2.1389285900163726,4.187356328692256
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,80/20,-3.696330710481785,3.558622688111877
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,85/15,-11.575553216810862,4.785092013273098
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,85/15,-6.065890397965188,4.0553481933074025
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,85/15,0.09484888286704607,1.2837701977827518
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,85/15,0.3373063503434761,1.24194140129879
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,85/15,0.189957562106301,1.2144527695834675
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,85/15,0.319832264026251,1.258208787573646
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,85/15,-0.15559717954228902,1.4505409045659179
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,85/15,0.35547629257663504,1.224797098226783
