Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,-1.436864763900017,1.723149443586981
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.38953154972704906,0.8677149510326525
Rg w/no norm,No regr out,All,1,Ridge,80/20,-0.3446926074149892,1.2800258452362614
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.3681652898580523,0.882769274449333
Rg w/no norm,No regr out,All,1,Lasso,80/20,-0.25935408744884425,1.2387428422553843
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.4526778287620097,0.8216124075668267
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,-0.28882227470420796,1.2531519859440345
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.461905567567481,0.8146568578806439
Rg w/no norm,No regr out,All,1,GPR,80/20,-0.38072265454826737,1.2970611618204593
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-0.3944492797370873,1.3114351800784199
Rg w/no norm,No regr out,All,1,Linear,85/15,-0.7139444786649984,1.5153095289696283
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.4827013264814889,0.8294290135729593
Rg w/no norm,No regr out,All,1,Ridge,85/15,-0.0857918139246936,1.2060804037580202
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.43864887247640394,0.8640240680583245
Rg w/no norm,No regr out,All,1,Lasso,85/15,-0.1347795196134085,1.2329876431410267
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.4996542152215816,0.8157247947106955
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,-0.029149676316861717,1.1742004717308197
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.5115335264642089,0.805983073007844
Rg w/no norm,No regr out,All,1,GPR,85/15,-0.3081528173337982,1.3238300043400255
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-0.44708396453780375,1.3872521485768026
Rg w/no norm,No regr out,All,1,Linear,90/10,-0.5307050346647741,1.4449339463872297
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.6071450407353453,0.810419785875002
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.17374429530197788,1.061596491168529
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.5550295324583376,0.8625008059614706
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.12799481477966645,1.0905906565213286
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.5611491772087895,0.8565493187779051
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.04024125507448595,1.1441508244510519
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.5695614355086446,0.8483000697883069
Rg w/no norm,No regr out,All,1,GPR,90/10,-0.36947538371597544,1.3667193840773166
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,0.0799036625582743,1.2402538005202715
Rg w/no norm,No regr out,All,2,Linear,80/20,-1.4068994949300078,1.7125221912932718
Rg w/no norm,No regr out,Inliers,2,Linear,80/20,0.39464584808835046,0.8640725950785257
Rg w/no norm,No regr out,All,2,Ridge,80/20,-0.2514353222989463,1.234842119434069
Rg w/no norm,No regr out,Inliers,2,Ridge,80/20,0.38007495200501384,0.8744098893283272
Rg w/no norm,No regr out,All,2,Lasso,80/20,-0.15330999721599925,1.1854418585183162
Rg w/no norm,No regr out,Inliers,2,Lasso,80/20,0.38873129775130977,0.8682835006330997
Rg w/no norm,No regr out,All,2,Kernel Ridge,80/20,-0.17333005345776997,1.195686504257553
Rg w/no norm,No regr out,Inliers,2,Kernel Ridge,80/20,0.45758041547989536,0.8179243723648237
Rg w/no norm,No regr out,All,2,GPR,80/20,-0.520601660439832,1.3611781221951393
Rg w/no norm,No regr out,Inliers,2,GPR,80/20,-0.37122184209939,1.3004669807311282
