-1.350758075714111328e+00,-1.513394713401794434e+00,5.693286418914794922e+00,-9.564033746719360352e-01,-1.874866366386413574e+00,3.474779605865478516e+00,-5.444561958312988281e+00,2.860587596893310547e+00,-2.826484441757202148e+00,-2.224720716476440430e+00,-4.609823822975158691e-01,-6.002223491668701172e-01,6.742728352546691895e-01,-4.183690249919891357e-01,3.581507444381713867e+00,1.308415889739990234e+00,2.783138751983642578e+00,2.474605321884155273e+00,-6.090552210807800293e-01,-4.639011859893798828e+00
4.272768020629882812e+00,8.476713299751281738e-01,-6.681162118911743164e-01,-8.906146883964538574e-02,-3.224280774593353271e-01,3.751874268054962158e-01,-2.894282817840576172e+00,1.153277277946472168e+00,-3.096833229064941406e+00,-3.251510381698608398e+00,1.312011122703552246e+00,1.951228022575378418e+00,-1.374595999717712402e+00,1.760761976242065430e+00,3.215963125228881836e+00,4.660275280475616455e-01,3.431420326232910156e-01,2.438305765390396118e-01,-4.006422042846679688e+00,-3.201610565185546875e+00
6.295879364013671875e+00,3.297856807708740234e+00,2.009080886840820312e+00,2.874178647994995117e+00,-1.296234488487243652e+00,-1.577559471130371094e+00,-9.102348983287811279e-02,-1.013447165489196777e+00,8.755482435226440430e-01,-1.837474107742309570e+00,-2.486177682876586914e+00,8.519682288169860840e-01,3.148516178131103516e+00,1.347035765647888184e+00,6.593303289264440536e-03,-1.751453280448913574e-01,-1.904096245765686035e+00,-9.496935606002807617e-01,-1.046152591705322266e+00,-1.086669802665710449e+00
-1.490544915199279785e+00,7.251228094100952148e-01,-1.560092926025390625e+01,3.068039894104003906e+00,7.556397438049316406e+00,5.477628707885742188e+00,-2.439801931381225586e+00,4.371207237243652344e+00,-2.208856344223022461e-01,-6.324726581573486328e+00,-7.750622034072875977e-01,2.866517305374145508e-01,-7.418762445449829102e-01,-3.405556678771972656e-01,-1.491830706596374512e+00,-2.345167875289916992e+00,3.699384212493896484e+00,-1.054066061973571777e+00,8.066304922103881836e-01,-3.797162473201751709e-01
-9.792440414428710938e+00,1.075210857391357422e+01,-2.822257423400878906e+01,-6.722305297851562500e+00,-1.368916797637939453e+01,-4.581761837005615234e+00,-3.211422443389892578e+00,-4.805144786834716797e+00,6.454834342002868652e-01,2.921534776687622070e+00,6.183503866195678711e-01,-4.879448413848876953e+00,-1.562180757522583008e+00,2.083894491195678711e+00,-3.335226058959960938e+00,4.555389285087585449e-01,-4.706770420074462891e+00,1.175951838493347168e+00,2.181894063949584961e+00,-3.383200407028198242e+00
6.651843547821044922e+00,-9.067878723144531250e+00,-6.196990609169006348e-02,7.171012878417968750e+00,-8.185651302337646484e-01,-1.137187361717224121e+00,-4.002822875976562500e+00,-9.035811573266983032e-02,1.282862663269042969e+00,5.088620662689208984e+00,-3.121844530105590820e+00,-7.244600296020507812e+00,-2.130992650985717773e+00,-9.264954566955566406e+00,5.119263172149658203e+00,6.163238048553466797e+00,3.013976335525512695e+00,5.991947278380393982e-02,2.502636671066284180e+00,3.598368883132934570e+00
6.653310298919677734e+00,2.541234731674194336e+00,3.186399698257446289e+00,6.541107892990112305e-01,2.146391868591308594e-01,-1.292670488357543945e+00,7.768713682889938354e-02,-2.337785005569458008e+00,2.614154577255249023e+00,-1.804952263832092285e+00,-1.500497817993164062e+00,5.393716096878051758e-01,1.528304696083068848e+00,-4.858436882495880127e-01,-6.499921083450317383e-01,-1.081341579556465149e-01,-3.362571954727172852e+00,3.875031173229217529e-01,-2.240027904510498047e+00,1.389889001846313477e+00
-2.010944604873657227e+00,-3.013735771179199219e+01,-7.503733634948730469e+00,-3.955094337463378906e+00,2.355415105819702148e+00,-1.311487960815429688e+01,9.505876541137695312e+00,-1.754895401000976562e+01,-8.421030998229980469e+00,5.084569931030273438e+00,-8.717367172241210938e+00,1.117051506042480469e+01,2.393769979476928711e+00,1.659898567199707031e+01,3.584500312805175781e+00,-5.706569671630859375e+00,2.480862379074096680e+00,3.333629131317138672e+00,-2.659873008728027344e+00,3.249674081802368164e+00
4.964620590209960938e+00,3.071988821029663086e+00,1.025463104248046875e+00,1.417116880416870117e+00,6.706328392028808594e-01,-1.848641395568847656e+00,1.590265870094299316e+00,8.994870781898498535e-01,7.009546160697937012e-01,-4.051698148250579834e-01,4.266526997089385986e-01,2.069975852966308594e+00,2.282391071319580078e+00,1.207639813423156738e+00,2.057420492172241211e+00,1.043993353843688965e+00,-1.394648432731628418e+00,-4.285661578178405762e-01,2.003717422485351562e+00,1.464435338973999023e+00
5.608869552612304688e+00,3.077813625335693359e+00,3.599952936172485352e+00,2.827110290527343750e+00,-1.266638398170471191e+00,5.213134884834289551e-01,6.236278414726257324e-01,-2.291154623031616211e+00,-6.387059092521667480e-01,-1.023342609405517578e+00,4.472090601921081543e-01,-1.686936378479003906e+00,1.096257567405700684e+00,1.128082513809204102e+00,-5.979160070419311523e-01,-1.281351745128631592e-01,-2.925434827804565430e+00,-6.469131708145141602e-01,-9.667713642120361328e-01,-5.319986939430236816e-01
