Normalization,Regressing out,Points,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,-1,Linear,80/20,-5249868817.465212,79980.01031156353
Rg w/no norm,No regr out,All,-1,Ridge,80/20,-0.2546784998088123,1.2364411716549
Rg w/no norm,No regr out,All,-1,Lasso,80/20,-0.6603357470608835,1.4223457819931289
Rg w/no norm,No regr out,All,-1,Kernel Ridge,80/20,-0.12722597442515338,1.1719598237779865
Rg w/no norm,No regr out,All,-1,GPR,80/20,-5.804967302126825,2.8795210082771803
Rg w/no norm,No regr out,All,-1,Linear,85/15,-4389876605.862533,76688.30451118764
Rg w/no norm,No regr out,All,-1,Ridge,85/15,-0.11241784081636053,1.2207787257704314
Rg w/no norm,No regr out,All,-1,Lasso,85/15,-0.3291670360348269,1.3344206703988928
Rg w/no norm,No regr out,All,-1,Kernel Ridge,85/15,0.05981018905039881,1.122304617623373
Rg w/no norm,No regr out,All,-1,GPR,85/15,-5.074654785486314,2.8527504393141245
Rg w/no norm,No regr out,All,-1,Linear,90/10,-4904706744.9165325,81791.61091371105
Rg w/no norm,No regr out,All,-1,Ridge,90/10,-0.2652962090555595,1.3137064806664052
Rg w/no norm,No regr out,All,-1,Lasso,90/10,-0.5850478882872916,1.4703591647524321
Rg w/no norm,No regr out,All,-1,Kernel Ridge,90/10,-0.23038872266528654,1.2954582164076436
Rg w/no norm,No regr out,All,-1,GPR,90/10,-4.933345020390911,2.8448019725845772
Rg norm w/0.427,No regr out,All,-1,Linear,80/20,-14209064443.403975,10719.095873892138
Rg norm w/0.427,No regr out,All,-1,Ridge,80/20,-0.6286343984828691,0.11475912151021579
Rg norm w/0.427,No regr out,All,-1,Lasso,80/20,-0.9570937420914665,0.12580016985841203
Rg norm w/0.427,No regr out,All,-1,Kernel Ridge,80/20,-0.12056639332483332,0.0951906319722857
Rg norm w/0.427,No regr out,All,-1,GPR,80/20,-12.58121131383333,0.33139401949950553
Rg norm w/0.427,No regr out,All,-1,Linear,85/15,-11345126158.353128,10277.928837463996
