Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,0.3449137640685004,1.145164487653895
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.5213916695002212,0.9763269413565003
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.5020025699717141,0.9984634814562026
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.5203822706837832,0.9773559499735575
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.5021173460939563,0.9983484142253725
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.5214590173904574,0.976258246487649
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,0.49588449978944726,1.0045779931770205
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.48637410468934705,1.011413165564746
Rg w/no norm,No regr out,All,1,GPR,80/20,-0.931857146280554,1.9665551892077073
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-0.9680699609678798,1.979818660116986
Rg w/no norm,No regr out,All,1,Linear,85/15,0.2928654607042315,1.1917224608912673
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.5260046004771555,1.0255224090940624
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.4493674519258656,1.0516108034772769
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.5282172884951211,1.0231259559301014
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.47341662423154185,1.028389589737482
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.5271985853257505,1.0242299595379134
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.4064510807639713,1.091823301724614
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.5402252277476978,1.0100215973934148
Rg w/no norm,No regr out,All,1,GPR,85/15,-1.2327157922526353,2.1175848520944998
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-1.1862436204976805,2.202456649705642
Rg w/no norm,No regr out,All,1,Linear,90/10,0.23992614697861792,1.2313390467331569
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.5397436910981923,1.0554975512637506
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.41967448552649333,1.0759338910365746
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.5397961086634403,1.0554374454205082
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.4692058547606527,1.0289939398534078
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.5404344829155758,1.0547051635790965
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.4151548962721179,1.080115464963573
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.5687009807903135,1.0217545732471
Rg w/no norm,No regr out,All,1,GPR,90/10,-1.510961490068917,2.238049981139628
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-1.8147390604297478,2.6102158644993
Rg norm w/0.421,No regr out,All,1,Linear,80/20,-0.45453138958511863,0.14306545222390962
Rg norm w/0.421,No regr out,Inliers,1,Linear,80/20,0.08719103573900677,0.11590711029752312
Rg norm w/0.421,No regr out,All,1,Ridge,80/20,-0.10064853578911426,0.1244507599877455
Rg norm w/0.421,No regr out,Inliers,1,Ridge,80/20,0.04019300878907417,0.11885352994100136
Rg norm w/0.421,No regr out,All,1,Lasso,80/20,-0.06843537858276205,0.12261605891674181
Rg norm w/0.421,No regr out,Inliers,1,Lasso,80/20,0.08698702694892801,0.11592006193867072
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,80/20,0.054136918901041886,0.11536853032364537
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,80/20,0.051248286374184326,0.1181670563344517
Rg norm w/0.421,No regr out,All,1,GPR,80/20,-3.1795165845558877,0.24251368424128128
Rg norm w/0.421,No regr out,Inliers,1,GPR,80/20,-1.5803178637347415,0.19487527219069303
Rg norm w/0.421,No regr out,All,1,Linear,85/15,-0.5352114429873531,0.15493247897263687
Rg norm w/0.421,No regr out,Inliers,1,Linear,85/15,-0.07237116802563426,0.12695198148497502
Rg norm w/0.421,No regr out,All,1,Ridge,85/15,-0.0727606488606376,0.1295119336370606
Rg norm w/0.421,No regr out,Inliers,1,Ridge,85/15,-0.0555936696353625,0.1259549697311712
Rg norm w/0.421,No regr out,All,1,Lasso,85/15,-0.03566003487783087,0.1272526921924108
Rg norm w/0.421,No regr out,Inliers,1,Lasso,85/15,-0.05464034437750209,0.12589808080676682
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,85/15,0.05037984746214541,0.12185218793436221
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,85/15,0.07114078802940405,0.11815221441361079
Rg norm w/0.421,No regr out,All,1,GPR,85/15,-3.1917039398573834,0.256008078983219
Rg norm w/0.421,No regr out,Inliers,1,GPR,85/15,-1.9763946863713477,0.21150088043372847
Rg norm w/0.421,No regr out,All,1,Linear,90/10,-1.179217707892183,0.1584250235142287
Rg norm w/0.421,No regr out,Inliers,1,Linear,90/10,-0.1336984143637645,0.13778422400751322
Rg norm w/0.421,No regr out,All,1,Ridge,90/10,-0.45953794673511816,0.12965258079217068
Rg norm w/0.421,No regr out,Inliers,1,Ridge,90/10,-0.13353229089067775,0.1377741287158105
Rg norm w/0.421,No regr out,All,1,Lasso,90/10,-0.3752440634752112,0.12585293846659643
Rg norm w/0.421,No regr out,Inliers,1,Lasso,90/10,-0.11824980240539196,0.13684222911776597
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,90/10,-0.11882664065166537,0.11351542254746486
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,90/10,0.035845032722861325,0.12706447504980328
Rg norm w/0.421,No regr out,All,1,GPR,90/10,-4.159084223869661,0.2437585061036678
Rg norm w/0.421,No regr out,Inliers,1,GPR,90/10,-2.5959080708054936,0.24538895733116892
Rg norm w/0.5,No regr out,All,1,Linear,80/20,-0.4569450112651614,0.15368142832520484
Rg norm w/0.5,No regr out,Inliers,1,Linear,80/20,0.13342772772857636,0.0787011040077036
Rg norm w/0.5,No regr out,All,1,Ridge,80/20,-0.10343746253372976,0.13374380359550037
Rg norm w/0.5,No regr out,Inliers,1,Ridge,80/20,0.11446418324123775,0.07955756750807488
Rg norm w/0.5,No regr out,All,1,Lasso,80/20,-0.07685868871675883,0.132123225086972
Rg norm w/0.5,No regr out,Inliers,1,Lasso,80/20,0.12977737064825956,0.07886669044187941
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,80/20,0.05583340519547009,0.12371550243972275
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,80/20,0.1655180954923543,0.07723015243000661
Rg norm w/0.5,No regr out,All,1,GPR,80/20,-3.1680025205136246,0.2599344215625507
Rg norm w/0.5,No regr out,Inliers,1,GPR,80/20,-1.3554555710292218,0.12975254611080966
Rg norm w/0.5,No regr out,All,1,Linear,85/15,-0.5488337464122897,0.16640160921104583
Rg norm w/0.5,No regr out,Inliers,1,Linear,85/15,-0.025482919827947148,0.08649118797277511
Rg norm w/0.5,No regr out,All,1,Ridge,85/15,-0.07971994874466226,0.13893468581142493
Rg norm w/0.5,No regr out,Inliers,1,Ridge,85/15,-0.009788489942423206,0.0858267870069074
Rg norm w/0.5,No regr out,All,1,Lasso,85/15,-0.047770005211488886,0.13686364478075969
Rg norm w/0.5,No regr out,Inliers,1,Lasso,85/15,-0.0034278859150411733,0.08555605081037623
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,85/15,0.049440527115325206,0.13036012483698456
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,85/15,0.1057950547458748,0.08076555472446922
Rg norm w/0.5,No regr out,All,1,GPR,85/15,-3.2214986757888555,0.274718843328988
Rg norm w/0.5,No regr out,Inliers,1,GPR,85/15,-1.69788769327347,0.1402876951811111
Rg norm w/0.5,No regr out,All,1,Linear,90/10,-1.2039623707087013,0.17055386608510928
Rg norm w/0.5,No regr out,Inliers,1,Linear,90/10,-0.04699857916560379,0.09436415988058622
Rg norm w/0.5,No regr out,All,1,Ridge,90/10,-0.5291683379003291,0.14206501099959173
Rg norm w/0.5,No regr out,Inliers,1,Ridge,90/10,-0.04683723603146195,0.09435688881250655
Rg norm w/0.5,No regr out,All,1,Lasso,90/10,-0.39904277384733056,0.1358860820669429
Rg norm w/0.5,No regr out,Inliers,1,Lasso,90/10,-0.026493523276899467,0.09343554827408945
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,90/10,-0.1266601675892638,0.1219427404717846
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,90/10,0.10051924592845263,0.08746412771450009
Rg norm w/0.5,No regr out,All,1,GPR,90/10,-4.209110896577083,0.26220518914974245
Rg norm w/0.5,No regr out,Inliers,1,GPR,90/10,-2.112920755921865,0.16271143085379314
Rg norm w/0.406,No regr out,All,1,Linear,80/20,-0.3737872756348797,0.09770279170056873
Rg norm w/0.406,No regr out,Inliers,1,Linear,80/20,0.08354515868446921,0.1246642419605364
Rg norm w/0.406,No regr out,All,1,Ridge,80/20,-0.04654629995151871,0.08527592750292107
Rg norm w/0.406,No regr out,Inliers,1,Ridge,80/20,0.037676512989553546,0.12774588179316423
Rg norm w/0.406,No regr out,All,1,Lasso,80/20,-0.03117100639699144,0.08464719575428997
Rg norm w/0.406,No regr out,Inliers,1,Lasso,80/20,0.08362130010591251,0.1246590631403024
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,80/20,0.06249213988890334,0.08071136406668887
