Normalization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.5159706510061177,1.3274456915665611
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.38765338586311593,1.2879682579128309
Rg w/no norm,No regr out,All,1,GPR,90/10,-0.4618119688260507,2.3068888560829186
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,0.11271422029323164,1.5503803670761906
Rg norm w/0.421,No regr out,All,1,Linear,80/20,-0.09866080731864746,0.10672748413850118
Rg norm w/0.421,No regr out,Inliers,1,Linear,80/20,0.043499132615259395,0.1007685509643647
Rg norm w/0.421,No regr out,All,1,Ridge,80/20,-0.01146176123694298,0.10240453510703615
Rg norm w/0.421,No regr out,Inliers,1,Ridge,80/20,0.04618750634619517,0.1006268395685922
Rg norm w/0.421,No regr out,All,1,Lasso,80/20,0.0010312658673995445,0.10177014747852121
Rg norm w/0.421,No regr out,Inliers,1,Lasso,80/20,0.027305004155672608,0.10161800635340723
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,80/20,0.03611745155835344,0.09996696671608084
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,80/20,0.09487696847971405,0.09802483894183117
Rg norm w/0.421,No regr out,All,1,GPR,80/20,-6.304257366180831,0.27518989945807026
Rg norm w/0.421,No regr out,Inliers,1,GPR,80/20,-1.1809100800729033,0.15216024865980896
Rg norm w/0.421,No regr out,All,1,Linear,85/15,-0.22205377885226762,0.11814283162868772
Rg norm w/0.421,No regr out,Inliers,1,Linear,85/15,-0.05530106338056062,0.11095937412936463
Rg norm w/0.421,No regr out,All,1,Ridge,85/15,-0.019585406671497108,0.10791306356644856
Rg norm w/0.421,No regr out,Inliers,1,Ridge,85/15,-0.05513086910522813,0.11095042625069937
Rg norm w/0.421,No regr out,All,1,Lasso,85/15,0.00133148515826631,0.10680040402141737
Rg norm w/0.421,No regr out,Inliers,1,Lasso,85/15,-0.04098959866007457,0.1102044180660953
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,85/15,0.03191151408508819,0.10515253426344866
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,85/15,0.023428083037162595,0.10674017884892996
Rg norm w/0.421,No regr out,All,1,GPR,85/15,-6.768265289403939,0.2978682684724223
Rg norm w/0.421,No regr out,Inliers,1,GPR,85/15,-1.1326979744753518,0.15773951049811383
Rg norm w/0.421,No regr out,All,1,Linear,90/10,0.014122188902076505,0.12199002121003304
Rg norm w/0.421,No regr out,Inliers,1,Linear,90/10,-0.03639172045135175,0.1197531109284473
Rg norm w/0.421,No regr out,All,1,Ridge,90/10,0.06908511979919374,0.11854077080824416
Rg norm w/0.421,No regr out,Inliers,1,Ridge,90/10,0.012063074387527073,0.11692017209531705
Rg norm w/0.421,No regr out,All,1,Lasso,90/10,0.09035724216694352,0.11717857002357462
Rg norm w/0.421,No regr out,Inliers,1,Lasso,90/10,-0.004537399797052588,0.1178983947898984
Rg norm w/0.421,No regr out,All,1,Kernel Ridge,90/10,-0.08810835239498194,0.12815891816647274
Rg norm w/0.421,No regr out,Inliers,1,Kernel Ridge,90/10,-0.0320157495490867,0.11950002589763702
Rg norm w/0.421,No regr out,All,1,GPR,90/10,-4.297400553541956,0.28277705489965566
Rg norm w/0.421,No regr out,Inliers,1,GPR,90/10,-0.46228892729406446,0.14224644866782354
Rg norm w/0.5,No regr out,All,1,Linear,80/20,-0.05170422412276854,0.11463378460189635
Rg norm w/0.5,No regr out,Inliers,1,Linear,80/20,0.08794288548800966,0.06498830066602182
Rg norm w/0.5,No regr out,All,1,Ridge,80/20,-0.00029468401492338536,0.11179691050178193
Rg norm w/0.5,No regr out,Inliers,1,Ridge,80/20,0.11766199218401474,0.06392071982963728
Rg norm w/0.5,No regr out,All,1,Lasso,80/20,0.003686503229540228,0.11157421203837511
Rg norm w/0.5,No regr out,Inliers,1,Lasso,80/20,0.11173868552506094,0.06413491705635248
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,80/20,0.03602939674307759,0.10974827850111658
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,80/20,0.15852121474345948,0.062423159880532327
Rg norm w/0.5,No regr out,All,1,GPR,80/20,-5.962236905727716,0.2949444443863487
Rg norm w/0.5,No regr out,Inliers,1,GPR,80/20,-1.2336140532258595,0.10170170411912562
Rg norm w/0.5,No regr out,All,1,Linear,85/15,-0.16618475503661023,0.12702123396874057
Rg norm w/0.5,No regr out,Inliers,1,Linear,85/15,-0.018687771199897396,0.07159437271412974
Rg norm w/0.5,No regr out,All,1,Ridge,85/15,-0.004546922262906206,0.11789021541036643
Rg norm w/0.5,No regr out,Inliers,1,Ridge,85/15,-0.01851482791931125,0.07158829514473192
Rg norm w/0.5,No regr out,All,1,Lasso,85/15,-0.0014972299463031913,0.1177111286183273
Rg norm w/0.5,No regr out,Inliers,1,Lasso,85/15,0.0021597622706810427,0.07085799320171496
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,85/15,-0.05791779271043063,0.12098140066627698
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,85/15,0.06722437649379376,0.06850889077780184
Rg norm w/0.5,No regr out,All,1,GPR,85/15,-6.358393799572533,0.31906866901289666
Rg norm w/0.5,No regr out,Inliers,1,GPR,85/15,-1.1662924753598811,0.10440393979201092
Rg norm w/0.5,No regr out,All,1,Linear,90/10,0.058282493412734504,0.1314492468322603
Rg norm w/0.5,No regr out,Inliers,1,Linear,90/10,0.020725465867697523,0.07733661233426432
Rg norm w/0.5,No regr out,All,1,Ridge,90/10,0.0836160087124963,0.12966910906390164
Rg norm w/0.5,No regr out,Inliers,1,Ridge,90/10,0.07955676887448404,0.07497757983786633
Rg norm w/0.5,No regr out,All,1,Lasso,90/10,0.07481380011907035,0.13029038071976676
Rg norm w/0.5,No regr out,Inliers,1,Lasso,90/10,0.03419675646177567,0.07680283363565084
Rg norm w/0.5,No regr out,All,1,Kernel Ridge,90/10,-0.058518228733924316,0.13936282803989666
Rg norm w/0.5,No regr out,Inliers,1,Kernel Ridge,90/10,0.036629376171734895,0.07670604897350952
Rg norm w/0.5,No regr out,All,1,GPR,90/10,-4.012493414769242,0.3032666735060076
Rg norm w/0.5,No regr out,Inliers,1,GPR,90/10,-0.3784598249391318,0.09175504876708446
Rg norm w/0.406,No regr out,All,1,Linear,80/20,-0.3123283111241477,0.0732244733928099
Rg norm w/0.406,No regr out,Inliers,1,Linear,80/20,0.04699616330446077,0.1093422523697291
Rg norm w/0.406,No regr out,All,1,Ridge,80/20,-0.03679221151144629,0.06508499428762017
Rg norm w/0.406,No regr out,Inliers,1,Ridge,80/20,0.04010663834423556,0.10973677312872707
Rg norm w/0.406,No regr out,All,1,Lasso,80/20,-0.029691997811884807,0.06486175222539975
Rg norm w/0.406,No regr out,Inliers,1,Lasso,80/20,0.022899283768963996,0.11071599237121547
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,80/20,-0.016228327825102085,0.06443630914875964
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,80/20,0.09292164184512675,0.10667510866090717
Rg norm w/0.406,No regr out,All,1,GPR,80/20,-7.951809810492259,0.1912451505019951
Rg norm w/0.406,No regr out,Inliers,1,GPR,80/20,-1.1513442324646146,0.16428414223267795
Rg norm w/0.406,No regr out,All,1,Linear,85/15,-0.49841291235034624,0.08072799924711828
Rg norm w/0.406,No regr out,Inliers,1,Linear,85/15,-0.0512549623469194,0.12040988570775067
Rg norm w/0.406,No regr out,All,1,Ridge,85/15,-0.0747465454992926,0.06836935214389542
Rg norm w/0.406,No regr out,Inliers,1,Ridge,85/15,-0.05108711573799707,0.12040027281720632
Rg norm w/0.406,No regr out,All,1,Lasso,85/15,0.012626731785251422,0.06553135050876194
Rg norm w/0.406,No regr out,Inliers,1,Lasso,85/15,-0.039123992976626276,0.1197131341648683
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,85/15,-0.03256127158801614,0.06701412503474667
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,85/15,0.024912543746996474,0.11596579230670137
Rg norm w/0.406,No regr out,All,1,GPR,85/15,-8.902731191699617,0.2075324106940605
Rg norm w/0.406,No regr out,Inliers,1,GPR,85/15,-1.1093132450689818,0.17056057623683862
Rg norm w/0.406,No regr out,All,1,Linear,90/10,-0.25151316830798165,0.08261314638647058
Rg norm w/0.406,No regr out,Inliers,1,Linear,90/10,-0.036105101024747954,0.12994869742196133
Rg norm w/0.406,No regr out,All,1,Ridge,90/10,-0.09516068524361754,0.07728058012468125
Rg norm w/0.406,No regr out,Inliers,1,Ridge,90/10,0.009010999782412599,0.1270879696875928
Rg norm w/0.406,No regr out,All,1,Lasso,90/10,-0.050322641514713995,0.0756820373870883
Rg norm w/0.406,No regr out,Inliers,1,Lasso,90/10,-0.01601075122047324,0.12868240720151664
Rg norm w/0.406,No regr out,All,1,Kernel Ridge,90/10,-0.5474437855868317,0.09186263354827788
Rg norm w/0.406,No regr out,Inliers,1,Kernel Ridge,90/10,-0.03449076146417385,0.12984742241574962
Rg norm w/0.406,No regr out,All,1,GPR,90/10,-6.032143475896536,0.1958282363546735
Rg norm w/0.406,No regr out,Inliers,1,GPR,90/10,-0.464663292232129,0.1545037139054505
Rg w/no norm,pH regr out,All,1,Linear,80/20,0.5475209102984488,1.0843208864609257
Rg w/no norm,pH regr out,Inliers,1,Linear,80/20,0.5191591491236375,1.0251391042796294
Rg w/no norm,pH regr out,All,1,Ridge,80/20,0.617624388890973,0.9967899677356798
Rg w/no norm,pH regr out,Inliers,1,Ridge,80/20,0.5197571626254687,1.0245014320101773
Rg w/no norm,pH regr out,All,1,Lasso,80/20,0.6318366513378981,0.9780900526193026
Rg w/no norm,pH regr out,Inliers,1,Lasso,80/20,0.5026633314847082,1.0425751328539836
Rg w/no norm,pH regr out,All,1,Kernel Ridge,80/20,0.5864317210893282,1.0366500586292036
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,80/20,0.5144402168554547,1.0301571378107002
Rg w/no norm,pH regr out,All,1,GPR,80/20,-0.05102820624822302,1.652592402914246
Rg w/no norm,pH regr out,Inliers,1,GPR,80/20,0.2566842328118668,1.2745849737513206
Rg w/no norm,pH regr out,All,1,Linear,85/15,0.4655873653214908,1.237551104083052
Rg w/no norm,pH regr out,Inliers,1,Linear,85/15,0.44686402706478545,1.1326776529285718
Rg w/no norm,pH regr out,All,1,Ridge,85/15,0.5567951392262189,1.1270081086258985
Rg w/no norm,pH regr out,Inliers,1,Ridge,85/15,0.45146438392926924,1.1279576553365493
Rg w/no norm,pH regr out,All,1,Lasso,85/15,0.5838783867466166,1.0920308818899314
Rg w/no norm,pH regr out,Inliers,1,Lasso,85/15,0.4474792741557737,1.1320475451838146
Rg w/no norm,pH regr out,All,1,Kernel Ridge,85/15,0.5146036755135339,1.1794323212841058
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,85/15,0.44157714803144077,1.1380778518635464
Rg w/no norm,pH regr out,All,1,GPR,85/15,-0.0564169801695793,1.7399728426854628
Rg w/no norm,pH regr out,Inliers,1,GPR,85/15,0.2356664780406198,1.3314713749165183
Rg w/no norm,pH regr out,All,1,Linear,90/10,0.49019285198146423,1.3623604303200147
Rg w/no norm,pH regr out,Inliers,1,Linear,90/10,0.41682912825564544,1.2568943485139354
Rg w/no norm,pH regr out,All,1,Ridge,90/10,0.5626165753902188,1.2618862879726485
Rg w/no norm,pH regr out,Inliers,1,Ridge,90/10,0.41685500980205525,1.2568664572629078
Rg w/no norm,pH regr out,All,1,Lasso,90/10,0.5788049174644085,1.2383137832528892
Rg w/no norm,pH regr out,Inliers,1,Lasso,90/10,0.41715704893787353,1.2565409189885597
Rg w/no norm,pH regr out,All,1,Kernel Ridge,90/10,0.5136782010375989,1.3306104482730683
Rg w/no norm,pH regr out,Inliers,1,Kernel Ridge,90/10,0.3769066637883871,1.2992041972869783
Rg w/no norm,pH regr out,All,1,GPR,90/10,-0.028045520503211074,1.9346180409780545
Rg w/no norm,pH regr out,Inliers,1,GPR,90/10,0.30531430613675725,1.3718133952279437
Rg norm w/0.421,pH regr out,All,1,Linear,80/20,-0.0986341771384267,0.10673179860536613
Rg norm w/0.421,pH regr out,Inliers,1,Linear,80/20,0.043513416390843385,0.10077000653748745
Rg norm w/0.421,pH regr out,All,1,Ridge,80/20,-0.011453084835576055,0.10240947672952999
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,80/20,0.0461945348052889,0.10062867370398297
Rg norm w/0.421,pH regr out,All,1,Lasso,80/20,0.0010039815939338892,0.10177688486730398
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,80/20,0.027314093642679893,0.10161975816198361
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,80/20,-0.04577675922020341,0.10413261352490391
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,80/20,0.0518853283919245,0.10032802867410169
Rg norm w/0.421,pH regr out,All,1,GPR,80/20,-0.2621575800132483,0.11439948394164819
Rg norm w/0.421,pH regr out,Inliers,1,GPR,80/20,0.03799651917061586,0.10106020319933948
Rg norm w/0.421,pH regr out,All,1,Linear,85/15,-0.22197320599379622,0.1181459858040404
Rg norm w/0.421,pH regr out,Inliers,1,Linear,85/15,-0.05527392152932209,0.11096048314298286
Rg norm w/0.421,pH regr out,All,1,Ridge,85/15,-0.019574354665549576,0.10791891746921169
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,85/15,-0.055103721394040406,0.11095153463662553
Rg norm w/0.421,pH regr out,All,1,Lasso,85/15,0.0013133176217072773,0.10680774794204848
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,85/15,-0.0409627979023921,0.11020551810536608
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,85/15,-0.08145472224690509,0.11114560633466794
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,85/15,-0.060808749156333386,0.11125109203221031
Rg norm w/0.421,pH regr out,All,1,GPR,85/15,-0.34537425754264106,0.12396802592731401
Rg norm w/0.421,pH regr out,Inliers,1,GPR,85/15,-0.11717024095194706,0.11416826874554453
Rg norm w/0.421,pH regr out,All,1,Linear,90/10,0.014210302124634255,0.12198974253186941
Rg norm w/0.421,pH regr out,Inliers,1,Linear,90/10,-0.03636829181949053,0.11975473216121656
Rg norm w/0.421,pH regr out,All,1,Ridge,90/10,0.06910180421020562,0.11854473533805049
Rg norm w/0.421,pH regr out,Inliers,1,Ridge,90/10,0.012080937444718831,0.11692201950429398
Rg norm w/0.421,pH regr out,All,1,Lasso,90/10,0.0903894304734425,0.11718146579004418
Rg norm w/0.421,pH regr out,Inliers,1,Lasso,90/10,-0.004509809743947324,0.11789970444075981
Rg norm w/0.421,pH regr out,All,1,Kernel Ridge,90/10,-0.0827969070425294,0.12785116224520202
Rg norm w/0.421,pH regr out,Inliers,1,Kernel Ridge,90/10,-0.13152078977070092,0.12513157014959328
Rg norm w/0.421,pH regr out,All,1,GPR,90/10,-0.32057648918890247,0.14119293225858828
Rg norm w/0.421,pH regr out,Inliers,1,GPR,90/10,-0.13542059936728013,0.12534701893288044
Rg norm w/0.5,pH regr out,All,1,Linear,80/20,-0.31234550507750325,0.07322754599626424
Rg norm w/0.5,pH regr out,Inliers,1,Linear,80/20,0.08797342886258186,0.0649889864684814
Rg norm w/0.5,pH regr out,All,1,Ridge,80/20,-0.03678118119177287,0.06508695273640909
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,80/20,0.1176687757078776,0.0639222189847802
Rg norm w/0.5,pH regr out,All,1,Lasso,80/20,-0.029738842883678895,0.0648655244524536
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,80/20,0.11176846872562984,0.06413559252795309
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,80/20,-0.03234280953944091,0.06494748747484484
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,80/20,0.11850915633541803,0.06389177021999162
Rg norm w/0.5,pH regr out,All,1,GPR,80/20,-0.3163327610491067,0.07333870404466127
Rg norm w/0.5,pH regr out,Inliers,1,GPR,80/20,0.0778446797301986,0.06534886611896026
Rg norm w/0.5,pH regr out,All,1,Linear,85/15,-0.49839847695564865,0.08073006443862255
Rg norm w/0.5,pH regr out,Inliers,1,Linear,85/15,-0.018645129278246797,0.07159445701444074
Rg norm w/0.5,pH regr out,All,1,Ridge,85/15,-0.07474249553855628,0.06837130169213174
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,85/15,-0.01847218909591808,0.07158837929234822
Rg norm w/0.5,pH regr out,All,1,Lasso,85/15,0.012580925394614972,0.06553486270552737
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,85/15,0.002200845891239034,0.07085810097978029
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,85/15,-0.26409162979851897,0.0741499590458579
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,85/15,-0.005327153947947583,0.07112489687645615
Rg norm w/0.5,pH regr out,All,1,GPR,85/15,-0.46392770026279284,0.07979606068457926
Rg norm w/0.5,pH regr out,Inliers,1,GPR,85/15,-0.1131877997767059,0.07484316798636799
Rg norm w/0.5,pH regr out,All,1,Linear,90/10,-0.2513893292374203,0.08261210824596224
Rg norm w/0.5,pH regr out,Inliers,1,Linear,90/10,0.020755692137114035,0.0773374817541435
Rg norm w/0.5,pH regr out,All,1,Ridge,90/10,-0.0950690847234239,0.07728020063812704
Rg norm w/0.5,pH regr out,Inliers,1,Ridge,90/10,0.0795736742551777,0.07497889134369796
Rg norm w/0.5,pH regr out,All,1,Lasso,90/10,-0.050225138105510325,0.07568131793672642
Rg norm w/0.5,pH regr out,Inliers,1,Lasso,90/10,0.03422467351020542,0.07680377234226396
Rg norm w/0.5,pH regr out,All,1,Kernel Ridge,90/10,-0.09744184763440922,0.0773638795470639
Rg norm w/0.5,pH regr out,Inliers,1,Kernel Ridge,90/10,-0.04830273980625921,0.0800180307422091
Rg norm w/0.5,pH regr out,All,1,GPR,90/10,-0.45858679255601653,0.08918947758196255
Rg norm w/0.5,pH regr out,Inliers,1,GPR,90/10,-0.1154303290305212,0.08254023920923634
Rg norm w/0.406,pH regr out,All,1,Linear,80/20,-0.05167509287697558,0.11463831954574347
Rg norm w/0.406,pH regr out,Inliers,1,Linear,80/20,0.047005602706956195,0.10934391884470641
Rg norm w/0.406,pH regr out,All,1,Ridge,80/20,-0.0002876422151882885,0.11180248811617956
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,80/20,0.040111853356092464,0.10973869099316659
Rg norm w/0.406,pH regr out,All,1,Lasso,80/20,0.0036590676428631674,0.1115817075764984
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,80/20,0.02290890104070409,0.11071768322840977
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,80/20,-0.04669785818173233,0.11436672496206234
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,80/20,0.049095525519517014,0.10922395708245924
Rg norm w/0.406,pH regr out,All,1,GPR,80/20,-0.2501263584433844,0.12498732492870122
Rg norm w/0.406,pH regr out,Inliers,1,GPR,80/20,0.036175486853869954,0.10996347226098617
Rg norm w/0.406,pH regr out,All,1,Linear,85/15,-0.16610191049046286,0.12702457247732402
Rg norm w/0.406,pH regr out,Inliers,1,Linear,85/15,-0.05123225439670409,0.12041127693387631
Rg norm w/0.406,pH regr out,All,1,Ridge,85/15,-0.0045367634024029435,0.1178969055166947
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,85/15,-0.05106440034215898,0.1204016632981465
Rg norm w/0.406,pH regr out,All,1,Lasso,85/15,-0.0015133920901277964,0.11771935366404557
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,85/15,-0.039101432501560174,0.11971451074125586
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,85/15,-0.07931280594074464,0.12220617565998396
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,85/15,-0.06166285343960354,0.12100717836828112
Rg norm w/0.406,pH regr out,All,1,GPR,85/15,-0.32363778384720976,0.13533311130529432
Rg norm w/0.406,pH regr out,Inliers,1,GPR,85/15,-0.11133199101235158,0.12380544094930983
Rg norm w/0.406,pH regr out,All,1,Linear,90/10,0.0583638660693262,0.1314491254435416
Rg norm w/0.406,pH regr out,Inliers,1,Linear,90/10,-0.03608503720161038,0.12995051600455348
Rg norm w/0.406,pH regr out,All,1,Ridge,90/10,0.08362803244452499,0.1296737412285781
Rg norm w/0.406,pH regr out,Inliers,1,Ridge,90/10,0.009026916993593148,0.127089958109873
Rg norm w/0.406,pH regr out,All,1,Lasso,90/10,0.07479438061841992,0.1302972573140638
Rg norm w/0.406,pH regr out,Inliers,1,Lasso,90/10,-0.01598446926837549,0.12868378962905822
Rg norm w/0.406,pH regr out,All,1,Kernel Ridge,90/10,-0.07888715521621448,0.1407032582676087
Rg norm w/0.406,pH regr out,Inliers,1,Kernel Ridge,90/10,-0.13592563603999586,0.1360677670792752
Rg norm w/0.406,pH regr out,All,1,GPR,90/10,-0.29859792154589493,0.15436665552666112
Rg norm w/0.406,pH regr out,Inliers,1,GPR,90/10,-0.1311190502081223,0.13577958151977254
Rg w/no norm,buffer regr out,All,1,Linear,80/20,-0.10070299271934058,1.6784996670757835
Rg w/no norm,buffer regr out,Inliers,1,Linear,80/20,0.17590534174909633,1.40199556692961
Rg w/no norm,buffer regr out,All,1,Ridge,80/20,0.038557053596717794,1.5687290703416146
Rg w/no norm,buffer regr out,Inliers,1,Ridge,80/20,0.18224753102872449,1.396590305004669
Rg w/no norm,buffer regr out,All,1,Lasso,80/20,0.13055038665076857,1.4917924166604182
Rg w/no norm,buffer regr out,Inliers,1,Lasso,80/20,0.17643895231529227,1.4015415894744845
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,80/20,-0.06359154659480115,1.6499607921994492
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,80/20,0.24647778447180635,1.3406213186094855
Rg w/no norm,buffer regr out,All,1,GPR,80/20,0.02277184859068071,1.5815545302002034
Rg w/no norm,buffer regr out,Inliers,1,GPR,80/20,0.06673104346492253,1.4919748449978254
Rg w/no norm,buffer regr out,All,1,Linear,85/15,-0.2564372897996261,1.8782092176409544
Rg w/no norm,buffer regr out,Inliers,1,Linear,85/15,0.1853480764392884,1.491914898352733
Rg w/no norm,buffer regr out,All,1,Ridge,85/15,0.17276672314660058,1.5240090889871942
Rg w/no norm,buffer regr out,Inliers,1,Ridge,85/15,0.19587085697765594,1.4822481200606386
Rg w/no norm,buffer regr out,All,1,Lasso,85/15,0.0613475288957529,1.6234016118266466
Rg w/no norm,buffer regr out,Inliers,1,Lasso,85/15,0.18838572946292242,1.4891307937604068
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,85/15,-0.10206714936071593,1.759047582893805
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,85/15,0.2741691080443587,1.4082369368471712
Rg w/no norm,buffer regr out,All,1,GPR,85/15,-0.013110977490289999,1.686561062149213
Rg w/no norm,buffer regr out,Inliers,1,GPR,85/15,0.24023012755698103,1.4407845452899228
Rg w/no norm,buffer regr out,All,1,Linear,90/10,-0.20611899980759363,2.1664973497284152
Rg w/no norm,buffer regr out,Inliers,1,Linear,90/10,0.1864038200312692,1.431087444670853
Rg w/no norm,buffer regr out,All,1,Ridge,90/10,0.16732879394721012,1.8001133640277338
Rg w/no norm,buffer regr out,Inliers,1,Ridge,90/10,0.19672562699544727,1.4219806185896107
Rg w/no norm,buffer regr out,All,1,Lasso,90/10,0.25529326322874146,1.7023769248697218
Rg w/no norm,buffer regr out,Inliers,1,Lasso,90/10,0.2391605629485214,1.38391121542477
Rg w/no norm,buffer regr out,All,1,Kernel Ridge,90/10,-0.06934747172087197,2.0399640131305885
Rg w/no norm,buffer regr out,Inliers,1,Kernel Ridge,90/10,0.2407272828121062,1.382485606797521
Rg w/no norm,buffer regr out,All,1,GPR,90/10,-0.013971393531780896,1.9864422055526891
Rg w/no norm,buffer regr out,Inliers,1,GPR,90/10,-0.21629807788940436,1.749773082714881
Rg norm w/0.421,buffer regr out,All,1,Linear,80/20,-0.5928261423159782,0.1523228680931482
Rg norm w/0.421,buffer regr out,Inliers,1,Linear,80/20,-0.03258729307921904,0.13048534720204014
Rg norm w/0.421,buffer regr out,All,1,Ridge,80/20,-0.1758444232615417,0.13087474631724733
Rg norm w/0.421,buffer regr out,Inliers,1,Ridge,80/20,0.0331332869485631,0.1262646158280518
Rg norm w/0.421,buffer regr out,All,1,Lasso,80/20,-0.09005812830295179,0.12601021420795883
Rg norm w/0.421,buffer regr out,Inliers,1,Lasso,80/20,-0.008591678967545313,0.12896030385316962
Rg norm w/0.421,buffer regr out,All,1,Kernel Ridge,80/20,-0.07692143890660907,0.12524861507373694
Rg norm w/0.421,buffer regr out,Inliers,1,Kernel Ridge,80/20,0.024648428123833943,0.1268174310551766
Rg norm w/0.421,buffer regr out,All,1,GPR,80/20,-0.08097179216064121,0.12548392705483047
Rg norm w/0.421,buffer regr out,Inliers,1,GPR,80/20,-0.07264638049742111,0.13299234478719815
Rg norm w/0.421,buffer regr out,All,1,Linear,85/15,-0.7955578424825256,0.16856633361438858
