Normalization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.421,buffer regr out,All,1,Linear,85/15,-0.10119987078455828,0.15638539909723143
Rg norm w/0.421,buffer regr out,Inliers,1,Linear,85/15,0.3359861954806336,0.10067711166114245
Rg norm w/0.421,buffer regr out,All,1,Ridge,85/15,0.004248462576848522,0.14870946790999032
Rg norm w/0.421,buffer regr out,Inliers,1,Ridge,85/15,0.14943237705056678,0.11394535269121975
Rg norm w/0.421,buffer regr out,All,1,Lasso,85/15,0.037943033348182276,0.1461717751921398
Rg norm w/0.421,buffer regr out,Inliers,1,Lasso,85/15,0.0912496232455301,0.11777808681465515
Rg norm w/0.421,buffer regr out,All,1,Kernel Ridge,85/15,-0.012765021457707304,0.14997451756920546
Rg norm w/0.421,buffer regr out,Inliers,1,Kernel Ridge,85/15,0.2165456629967989,0.10935761698270709
Rg norm w/0.421,buffer regr out,All,1,GPR,85/15,0.2399223525087082,0.12992481507081866
Rg norm w/0.421,buffer regr out,Inliers,1,GPR,85/15,-0.2774378717939301,0.1396407224762482
Rg norm w/0.421,buffer regr out,All,1,Linear,90/10,-0.29360970519735985,0.13282903893968567
Rg norm w/0.421,buffer regr out,Inliers,1,Linear,90/10,0.34596726004589407,0.08876246451960443
Rg norm w/0.421,buffer regr out,All,1,Ridge,90/10,-0.03014502350981063,0.11853335644094919
Rg norm w/0.421,buffer regr out,Inliers,1,Ridge,90/10,0.16852358534314937,0.10008167722342765
Rg norm w/0.421,buffer regr out,All,1,Lasso,90/10,-0.16831384170692454,0.1262324928686719
Rg norm w/0.421,buffer regr out,Inliers,1,Lasso,90/10,0.13111027675615128,0.10230855196313594
Rg norm w/0.421,buffer regr out,All,1,Kernel Ridge,90/10,-0.04187252951476572,0.11920615815308225
Rg norm w/0.421,buffer regr out,Inliers,1,Kernel Ridge,90/10,0.1906140061729118,0.09874325741304517
Rg norm w/0.421,buffer regr out,All,1,GPR,90/10,-0.13542529503334277,0.1244430596407946
Rg norm w/0.421,buffer regr out,Inliers,1,GPR,90/10,-0.1653406251282381,0.11848300242220394
Rg norm w/0.5,buffer regr out,All,1,Linear,80/20,0.059749609606327914,0.09421567876693887
Rg norm w/0.5,buffer regr out,Inliers,1,Linear,80/20,0.39128159948862784,0.07007470705436068
Rg norm w/0.5,buffer regr out,All,1,Ridge,80/20,0.1413303975769291,0.09003564175899234
Rg norm w/0.5,buffer regr out,Inliers,1,Ridge,80/20,0.190331585968054,0.08081773497400124
Rg norm w/0.5,buffer regr out,All,1,Lasso,80/20,0.14983988418016747,0.08958840063193083
Rg norm w/0.5,buffer regr out,Inliers,1,Lasso,80/20,0.3834002487341355,0.07052689246531026
Rg norm w/0.5,buffer regr out,All,1,Kernel Ridge,80/20,-0.023722912502528004,0.09830885363360688
Rg norm w/0.5,buffer regr out,Inliers,1,Kernel Ridge,80/20,0.1138890472337597,0.08454679095971325
Rg norm w/0.5,buffer regr out,All,1,GPR,80/20,0.08955956148168565,0.09271012993284825
Rg norm w/0.5,buffer regr out,Inliers,1,GPR,80/20,-0.27529851698972996,0.10142826654127243
Rg norm w/0.5,buffer regr out,All,1,Linear,85/15,-0.03324388670600964,0.10116125513660656
Rg norm w/0.5,buffer regr out,Inliers,1,Linear,85/15,0.46288172865471966,0.06865221498410395
Rg norm w/0.5,buffer regr out,All,1,Ridge,85/15,0.08448055373223473,0.0952240335581418
Rg norm w/0.5,buffer regr out,Inliers,1,Ridge,85/15,0.2277963590895351,0.08231623781712834
Rg norm w/0.5,buffer regr out,All,1,Lasso,85/15,0.05962808003595832,0.09650784390539183
Rg norm w/0.5,buffer regr out,Inliers,1,Lasso,85/15,0.3259345711622803,0.07690784062016788
Rg norm w/0.5,buffer regr out,All,1,Kernel Ridge,85/15,0.11230763286179934,0.09376570638065226
Rg norm w/0.5,buffer regr out,Inliers,1,Kernel Ridge,85/15,0.3253916079037299,0.07693880922073046
Rg norm w/0.5,buffer regr out,All,1,GPR,85/15,0.08849301901453932,0.09501513428735227
Rg norm w/0.5,buffer regr out,Inliers,1,GPR,85/15,-0.2527288145728126,0.10484509660330425
Rg norm w/0.5,buffer regr out,All,1,Linear,90/10,-0.04863557828365117,0.08713638904033376
Rg norm w/0.5,buffer regr out,Inliers,1,Linear,90/10,0.5077450168875712,0.05851989653209996
Rg norm w/0.5,buffer regr out,All,1,Ridge,90/10,0.08073297078131092,0.08158458455491588
Rg norm w/0.5,buffer regr out,Inliers,1,Ridge,90/10,0.27454231209540714,0.07104189421842529
Rg norm w/0.5,buffer regr out,All,1,Lasso,90/10,0.038781829763177456,0.08342539091743141
Rg norm w/0.5,buffer regr out,Inliers,1,Lasso,90/10,0.3662722157504219,0.06639874380461853
Rg norm w/0.5,buffer regr out,All,1,Kernel Ridge,90/10,0.038312322580970615,0.08344576300338981
Rg norm w/0.5,buffer regr out,Inliers,1,Kernel Ridge,90/10,0.3261102906290254,0.06847040571513974
Rg norm w/0.5,buffer regr out,All,1,GPR,90/10,-0.1382347144629883,0.09078271729785584
Rg norm w/0.5,buffer regr out,Inliers,1,GPR,90/10,-0.1645897004329695,0.09001087042356735
Rg norm w/0.406,buffer regr out,All,1,Linear,80/20,-0.011959476039065775,0.1573140669101003
Rg norm w/0.406,buffer regr out,Inliers,1,Linear,80/20,0.23838644383342156,0.11266410518859113
Rg norm w/0.406,buffer regr out,All,1,Ridge,80/20,0.0647431339757103,0.15123470046228052
Rg norm w/0.406,buffer regr out,Inliers,1,Ridge,80/20,0.09463367726828542,0.12283734099327094
Rg norm w/0.406,buffer regr out,All,1,Lasso,80/20,-0.0025528835686075,0.1565812093966241
Rg norm w/0.406,buffer regr out,Inliers,1,Lasso,80/20,0.06727226097860939,0.12467968183164384
Rg norm w/0.406,buffer regr out,All,1,Kernel Ridge,80/20,0.005088233258701336,0.1559833637334589
Rg norm w/0.406,buffer regr out,Inliers,1,Kernel Ridge,80/20,-0.024205789693457325,0.1306507334811779
Rg norm w/0.406,buffer regr out,All,1,GPR,80/20,0.2428791956549441,0.1360719435282853
Rg norm w/0.406,buffer regr out,Inliers,1,GPR,80/20,-0.3345297797403628,0.14913595983903047
Rg norm w/0.406,buffer regr out,All,1,Linear,85/15,-0.10478599316076331,0.17004954753547424
Rg norm w/0.406,buffer regr out,Inliers,1,Linear,85/15,0.311134309400214,0.10838782897268691
Rg norm w/0.406,buffer regr out,All,1,Ridge,85/15,0.0363346473527999,0.15881792712315432
Rg norm w/0.406,buffer regr out,Inliers,1,Ridge,85/15,0.1354628301957067,0.12142415081543619
Rg norm w/0.406,buffer regr out,All,1,Lasso,85/15,0.031011190884699058,0.15925599201531893
Rg norm w/0.406,buffer regr out,Inliers,1,Lasso,85/15,0.0953753639715077,0.1242073926879798
Rg norm w/0.406,buffer regr out,All,1,Kernel Ridge,85/15,-0.009477967598494397,0.16254919509149504
Rg norm w/0.406,buffer regr out,Inliers,1,Kernel Ridge,85/15,0.19676172627945188,0.11704030286672423
Rg norm w/0.406,buffer regr out,All,1,GPR,85/15,0.26938783043969516,0.13828652133904537
Rg norm w/0.406,buffer regr out,Inliers,1,GPR,85/15,-0.2800925340080509,0.1477521884472486
Rg norm w/0.406,buffer regr out,All,1,Linear,90/10,-0.3429910091038837,0.14380798107088202
Rg norm w/0.406,buffer regr out,Inliers,1,Linear,90/10,0.3116754393449378,0.09608310958684067
Rg norm w/0.406,buffer regr out,All,1,Ridge,90/10,-0.04980159386403438,0.12714522378522267
Rg norm w/0.406,buffer regr out,Inliers,1,Ridge,90/10,0.1477668695478095,0.10691278025316141
Rg norm w/0.406,buffer regr out,All,1,Lasso,90/10,-0.1816478003452795,0.1348933257104862
Rg norm w/0.406,buffer regr out,Inliers,1,Lasso,90/10,0.1301640456339347,0.10801127542137112
Rg norm w/0.406,buffer regr out,All,1,Kernel Ridge,90/10,-0.047323461674637635,0.12699506739507574
Rg norm w/0.406,buffer regr out,Inliers,1,Kernel Ridge,90/10,0.16434008754658846,0.10586812008846476
Rg norm w/0.406,buffer regr out,All,1,GPR,90/10,-0.13761089913515612,0.13235590098788322
Rg norm w/0.406,buffer regr out,Inliers,1,GPR,90/10,-0.16217824149493532,0.12484949410686765
Rg w/no norm,expr pH only regr out,All,1,Linear,80/20,0.5373699549623825,2.1223153765995626
Rg w/no norm,expr pH only regr out,Inliers,1,Linear,80/20,0.5534789321710558,1.7543964345176517
Rg w/no norm,expr pH only regr out,All,1,Ridge,80/20,0.5198554808725128,2.162116003871011
Rg w/no norm,expr pH only regr out,Inliers,1,Ridge,80/20,0.5428875080266489,1.7750815239781557
Rg w/no norm,expr pH only regr out,All,1,Lasso,80/20,0.5158823988999857,2.171043073036997
Rg w/no norm,expr pH only regr out,Inliers,1,Lasso,80/20,0.5418028862195159,1.7771862043897162
Rg w/no norm,expr pH only regr out,All,1,Kernel Ridge,80/20,0.5406053122650757,2.114881255378071
Rg w/no norm,expr pH only regr out,Inliers,1,Kernel Ridge,80/20,0.5822883478537109,1.6968562554327173
Rg w/no norm,expr pH only regr out,All,1,GPR,80/20,0.02177290749240146,3.0861202687151383
Rg w/no norm,expr pH only regr out,Inliers,1,GPR,80/20,-0.455612448223764,3.1675949302249724
Rg w/no norm,expr pH only regr out,All,1,Linear,85/15,0.5208789064581167,2.256765696519727
Rg w/no norm,expr pH only regr out,Inliers,1,Linear,85/15,0.5388382735481825,1.7368318884857812
Rg w/no norm,expr pH only regr out,All,1,Ridge,85/15,0.5194657411821357,2.2600914056183132
Rg w/no norm,expr pH only regr out,Inliers,1,Ridge,85/15,0.5316834130477219,1.7502533841389036
Rg w/no norm,expr pH only regr out,All,1,Lasso,85/15,0.5141003055066211,2.2726739770471727
Rg w/no norm,expr pH only regr out,Inliers,1,Lasso,85/15,0.5493842924359817,1.7168577734716963
Rg w/no norm,expr pH only regr out,All,1,Kernel Ridge,85/15,0.530482928604513,2.2340326704966467
Rg w/no norm,expr pH only regr out,Inliers,1,Kernel Ridge,85/15,0.5770457701384064,1.6633277853629846
Rg w/no norm,expr pH only regr out,All,1,GPR,85/15,0.08225790217498274,3.1233751667909
Rg w/no norm,expr pH only regr out,Inliers,1,GPR,85/15,-0.4256932813520484,3.053825431857379
Rg w/no norm,expr pH only regr out,All,1,Linear,90/10,0.651838068652246,1.5492522867230798
Rg w/no norm,expr pH only regr out,Inliers,1,Linear,90/10,0.4713110588099907,1.9205484587666604
Rg w/no norm,expr pH only regr out,All,1,Ridge,90/10,0.6642556263074082,1.521373601592459
Rg w/no norm,expr pH only regr out,Inliers,1,Ridge,90/10,0.46526292447844175,1.931502634469146
Rg w/no norm,expr pH only regr out,All,1,Lasso,90/10,0.6750794719406187,1.4966494127832706
Rg w/no norm,expr pH only regr out,Inliers,1,Lasso,90/10,0.4977196711597689,1.8719672284729076
Rg w/no norm,expr pH only regr out,All,1,Kernel Ridge,90/10,0.5312479147168006,1.797641604447022
Rg w/no norm,expr pH only regr out,Inliers,1,Kernel Ridge,90/10,0.5456304348717198,1.780449964393291
Rg w/no norm,expr pH only regr out,All,1,GPR,90/10,-0.15738161692674502,2.8246835089464324
Rg w/no norm,expr pH only regr out,Inliers,1,GPR,90/10,-0.35039788234640223,3.069417964987659
Rg norm w/0.421,expr pH only regr out,All,1,Linear,80/20,0.28875728059771544,0.21674892928467582
Rg norm w/0.421,expr pH only regr out,Inliers,1,Linear,80/20,0.2607897384281256,0.19831038209877808
Rg norm w/0.421,expr pH only regr out,All,1,Ridge,80/20,0.2493868371982535,0.22266714046923305
Rg norm w/0.421,expr pH only regr out,Inliers,1,Ridge,80/20,0.22216159166573046,0.20342585491412904
Rg norm w/0.421,expr pH only regr out,All,1,Lasso,80/20,0.28270455723845755,0.21766924941633328
Rg norm w/0.421,expr pH only regr out,Inliers,1,Lasso,80/20,0.2537723865033986,0.1992494428346182
Rg norm w/0.421,expr pH only regr out,All,1,Kernel Ridge,80/20,0.2462902177423154,0.22312596916805877
Rg norm w/0.421,expr pH only regr out,Inliers,1,Kernel Ridge,80/20,0.3335254247894114,0.18830127083708018
Rg norm w/0.421,expr pH only regr out,All,1,GPR,80/20,-0.3507337086769058,0.29869841148550336
Rg norm w/0.421,expr pH only regr out,Inliers,1,GPR,80/20,-0.6577845733323964,0.2969788387788102
Rg norm w/0.421,expr pH only regr out,All,1,Linear,85/15,0.2778349027435755,0.22014832453533917
Rg norm w/0.421,expr pH only regr out,Inliers,1,Linear,85/15,0.19040317419002883,0.20559575274453423
Rg norm w/0.421,expr pH only regr out,All,1,Ridge,85/15,0.16758760561953756,0.23635587736221747
Rg norm w/0.421,expr pH only regr out,Inliers,1,Ridge,85/15,0.17935451626855792,0.20699389281738326
Rg norm w/0.421,expr pH only regr out,All,1,Lasso,85/15,0.22722101843241738,0.22773238153130163
Rg norm w/0.421,expr pH only regr out,Inliers,1,Lasso,85/15,0.17224522817017596,0.2078885579861141
Rg norm w/0.421,expr pH only regr out,All,1,Kernel Ridge,85/15,0.217006552102046,0.2292325054137127
Rg norm w/0.421,expr pH only regr out,Inliers,1,Kernel Ridge,85/15,0.29342053262488965,0.19207031417982343
Rg norm w/0.421,expr pH only regr out,All,1,GPR,85/15,-0.3429418896306744,0.30021040991961206
Rg norm w/0.421,expr pH only regr out,Inliers,1,GPR,85/15,-0.7347249443755708,0.3009504880673965
Rg norm w/0.421,expr pH only regr out,All,1,Linear,90/10,0.2088962807172131,0.1900600672760056
Rg norm w/0.421,expr pH only regr out,Inliers,1,Linear,90/10,0.05931391157252974,0.22339240227483917
Rg norm w/0.421,expr pH only regr out,All,1,Ridge,90/10,0.2577636750899963,0.18409638810861825
Rg norm w/0.421,expr pH only regr out,Inliers,1,Ridge,90/10,0.08200872693852768,0.2206811883704867
Rg norm w/0.421,expr pH only regr out,All,1,Lasso,90/10,0.29797494144629044,0.17904016635465916
Rg norm w/0.421,expr pH only regr out,Inliers,1,Lasso,90/10,0.1198684512792122,0.21608261752967453
Rg norm w/0.421,expr pH only regr out,All,1,Kernel Ridge,90/10,-0.2364120014463591,0.23760510727743744
Rg norm w/0.421,expr pH only regr out,Inliers,1,Kernel Ridge,90/10,0.3731242487655194,0.18236301891791437
Rg norm w/0.421,expr pH only regr out,All,1,GPR,90/10,-0.30376404302750926,0.24399092032097547
Rg norm w/0.421,expr pH only regr out,Inliers,1,GPR,90/10,-0.7868540579926993,0.30788645208114734
Rg norm w/0.5,expr pH only regr out,All,1,Linear,80/20,0.27043486493844726,0.21773077591621867
Rg norm w/0.5,expr pH only regr out,Inliers,1,Linear,80/20,0.2406909254170183,0.1348616037749574
Rg norm w/0.5,expr pH only regr out,All,1,Ridge,80/20,0.22388119275448248,0.2245700772071955
Rg norm w/0.5,expr pH only regr out,Inliers,1,Ridge,80/20,0.20846502804508238,0.13769370275451429
Rg norm w/0.5,expr pH only regr out,All,1,Lasso,80/20,0.18642642919121633,0.22992500282448985
Rg norm w/0.5,expr pH only regr out,Inliers,1,Lasso,80/20,0.2315703694857857,0.1356691413364725
Rg norm w/0.5,expr pH only regr out,All,1,Kernel Ridge,80/20,0.2418422383026566,0.22195635146878917
Rg norm w/0.5,expr pH only regr out,Inliers,1,Kernel Ridge,80/20,0.3118754886621552,0.12838448368195
Rg norm w/0.5,expr pH only regr out,All,1,GPR,80/20,-0.4756174416051575,0.30965255974619116
Rg norm w/0.5,expr pH only regr out,Inliers,1,GPR,80/20,-0.6616252165506571,0.19950122286113436
Rg norm w/0.5,expr pH only regr out,All,1,Linear,85/15,0.2616979878486191,0.21942947166509294
Rg norm w/0.5,expr pH only regr out,Inliers,1,Linear,85/15,0.16905454058335567,0.14078125410520226
Rg norm w/0.5,expr pH only regr out,All,1,Ridge,85/15,0.15402516018601298,0.2348857418599603
Rg norm w/0.5,expr pH only regr out,Inliers,1,Ridge,85/15,0.16395382414153536,0.1412126823272608
Rg norm w/0.5,expr pH only regr out,All,1,Lasso,85/15,0.21686594598845466,0.2259935197179501
Rg norm w/0.5,expr pH only regr out,Inliers,1,Lasso,85/15,0.19031805759885212,0.13896831669644674
Rg norm w/0.5,expr pH only regr out,All,1,Kernel Ridge,85/15,0.22984139071598697,0.22411350032817579
Rg norm w/0.5,expr pH only regr out,Inliers,1,Kernel Ridge,85/15,0.26842747754958507,0.13209526873632857
Rg norm w/0.5,expr pH only regr out,All,1,GPR,85/15,-0.4730010932387836,0.309941311211975
Rg norm w/0.5,expr pH only regr out,Inliers,1,GPR,85/15,-0.7656854617376674,0.2052179007406078
Rg norm w/0.5,expr pH only regr out,All,1,Linear,90/10,0.1942013772089145,0.193746968515524
Rg norm w/0.5,expr pH only regr out,Inliers,1,Linear,90/10,-0.003371236843986436,0.15112967402939523
Rg norm w/0.5,expr pH only regr out,All,1,Ridge,90/10,0.22218822101684066,0.19035264395773957
Rg norm w/0.5,expr pH only regr out,Inliers,1,Ridge,90/10,0.036327935779401965,0.1481097185874936
Rg norm w/0.5,expr pH only regr out,All,1,Lasso,90/10,0.25249395574562394,0.1866074636088719
Rg norm w/0.5,expr pH only regr out,Inliers,1,Lasso,90/10,0.07540281163260565,0.14507587755505644
Rg norm w/0.5,expr pH only regr out,All,1,Kernel Ridge,90/10,-0.08933980614750392,0.22526999139170792
Rg norm w/0.5,expr pH only regr out,Inliers,1,Kernel Ridge,90/10,0.3384381619427578,0.12271683465950721
Rg norm w/0.5,expr pH only regr out,All,1,GPR,90/10,-0.3739968710555801,0.25299650836045506
Rg norm w/0.5,expr pH only regr out,Inliers,1,GPR,90/10,-0.8948904154525066,0.20768779312958688
Rg norm w/0.406,expr pH only regr out,All,1,Linear,80/20,0.24388828284612363,0.17861562539147074
Rg norm w/0.406,expr pH only regr out,Inliers,1,Linear,80/20,0.26706775468067323,0.2133183669235307
Rg norm w/0.406,expr pH only regr out,All,1,Ridge,80/20,0.13575932548356895,0.1909606197392486
Rg norm w/0.406,expr pH only regr out,Inliers,1,Ridge,80/20,0.2272489821325102,0.21903631716225885
Rg norm w/0.406,expr pH only regr out,All,1,Lasso,80/20,-0.0017505188319257847,0.2055920194438245
Rg norm w/0.406,expr pH only regr out,Inliers,1,Lasso,80/20,0.26181591780998803,0.2140812706739337
Rg norm w/0.406,expr pH only regr out,All,1,Kernel Ridge,80/20,0.23033305938087834,0.18020958262571418
Rg norm w/0.406,expr pH only regr out,Inliers,1,Kernel Ridge,80/20,0.3395163602247586,0.2025010913375136
Rg norm w/0.406,expr pH only regr out,All,1,GPR,80/20,-0.10541188463816176,0.21596756374511536
Rg norm w/0.406,expr pH only regr out,Inliers,1,GPR,80/20,-0.6550081272494854,0.32055045761150774
Rg norm w/0.406,expr pH only regr out,All,1,Linear,85/15,0.23784325093454872,0.1847343464111647
Rg norm w/0.406,expr pH only regr out,Inliers,1,Linear,85/15,0.19735634122816503,0.2208590328547506
Rg norm w/0.406,expr pH only regr out,All,1,Ridge,85/15,0.1594716195634529,0.19399998193998452
Rg norm w/0.406,expr pH only regr out,Inliers,1,Ridge,85/15,0.18516878484966204,0.22252950688053083
Rg norm w/0.406,expr pH only regr out,All,1,Lasso,85/15,-0.00028679339144743743,0.21163513325781638
Rg norm w/0.406,expr pH only regr out,Inliers,1,Lasso,85/15,0.18581428309243875,0.2224413469879351
Rg norm w/0.406,expr pH only regr out,All,1,Kernel Ridge,85/15,0.19675258132379758,0.18964883001944768
Rg norm w/0.406,expr pH only regr out,Inliers,1,Kernel Ridge,85/15,0.2852686155209041,0.20841319093922997
Rg norm w/0.406,expr pH only regr out,All,1,GPR,85/15,-0.0844916046592521,0.22036295916230986
Rg norm w/0.406,expr pH only regr out,Inliers,1,GPR,85/15,-0.7268416779379006,0.3239515315958591
Rg norm w/0.406,expr pH only regr out,All,1,Linear,90/10,0.12563238742531158,0.15156660939391298
Rg norm w/0.406,expr pH only regr out,Inliers,1,Linear,90/10,0.07235799365632656,0.2404615341885322
Rg norm w/0.406,expr pH only regr out,All,1,Ridge,90/10,0.11046364140565623,0.15287566390526902
Rg norm w/0.406,expr pH only regr out,Inliers,1,Ridge,90/10,0.09218174367943754,0.2378783220980075
Rg norm w/0.406,expr pH only regr out,All,1,Lasso,90/10,0.1620683276801902,0.14837502572019176
Rg norm w/0.406,expr pH only regr out,Inliers,1,Lasso,90/10,0.11888643973365887,0.2343534508690504
Rg norm w/0.406,expr pH only regr out,All,1,Kernel Ridge,90/10,-0.5686297378144769,0.2030096704102474
Rg norm w/0.406,expr pH only regr out,Inliers,1,Kernel Ridge,90/10,0.37982480555128484,0.196613170336616
Rg norm w/0.406,expr pH only regr out,All,1,GPR,90/10,-0.2174248474539,0.17884532194513558
Rg norm w/0.406,expr pH only regr out,Inliers,1,GPR,90/10,-0.7670693536300053,0.33188086081340745
Rg w/no norm,expr buffer only regr out,All,1,Linear,80/20,0.4395043892017294,2.0649694466099415
Rg w/no norm,expr buffer only regr out,Inliers,1,Linear,80/20,0.4274689084176547,1.7617993309511306
Rg w/no norm,expr buffer only regr out,All,1,Ridge,80/20,0.3581657089422564,2.2097288220460607
Rg w/no norm,expr buffer only regr out,Inliers,1,Ridge,80/20,0.3520646677560765,1.8742293478812326
Rg w/no norm,expr buffer only regr out,All,1,Lasso,80/20,0.40318237122401046,2.130827747989338
Rg w/no norm,expr buffer only regr out,Inliers,1,Lasso,80/20,0.40144946691787764,1.8013882000318293
Rg w/no norm,expr buffer only regr out,All,1,Kernel Ridge,80/20,0.44165692319718974,2.061000465729463
Rg w/no norm,expr buffer only regr out,Inliers,1,Kernel Ridge,80/20,0.32958276516862783,1.9064678585622294
Rg w/no norm,expr buffer only regr out,All,1,GPR,80/20,-0.2762891175353026,3.1160330495547814
Rg w/no norm,expr buffer only regr out,Inliers,1,GPR,80/20,-0.7715288918703693,3.0990674060236127
Rg w/no norm,expr buffer only regr out,All,1,Linear,85/15,0.45977736224733157,2.0888480349690806
Rg w/no norm,expr buffer only regr out,Inliers,1,Linear,85/15,0.35878040040972614,1.7772026839633006
Rg w/no norm,expr buffer only regr out,All,1,Ridge,85/15,0.3890319697114404,2.2214149957802944
Rg w/no norm,expr buffer only regr out,Inliers,1,Ridge,85/15,0.33112408041816543,1.8151241986171731
Rg w/no norm,expr buffer only regr out,All,1,Lasso,85/15,0.2736433917174429,2.422118586911413
Rg w/no norm,expr buffer only regr out,Inliers,1,Lasso,85/15,0.34587326257228623,1.7950002640449463
Rg w/no norm,expr buffer only regr out,All,1,Kernel Ridge,85/15,0.4350206643330937,2.1361745575050333
Rg w/no norm,expr buffer only regr out,Inliers,1,Kernel Ridge,85/15,0.3280929163166074,1.8192323746704222
Rg w/no norm,expr buffer only regr out,All,1,GPR,85/15,-0.24820835890888615,3.1751481918153077
Rg w/no norm,expr buffer only regr out,Inliers,1,GPR,85/15,-0.7795926121259915,2.9606963154910275
Rg w/no norm,expr buffer only regr out,All,1,Linear,90/10,0.5641292812720422,1.3979289316050327
Rg w/no norm,expr buffer only regr out,Inliers,1,Linear,90/10,0.33709904523317435,1.9174311481127975
Rg w/no norm,expr buffer only regr out,All,1,Ridge,90/10,0.5416697464562062,1.4334927751793805
Rg w/no norm,expr buffer only regr out,Inliers,1,Ridge,90/10,0.29960822347299665,1.9709062874489411
Rg w/no norm,expr buffer only regr out,All,1,Lasso,90/10,0.5127016174580482,1.4780997065696986
Rg w/no norm,expr buffer only regr out,Inliers,1,Lasso,90/10,0.33590065932415847,1.9191635222293495
Rg w/no norm,expr buffer only regr out,All,1,Kernel Ridge,90/10,0.32704014357769395,1.7370040259007404
Rg w/no norm,expr buffer only regr out,Inliers,1,Kernel Ridge,90/10,0.3703618997352055,1.8687058956496017
Rg w/no norm,expr buffer only regr out,All,1,GPR,90/10,-0.6142762140342215,2.6902656695877707
Rg w/no norm,expr buffer only regr out,Inliers,1,GPR,90/10,-0.6248508146104932,3.001941343300824
Rg norm w/0.421,expr buffer only regr out,All,1,Linear,80/20,0.24943580013163935,0.20857429801082775
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Linear,80/20,0.21772761634141435,0.18840544107509627
Rg norm w/0.421,expr buffer only regr out,All,1,Ridge,80/20,0.05284135790287958,0.23430320581864864
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Ridge,80/20,0.18180186750984928,0.19268312599282827
Rg norm w/0.421,expr buffer only regr out,All,1,Lasso,80/20,-7.709698233382412e-06,0.24075124508523732
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Lasso,80/20,0.1599533738336154,0.19523880350816766
Rg norm w/0.421,expr buffer only regr out,All,1,Kernel Ridge,80/20,0.25118146560136423,0.20833160531151015
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Kernel Ridge,80/20,0.14400754872975308,0.19708311092036096
Rg norm w/0.421,expr buffer only regr out,All,1,GPR,80/20,-0.6251042439320829,0.3069074847121937
Rg norm w/0.421,expr buffer only regr out,Inliers,1,GPR,80/20,-1.0761728834315343,0.3069348477858254
Rg norm w/0.421,expr buffer only regr out,All,1,Linear,85/15,0.2943726010777996,0.2014182243505875
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Linear,85/15,0.10909812858041334,0.19607100440285882
Rg norm w/0.421,expr buffer only regr out,All,1,Ridge,85/15,0.1782691798788193,0.21735810204151818
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Ridge,85/15,0.11807680040304425,0.19508048271671427
Rg norm w/0.421,expr buffer only regr out,All,1,Lasso,85/15,-0.00025402680697017566,0.23980939827980555
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Lasso,85/15,0.12708984595485384,0.1940810846659412
Rg norm w/0.421,expr buffer only regr out,All,1,Kernel Ridge,85/15,0.20864547809536382,0.21330281615591773
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Kernel Ridge,85/15,0.0933488148282503,0.19779647825971464
Rg norm w/0.421,expr buffer only regr out,All,1,GPR,85/15,-0.6243239151580005,0.30559578822455624
Rg norm w/0.421,expr buffer only regr out,Inliers,1,GPR,85/15,-1.2397390831760702,0.3108831274282326
Rg norm w/0.421,expr buffer only regr out,All,1,Linear,90/10,0.21241973488463073,0.1679220870285233
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Linear,90/10,0.017460537378124807,0.20407689049334396
Rg norm w/0.421,expr buffer only regr out,All,1,Ridge,90/10,0.1511160764672369,0.17433499156458307
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Ridge,90/10,0.04512907301035762,0.20118294555026056
Rg norm w/0.421,expr buffer only regr out,All,1,Lasso,90/10,0.28145198402800287,0.16039407006703194
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Lasso,90/10,0.11318652687339936,0.193880873839873
Rg norm w/0.421,expr buffer only regr out,All,1,Kernel Ridge,90/10,-0.20132619626881043,0.20739146735809552
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Kernel Ridge,90/10,0.15512598847414028,0.18924081198324075
Rg norm w/0.421,expr buffer only regr out,All,1,GPR,90/10,-0.7945636601777852,0.25347775101279
Rg norm w/0.421,expr buffer only regr out,Inliers,1,GPR,90/10,-1.3361321715580146,0.31467883400047614
Rg norm w/0.5,expr buffer only regr out,All,1,Linear,80/20,0.25303025298938786,0.2104397583407772
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Linear,80/20,0.2251729777190452,0.12808668745815244
Rg norm w/0.5,expr buffer only regr out,All,1,Ridge,80/20,0.132253753193727,0.22681546350699594
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Ridge,80/20,0.19151294910531536,0.1308392810932728
Rg norm w/0.5,expr buffer only regr out,All,1,Lasso,80/20,-0.0008934095476327286,0.24359602813790043
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Lasso,80/20,0.20946764240749816,0.1293783000346019
