Normalization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.421,buffer regr out,All,1,Ridge,85/15,0.11832160059868646,0.12613177410332055
Rg norm w/0.421,buffer regr out,Inliers,1,Ridge,85/15,-0.062113849258315756,0.10623589700066081
Rg norm w/0.421,buffer regr out,All,1,Lasso,85/15,0.16831949727319673,0.12250326505534774
Rg norm w/0.421,buffer regr out,Inliers,1,Lasso,85/15,-0.05116127517341784,0.10568672246346755
Rg norm w/0.421,buffer regr out,All,1,Kernel Ridge,85/15,-0.07235017652393272,0.13910339116003737
Rg norm w/0.421,buffer regr out,Inliers,1,Kernel Ridge,85/15,-0.05785435635837688,0.10602265919757548
Rg norm w/0.421,buffer regr out,All,1,GPR,85/15,-0.08332032543431667,0.13981309498401084
Rg norm w/0.421,buffer regr out,Inliers,1,GPR,85/15,-0.7620951500835353,0.13683601917845034
Rg norm w/0.421,buffer regr out,All,1,Linear,90/10,-0.2465714982424978,0.12236939384229643
Rg norm w/0.421,buffer regr out,Inliers,1,Linear,90/10,-0.29809037158923934,0.10805547635907808
Rg norm w/0.421,buffer regr out,All,1,Ridge,90/10,-0.07587616897260685,0.11368295562803227
Rg norm w/0.421,buffer regr out,Inliers,1,Ridge,90/10,-0.29982571095624455,0.10812767868766822
Rg norm w/0.421,buffer regr out,All,1,Lasso,90/10,-0.03953162323870307,0.11174627755330437
Rg norm w/0.421,buffer regr out,Inliers,1,Lasso,90/10,-0.32114031545754496,0.10901061523372844
Rg norm w/0.421,buffer regr out,All,1,Kernel Ridge,90/10,-0.309458498968916,0.12541806086059626
Rg norm w/0.421,buffer regr out,Inliers,1,Kernel Ridge,90/10,-0.3427841503451732,0.10989993135012026
Rg norm w/0.421,buffer regr out,All,1,GPR,90/10,-0.3688805065298344,0.12823216709250906
Rg norm w/0.421,buffer regr out,Inliers,1,GPR,90/10,-1.3347982043074316,0.14491688599832125
Rg norm w/0.5,buffer regr out,All,1,Linear,80/20,0.17269454800076534,0.08023441869213607
Rg norm w/0.5,buffer regr out,Inliers,1,Linear,80/20,0.1419751184737773,0.07232260357419334
Rg norm w/0.5,buffer regr out,All,1,Ridge,80/20,0.07646315193124531,0.08477247857915443
Rg norm w/0.5,buffer regr out,Inliers,1,Ridge,80/20,0.14242164457133866,0.07230378236442286
Rg norm w/0.5,buffer regr out,All,1,Lasso,80/20,0.10758765906182177,0.08333175934145094
Rg norm w/0.5,buffer regr out,Inliers,1,Lasso,80/20,0.17609377220832056,0.07087009320902349
Rg norm w/0.5,buffer regr out,All,1,Kernel Ridge,80/20,-0.062244737997595,0.09091594588612285
Rg norm w/0.5,buffer regr out,Inliers,1,Kernel Ridge,80/20,0.033441325806005895,0.07676057555980298
Rg norm w/0.5,buffer regr out,All,1,GPR,80/20,0.04558406488728439,0.08617803915037608
Rg norm w/0.5,buffer regr out,Inliers,1,GPR,80/20,-0.36082828434418945,0.09108057733131711
Rg norm w/0.5,buffer regr out,All,1,Linear,85/15,0.22666655971223482,0.08091623474927527
Rg norm w/0.5,buffer regr out,Inliers,1,Linear,85/15,0.07407839446342035,0.0709998040596581
Rg norm w/0.5,buffer regr out,All,1,Ridge,85/15,0.18448625719095935,0.08309366458419365
Rg norm w/0.5,buffer regr out,Inliers,1,Ridge,85/15,0.07834172075660706,0.07083615922851078
Rg norm w/0.5,buffer regr out,All,1,Lasso,85/15,0.2018353912884263,0.08220505116875036
Rg norm w/0.5,buffer regr out,Inliers,1,Lasso,85/15,0.09366782399234175,0.07024472882808991
Rg norm w/0.5,buffer regr out,All,1,Kernel Ridge,85/15,-0.025661844817536528,0.09318679398995898
Rg norm w/0.5,buffer regr out,Inliers,1,Kernel Ridge,85/15,0.04863777643025491,0.07196858971976239
Rg norm w/0.5,buffer regr out,All,1,GPR,85/15,-0.05666710063387481,0.09458480296712186
Rg norm w/0.5,buffer regr out,Inliers,1,GPR,85/15,-0.8200549481711683,0.0995433588782519
Rg norm w/0.5,buffer regr out,All,1,Linear,90/10,-0.3807223620778184,0.07778472906457917
Rg norm w/0.5,buffer regr out,Inliers,1,Linear,90/10,-0.14128194786942871,0.07126822811614324
Rg norm w/0.5,buffer regr out,All,1,Ridge,90/10,-0.11003016151457157,0.06974427333784361
Rg norm w/0.5,buffer regr out,Inliers,1,Ridge,90/10,-0.2223579765766548,0.07375622710767706
Rg norm w/0.5,buffer regr out,All,1,Lasso,90/10,-0.12192123272518796,0.07011684199857655
Rg norm w/0.5,buffer regr out,Inliers,1,Lasso,90/10,-0.13314011710610174,0.07101356167093842
Rg norm w/0.5,buffer regr out,All,1,Kernel Ridge,90/10,-0.32678766031956896,0.07625035603286058
Rg norm w/0.5,buffer regr out,Inliers,1,Kernel Ridge,90/10,-0.23014297284345253,0.07399072495118283
Rg norm w/0.5,buffer regr out,All,1,GPR,90/10,-0.4718507399023686,0.08031063304793035
Rg norm w/0.5,buffer regr out,Inliers,1,GPR,90/10,-1.4105265546004802,0.1035751205658109
Rg norm w/0.406,buffer regr out,All,1,Linear,80/20,0.05782003620532128,0.13253264088459435
Rg norm w/0.406,buffer regr out,Inliers,1,Linear,80/20,0.02533995341305273,0.11699282634968297
Rg norm w/0.406,buffer regr out,All,1,Ridge,80/20,0.0010957658718440122,0.13646392134506427
Rg norm w/0.406,buffer regr out,Inliers,1,Ridge,80/20,0.02582823795663991,0.11696351718413346
Rg norm w/0.406,buffer regr out,All,1,Lasso,80/20,0.05226187089044265,0.13292298834646313
Rg norm w/0.406,buffer regr out,Inliers,1,Lasso,80/20,0.049432745781312626,0.11553779521148368
Rg norm w/0.406,buffer regr out,All,1,Kernel Ridge,80/20,-0.13330547945342763,0.1453548120910746
Rg norm w/0.406,buffer regr out,Inliers,1,Kernel Ridge,80/20,-0.028251767456450416,0.12016621539341706
Rg norm w/0.406,buffer regr out,All,1,GPR,80/20,0.00959894073753409,0.13588185524690813
Rg norm w/0.406,buffer regr out,Inliers,1,GPR,80/20,-0.3275818437108138,0.13654107041308275
Rg norm w/0.406,buffer regr out,All,1,Linear,85/15,0.12064867006296831,0.13577353911852102
Rg norm w/0.406,buffer regr out,Inliers,1,Linear,85/15,-0.08534658036690512,0.11504135214380204
Rg norm w/0.406,buffer regr out,All,1,Ridge,85/15,0.1086950191220416,0.13669325743698033
Rg norm w/0.406,buffer regr out,Inliers,1,Ridge,85/15,-0.08019548671816401,0.11476803227785128
Rg norm w/0.406,buffer regr out,All,1,Lasso,85/15,0.16288661600307697,0.13247260270716993
Rg norm w/0.406,buffer regr out,Inliers,1,Lasso,85/15,-0.07014444723598823,0.11423283565600523
Rg norm w/0.406,buffer regr out,All,1,Kernel Ridge,85/15,-0.07713721917209071,0.15026901600898468
Rg norm w/0.406,buffer regr out,Inliers,1,Kernel Ridge,85/15,-0.06989785712258989,0.11421967373619892
Rg norm w/0.406,buffer regr out,All,1,GPR,85/15,-0.08588466889131108,0.15087795083665134
Rg norm w/0.406,buffer regr out,Inliers,1,GPR,85/15,-0.7423267129418736,0.14575872275332707
Rg norm w/0.406,buffer regr out,All,1,Linear,90/10,-0.2205777035341101,0.1334414561905316
Rg norm w/0.406,buffer regr out,Inliers,1,Linear,90/10,-0.3127813089164384,0.11707401399220349
Rg norm w/0.406,buffer regr out,All,1,Ridge,90/10,-0.06622204298556644,0.12471878887389598
Rg norm w/0.406,buffer regr out,Inliers,1,Ridge,90/10,-0.3015299726095517,0.11657123655288384
Rg norm w/0.406,buffer regr out,All,1,Lasso,90/10,-0.022013876683600664,0.12210584480866965
Rg norm w/0.406,buffer regr out,Inliers,1,Lasso,90/10,-0.3027174518902964,0.11662440258496376
Rg norm w/0.406,buffer regr out,All,1,Kernel Ridge,90/10,-0.2897175557278373,0.1371688072241088
Rg norm w/0.406,buffer regr out,Inliers,1,Kernel Ridge,90/10,-0.6122137565677612,0.12974051805051515
Rg norm w/0.406,buffer regr out,All,1,GPR,90/10,-0.3490440228975198,0.14028819176507173
Rg norm w/0.406,buffer regr out,Inliers,1,GPR,90/10,-1.2952490678467052,0.15480294776976342
Rg w/no norm,expr pH only regr out,All,1,Linear,80/20,0.4789898384556568,1.7775154474509256
Rg w/no norm,expr pH only regr out,Inliers,1,Linear,80/20,0.5087079085362629,1.5760220744846556
Rg w/no norm,expr pH only regr out,All,1,Ridge,80/20,0.5148467688989791,1.715259174212056
Rg w/no norm,expr pH only regr out,Inliers,1,Ridge,80/20,0.4717582133274548,1.6342134710557616
Rg w/no norm,expr pH only regr out,All,1,Lasso,80/20,0.5132323456638131,1.7181107005076295
Rg w/no norm,expr pH only regr out,Inliers,1,Lasso,80/20,0.4922888898328408,1.6021410317503875
Rg w/no norm,expr pH only regr out,All,1,Kernel Ridge,80/20,0.5484662987388944,1.6547613630793339
Rg w/no norm,expr pH only regr out,Inliers,1,Kernel Ridge,80/20,0.46819710507946044,1.6397126913040636
Rg w/no norm,expr pH only regr out,All,1,GPR,80/20,-0.21245645201204666,2.711585864570409
Rg w/no norm,expr pH only regr out,Inliers,1,GPR,80/20,-0.3458732510970022,2.6085219190813573
Rg w/no norm,expr pH only regr out,All,1,Linear,85/15,0.3270946418939189,1.8454865902109483
Rg w/no norm,expr pH only regr out,Inliers,1,Linear,85/15,0.4662975005816552,1.6670487150327542
Rg w/no norm,expr pH only regr out,All,1,Ridge,85/15,0.3806497398971409,1.7705249973842034
Rg w/no norm,expr pH only regr out,Inliers,1,Ridge,85/15,0.46692935668432867,1.6660616043732577
Rg w/no norm,expr pH only regr out,All,1,Lasso,85/15,0.3763490292995114,1.7766615433610549
Rg w/no norm,expr pH only regr out,Inliers,1,Lasso,85/15,0.47902131257494684,1.6470570843513166
Rg w/no norm,expr pH only regr out,All,1,Kernel Ridge,85/15,0.44546897047971834,1.6753163500728157
Rg w/no norm,expr pH only regr out,Inliers,1,Kernel Ridge,85/15,0.4713532532857596,1.659133967425381
Rg w/no norm,expr pH only regr out,All,1,GPR,85/15,-0.18529435065811395,2.4493283418032634
Rg w/no norm,expr pH only regr out,Inliers,1,GPR,85/15,-0.16858062837451881,2.4667663425282904
Rg w/no norm,expr pH only regr out,All,1,Linear,90/10,0.28905037308405124,1.8242840340818207
Rg w/no norm,expr pH only regr out,Inliers,1,Linear,90/10,0.4448330547484819,1.6175519527113067
Rg w/no norm,expr pH only regr out,All,1,Ridge,90/10,0.3310616302674587,1.769563271523854
Rg w/no norm,expr pH only regr out,Inliers,1,Ridge,90/10,0.4432087120638667,1.619916592405688
Rg w/no norm,expr pH only regr out,All,1,Lasso,90/10,0.3267691141318785,1.7752317550981165
Rg w/no norm,expr pH only regr out,Inliers,1,Lasso,90/10,0.45754355642236344,1.5989278766682589
Rg w/no norm,expr pH only regr out,All,1,Kernel Ridge,90/10,0.3294078052604287,1.7717493782858675
Rg w/no norm,expr pH only regr out,Inliers,1,Kernel Ridge,90/10,0.44857615940241713,1.612089716130598
Rg w/no norm,expr pH only regr out,All,1,GPR,90/10,-0.3100282504415546,2.4763576746276
Rg w/no norm,expr pH only regr out,Inliers,1,GPR,90/10,-0.16671470710707004,2.344924014968637
Rg norm w/0.421,expr pH only regr out,All,1,Linear,80/20,0.005363152743299349,0.21104730818837547
Rg norm w/0.421,expr pH only regr out,Inliers,1,Linear,80/20,0.11615176816106676,0.19765199943003
Rg norm w/0.421,expr pH only regr out,All,1,Ridge,80/20,-0.051823388813686755,0.21702959359138652
Rg norm w/0.421,expr pH only regr out,Inliers,1,Ridge,80/20,0.10499887694419185,0.19889513181466345
Rg norm w/0.421,expr pH only regr out,All,1,Lasso,80/20,-0.09565253916657057,0.221505222433138
Rg norm w/0.421,expr pH only regr out,Inliers,1,Lasso,80/20,0.11058796034877094,0.1982731312492456
Rg norm w/0.421,expr pH only regr out,All,1,Kernel Ridge,80/20,0.21075184155889704,0.18799847824988408
Rg norm w/0.421,expr pH only regr out,Inliers,1,Kernel Ridge,80/20,0.2041460580092972,0.18755517391402457
Rg norm w/0.421,expr pH only regr out,All,1,GPR,80/20,-0.3004339272098908,0.24131909666862755
Rg norm w/0.421,expr pH only regr out,Inliers,1,GPR,80/20,-0.7047756747057881,0.2745022971664847
Rg norm w/0.421,expr pH only regr out,All,1,Linear,85/15,0.019460934743061542,0.21260437756260767
Rg norm w/0.421,expr pH only regr out,Inliers,1,Linear,85/15,0.05852308068218148,0.21486232760889337
Rg norm w/0.421,expr pH only regr out,All,1,Ridge,85/15,0.019425949181880675,0.21260817038299376
Rg norm w/0.421,expr pH only regr out,Inliers,1,Ridge,85/15,0.06697326851291774,0.21389591016589893
Rg norm w/0.421,expr pH only regr out,All,1,Lasso,85/15,-0.12715830603660927,0.22794612296751557
Rg norm w/0.421,expr pH only regr out,Inliers,1,Lasso,85/15,0.072394883731843,0.2132735534692086
Rg norm w/0.421,expr pH only regr out,All,1,Kernel Ridge,85/15,0.2777607615252784,0.18246530263649077
Rg norm w/0.421,expr pH only regr out,Inliers,1,Kernel Ridge,85/15,0.19622094589850936,0.19852891983172175
Rg norm w/0.421,expr pH only regr out,All,1,GPR,85/15,-0.23234465728509046,0.23834489001396486
Rg norm w/0.421,expr pH only regr out,Inliers,1,GPR,85/15,-0.49903676343067227,0.27112001466120184
Rg norm w/0.421,expr pH only regr out,All,1,Linear,90/10,0.055153491431028434,0.21245762510515784
Rg norm w/0.421,expr pH only regr out,Inliers,1,Linear,90/10,0.12735284484176024,0.20962821184360886
Rg norm w/0.421,expr pH only regr out,All,1,Ridge,90/10,0.11107253715641352,0.20607478388896017
Rg norm w/0.421,expr pH only regr out,Inliers,1,Ridge,90/10,0.12001840087206961,0.21050731243644918
Rg norm w/0.421,expr pH only regr out,All,1,Lasso,90/10,0.09313118468761483,0.2081440138446616
Rg norm w/0.421,expr pH only regr out,Inliers,1,Lasso,90/10,0.12645829139002596,0.20973562960473918
Rg norm w/0.421,expr pH only regr out,All,1,Kernel Ridge,90/10,0.26402630383373615,0.18750931085090883
Rg norm w/0.421,expr pH only regr out,Inliers,1,Kernel Ridge,90/10,0.24812478406675476,0.1945822746072458
Rg norm w/0.421,expr pH only regr out,All,1,GPR,90/10,-0.4161626222354813,0.26010473306638665
Rg norm w/0.421,expr pH only regr out,Inliers,1,GPR,90/10,-0.49680873728029007,0.27454500453912084
Rg norm w/0.5,expr pH only regr out,All,1,Linear,80/20,0.01893676810798195,0.2094250993012271
Rg norm w/0.5,expr pH only regr out,Inliers,1,Linear,80/20,0.07212465432877868,0.13397759175029536
Rg norm w/0.5,expr pH only regr out,All,1,Ridge,80/20,-0.029613456761035106,0.21454447514697536
Rg norm w/0.5,expr pH only regr out,Inliers,1,Ridge,80/20,0.06889568485759079,0.134210507649516
Rg norm w/0.5,expr pH only regr out,All,1,Lasso,80/20,-0.06703145362194585,0.21840815040671413
Rg norm w/0.5,expr pH only regr out,Inliers,1,Lasso,80/20,0.08168488592256207,0.13328559513671592
Rg norm w/0.5,expr pH only regr out,All,1,Kernel Ridge,80/20,0.18364721636523462,0.19103773889829156
Rg norm w/0.5,expr pH only regr out,Inliers,1,Kernel Ridge,80/20,0.17377173885047215,0.12642628379535578
Rg norm w/0.5,expr pH only regr out,All,1,GPR,80/20,-0.3649856288472928,0.24702691215774086
Rg norm w/0.5,expr pH only regr out,Inliers,1,GPR,80/20,-0.7825113458471853,0.18569640703226442
Rg norm w/0.5,expr pH only regr out,All,1,Linear,85/15,0.008118764309546389,0.2127902156136056
Rg norm w/0.5,expr pH only regr out,Inliers,1,Linear,85/15,0.0112671255251372,0.14565753999641812
Rg norm w/0.5,expr pH only regr out,All,1,Ridge,85/15,0.014038847536613108,0.21215424173515168
Rg norm w/0.5,expr pH only regr out,Inliers,1,Ridge,85/15,0.031185139160788355,0.1441829409416064
Rg norm w/0.5,expr pH only regr out,All,1,Lasso,85/15,-0.11222388201197053,0.22532943383982393
Rg norm w/0.5,expr pH only regr out,Inliers,1,Lasso,85/15,0.05171161111528033,0.1426473474309101
Rg norm w/0.5,expr pH only regr out,All,1,Kernel Ridge,85/15,0.230175316742383,0.18746393693348862
Rg norm w/0.5,expr pH only regr out,Inliers,1,Kernel Ridge,85/15,0.033915412409445955,0.14397963245503856
Rg norm w/0.5,expr pH only regr out,All,1,GPR,85/15,-0.2694244887867687,0.24072724938435383
Rg norm w/0.5,expr pH only regr out,Inliers,1,GPR,85/15,-0.5949986143545416,0.18500081379105388
Rg norm w/0.5,expr pH only regr out,All,1,Linear,90/10,0.012706437376963975,0.21953844258313798
Rg norm w/0.5,expr pH only regr out,Inliers,1,Linear,90/10,0.09707136782267356,0.14272187075278486
Rg norm w/0.5,expr pH only regr out,All,1,Ridge,90/10,0.04789330623240973,0.21559080569489283
Rg norm w/0.5,expr pH only regr out,Inliers,1,Ridge,90/10,0.09711685802954284,0.14271827549122731
Rg norm w/0.5,expr pH only regr out,All,1,Lasso,90/10,0.0648987293901695,0.21365681491452115
Rg norm w/0.5,expr pH only regr out,Inliers,1,Lasso,90/10,0.11530660789823743,0.14127333871351044
Rg norm w/0.5,expr pH only regr out,All,1,Kernel Ridge,90/10,0.22376256814040674,0.19466358492398567
Rg norm w/0.5,expr pH only regr out,Inliers,1,Kernel Ridge,90/10,0.23040729389683634,0.13176324707341958
Rg norm w/0.5,expr pH only regr out,All,1,GPR,90/10,-0.40326620427922655,0.2617323829838805
Rg norm w/0.5,expr pH only regr out,Inliers,1,GPR,90/10,-0.5837907506440811,0.1890221585910382
Rg norm w/0.406,expr pH only regr out,All,1,Linear,80/20,-0.06602592172694455,0.17032909538429672
Rg norm w/0.406,expr pH only regr out,Inliers,1,Linear,80/20,0.12739245078641614,0.2125654571744223
Rg norm w/0.406,expr pH only regr out,All,1,Ridge,80/20,-0.08951642555819239,0.17219552002299104
Rg norm w/0.406,expr pH only regr out,Inliers,1,Ridge,80/20,0.11465914228961893,0.21411074455201964
Rg norm w/0.406,expr pH only regr out,All,1,Lasso,80/20,-0.13609212582399466,0.17583759381392924
Rg norm w/0.406,expr pH only regr out,Inliers,1,Lasso,80/20,0.12106022684941753,0.21333532159192709
Rg norm w/0.406,expr pH only regr out,All,1,Kernel Ridge,80/20,0.20342110036362027,0.14723781246401518
Rg norm w/0.406,expr pH only regr out,Inliers,1,Kernel Ridge,80/20,0.21195126961787647,0.20200389571494418
Rg norm w/0.406,expr pH only regr out,All,1,GPR,80/20,-0.19790304155502736,0.18055760735561818
Rg norm w/0.406,expr pH only regr out,Inliers,1,GPR,80/20,-0.6895765625382941,0.2957822759867594
Rg norm w/0.406,expr pH only regr out,All,1,Linear,85/15,0.032152511005705486,0.16784270975523752
Rg norm w/0.406,expr pH only regr out,Inliers,1,Linear,85/15,0.07036531223901055,0.23103418414699847
Rg norm w/0.406,expr pH only regr out,All,1,Ridge,85/15,0.020919694990967796,0.16881388935416036
Rg norm w/0.406,expr pH only regr out,Inliers,1,Ridge,85/15,0.07654735137818813,0.23026471803851029
Rg norm w/0.406,expr pH only regr out,All,1,Lasso,85/15,-0.13733129427773094,0.1819460003820199
Rg norm w/0.406,expr pH only regr out,Inliers,1,Lasso,85/15,0.08373978319140951,0.22936624169704253
Rg norm w/0.406,expr pH only regr out,All,1,Kernel Ridge,85/15,0.3041257307140798,0.14231949948486572
Rg norm w/0.406,expr pH only regr out,Inliers,1,Kernel Ridge,85/15,0.20338982114776172,0.21386662158759775
Rg norm w/0.406,expr pH only regr out,All,1,GPR,85/15,-0.1645353349590608,0.1841091419382057
Rg norm w/0.406,expr pH only regr out,Inliers,1,GPR,85/15,-0.4818477812056874,0.29169022832528463
Rg norm w/0.406,expr pH only regr out,All,1,Linear,90/10,0.11811646289943611,0.16205264943582384
Rg norm w/0.406,expr pH only regr out,Inliers,1,Linear,90/10,0.13543386224852694,0.22525984318228565
Rg norm w/0.406,expr pH only regr out,All,1,Ridge,90/10,0.16793791585974605,0.157408573901761
Rg norm w/0.406,expr pH only regr out,Inliers,1,Ridge,90/10,0.12664731220184733,0.22640160285533373
Rg norm w/0.406,expr pH only regr out,All,1,Lasso,90/10,0.10079196217404407,0.1636366606780603
Rg norm w/0.406,expr pH only regr out,Inliers,1,Lasso,90/10,0.13404517502813917,0.22544067952300176
Rg norm w/0.406,expr pH only regr out,All,1,Kernel Ridge,90/10,0.28395495479329547,0.14602280614740212
Rg norm w/0.406,expr pH only regr out,Inliers,1,Kernel Ridge,90/10,0.25301398925889806,0.20938275070445259
Rg norm w/0.406,expr pH only regr out,All,1,GPR,90/10,-0.3767985597295582,0.20248167259682717
Rg norm w/0.406,expr pH only regr out,Inliers,1,GPR,90/10,-0.48089955320862976,0.2948135685375784
Rg w/no norm,expr buffer only regr out,All,1,Linear,80/20,0.3192385089307328,1.8183640474114533
Rg w/no norm,expr buffer only regr out,Inliers,1,Linear,80/20,0.344617254136814,1.4856636218992885
Rg w/no norm,expr buffer only regr out,All,1,Ridge,80/20,0.3388478238779463,1.7919837264790381
Rg w/no norm,expr buffer only regr out,Inliers,1,Ridge,80/20,0.3588170022731726,1.4694810378608372
Rg w/no norm,expr buffer only regr out,All,1,Lasso,80/20,0.36503111363396723,1.7561417514562898
Rg w/no norm,expr buffer only regr out,Inliers,1,Lasso,80/20,0.35120083151677506,1.4781827497805469
Rg w/no norm,expr buffer only regr out,All,1,Kernel Ridge,80/20,0.34147107766012097,1.7884251658322734
Rg w/no norm,expr buffer only regr out,Inliers,1,Kernel Ridge,80/20,0.35734164806302304,1.4711706953674644
Rg w/no norm,expr buffer only regr out,All,1,GPR,80/20,-0.45279304152906974,2.656349535473258
Rg w/no norm,expr buffer only regr out,Inliers,1,GPR,80/20,-0.9717953295088237,2.5769376116939124
Rg w/no norm,expr buffer only regr out,All,1,Linear,85/15,0.06403874160356626,1.8573856658137495
Rg w/no norm,expr buffer only regr out,Inliers,1,Linear,85/15,0.2601493761213425,1.5778790493885193
Rg w/no norm,expr buffer only regr out,All,1,Ridge,85/15,0.13618871959402223,1.7843604509146092
Rg w/no norm,expr buffer only regr out,Inliers,1,Ridge,85/15,0.3149125773786229,1.5183597578655454
Rg w/no norm,expr buffer only regr out,All,1,Lasso,85/15,0.11323757027601866,1.8079099527649154
Rg w/no norm,expr buffer only regr out,Inliers,1,Lasso,85/15,0.325166780689751,1.506953717153167
Rg w/no norm,expr buffer only regr out,All,1,Kernel Ridge,85/15,0.08932012483690988,1.8321288899301833
Rg w/no norm,expr buffer only regr out,Inliers,1,Kernel Ridge,85/15,0.3157302653403584,1.5174533661131682
Rg w/no norm,expr buffer only regr out,All,1,GPR,85/15,-0.5380289387689563,2.3809781326225425
Rg w/no norm,expr buffer only regr out,Inliers,1,GPR,85/15,-0.7756089439189326,2.4444173048036846
Rg w/no norm,expr buffer only regr out,All,1,Linear,90/10,0.08755055902347708,1.6279927306927842
Rg w/no norm,expr buffer only regr out,Inliers,1,Linear,90/10,0.24166598339122336,1.4617391087217748
Rg w/no norm,expr buffer only regr out,All,1,Ridge,90/10,0.15295263431642325,1.568562776948215
Rg w/no norm,expr buffer only regr out,Inliers,1,Ridge,90/10,0.27602175780398985,1.4282438250665226
Rg w/no norm,expr buffer only regr out,All,1,Lasso,90/10,0.20242187176344473,1.522070169955629
Rg w/no norm,expr buffer only regr out,Inliers,1,Lasso,90/10,0.3262506993598314,1.377808188643107
Rg w/no norm,expr buffer only regr out,All,1,Kernel Ridge,90/10,0.1321510388759951,1.5877061629951652
Rg w/no norm,expr buffer only regr out,Inliers,1,Kernel Ridge,90/10,0.3231498396534168,1.3809751569544095
Rg w/no norm,expr buffer only regr out,All,1,GPR,90/10,-0.953265673644875,2.3819284712651547
Rg w/no norm,expr buffer only regr out,Inliers,1,GPR,90/10,-0.9739106396864752,2.358323300122976
Rg norm w/0.421,expr buffer only regr out,All,1,Linear,80/20,-0.01498308748148136,0.19519546321533687
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Linear,80/20,0.04520603868060913,0.1801938081560359
Rg norm w/0.421,expr buffer only regr out,All,1,Ridge,80/20,-0.023528545266913614,0.19601544651777736
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Ridge,80/20,0.06522173519761498,0.17829506997035321
Rg norm w/0.421,expr buffer only regr out,All,1,Lasso,80/20,-0.07728809679170023,0.2010973035064963
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Lasso,80/20,0.09305406321524479,0.17562071119286438
Rg norm w/0.421,expr buffer only regr out,All,1,Kernel Ridge,80/20,0.0665288350471891,0.1871935024430121
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Kernel Ridge,80/20,0.13018984230761554,0.17198765273747102
Rg norm w/0.421,expr buffer only regr out,All,1,GPR,80/20,-0.6589392910296312,0.2495488444847926
Rg norm w/0.421,expr buffer only regr out,Inliers,1,GPR,80/20,-1.4854003075627507,0.2907255532685532
Rg norm w/0.421,expr buffer only regr out,All,1,Linear,85/15,0.047424168402664946,0.1927309264471173
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Linear,85/15,-0.033161970670219976,0.195362102792103
Rg norm w/0.421,expr buffer only regr out,All,1,Ridge,85/15,0.0006620972459939756,0.19740484590706475
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Ridge,85/15,0.015228548642077122,0.190732121801146
Rg norm w/0.421,expr buffer only regr out,All,1,Lasso,85/15,0.09952114578750804,0.18738653867356625
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Lasso,85/15,0.06625785689211539,0.1857246700357299
Rg norm w/0.421,expr buffer only regr out,All,1,Kernel Ridge,85/15,0.07447085637466122,0.18997509881417657
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Kernel Ridge,85/15,0.018686146092553146,0.19039699085245734
Rg norm w/0.421,expr buffer only regr out,All,1,GPR,85/15,-0.6200965330982078,0.2513460566994826
Rg norm w/0.421,expr buffer only regr out,Inliers,1,GPR,85/15,-1.320579896783494,0.29278874491249735
Rg norm w/0.421,expr buffer only regr out,All,1,Linear,90/10,0.09655867193903833,0.17116749314615712
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Linear,90/10,0.07583992764332714,0.18020030549243082
Rg norm w/0.421,expr buffer only regr out,All,1,Ridge,90/10,0.1336125552166445,0.1676205990721199
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Ridge,90/10,0.08926810915850159,0.17888634657739477
Rg norm w/0.421,expr buffer only regr out,All,1,Lasso,90/10,0.1314576071165795,0.1678289292843622
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Lasso,90/10,0.13201629848214025,0.17463758114510886
Rg norm w/0.421,expr buffer only regr out,All,1,Kernel Ridge,90/10,0.2357106744793801,0.1574346092025717
Rg norm w/0.421,expr buffer only regr out,Inliers,1,Kernel Ridge,90/10,0.16299540965822346,0.17149278063320317
Rg norm w/0.421,expr buffer only regr out,All,1,GPR,90/10,-1.0697822320200912,0.25907985221387403
Rg norm w/0.421,expr buffer only regr out,Inliers,1,GPR,90/10,-1.5122022458817224,0.29710449472997535
Rg norm w/0.5,expr buffer only regr out,All,1,Linear,80/20,0.00996181029353349,0.19693552104115292
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Linear,80/20,0.03970744640214474,0.12259955496408388
Rg norm w/0.5,expr buffer only regr out,All,1,Ridge,80/20,-0.011970086725711093,0.19910488721420563
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Ridge,80/20,0.05932106850846208,0.12134107038897649
Rg norm w/0.5,expr buffer only regr out,All,1,Lasso,80/20,-0.05600296038311625,0.20339049373186477
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Lasso,80/20,0.08390805260672451,0.11974479529681017
Rg norm w/0.5,expr buffer only regr out,All,1,Kernel Ridge,80/20,0.09768572201797898,0.188008289192999
Rg norm w/0.5,expr buffer only regr out,Inliers,1,Kernel Ridge,80/20,0.12410781172249452,0.11708801396877663
