Normalization,Regressing out,Points,Model,PCA Components,Regression Type,RMSE Score
Rg norm w/0.418,pH regr out,All,ProtBERT,50,GPR,0.12177828596125444
Rg norm w/0.418,pH regr out,All,ProtBERT,20,Kernel Ridge,0.12184750706019169
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,Lasso,0.12242976959790962
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,50,Linear,0.12270818388515549
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,Ridge,0.12303765428942297
Rg norm w/0.418,pH regr out,All,ProtBERT,10,GPR,0.12307360453701786
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,0.12384976008701498
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,Lasso,0.12389506558919224
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,Linear,0.12410499081119646
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,0.12420408844609566
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,Linear,0.1247403103688327
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,100,GPR,0.12504953973070063
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,0.1251381947945445
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,Lasso,0.12566080943144667
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,GPR,0.12602526602762276
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,Linear,0.1264127635438312
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Linear,0.1265156168381425
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Ridge,0.1266752237223896
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,Ridge,0.12680777998533369
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,GPR,0.12719526759332053
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Ridge,0.1273541097503236
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Ridge,0.1274277214935697
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,GPR,0.12781557251423337
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,GPR,0.12809973822112328
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,GPR,0.12834563563409948
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,GPR,0.12859587838695544
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,Linear,0.12863184234275726
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Linear,0.12865315376106387
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,Kernel Ridge,0.12873166722004425
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,GPR,0.1287992560979509
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,Ridge,0.12894664408076525
Rg norm w/0.427,No regr out,All,ProtBERT,10,Kernel Ridge,0.12941191899357352
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,Kernel Ridge,0.1295274851882265
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,Kernel Ridge,0.1297524416393033
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,Linear,0.13004318688465102
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Kernel Ridge,0.13013822710087916
Rg norm w/0.427,No regr out,All,ProtBERT,50,Kernel Ridge,0.1302354758574785
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,Lasso,0.1305732968428061
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,Kernel Ridge,0.1306230970849695
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,GPR,0.13072634565962696
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,10,GPR,0.1328490218193333
Rg norm w/0.418,buffer regr out,All,ProtBERT,190,GPR,0.13297571843988826
Rg norm w/0.427,No regr out,All,ProtBERT,100,Kernel Ridge,0.13298469271814892
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,10,Lasso,0.13315808318681485
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,GPR,0.13330278460178246
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,GPR,0.13339094444486269
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,GPR,0.13369934697927482
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,GPR,0.13381474826215103
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,GPR,0.13423767616525636
Rg norm w/0.418,buffer regr out,All,ProtBERT,190,Kernel Ridge,0.13437188506991915
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,GPR,0.1344872513854429
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Kernel Ridge,0.1352503312923222
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Kernel Ridge,0.13550494966475798
Rg norm w/0.5,No regr out,All,ProtBERT,10,Kernel Ridge,0.13554252166741707
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Kernel Ridge,0.13585594528484785
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Kernel Ridge,0.1363789033369555
Rg norm w/0.5,No regr out,All,ProtBERT,50,Kernel Ridge,0.13650085311442736
Rg norm w/0.427,No regr out,All,ProtBERT,20,Kernel Ridge,0.13751797693892434
Rg norm w/0.427,No regr out,All,ProtBERT,190,Kernel Ridge,0.1380607304886771
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Lasso,0.1386126339077027
Rg norm w/0.427,No regr out,All,ProtBERT,20,Lasso,0.138612797428599
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Lasso,0.1392319180397207
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,0.13923199975212952
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,0.13923199975218475
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,0.13923200035834118
Rg norm w/0.427,No regr out,All,ProtBERT,10,Lasso,0.13923213019134065
Rg norm w/0.427,No regr out,All,ProtBERT,190,Lasso,0.1392322118740397
Rg norm w/0.427,No regr out,All,ProtBERT,100,Lasso,0.13923221187409515
Rg norm w/0.427,No regr out,All,ProtBERT,50,Lasso,0.13923221248051976
Rg norm w/0.5,No regr out,All,ProtBERT,100,Kernel Ridge,0.13939539467306128
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,GPR,0.14116372000581723
Rg norm w/0.427,No regr out,Inliers,ProtBERT,10,GPR,0.14317515086283397
Rg norm w/0.5,No regr out,All,ProtBERT,20,Kernel Ridge,0.1440829040474005
Rg norm w/0.5,No regr out,All,ProtBERT,190,Kernel Ridge,0.14466944937138257
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,190,Linear,0.14524679655728248
Rg norm w/0.5,No regr out,All,ProtBERT,100,Lasso,0.14552989229819066
Rg norm w/0.418,pH regr out,All,ProtBERT,100,Lasso,0.14553087660382413
Rg norm w/0.5,No regr out,All,ProtBERT,190,Lasso,0.14553179883603087
Rg norm w/0.418,pH regr out,All,ProtBERT,190,Lasso,0.14553278429115982
Rg norm w/0.5,No regr out,All,ProtBERT,20,Lasso,0.14588559339659016
Rg norm w/0.418,pH regr out,All,ProtBERT,20,Lasso,0.1458860167974015
Rg norm w/0.5,No regr out,All,ProtBERT,10,Lasso,0.14601964079633806
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Lasso,0.14601972209672232
Rg norm w/0.5,No regr out,All,ProtBERT,50,Lasso,0.1460197259321542
Rg norm w/0.418,pH regr out,All,ProtBERT,50,Lasso,0.14601980726914315
Rg norm w/0.418,No regr out,Inliers,ProtBERT,10,GPR,0.1500604679666467
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,50,Linear,0.1505065805008319
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Ridge,0.15078469113825047
Rg norm w/0.427,No regr out,All,ProtBERT,20,Ridge,0.1507857732038735
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,190,Linear,0.15098612341314732
Rg norm w/0.418,No regr out,All,ProtBERT,10,GPR,0.1521766680644052
Rg norm w/0.418,No regr out,All,ProtBERT,190,GPR,0.15536792431544383
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.15758050397504061
Rg norm w/0.427,pH regr out,All,ProtBERT,20,Linear,0.15795448618524086
Rg norm w/0.418,pH regr out,All,ProtBERT,20,Ridge,0.1579546227252108
Rg norm w/0.427,No regr out,All,ProtBERT,20,Linear,0.15795547119825695
Rg norm w/0.5,No regr out,All,ProtBERT,20,Ridge,0.15795573907136373
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Lasso,0.158113481472574
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,Lasso,0.1581134913873579
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,Lasso,0.1581134917681052
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,190,Linear,0.15848105246122654
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,Lasso,0.15859021347007526
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.15873450489908428
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,Lasso,0.15884226393560627
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.15930208633810647
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.15980641314523775
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.16089252812017887
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.1613274203992286
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Linear,0.16148773133585675
Rg norm w/0.418,No regr out,All,ProtBERT,50,Linear,0.16149080280033332
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.16152577464157847
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,Linear,0.1616586954192408
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.1618819026699588
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Ridge,0.16225334956576662
Rg norm w/0.427,No regr out,All,ProtBERT,10,Ridge,0.16225697682258
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Ridge,0.16358308653177833
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,Ridge,0.1638371010407981
Rg norm w/0.418,No regr out,All,ProtBERT,50,GPR,0.1639252558791064
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,50,Linear,0.16398118868179748
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.16445610028194768
Rg norm w/0.427,No regr out,All,ProtBERT,190,Ridge,0.16473195502077623
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,0.16473211374147503
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.16495198612654569
Rg norm w/0.427,No regr out,All,ProtBERT,50,Ridge,0.16501718276107127
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,0.16501723410173366
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.1653340401301235
Rg norm w/0.418,pH regr out,All,ProtBERT,20,Linear,0.1653899418593567
Rg norm w/0.5,No regr out,All,ProtBERT,20,Linear,0.16539092860385
Rg norm w/0.418,buffer regr out,All,ProtBERT,190,Lasso,0.16565521063500413
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Lasso,0.16565521063521205
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Lasso,0.16565521103729478
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Linear,0.16609467502783962
Rg norm w/0.427,No regr out,All,ProtBERT,10,Linear,0.16609956617678973
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,Kernel Ridge,0.16616122648160675
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,0.16622202118877363
Rg norm w/0.427,No regr out,All,ProtBERT,100,Ridge,0.16622216482703278
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Lasso,0.16642192764780453
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Lasso,0.1665431389340363
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.16670355695894212
Rg norm w/0.418,No regr out,All,ProtBERT,100,GPR,0.16747431264205814
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,0.16775545500811195
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.1678041486131191
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Ridge,0.16817201078792765
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.1684764444849096
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.16882985569858366
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,0.1688796136991875
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,0.16902256563839424
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,0.16940079883855316
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Linear,0.1694350042219143
Rg norm w/0.418,No regr out,All,ProtBERT,20,GPR,0.16996283764212913
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Ridge,0.17001468110388848
Rg norm w/0.5,No regr out,All,ProtBERT,10,Ridge,0.17001843014364026
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,Ridge,0.1708324906869858
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,0.17084287811165574
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,Ridge,0.17146869833102926
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,0.17209598890077293
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,0.17234424031588705
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,Ridge,0.17237998267645735
Rg norm w/0.5,No regr out,All,ProtBERT,190,Ridge,0.17242774942012037
Rg norm w/0.418,pH regr out,All,ProtBERT,190,Ridge,0.17242795015984502
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,GPR,0.1726961414450081
Rg norm w/0.5,No regr out,All,ProtBERT,50,Ridge,0.17281387117682548
Rg norm w/0.418,pH regr out,All,ProtBERT,50,Ridge,0.17281395219975615
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,0.17309639466130392
Rg norm w/0.418,pH regr out,All,ProtBERT,100,Ridge,0.17397445368281658
Rg norm w/0.5,No regr out,All,ProtBERT,100,Ridge,0.17397456675799897
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Linear,0.17399888524661353
Rg norm w/0.5,No regr out,All,ProtBERT,10,Linear,0.17400395937551663
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,GPR,0.17448040741293394
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Ridge,0.17509486008344832
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,0.17552027916397575
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,Lasso,0.1759506827507383
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,Ridge,0.1760152931813477
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,0.17668441882399302
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Ridge,0.17701020172730353
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Lasso,0.1772044924750121
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,0.1774136157312114
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,0.17769468355560372
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,GPR,0.1778221788404225
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Lasso,0.17794504015156612
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,0.1779788395328434
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Lasso,0.17845630966497963
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Linear,0.1786156014876257
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Linear,0.17876591034546316
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,0.17877098591272977
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,GPR,0.17964252226719568
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Ridge,0.1803408877721053
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,0.18035663393281384
Rg norm w/0.427,buffer regr out,All,ProtBERT,20,Linear,0.18145397275713385
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,GPR,0.18147028100217746
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,Lasso,0.18166448838778448
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,Ridge,0.1816919157874417
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Linear,0.18187546946427766
Rg norm w/0.427,buffer regr out,All,ProtBERT,100,Ridge,0.18265287436713032
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,Kernel Ridge,0.18272429466286919
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,GPR,0.18273630643405045
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,Ridge,0.18276696916325066
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,Ridge,0.18338408710784845
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,Ridge,0.18359299631551415
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,Lasso,0.1843855882876242
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,Linear,0.18517397758566234
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Ridge,0.1852237027343662
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,GPR,0.18538187587883906
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,Lasso,0.18556041570115345
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,0.1856460563971998
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,Lasso,0.18608973246125016
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,Kernel Ridge,0.18612426473122368
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,0.18624244597657022
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,Ridge,0.18672562672915857
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,Lasso,0.1867668504004257
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,20,Linear,0.18682416195795035
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,50,Kernel Ridge,0.18698546736335397
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,Linear,0.1871370576804806
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,0.18744619667184428
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,GPR,0.18794146482408924
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,Linear,0.1880034328730625
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,0.18898616768782514
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,Lasso,0.1891671923469834
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Linear,0.18981443129508266
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,GPR,0.18990415047756773
Rg norm w/0.418,buffer regr out,All,ProtBERT,190,Ridge,0.1900181381524794
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,Lasso,0.1901088707577684
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,GPR,0.1901690262411773
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Linear,0.19030897925348814
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,0.19063423422900705
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Ridge,0.19100609818481795
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,0.19103928916491286
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,0.19119697410932313
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,10,Ridge,0.1912947915761911
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,Lasso,0.1916688946153946
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Ridge,0.19212770662618653
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,GPR,0.19278468265120655
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,0.19285468837456674
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,GPR,0.1932535040230825
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,0.19332233200824214
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,50,GPR,0.1935597526013347
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,10,Linear,0.19378279642432075
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,GPR,0.19406906162845386
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,10,GPR,0.1940987736678156
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,GPR,0.19447703882688971
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,10,Ridge,0.19556913126916886
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,190,GPR,0.19577662701611356
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,GPR,0.19624392297619161
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,GPR,0.1967212838356539
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,10,Linear,0.1968664642055046
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,GPR,0.19754598584154212
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,10,Lasso,0.1979518853741368
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Kernel Ridge,0.19845656908382744
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,Lasso,0.19911439485272786
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,GPR,0.1992646169967628
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,Lasso,0.19977389752868538
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Lasso,0.19977389752876198
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,Lasso,0.1997738991853412
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,0.19999274574736284
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,0.20012632893481333
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,0.20023973984930785
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Lasso,0.20056168728871615
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,10,Lasso,0.20061685655929304
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Lasso,0.2007345069727796
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,GPR,0.20105254862456357
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,10,GPR,0.20196484708262596
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,Lasso,0.20232822369726508
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Kernel Ridge,0.2024092188059091
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,Kernel Ridge,0.20251535612205282
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,190,Lasso,0.20261285027155518
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,Lasso,0.20261285027213552
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,50,Lasso,0.20261285070685378
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Ridge,0.2027037123785412
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,GPR,0.2031975619979378
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,GPR,0.2037215847890795
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,GPR,0.2040830396768245
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,0.20419401988755462
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,0.2042305350968278
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Ridge,0.20435618755734256
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,GPR,0.20437936575749502
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,0.2044094941075616
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Linear,0.2054329603543961
Rg norm w/0.5,No regr out,Inliers,ProtBERT,100,Linear,0.2054368351287311
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,GPR,0.20619206784050884
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,Kernel Ridge,0.2070424661082837
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,190,Ridge,0.20718051318737407
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Linear,0.2084286682706881
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,Ridge,0.20867707340639582
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Ridge,0.20912539078096137
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Ridge,0.20925186859502262
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,GPR,0.20937767134931617
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,50,Ridge,0.20938227124819878
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Linear,0.20943893029224533
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,Kernel Ridge,0.20953793054411804
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Linear,0.2102795965848262
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,Ridge,0.21041339553103788
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Ridge,0.21127692949766033
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Ridge,0.21163462792774781
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,Ridge,0.21209459407121423
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,Ridge,0.2122025222493853
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,Ridge,0.21379197330683739
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,Ridge,0.21409085649403792
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,Ridge,0.21412795622593275
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,Ridge,0.2144322639156594
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Linear,0.21566642129159022
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,20,GPR,0.21616972455162012
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,Linear,0.21642360426958718
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,Ridge,0.21654520342339387
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Linear,0.21676401561966915
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,Ridge,0.2171349652129491
