Normalization,Regressing out,Points,Model,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score,Seed
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,GPR,90/10,0.0921988109978705,0.1616198039497614,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Linear,80/20,-0.0129909394061036,0.1616544802704372,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.0528472201234559,0.1616556599103813,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Linear,90/10,0.3611821049469118,0.1616608668163952,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,85/15,0.1979911531839133,0.1617155300590787,3
Rg norm w/0.418,buffer regr out,All,ProtBERT,190,Ridge,80/20,-0.8911277789141023,0.1617642076569089,3
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,90/10,-2.179123130054379,0.1617715460192586,2
Rg norm w/0.427,No regr out,All,ProtBERT,100,Ridge,90/10,-2.178583215971625,0.1617719780706636,2
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.2409348149432714,0.1617921199889323,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Ridge,80/20,0.0387037498434532,0.1619519122268746,4
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Ridge,85/15,-1.8240151808943383,0.1621555203697273,3
Rg norm w/0.427,No regr out,All,ProtBERT,10,Ridge,85/15,-1.8241415114850617,0.1621601617129916,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.3033978552740192,0.162178960556514,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,GPR,90/10,-0.0877792360859464,0.1622057036029485,1
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Ridge,80/20,0.3901476551567419,0.1622106124379355,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,0.3024230874834007,0.1622923908434391,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.3738714869566792,0.1623067842750804,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Ridge,90/10,0.0036334820866571,0.1623397850267532,2
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Linear,80/20,-1.6204234877639454,0.1624733852175094,2
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.4199679877621718,0.1624753148487788,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.0429955469061607,0.1624942040833018,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Ridge,85/15,-0.0422505584711607,0.1625160621516512,1
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Ridge,85/15,0.3714044417422897,0.162519223625815,3
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.4194903048285747,0.1625422040124619,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.3541337239326423,0.1625779234325289,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,GPR,85/15,0.0830985083068608,0.1626380934688492,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.2990526093432438,0.1626839919698306,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Ridge,80/20,0.0292944653615542,0.1627425846349559,4
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Ridge,85/15,-1.0597350510827224,0.1627662375982125,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,85/15,0.1874860619022785,0.1627711976549149,3
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Linear,80/20,-1.079849882685994,0.1627721789653484,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.2317039309800675,0.1627729126815032,4
Rg norm w/0.418,pH regr out,All,ProtBERT,190,Ridge,90/10,-1.9324797274816832,0.1627892948735491,2
Rg norm w/0.5,No regr out,All,ProtBERT,190,Ridge,90/10,-1.9320244459608096,0.1627901909243804,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,Lasso,85/15,0.1871110913072322,0.1628087523169612,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,85/15,0.1871110050265495,0.1628087609572869,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,GPR,85/15,0.0809463610178113,0.1628288533180752,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Ridge,85/15,0.3690014060374224,0.1628295717970698,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.4270541007822003,0.1628428287327666,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.385100655611185,0.1628804385612979,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.2157162816150718,0.1628846527328224,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.2969059097586197,0.1629329169842326,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,GPR,85/15,-0.027413948777581,0.1629506884554531,4
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Ridge,85/15,-0.6322418359952253,0.1629705319024871,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.1663020225870007,0.1629762108212253,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.2143223605488403,0.1630293373340703,2
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,85/15,-1.8775673501263792,0.1630525186510283,2
Rg norm w/0.427,No regr out,All,ProtBERT,50,Ridge,85/15,-1.876537226729076,0.1630625520262269,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.3836580101570362,0.1630713975077271,3
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Ridge,90/10,-1.0086608596240212,0.1630742211133421,2
Rg norm w/0.427,buffer regr out,All,ProtBERT,50,Ridge,80/20,-1.0875803214132036,0.1630743962824856,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,80/20,-0.0308959417267671,0.1630768748451913,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,GPR,85/15,0.2583300164969009,0.1630781758583214,3
Rg norm w/0.5,expr pH only regr out,Inliers,ProtBERT,20,GPR,90/10,-0.3492558283013378,0.1631280783924403,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.0553935737157937,0.163132202567913,4
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Ridge,80/20,-0.9239598883919176,0.1631623698254438,3
Rg norm w/0.427,No regr out,All,ProtBERT,190,Kernel Ridge,85/15,-2.789648012955908,0.1632173235508987,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.2115928368556099,0.163312282017305,2
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.3651409042617516,0.163326914678956,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Ridge,90/10,0.0205199470766915,0.1633645827279155,2
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.4134127773806361,0.1633908398107209,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.0449921865748831,0.1634039267925637,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Ridge,80/20,-0.9356004455888928,0.1634465113139893,2
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,GPR,85/15,0.1613314490735076,0.1634613273722581,4
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Linear,80/20,-2.0194233659367704,0.163531073095356,3
Rg norm w/0.5,No regr out,All,ProtBERT,10,Linear,80/20,-2.0197020584381367,0.1635397608279925,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,90/10,0.2090618722371928,0.1635742065859337,2
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,Ridge,85/15,0.3455049384577092,0.1636603421861336,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,80/20,0.157475096669445,0.1636930613861898,1
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Linear,85/15,-1.7312665654489972,0.1637065058259541,2
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Ridge,85/15,-1.0867473221243062,0.1638300551172252,2
Rg norm w/0.418,pH regr out,All,ProtBERT,50,Ridge,80/20,-1.1949880431698596,0.1638696058216524,2
Rg norm w/0.5,No regr out,All,ProtBERT,50,Ridge,80/20,-1.1944956225158778,0.1638760919976351,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.1553963708013144,0.1638948734471971,1
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Ridge,85/15,0.0568355054203958,0.1639757482193548,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.1573642358812794,0.1640062417747952,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Linear,90/10,-0.0172515127978463,0.1640323762085092,2
Rg norm w/0.427,buffer regr out,All,ProtBERT,190,Ridge,90/10,-1.2309754565530886,0.164050016787457,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,90/10,-0.0174865473973004,0.1640513248444614,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,Linear,85/15,0.1694224861405378,0.1642345668258942,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,GPR,90/10,-0.4690342101274882,0.1643541887951567,1
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.3568303624171628,0.1643924440226437,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,Lasso,80/20,-0.0751604148585622,0.164399456967456,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,Lasso,80/20,-0.075358491398249,0.1644145999058729,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Ridge,90/10,0.1610693904495966,0.1644790850571857,1
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,GPR,80/20,0.0082411919321748,0.1644979496968261,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,Ridge,80/20,-0.049546265491102,0.1645454050300366,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,Ridge,85/15,0.0837702920135018,0.1646044515399903,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,GPR,85/15,-0.0490873830489542,0.1646604518445211,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,GPR,85/15,-0.1393587299478889,0.1646972377844782,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,GPR,90/10,-0.0256035548449533,0.1647043853912138,2
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,GPR,85/15,0.4038480796496903,0.1647175520109752,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Ridge,85/15,0.2702475365821704,0.1648458673471598,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.3355682194053477,0.1648699723024423,2
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,80/20,0.2497955416247065,0.1648964818876767,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.3533526399986697,0.1649448221731621,3
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.3764569336580323,0.1649586543352283,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,GPR,80/20,0.0951389785394379,0.1649610325522129,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Lasso,85/15,0.1620345826033746,0.1649633747311872,2
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,Lasso,85/15,0.3177036303203777,0.1650034844702706,3
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,190,Linear,85/15,-1.738757228443164,0.1650117378480314,4
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Linear,90/10,-1.0474770064378331,0.1650456836862693,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Lasso,80/20,0.2829093821701629,0.1650513752037416,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.3340752411273568,0.1650550997876204,2
Rg norm w/0.427,expr pH only regr out,All,ProtBERT,10,GPR,85/15,0.4406501150193854,0.1650671528019369,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,50,GPR,90/10,-0.0001955160423146,0.1650830793847331,2
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Linear,80/20,-5.762468153242442,0.1650967888670216,3
Rg norm w/0.418,No regr out,All,ProtBERT,50,Linear,80/20,-5.762138558111519,0.1651020932349488,3
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Linear,85/15,-0.816505551342259,0.1651357565247885,3
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.3509474426230963,0.1651425619443194,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,80/20,-0.057528007076504,0.1651698993422355,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.2352268064085777,0.1651848539699932,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Lasso,80/20,-0.0007261854287283,0.1652399626286773,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,Lasso,80/20,-0.0007269222065413,0.1652400234570625,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,Linear,80/20,-0.0862142936937215,0.165242403124172,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Lasso,80/20,-0.0010563270683603,0.1652672168838761,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,90/10,-0.0033845904402256,0.1653460495898044,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,Lasso,85/15,-0.1621683583640369,0.1654172174309459,1
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,Lasso,85/15,-0.162168370719496,0.1654172183102529,1
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Lasso,85/15,-0.1621683707201402,0.1654172183102988,1
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,Lasso,85/15,-0.1621683708852097,0.1654172183220464,1
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.0398937708085935,0.1654419130371825,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Linear,85/15,-0.0808951809841642,0.1655015298591953,1
Rg norm w/0.427,buffer regr out,All,ProtBERT,10,Ridge,90/10,-1.2889989598797196,0.165509679889515,4
Rg norm w/0.427,pH regr out,All,ProtBERT,10,Linear,85/15,-1.9422233783690197,0.165514499740555,3
Rg norm w/0.427,No regr out,All,ProtBERT,10,Linear,85/15,-1.9423974970823807,0.16552043262461,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,190,Ridge,85/15,0.0732271136762668,0.1655488053776071,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.3301601662595579,0.1655677523514055,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,10,GPR,80/20,-0.0908897560255743,0.1655976530269287,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,GPR,80/20,-0.0050771840309449,0.165598791582802,4
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,190,Linear,90/10,-1.0766556872287758,0.1656108803361329,4
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,Ridge,90/10,0.4274198028058156,0.1656557821104559,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,20,GPR,85/15,-0.7844322689948113,0.1656601363797899,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.0459285144220433,0.1656874675894976,3
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Ridge,80/20,-0.8191726545189066,0.1656903687549286,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,GPR,90/10,0.0454917350096983,0.165725389587479,3
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,100,Ridge,90/10,0.1478415247651329,0.1657707281274394,1
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.4263376606433744,0.1658122479539929,3
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Linear,80/20,-3.1238644185757147,0.165825090157632,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,GPR,80/20,-0.094074328659055,0.1658391868026521,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Lasso,90/10,0.147014252485882,0.1658511734114275,1
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.3161877146318632,0.165856954347321,2
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.4056263803353882,0.1658599740291478,3
Rg norm w/0.5,No regr out,All,ProtBERT,190,GPR,85/15,-1.8905804844912404,0.165922490834023,1
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Ridge,80/20,-0.9901047104364504,0.1659433914316363,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.2002868944155843,0.1659668587854491,1
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,90/10,0.2566745485614453,0.1659853010062332,2
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,Lasso,85/15,0.3090922698170135,0.1660414858897766,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,GPR,90/10,-0.4996008642946001,0.1660552701186009,1
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,GPR,90/10,-0.4997187803787566,0.1660617985898675,1
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,80/20,0.2391330812569393,0.1660641628915259,2
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,Lasso,85/15,0.3087797025734883,0.1660790402974154,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,85/15,0.1536662425988224,0.166124230017863,3
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,190,Kernel Ridge,80/20,0.3153872032409481,0.1661911974929718,3
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,50,Kernel Ridge,80/20,0.3669007343507854,0.1662178968436153,3
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.397263577139083,0.1662759359881781,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,Lasso,90/10,-0.0454168381552224,0.1662877088154275,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,Lasso,90/10,-0.0454168381552224,0.1662877088154275,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Lasso,90/10,-0.0454168381552224,0.1662877088154275,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,190,Lasso,90/10,-0.0454168381552224,0.1662877088154275,2
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,90/10,0.1825706281358049,0.1662909774305334,2
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Linear,90/10,0.1423492505864603,0.1663040772746972,1
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,90/10,0.4022960547625868,0.1663239886776258,3
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,190,Ridge,90/10,0.1299199630416242,0.1663621941061341,1
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.382454523723102,0.1663851190374569,2
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Linear,90/10,-0.0161330487547233,0.1663931326126475,2
Rg norm w/0.427,buffer regr out,Inliers,ProtBERT,190,Linear,90/10,-1.6116746739310734,0.1663995489105099,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.4751869064410479,0.1664105478487501,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.4133881322104444,0.1664320269819228,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,190,Lasso,90/10,-0.0172130779226358,0.1664815372313525,2
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,Lasso,90/10,-0.0172130779226358,0.1664815372313525,2
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,50,Lasso,90/10,-0.0172130779226358,0.1664815372313525,2
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,Lasso,90/10,-0.0172130779226358,0.1664815372313525,2
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,100,Lasso,90/10,-0.0172130779226358,0.1664815372313525,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.1102948684438532,0.1665509961130341,4
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,20,Ridge,90/10,0.1397232655571875,0.1665584805054332,1
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.42115306722259,0.1665598440563852,3
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.3770384534518455,0.1666500345339757,2
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,GPR,90/10,-0.4350296064216776,0.1667302550350491,1
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Lasso,85/15,0.233581788468756,0.1667507740144118,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,GPR,90/10,0.4196900070312831,0.1667702047540524,3
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,100,Kernel Ridge,80/20,0.3624939487672438,0.1667953863792269,3
Rg norm w/0.5,expr buffer only regr out,Inliers,ProtBERT,100,GPR,90/10,-0.7025955483283979,0.166802558127742,2
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,10,Kernel Ridge,90/10,-0.4362754754421531,0.1668026155607503,1
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,100,GPR,85/15,0.1266493339067512,0.1668069610330833,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,85/15,0.2238669495883752,0.1668240200070845,3
Rg norm w/0.5,expr buffer only regr out,All,ProtBERT,10,Kernel Ridge,80/20,0.3101114774381842,0.1668303153441007,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,GPR,85/15,0.0202997084258423,0.1668392163095364,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,80/20,-0.1075331912189452,0.1668561124129307,4
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,80/20,0.3255750101793828,0.1668689364065543,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.4722411183370966,0.1668769274529628,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,Ridge,80/20,-0.0216418207726316,0.1669578284279564,4
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Linear,80/20,-0.4413847326394002,0.1669783971346872,1
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,80/20,-1.5078287751463395,0.1670251195865779,2
Rg norm w/0.427,No regr out,All,ProtBERT,190,Ridge,80/20,-1.5072158762951546,0.1670307716128574,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,20,Ridge,80/20,-0.022819042957207,0.1670539922050988,4
Rg norm w/0.5,expr pH only regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.3864967257364097,0.1670974599022417,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,100,Ridge,80/20,0.1532326020476736,0.1671118431360228,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Ridge,90/10,0.4169827658558053,0.167158757277625,3
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.1244773887437614,0.167176071762019,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,90/10,0.2458822771842747,0.1671859211700346,2
Rg norm w/0.427,expr buffer only regr out,All,ProtBERT,100,Ridge,90/10,0.121191192759347,0.1671945965608876,1
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,90/10,0.3959807039561929,0.1672003709444565,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,10,GPR,85/15,0.2292339223423738,0.1672230910193796,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.3956173450942711,0.167250654604899,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,Ridge,80/20,-0.0846979800390306,0.1672782132080598,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Lasso,80/20,0.2627684937068136,0.167353219062768,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,50,Ridge,85/15,0.0291020966532664,0.1673584776071997,4
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,20,Ridge,80/20,-0.1142897949679107,0.1673642987351165,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,20,GPR,80/20,-0.0862143293333317,0.1673950953352047,3
Rg norm w/0.427,expr buffer only regr out,Inliers,ProtBERT,190,GPR,90/10,0.3339897454590219,0.1673961212234062,3
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,100,Lasso,80/20,0.2621794766876876,0.1674200598123515,2
Rg norm w/0.427,expr pH only regr out,Inliers,ProtBERT,190,Lasso,80/20,0.2621791413209681,0.1674200978616521,2
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,50,Ridge,80/20,-0.0159506436978695,0.1674238022135199,4
Rg norm w/0.418,expr pH only regr out,All,ProtBERT,20,GPR,90/10,-0.0290511294701802,0.1674474686705183,2
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,50,GPR,80/20,-0.0875521395608291,0.167498147722505,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,100,GPR,80/20,-0.0878434543581794,0.1675205794846486,3
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.0667099556652602,0.167532373983579,4
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,GPR,80/20,-0.0884162717221166,0.1675646786919508,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,-0.0178366329200774,0.1675791311569247,4
Rg norm w/0.418,expr pH only regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.4675746510238135,0.1676130703592772,3
Rg norm w/0.418,expr buffer only regr out,Inliers,ProtBERT,190,Ridge,80/20,0.3191918321111737,0.1676567524628437,3
Rg norm w/0.418,expr buffer only regr out,All,ProtBERT,10,GPR,90/10,-0.0627054478374034,0.1676570643681578,2
