Normalization,Regressing out,Points,Model,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Linear,85/15,-10.764272392794302,0.287597540335334
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,85/15,-3.2447559847965035,0.1727543517573442
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,85/15,-0.3424411527182072,0.09715166770822826
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.12002489462023858,0.07865708083999476
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,85/15,0.1629359632455104,0.07671529745983928
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Linear,90/10,-5.385263246150399,0.19397123897779522
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Ridge,90/10,-2.5583638195993688,0.14480151688654747
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Lasso,90/10,-0.6016657363523934,0.0971480033233848
Rg norm w/0.427,pH regr out,All,ProtBERT,50,Kernel Ridge,90/10,-0.0881442112725419,0.08007393377130152
Rg norm w/0.427,pH regr out,All,ProtBERT,50,GPR,90/10,-0.002379915187998627,0.07685358210010887
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,80/20,0.00525270104380815,0.08691565517320708
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,80/20,0.15196676302221201,0.08025055801315059
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,80/20,0.00824350184310052,0.08678489679137068
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.05597935417149147,0.08467054792029287
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,80/20,0.13685772804038931,0.08096229626515238
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,85/15,0.01325037520687411,0.08229700992104004
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,85/15,0.17794719722674024,0.07511564981320488
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,85/15,0.016518239158083925,0.08216062351857127
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.262395200601396,0.07115287262395523
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,85/15,0.271792882911727,0.07069814698635908
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Linear,90/10,0.29523961350447014,0.07089795907126364
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Ridge,90/10,0.27945477173236355,0.07168752952149843
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Lasso,90/10,0.05671492600434891,0.08202277760940258
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.3434125169266138,0.06843200907244137
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,50,GPR,90/10,0.326099827574421,0.06932833569737168
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,80/20,-4.067294191024101,1.0358484016246043
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,80/20,-0.08179649641278819,0.47860907173318074
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,80/20,-0.0030917845905684693,0.46087004101307705
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,80/20,-0.015478668376145421,0.4637068839682792
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,80/20,-0.042192559289513376,0.4697665885076905
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,85/15,-150.591446173272,1.0323809440991103
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,85/15,-3.559824020044604,0.17905096771917736
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,85/15,-0.3424411527182072,0.09715166770822826
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.14098980981076148,0.07771445209455892
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,85/15,0.14734048247412956,0.0774266472322316
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Linear,90/10,-22.602604249457343,0.372930495967333
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Ridge,90/10,-2.8675749573572955,0.15096188367474042
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Lasso,90/10,-0.6016657363523934,0.0971480033233848
Rg norm w/0.427,pH regr out,All,ProtBERT,100,Kernel Ridge,90/10,-0.048581277343014095,0.07860478533349122
Rg norm w/0.427,pH regr out,All,ProtBERT,100,GPR,90/10,-0.037884118733970906,0.07820281203305121
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,80/20,-8.060706837001183,0.262314720799995
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,80/20,0.10690180543717653,0.08235523858061225
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,80/20,0.00824379761912164,0.08678488385024379
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.12067564884005977,0.08171770742549019
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,80/20,0.11773587643207095,0.08185419347279312
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,85/15,-12.667983675297839,0.3062899853814046
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,85/15,0.12845406340670584,0.07734383684938057
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,85/15,0.18309116013581372,0.07488026440232362
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.23752672180600665,0.07234239545799549
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,85/15,0.27076298243281616,0.0707481233786993
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Linear,90/10,-14.410760434511362,0.33153167321296934
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Ridge,90/10,0.19877395715327473,0.07559455579300903
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Lasso,90/10,0.29937046085630026,0.07068987483026054
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.308782841345698,0.07021343918226206
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,100,GPR,90/10,0.32398667363446165,0.06943694731746249
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,80/20,-0.3820125454794867,0.5409587296698258
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,80/20,-0.08048748661748428,0.4783194176242447
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,80/20,-0.0030917845905684693,0.46087004101307705
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,80/20,-0.011528128220005263,0.4628040201954709
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,80/20,-0.034355514324951875,0.46799698789546984
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,85/15,-40.196298345608945,0.5381851731742129
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,85/15,-3.4623505108236827,0.17712687959022486
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,85/15,-0.3424411527182072,0.09715166770822826
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.1358668596804321,0.07794584366845614
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,85/15,0.14862916991674446,0.07736811479623043
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Linear,90/10,-34.48782940507897,0.4572857361206468
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Ridge,90/10,-2.808402511637927,0.14980260235185966
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Lasso,90/10,-0.6016657363523934,0.0971480033233848
Rg norm w/0.427,pH regr out,All,ProtBERT,190,Kernel Ridge,90/10,-0.058205784328900334,0.07896470223584723
Rg norm w/0.427,pH regr out,All,ProtBERT,190,GPR,90/10,-0.0334747368850683,0.07803651548973121
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,80/20,-0.7073334865490766,0.11386776677241427
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,80/20,0.1290262848505106,0.08132875954492855
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,80/20,0.00824379827709032,0.08678488382145559
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.15719576146721403,0.08000276176554565
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.13190773152723934,0.08119411792379644
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,85/15,-1.1246217024350957,0.1207595199970405
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,85/15,0.15683220633626072,0.07607423191090287
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,85/15,0.18100437061319752,0.07497584403122956
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.27417317392609086,0.07058250687432073
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,85/15,0.27964943828270217,0.07031573504098067
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Linear,90/10,-1.0356636253780356,0.12049416017959176
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Ridge,90/10,0.23897337711775868,0.07367377371042316
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Lasso,90/10,0.2992596785178355,0.0706954632901119
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.3654897459679607,0.06727168615162164
Rg norm w/0.427,pH regr out,Inliers,ProtBERT,190,GPR,90/10,0.3425573862017929,0.06847655703753207
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,80/20,-0.041545314126135935,0.33438117177089305
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,80/20,-0.03782605934115346,0.33378361687842756
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,80/20,-0.005617160806420163,0.32856331272666167
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,80/20,-0.06059382911522038,0.3374250171323122
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,80/20,-0.07852626232721027,0.3402656374340486
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,85/15,-2.3195936708288545,0.1073112309226951
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,85/15,-1.9345039294062771,0.10089509654975755
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,85/15,-0.24252268727001747,0.06565304540161543
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.1419491666918128,0.05455809796265509
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,85/15,0.12538873760229696,0.05508206904852951
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Linear,90/10,-1.9530104289413437,0.09421235105305703
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Ridge,90/10,-1.7386358240005642,0.09072824156104985
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Lasso,90/10,-0.46110521365663737,0.06626986662516153
Rg norm w/0.5,pH regr out,All,ProtBERT,10,Kernel Ridge,90/10,-0.073748354960808,0.05681023778241657
Rg norm w/0.5,pH regr out,All,ProtBERT,10,GPR,90/10,-0.08374551173805456,0.0570740915118235
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Linear,80/20,-0.06895328391850719,0.06570099525196473
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Ridge,80/20,-0.051088030443385835,0.0651496565708558
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.03067046848092647,0.06451378191007814
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.08958080930892998,0.06063359063506201
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,GPR,80/20,0.1369895912988065,0.059033781342329394
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Linear,85/15,-0.14404169269766176,0.06475710179814871
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Ridge,85/15,-0.10124534461989443,0.06353433966251402
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Lasso,85/15,-0.07099256234162898,0.06265557286813478
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.1129169694908213,0.05702280981381665
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,GPR,85/15,0.2206528205513374,0.0534480619014871
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Linear,90/10,0.10109250909132639,0.054892668437057486
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Ridge,90/10,0.10735058471421222,0.054701256943900434
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Lasso,90/10,0.125745237394426,0.0541347140158513
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.4201663915579177,0.04408679578698481
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,10,GPR,90/10,0.3523977806003894,0.04659196291498416
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Linear,80/20,-0.07982721536684934,0.34047079525942237
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Ridge,80/20,-0.043951082119661145,0.3347671269080819
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Lasso,80/20,-0.005617160806420163,0.32856331272666167
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Kernel Ridge,80/20,-0.05081140963058428,0.3358652872855532
Rg norm w/0.5,pH regr out,All,ProtBERT,20,GPR,80/20,-0.06571028951747682,0.33823793182722106
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Linear,85/15,-2.854889726370707,0.11564016218557664
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Ridge,85/15,-1.9757038810965613,0.10160090309895212
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Lasso,85/15,-0.24252268727001747,0.06565304540161543
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.14143525351441077,0.05457443378299371
Rg norm w/0.5,pH regr out,All,ProtBERT,20,GPR,85/15,0.18810413490644284,0.05307046310052306
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Linear,90/10,-2.4660887149576847,0.10206931225020947
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Ridge,90/10,-1.7526348653594055,0.09095983304025153
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Lasso,90/10,-0.46110521365663737,0.06626986662516153
Rg norm w/0.5,pH regr out,All,ProtBERT,20,Kernel Ridge,90/10,-0.07518219600834253,0.056848156199266454
Rg norm w/0.5,pH regr out,All,ProtBERT,20,GPR,90/10,0.006315639579412502,0.054651184419199764
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Linear,80/20,0.07303666107869489,0.061182027463086916
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Ridge,80/20,0.08833943063239125,0.0606749142401013
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Lasso,80/20,0.12030738999867563,0.05960161904905188
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,0.23986056689108282,0.05540375712934517
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,GPR,80/20,0.26880572114544743,0.05433866667755246
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Linear,85/15,0.044812191312734506,0.05917126624650845
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Ridge,85/15,0.06871443544537714,0.058426236636345684
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Lasso,85/15,0.10633405913940819,0.05723399760671385
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.2596283491085034,0.05209443933261594
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,GPR,85/15,0.34000759036359507,0.04918537061586878
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Linear,90/10,0.12319139264718515,0.054213724645288765
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Ridge,90/10,0.15112362979887395,0.053343200079751026
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Lasso,90/10,0.15188921993250337,0.053319139897781226
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.2774170859984513,0.0492153624066663
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,20,GPR,90/10,0.35228661216292845,0.046595961768984895
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Linear,80/20,-0.17647934919084718,0.35538155624415424
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Ridge,80/20,-0.06855494029361586,0.33868905235789926
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Lasso,80/20,-0.005617160806420163,0.32856331272666167
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Kernel Ridge,80/20,-0.02533340925883598,0.3317686036567028
Rg norm w/0.5,pH regr out,All,ProtBERT,50,GPR,80/20,-0.043662772081658696,0.3347208970657751
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Linear,85/15,-9.646517134089471,0.1921792487079754
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Ridge,85/15,-2.822045233845409,0.11514646877136427
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Lasso,85/15,-0.24252268727001747,0.06565304540161543
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.13820803854304908,0.054676906098257934
Rg norm w/0.5,pH regr out,All,ProtBERT,50,GPR,85/15,0.18107345439899758,0.05329975185288676
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Linear,90/10,-4.886925718217797,0.13302082261960904
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Ridge,90/10,-2.1630365276906796,0.09750512759565691
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Lasso,90/10,-0.46110521365663737,0.06626986662516153
Rg norm w/0.5,pH regr out,All,ProtBERT,50,Kernel Ridge,90/10,-0.08086679548060416,0.056998239125501796
Rg norm w/0.5,pH regr out,All,ProtBERT,50,GPR,90/10,0.001224457171589366,0.05479100933615616
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Linear,80/20,0.13563410015081945,0.05908012398839445
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Ridge,80/20,0.20404659132211345,0.056693909871878494
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Lasso,80/20,0.23229051081815455,0.05567895040055116
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.26702378841638186,0.05440483850794409
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,GPR,80/20,0.22818824064610255,0.05582751296539651
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Linear,85/15,0.11877048475375451,0.056834362775743365
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Ridge,85/15,0.2241877892420825,0.053326709079935516
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Lasso,85/15,0.2140274615936355,0.053674766504177955
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.34983521209736446,0.04881779959620347
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,GPR,85/15,0.305799805006324,0.050443921758382575
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Linear,90/10,0.31759298814667636,0.047827599481007135
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Ridge,90/10,0.3173710722557812,0.04783537551599881
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Lasso,90/10,0.33856065198475604,0.04708709055435369
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.39088604979020924,0.0451862308152804
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,50,GPR,90/10,0.31729014477169604,0.04783821093778148
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Linear,80/20,-3.694417955195626,0.7098941662823897
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Ridge,80/20,-0.06301651053350787,0.3378101820261973
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Lasso,80/20,-0.005617160806420163,0.32856331272666167
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Kernel Ridge,80/20,-0.016067814238182265,0.3302661607418238
Rg norm w/0.5,pH regr out,All,ProtBERT,100,GPR,80/20,-0.032266971272786105,0.3328884649595242
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Linear,85/15,-141.6166208917857,0.7033763855700295
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Ridge,85/15,-3.135020766326117,0.11976821033086682
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Lasso,85/15,-0.24252268727001747,0.06565304540161543
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.16221033780976035,0.053910109150119144
Rg norm w/0.5,pH regr out,All,ProtBERT,100,GPR,85/15,0.16918413732403448,0.05368526516074049
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Linear,90/10,-21.887173916722347,0.2622837813035091
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Ridge,90/10,-2.4243064667745218,0.1014522455808371
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Lasso,90/10,-0.46110521365663737,0.06626986662516153
Rg norm w/0.5,pH regr out,All,ProtBERT,100,Kernel Ridge,90/10,-0.037883114506694904,0.05585339474789873
Rg norm w/0.5,pH regr out,All,ProtBERT,100,GPR,90/10,-0.026856510137619916,0.05555590565458391
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Linear,80/20,-7.1483838391891155,0.18139625844086882
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Ridge,80/20,0.1630941175463143,0.05813409228457788
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Lasso,80/20,0.2382088435715397,0.055463918473218986
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.2369490759371805,0.05550975963722969
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,GPR,80/20,0.2211715218859256,0.05608070920091051
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Linear,85/15,-11.20474843785801,0.21150999445619761
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Ridge,85/15,0.18134970212612922,0.05477920054719764
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Lasso,85/15,0.2315357365220625,0.05307357173946957
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.31026942773104693,0.050281267390472326
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,GPR,85/15,0.31124743830306745,0.0502456063238932
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Linear,90/10,-14.863425766546746,0.2305978924337137
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Ridge,90/10,0.24924269138178956,0.05016567124932609
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Lasso,90/10,0.35532116577572226,0.046486681994077184
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.35330166217746295,0.04655943652703267
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,100,GPR,90/10,0.3220517244791258,0.04767109454281645
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Linear,80/20,-0.3257299680372505,0.37725088515129546
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Ridge,80/20,-0.06182945736701506,0.33762151578631283
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Lasso,80/20,-0.005617160806420163,0.32856331272666167
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Kernel Ridge,80/20,-0.01255164992447666,0.32969421245468644
Rg norm w/0.5,pH regr out,All,ProtBERT,190,GPR,80/20,-0.02464154498984783,0.33165665101041125
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Linear,85/15,-39.50687739248559,0.37485826890843116
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Ridge,85/15,-3.0431092340222206,0.11842965116115685
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Lasso,85/15,-0.24252268727001747,0.06565304540161543
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.1568360991594956,0.054082743558011764
Rg norm w/0.5,pH regr out,All,ProtBERT,190,GPR,85/15,0.1719268655437548,0.053596577750187564
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Linear,90/10,-32.846226581083876,0.3189557824662456
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Ridge,90/10,-2.369537998645021,0.10063766008048634
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Lasso,90/10,-0.46110521365663737,0.06626986662516153
Rg norm w/0.5,pH regr out,All,ProtBERT,190,Kernel Ridge,90/10,-0.04728258892064674,0.05610573976887837
Rg norm w/0.5,pH regr out,All,ProtBERT,190,GPR,90/10,-0.019998372451311974,0.05537007231303362
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Linear,80/20,-0.5214651977686919,0.07838330959390231
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Ridge,80/20,0.18254622262123832,0.05745451831644972
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Lasso,80/20,0.2381634500291836,0.055465570938075096
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.2635682577535179,0.054532930342507696
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,GPR,80/20,0.23995668084306976,0.05540025432304393
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Linear,85/15,-0.9172547680773462,0.08383133668116044
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Ridge,85/15,0.20609950973748636,0.05394479074803885
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Lasso,85/15,0.23154302334479837,0.053073320108623215
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.33799217620783073,0.04926041188056948
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,GPR,85/15,0.32905175456507696,0.04959192750765543
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Linear,90/10,-0.9954176477530927,0.08178501691183103
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Ridge,90/10,0.289288522978715,0.04880940435402184
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Lasso,90/10,0.3553280000146456,0.04648643559081665
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.4056174423681621,0.0446364730584268
Rg norm w/0.5,pH regr out,Inliers,ProtBERT,190,GPR,90/10,0.35521451204063537,0.046490527143756344
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Linear,80/20,-0.05928548520322208,0.4939113877005052
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Ridge,80/20,-0.05418217326994834,0.4927201946280514
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Lasso,80/20,-0.002833796480974593,0.4805703911264112
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Kernel Ridge,80/20,-0.06575720876031621,0.49541787044783997
Rg norm w/0.418,pH regr out,All,ProtBERT,10,GPR,80/20,-0.09333296149932524,0.5017862416969072
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Linear,85/15,-2.6164181961619786,0.1678510010339294
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Ridge,85/15,-2.2714052157982625,0.15964369961552077
Rg norm w/0.418,pH regr out,All,ProtBERT,10,Lasso,85/15,-0.3496649394361029,0.10254101120445433
