Normalization,Regressing out,Points,Model,PCA Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.5,buffer regr out,All,ProtBERT,10,GPR,90/10,0.32077201593297067,0.06460959633800445
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Linear,80/20,-0.021719938650741177,0.08026997281215413
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Ridge,80/20,-0.012513501986860964,0.07990750915275205
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.038317057646600095,0.08091931094126933
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,0.00032999282867951507,0.07939908775824073
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,GPR,80/20,0.21147972014154193,0.07051696547872675
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Linear,85/15,0.03148891413690591,0.0713036917521441
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Ridge,85/15,0.04301091963174486,0.07087828638802673
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Lasso,85/15,0.02318026346407165,0.07160888820129568
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.06735846315373428,0.06997084115073576
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,GPR,85/15,0.15098221026184078,0.06676027440660298
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Linear,90/10,0.12199082266086758,0.06655770060397048
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Ridge,90/10,0.13384708002122814,0.06610678995870854
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Lasso,90/10,0.08979282087959473,0.06776710146921992
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.1573091361054596,0.06520530412681456
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,10,GPR,90/10,-0.06236083307112539,0.07321242759367971
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Linear,80/20,-0.06683889862255565,0.3356683046908389
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Ridge,80/20,-0.03237466166163605,0.3302019110033691
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Lasso,80/20,-0.006328872933867746,0.32600996912270863
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Kernel Ridge,80/20,-0.01872536954581938,0.3280118055426993
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,GPR,80/20,-0.0428095307718257,0.331866495974982
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Linear,85/15,-1.941639697450959,0.1340223676612021
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Ridge,85/15,-1.3622463377385192,0.12010058956077306
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Lasso,85/15,-0.2681627295613578,0.0879974403842139
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.20865819706272437,0.06951277099555526
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,GPR,85/15,0.22174837454998286,0.06893544212685733
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Linear,90/10,-1.8002365403152076,0.1311857316186494
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Ridge,90/10,-1.2836434164886148,0.118468635966525
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Lasso,90/10,-0.3801445876868472,0.09209828345278652
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,Kernel Ridge,90/10,0.28280823571821734,0.06639064521926827
Rg norm w/0.5,buffer regr out,All,ProtBERT,20,GPR,90/10,0.30004441910584045,0.06558801431421346
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Linear,80/20,-0.0023294340006718706,0.0795046304945028
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Ridge,80/20,0.0445769903652492,0.07762203595481508
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Lasso,80/20,0.045201389857443486,0.07759666756791064
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,0.05087568102155815,0.07736574860371216
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,GPR,80/20,0.2119798902586203,0.0704945969520685
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Linear,85/15,-0.029802860271980203,0.07352529316839626
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Ridge,85/15,0.04234452689680801,0.07090295989600606
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Lasso,85/15,0.07493899163798334,0.06968589878874505
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.09843873738285924,0.06879507358666093
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,GPR,85/15,0.151757563665894,0.06672978350879544
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Linear,90/10,-0.03835305209607154,0.07238045419162766
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Ridge,90/10,0.057106076306484566,0.06897317222956884
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Lasso,90/10,0.07408385463872114,0.06834938491132296
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.15319148423278028,0.06536441677896104
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,20,GPR,90/10,-0.06122053613354672,0.073173125353562
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Linear,80/20,-0.20004728120100768,0.35600827489896014
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Ridge,80/20,-0.06969185118184029,0.33611682900320555
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Lasso,80/20,-0.006328872933867746,0.32600996912270863
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Kernel Ridge,80/20,-0.029741357367443655,0.32978051491102256
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,GPR,80/20,-0.04279891759471055,0.3318648071877403
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Linear,85/15,-4.580620622135995,0.18459664218453775
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Ridge,85/15,-1.8395835931037152,0.13167698568483116
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Lasso,85/15,-0.2681626456086461,0.08799743747148682
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.20700941999808875,0.06958514896520801
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,GPR,85/15,0.2183423919480154,0.06908612384685786
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Linear,90/10,-3.0504692433545806,0.1577763525402362
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Ridge,90/10,-1.3818698037800408,0.12098965875129722
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Lasso,90/10,-0.3801444611838265,0.09209827923195654
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.2803080856862593,0.06650626434318321
Rg norm w/0.5,buffer regr out,All,ProtBERT,50,GPR,90/10,0.29589317284101024,0.06578221913715862
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Linear,80/20,0.2182134414392093,0.07021522327460746
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Ridge,80/20,0.17872039938700346,0.07196688404615603
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Lasso,80/20,-0.01792500723492174,0.08012076243904215
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.08635557156779783,0.07590594416231183
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,GPR,80/20,0.21178235249413335,0.07050343205179499
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Linear,85/15,0.23517599528290112,0.06336369182755296
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Ridge,85/15,0.20381438778821348,0.06464975458289875
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Lasso,85/15,0.2476509557598343,0.06284480815012472
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.13947024365481342,0.06721135704405536
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,GPR,85/15,0.15144709945325086,0.06674199423622786
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Linear,90/10,0.14448193606606852,0.06569969812434492
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Ridge,90/10,0.209427039807478,0.06315674807470893
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Lasso,90/10,0.31354850727771855,0.0588509813247266
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.3396898954740215,0.05771952570161429
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,50,GPR,90/10,-0.06168517219991276,0.07318914236008339
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Linear,80/20,-3.617798976149725,0.6983585032740048
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Ridge,80/20,-0.06481071208545974,0.3353490803849909
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Lasso,80/20,-0.006328872933867746,0.32600996912270863
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Kernel Ridge,80/20,-0.029268170150505313,0.3297047357583946
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,GPR,80/20,-0.042778980377324416,0.3318616347197231
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Linear,85/15,-66.91781343517806,0.6439829882125437
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Ridge,85/15,-2.0059037298681464,0.1354784068021104
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Lasso,85/15,-0.26816264609736806,0.08799743748844296
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.2202384349504929,0.06900228292239462
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,GPR,85/15,0.21703286340889671,0.06914397039622912
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Linear,90/10,-8.325268033759214,0.23939766173384397
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Ridge,90/10,-1.4944210721757383,0.12381524626866384
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Lasso,90/10,-0.3801444619750851,0.09209827925835724
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,Kernel Ridge,90/10,0.30125202336655754,0.06553141175313579
Rg norm w/0.5,buffer regr out,All,ProtBERT,100,GPR,90/10,0.29360779696830197,0.06588888995610624
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Linear,80/20,-5.5479529130303,0.2032076041208639
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Ridge,80/20,0.15981326344697755,0.07279056531079338
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Lasso,80/20,0.22905362310507682,0.06972672502985089
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Kernel Ridge,80/20,0.08461351044637067,0.07597827526700535
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,GPR,80/20,0.2119838516624909,0.07049441976247858
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Linear,85/15,-8.967633108866591,0.22874717536161837
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Ridge,85/15,0.1377035245493443,0.06728031613772922
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Lasso,85/15,0.23239682897668001,0.06347871080758831
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Kernel Ridge,85/15,0.14330394291514814,0.067061475096488
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,GPR,85/15,0.15176027817024718,0.06672967673599972
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Linear,90/10,-11.459070795478942,0.2507215181914674
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Ridge,90/10,0.12199268451545897,0.06655763003476155
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Lasso,90/10,0.2491579213085704,0.061549295142492876
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,Kernel Ridge,90/10,0.1226956985289428,0.06653097859585162
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,100,GPR,90/10,-0.06122991638566355,0.07317344874574293
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Linear,80/20,-0.3625094502665378,0.3793417781103231
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Ridge,80/20,-0.062149714113471255,0.3349297939231557
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Lasso,80/20,-0.006328872933867746,0.32600996912270863
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Kernel Ridge,80/20,-0.03719683348738445,0.33097219109804393
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,GPR,80/20,-0.041573420390979,0.3316697461146524
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Linear,85/15,-21.638802533388574,0.37179990358373755
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Ridge,85/15,-1.9314283489307913,0.13378954872727705
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Lasso,85/15,-0.26816264609670815,0.08799743748842005
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Kernel Ridge,85/15,0.21727087384507981,0.06913346022495591
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,GPR,85/15,0.22305684576395857,0.06887746731264655
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Linear,90/10,-15.805593017303202,0.32137801460974535
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Ridge,90/10,-1.4296225354979568,0.12219646600921791
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Lasso,90/10,-0.3801444619745449,0.09209827925833922
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,Kernel Ridge,90/10,0.2964308276833103,0.06575709874233183
Rg norm w/0.5,buffer regr out,All,ProtBERT,190,GPR,90/10,0.30488379102609775,0.0653608889589056
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Linear,80/20,-0.664079919223729,0.10244110903390576
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Ridge,80/20,0.17892580218107879,0.07195788399098056
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Lasso,80/20,0.22904545103986584,0.06972709458203438
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Kernel Ridge,80/20,0.08645981134432512,0.07590161389765435
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,GPR,80/20,0.21545818958955354,0.07033884427318991
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Linear,85/15,-1.2723682534504324,0.10921922099420221
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Ridge,85/15,0.1628842275760497,0.06629068097211153
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Lasso,85/15,0.2324599893135667,0.06347609915915518
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Kernel Ridge,85/15,0.18796275189803302,0.06529015405754338
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,GPR,85/15,0.15671821399058927,0.06653437445076522
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Linear,90/10,-1.734053528936074,0.11744980192878951
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Ridge,90/10,0.16637950004881585,0.06485343372060583
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Lasso,90/10,0.24925439864307963,0.06154534071394705
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,Kernel Ridge,90/10,0.19629533398145804,0.06367911616194322
Rg norm w/0.5,buffer regr out,Inliers,ProtBERT,190,GPR,90/10,-0.054176193936158246,0.07292986075245737
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Linear,80/20,-0.04073774456995993,0.4831480234288726
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Ridge,80/20,-0.03508862529784573,0.48183497667426367
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Lasso,80/20,-0.0037825964439410775,0.47449253610789677
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Kernel Ridge,80/20,-0.009216491652700665,0.47577511598558175
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,GPR,80/20,-0.042331425880652196,0.4835178041136246
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Linear,85/15,-1.9104588082372098,0.19546049833540652
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Ridge,85/15,-1.5531471269200599,0.18306958379154517
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Lasso,85/15,-0.5666175488073135,0.14340350513337044
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Kernel Ridge,85/15,0.22853953044128583,0.10063177006203769
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,GPR,85/15,0.23348544590464748,0.10030867086074893
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Linear,90/10,-1.4788245165087979,0.18013903457991137
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Ridge,90/10,-1.3006488987949587,0.1735442035299954
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Lasso,90/10,-0.7514274713743188,0.1514192247020678
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,Kernel Ridge,90/10,0.2959329723632723,0.0960045779179623
Rg norm w/0.418,buffer regr out,All,ProtBERT,10,GPR,90/10,0.31063057405928174,0.09499723144198055
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Linear,80/20,-0.11047310439868263,0.11752832688379491
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Ridge,80/20,-0.09561744037237307,0.11673954596237966
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Lasso,80/20,-0.06600580416422863,0.11515115968653485
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,80/20,-0.06015990123624104,0.11483498507825815
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,GPR,80/20,0.15163626112675133,0.10272581136322338
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Linear,85/15,-0.029050170871294023,0.10114777744519676
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Ridge,85/15,-0.021648762784827635,0.10078337005443996
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Lasso,85/15,-0.05343219787196807,0.10233904593734396
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,85/15,0.009513743007417919,0.0992344111111922
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,GPR,85/15,0.12241105482726078,0.09340790716829844
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Linear,90/10,-0.024097005163480567,0.10217405156358607
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Ridge,90/10,-0.008269420992504273,0.10138141885931984
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Lasso,90/10,-0.0219118982031965,0.1020649894093319
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,Kernel Ridge,90/10,0.04504234715987576,0.09866477360527967
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,10,GPR,90/10,-0.08723879424972392,0.10527676642284409
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Linear,80/20,-0.09310719846719451,0.49515472948191575
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Ridge,80/20,-0.049059082833966317,0.4850757106177246
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Lasso,80/20,-0.0037825964439410775,0.47449253610789677
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Kernel Ridge,80/20,-0.020802103758693846,0.478498226710871
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,GPR,80/20,-0.04211888466321634,0.48346850467798713
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Linear,85/15,-2.083687385807753,0.20119326813613603
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Ridge,85/15,-1.4998782325641082,0.18114973399352935
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Lasso,85/15,-0.5666175629705454,0.1434035057816005
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Kernel Ridge,85/15,0.22795879213999393,0.10066963961687918
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,GPR,85/15,0.23153577751588816,0.10043615992268692
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Linear,90/10,-1.9234420443183522,0.19562852650217613
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Ridge,90/10,-1.4249486451123632,0.17817066966191564
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Lasso,90/10,-0.7514278727375487,0.15141924205194573
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,Kernel Ridge,90/10,0.29455331146047214,0.09609859520126261
Rg norm w/0.418,buffer regr out,All,ProtBERT,20,GPR,90/10,0.29899623505947803,0.09579550136138046
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Linear,80/20,-0.08390439284156148,0.11611384849776812
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Ridge,80/20,-0.03837847692543983,0.11364919667287532
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Lasso,80/20,-0.03217280335035455,0.1133090862406391
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Kernel Ridge,80/20,-0.01010384752250526,0.112091206594594
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,GPR,80/20,0.1523280990523731,0.10268391653429818
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Linear,85/15,-0.12804648572181043,0.10590136750605457
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Ridge,85/15,-0.0582863487848857,0.10257456096076435
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Lasso,85/15,-0.05718527721848621,0.10252118631176654
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Kernel Ridge,85/15,0.0249602651412395,0.09845759586590666
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,GPR,85/15,0.1235193716256403,0.09334890559373812
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Linear,90/10,-0.16735053882149464,0.10908642545988194
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Ridge,90/10,-0.08735076750505466,0.10528218743928168
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Lasso,90/10,-0.0654793186922582,0.10421796270591234
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,Kernel Ridge,90/10,0.03411879274107499,0.09922747155765986
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,20,GPR,90/10,-0.08575600530630556,0.10520495308880433
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Linear,80/20,-0.24420270979826242,0.5282689997655967
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Ridge,80/20,-0.09075752966999473,0.4946222677479857
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Lasso,80/20,-0.0037825964439410775,0.47449253610789677
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Kernel Ridge,80/20,-0.028370746631564803,0.4802688412011627
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,GPR,80/20,-0.04210425294879583,0.48346511063243897
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Linear,85/15,-5.2001551414997245,0.28528540331615343
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Ridge,85/15,-2.068023312040991,0.2006816211793735
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Lasso,85/15,-0.5666175481514502,0.14340350510335256
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Kernel Ridge,85/15,0.23852252576180566,0.0999785430155656
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,GPR,85/15,0.2315070744705935,0.10043803560970294
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Linear,90/10,-3.4440135071605527,0.24119740145536972
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Ridge,90/10,-1.608869437047875,0.18480389144771125
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Lasso,90/10,-0.7514274804942307,0.15141922509629768
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,Kernel Ridge,90/10,0.320824395278122,0.0942922455594623
Rg norm w/0.418,buffer regr out,All,ProtBERT,50,GPR,90/10,0.2993679966607201,0.09577009649648377
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Linear,80/20,0.05831930205079228,0.10822818260451329
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Ridge,80/20,0.07354761619639572,0.10734951409367854
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Lasso,80/20,-0.03224351454411534,0.1133129674141728
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,80/20,0.02213922762795162,0.11028769081792059
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,GPR,80/20,0.15201541305880317,0.10270285361480205
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Linear,85/15,0.0415390569945312,0.09761696026584495
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Ridge,85/15,0.08423924146343853,0.09541773090149895
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Lasso,85/15,-0.02097992897306944,0.10075037517211637
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,85/15,0.06429223710032972,0.09645132230758643
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,GPR,85/15,0.12301069302027456,0.09337598987944488
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Linear,90/10,-0.038274480784124876,0.10287886324924647
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Ridge,90/10,0.07112788903389977,0.09730788400297465
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Lasso,90/10,-0.0656552122449845,0.10422656470827386
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,Kernel Ridge,90/10,0.08127609287038151,0.09677486538361196
Rg norm w/0.418,buffer regr out,Inliers,ProtBERT,50,GPR,90/10,-0.08645387482772082,0.10523875789215226
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Linear,80/20,-3.9154060197962623,1.0499998884855783
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Ridge,80/20,-0.08361585127003157,0.4930003517024477
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Lasso,80/20,-0.0037825964439410775,0.47449253610789677
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Kernel Ridge,80/20,-0.027125227066899127,0.4799779123344747
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,GPR,80/20,-0.04208779626475523,0.48346129322935344
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Linear,85/15,-73.27167152349286,0.9873926092988637
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Ridge,85/15,-2.2348513827861134,0.20606557230451533
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Lasso,85/15,-0.5666175493486325,0.14340350515814582
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Kernel Ridge,85/15,0.23640809584574984,0.10011725432578188
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,GPR,85/15,0.2327798358607337,0.10035482949141174
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Linear,90/10,-8.877524914111794,0.3595911597044891
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Ridge,90/10,-1.7237295455348178,0.18882823354029876
Rg norm w/0.418,buffer regr out,All,ProtBERT,100,Lasso,90/10,-0.7514274811104413,0.15141922512293482
