Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,-0.010805001409414539,1.109790290983835
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.5076939067894285,0.779225352441834
Rg w/no norm,No regr out,All,1,Ridge,80/20,-0.03258701286634258,1.1216840884074855
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.42233766748588863,0.8440778296100586
Rg w/no norm,No regr out,All,1,Lasso,80/20,-0.004377246312907257,1.1062560599056543
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.43931166186790616,0.8315842018563941
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,-0.0200226882987673,1.114838981672424
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.49379874059782214,0.7901455148199713
Rg w/no norm,No regr out,All,1,GPR,80/20,-1.3486718612328112,1.6916807302385934
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,-0.5936933097754875,1.401999450159441
Rg w/no norm,No regr out,All,1,Linear,85/15,0.027563357864432758,1.1413888800521457
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.575869925957583,0.7510313652286694
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.04175207530158764,1.1330313414483812
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.4565173214233449,0.8501614224102039
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.04424743598617453,1.131555123843695
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.5697106658113589,0.7564649864331487
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.06111123547894037,1.1215278192057414
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.5246005775271606,0.7951294982488432
Rg w/no norm,No regr out,All,1,GPR,85/15,-5.0746547866564065,2.8527504395888714
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,-0.23275561435930214,1.2804040381794137
Rg w/no norm,No regr out,All,1,Linear,90/10,0.25325317373025835,1.0092271647981659
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.6336541078988603,0.782599522521492
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.22235224812503085,1.0298967776546482
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.6335956631114998,0.7826619458208696
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.28259939985908966,0.9891977201207631
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.6326833878447135,0.7836356778211487
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,0.22332949903057875,1.0292494511782433
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,90/10,0.6140418006128954,0.8032746311082944
Rg w/no norm,No regr out,All,1,GPR,90/10,-1.32425381733657,1.7805083526957517
Rg w/no norm,No regr out,Inliers,1,GPR,90/10,-5.4212633212677535,3.2764546063685542
Rg norm w/0.427,No regr out,All,1,Linear,80/20,-0.8095361127852656,0.12046056482890798
Rg norm w/0.427,No regr out,Inliers,1,Linear,80/20,0.18507923428885642,0.08940838658164608
Rg norm w/0.427,No regr out,All,1,Ridge,80/20,-0.7652406501760458,0.11897705856553335
