Normlaization,Regressing out,Points,Feature Selection,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,All,1,Linear,80/20,0.43483657837009004,1.7767905035968234
Rg w/no norm,No regr out,Inliers,1,Linear,80/20,0.6055243886215284,1.031365705434178
Rg w/no norm,No regr out,All,1,Ridge,80/20,0.368125035718575,1.87873175344755
Rg w/no norm,No regr out,Inliers,1,Ridge,80/20,0.6052257250367197,1.0317560630230649
Rg w/no norm,No regr out,All,1,Lasso,80/20,0.37978072972831733,1.8613233662439996
Rg w/no norm,No regr out,Inliers,1,Lasso,80/20,0.6048532884654427,1.0322426361452497
Rg w/no norm,No regr out,All,1,Kernel Ridge,80/20,0.3631303825026111,1.886142351957159
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,80/20,0.6390192865083846,0.9866079413871063
Rg w/no norm,No regr out,All,1,GPR,80/20,-2.138779281589089,4.18725673817834
Rg w/no norm,No regr out,Inliers,1,GPR,80/20,0.3601098170223085,1.3135763813498518
Rg w/no norm,No regr out,All,1,Linear,85/15,0.30273351246535374,1.1267462978843399
Rg w/no norm,No regr out,Inliers,1,Linear,85/15,0.6594452213274042,0.8903037237124184
Rg w/no norm,No regr out,All,1,Ridge,85/15,0.3992659487181093,1.0458463099968713
Rg w/no norm,No regr out,Inliers,1,Ridge,85/15,0.6589471133372724,0.8909545813522486
Rg w/no norm,No regr out,All,1,Lasso,85/15,0.421744398098311,1.026092865591209
Rg w/no norm,No regr out,Inliers,1,Lasso,85/15,0.6112602633062112,0.9512050965480856
Rg w/no norm,No regr out,All,1,Kernel Ridge,85/15,0.39626695520875166,1.0484536047939466
Rg w/no norm,No regr out,Inliers,1,Kernel Ridge,85/15,0.6982517236361881,0.8380445372256097
Rg w/no norm,No regr out,All,1,GPR,85/15,-1.0558840148779316,1.9347553154943393
Rg w/no norm,No regr out,Inliers,1,GPR,85/15,0.3449539737026155,1.234754474672581
Rg w/no norm,No regr out,All,1,Linear,90/10,0.05866892658317169,0.9671117899490195
Rg w/no norm,No regr out,Inliers,1,Linear,90/10,0.6266554832619525,0.9289337456494632
Rg w/no norm,No regr out,All,1,Ridge,90/10,0.2553285282612381,0.8601770248265629
Rg w/no norm,No regr out,Inliers,1,Ridge,90/10,0.6200267602077321,0.9371440608333921
Rg w/no norm,No regr out,All,1,Lasso,90/10,0.34080786779698413,0.8093036290442454
Rg w/no norm,No regr out,Inliers,1,Lasso,90/10,0.5791604067415146,0.9862525687381188
Rg w/no norm,No regr out,All,1,Kernel Ridge,90/10,-0.038852247469297385,1.0159734809255934
