Normalization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,Linear,85/15,-0.07451648631704466,0.12173477471482466
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,Ridge,85/15,-0.06888739466792271,0.12141548876739942
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,Lasso,85/15,-0.08604132471580583,0.12238587301314778
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,Kernel Ridge,85/15,-0.11567563776848555,0.1240443791104987
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,GPR,85/15,-0.889350966807614,0.16142263594560904
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,Linear,90/10,-0.0974658103445798,0.13374129508219
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,Ridge,90/10,-0.09110098253284638,0.13335291026646118
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,Lasso,90/10,-0.14813520423311788,0.1367938401340388
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,Kernel Ridge,90/10,-0.018437911491254955,0.12883602098685243
Rg norm w/0.406,No regr out,Inliers,ESM-12,7,10,GPR,90/10,-0.5593606046441499,0.15942018313936435
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Linear,80/20,-0.21213676803583614,0.07037377052547912
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Ridge,80/20,-0.06923244304553533,0.06609537514993662
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Lasso,80/20,0.06659603015013493,0.06175467349013093
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Kernel Ridge,80/20,-0.20375056426458027,0.0701299065008723
Rg norm w/0.406,No regr out,All,ESM-12,7,10,GPR,80/20,-6.141471508893774,0.1708161235849146
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Linear,85/15,-0.2127193773332734,0.07262540949776124
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Ridge,85/15,-0.06867119879382244,0.06817583852699484
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Lasso,85/15,0.0055684947741261315,0.06576515881134709
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Kernel Ridge,85/15,-0.31146305695636656,0.07552425785632833
Rg norm w/0.406,No regr out,All,ESM-12,7,10,GPR,85/15,-6.087471403673158,0.17557153070181733
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Linear,90/10,-0.3162926631056713,0.08472423993052265
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Ridge,90/10,-0.13908046960794795,0.07881495899550645
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Lasso,90/10,-0.09021504172620243,0.07710588673050466
Rg norm w/0.406,No regr out,All,ESM-12,7,10,Kernel Ridge,90/10,-0.21424612265765974,0.08137384058927861
Rg norm w/0.406,No regr out,All,ESM-12,7,10,GPR,90/10,-4.7405451084095995,0.17693266463081492
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Linear,80/20,-1.540054849670153,0.1018724041456052
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Ridge,80/20,-0.5874630169368849,0.08053539928421123
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Lasso,80/20,0.06659603015013493,0.06175467349013093
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Kernel Ridge,80/20,-0.968190588456282,0.08967442144524676
Rg norm w/0.406,No regr out,All,ESM-12,7,20,GPR,80/20,-6.461441790204691,0.17460086287126814
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Linear,85/15,-0.6752187895724204,0.08535799464128144
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Ridge,85/15,-0.2557235086143683,0.07390187344737266
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Lasso,85/15,0.12961905874713875,0.06152662913967787
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Kernel Ridge,85/15,-0.4420942588243306,0.07919636701900647
Rg norm w/0.406,No regr out,All,ESM-12,7,20,GPR,85/15,-5.323127906471027,0.16583432186133876
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Linear,90/10,-0.6136562396200111,0.09380737038289604
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Ridge,90/10,-0.2823277413305727,0.08362400627776145
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Lasso,90/10,0.08588753098148716,0.07060431886327918
Rg norm w/0.406,No regr out,All,ESM-12,7,20,Kernel Ridge,90/10,-0.3912240390521804,0.0871023731532705
Rg norm w/0.406,No regr out,All,ESM-12,7,20,GPR,90/10,-4.00869913270935,0.16526996060286928
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,104,Linear,80/20,0.03904848145461559,0.10979724168876114
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,104,Ridge,80/20,0.18376034564636679,0.1011927820926007
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,104,Lasso,80/20,0.06799615809614468,0.10813083148502797
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,104,Kernel Ridge,80/20,0.1963571485710911,0.10040890575716108
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,104,GPR,80/20,0.07822045196529437,0.10753608597077803
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,110,Linear,85/15,0.14923457643862037,0.10832109219498895
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,110,Ridge,85/15,0.1303116196664127,0.1095191207617527
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,110,Lasso,85/15,0.10638127170901224,0.11101566014547017
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,110,Kernel Ridge,85/15,0.15550570489194493,0.1079211277050809
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,110,GPR,85/15,0.06885490112405923,0.11332266926382871
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,116,Linear,90/10,0.1676836354151413,0.11647004451336546
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,116,Ridge,90/10,0.0768377213669098,0.12266171990884851
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,116,Lasso,90/10,0.05709964260242484,0.12396609612062999
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,116,Kernel Ridge,90/10,0.07417286803230083,0.12283863351675256
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,116,GPR,90/10,0.16942061111696793,0.11634844934534798
Rg norm w/0.406,No regr out,All,ESM-12,8,106,Linear,80/20,-17.696915118507732,0.2763885110230699
Rg norm w/0.406,No regr out,All,ESM-12,8,106,Ridge,80/20,-0.9769152425831256,0.08987295739868265
Rg norm w/0.406,No regr out,All,ESM-12,8,106,Lasso,80/20,-0.11500029760773645,0.06749513956163858
Rg norm w/0.406,No regr out,All,ESM-12,8,106,Kernel Ridge,80/20,-0.17092741493014652,0.0691671681581314
Rg norm w/0.406,No regr out,All,ESM-12,8,106,GPR,80/20,-0.21128585452492965,0.07034906518420386
Rg norm w/0.406,No regr out,All,ESM-12,8,112,Linear,85/15,-16.71689797562648,0.27758901626741866
Rg norm w/0.406,No regr out,All,ESM-12,8,112,Ridge,85/15,-0.5727505109300908,0.08270625444090002
Rg norm w/0.406,No regr out,All,ESM-12,8,112,Lasso,85/15,-0.13496315503223788,0.07025857178119718
Rg norm w/0.406,No regr out,All,ESM-12,8,112,Kernel Ridge,85/15,-0.0863971259492693,0.06873892558949049
Rg norm w/0.406,No regr out,All,ESM-12,8,112,GPR,85/15,-0.20623719824320563,0.07243105221567049
Rg norm w/0.406,No regr out,All,ESM-12,8,120,Linear,90/10,-14.96438176255182,0.29505807417935437
Rg norm w/0.406,No regr out,All,ESM-12,8,120,Ridge,90/10,-0.5912746392833272,0.0931545391805911
Rg norm w/0.406,No regr out,All,ESM-12,8,120,Lasso,90/10,-0.09399605580944193,0.07723947785524292
Rg norm w/0.406,No regr out,All,ESM-12,8,120,Kernel Ridge,90/10,-0.10242403954217671,0.0775364277919567
Rg norm w/0.406,No regr out,All,ESM-12,8,120,GPR,90/10,-0.20276787244860084,0.08098831449142634
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Linear,80/20,0.06884662491894344,0.10808148476067493
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Ridge,80/20,0.18366219335468414,0.10119886609307828
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Lasso,80/20,0.06799615809614468,0.10813083148502797
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Kernel Ridge,80/20,0.19614972721740542,0.1004218627612732
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,GPR,80/20,0.07594667204800531,0.1076686354463188
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Linear,85/15,0.14113483160760587,0.10883550827137954
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Ridge,85/15,0.13002572022193848,0.10953712081993515
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Lasso,85/15,0.10638127170901224,0.11101566014547017
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Kernel Ridge,85/15,0.1542462345167075,0.108001573969209
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,GPR,85/15,0.06998583582269524,0.11325382957526117
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Linear,90/10,0.16670581322485145,0.11653844011948264
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Ridge,90/10,0.07673854166210259,0.12266830879723793
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Lasso,90/10,0.05709964260242484,0.12396609612062999
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,Kernel Ridge,90/10,0.07371514168312099,0.1228689953032462
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,100,GPR,90/10,0.17107996557435323,0.1162321691655921
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Linear,80/20,-25.065307370758372,0.3263370876005162
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Ridge,80/20,-1.0079953861509963,0.09057667276765609
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Lasso,80/20,-0.11500029760773645,0.06749513956163858
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Kernel Ridge,80/20,-0.17519790457761242,0.06929318316290536
Rg norm w/0.406,No regr out,All,ESM-12,8,100,GPR,80/20,-0.20837114052094075,0.0702643738189961
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Linear,85/15,-21.503739240342057,0.31284972611708217
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Ridge,85/15,-0.5921444424998983,0.083214626514386
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Lasso,85/15,-0.13496315503223788,0.07025857178119718
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Kernel Ridge,85/15,-0.0902941428800983,0.06886210198375724
Rg norm w/0.406,No regr out,All,ESM-12,8,100,GPR,85/15,-0.20677945116908214,0.07244733074571463
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Linear,90/10,-12.36722983896382,0.2699927851111123
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Ridge,90/10,-0.594850608612473,0.09325915054942811
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Lasso,90/10,-0.09399605580944193,0.07723947785524292
Rg norm w/0.406,No regr out,All,ESM-12,8,100,Kernel Ridge,90/10,-0.10633403695655241,0.07767380637047898
Rg norm w/0.406,No regr out,All,ESM-12,8,100,GPR,90/10,-0.22287456393742966,0.0816624503160299
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Linear,80/20,-5.202970963951388,0.1591970010146103
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Ridge,80/20,-0.9568932487876449,0.08941668717002252
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Lasso,80/20,-0.11500029760773645,0.06749513956163858
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Kernel Ridge,80/20,-0.19948302974418453,0.07000548391268711
Rg norm w/0.406,No regr out,All,ESM-12,8,50,GPR,80/20,-7.256163892873497,0.1836640517032474
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Linear,85/15,-2.273611734667858,0.11932241101911932
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Ridge,85/15,-0.5589519649331578,0.0823426429749821
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Lasso,85/15,-0.13496315503223788,0.07025857178119718
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Kernel Ridge,85/15,-0.10467606381393058,0.06931478932525413
Rg norm w/0.406,No regr out,All,ESM-12,8,50,GPR,85/15,-6.4859874257245105,0.18044006810086316
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Linear,90/10,-1.9273767115373817,0.12634869420105144
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Ridge,90/10,-0.5548709712464925,0.09208282381390205
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Lasso,90/10,-0.09399605580944193,0.07723947785524292
Rg norm w/0.406,No regr out,All,ESM-12,8,50,Kernel Ridge,90/10,-0.022689900889861114,0.07467984962446039
Rg norm w/0.406,No regr out,All,ESM-12,8,50,GPR,90/10,-5.821402971428212,0.1928716092807199
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Linear,80/20,0.14277246734519422,0.10370238555389934
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Ridge,80/20,0.16649506561609106,0.1022574077044932
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Lasso,80/20,0.06799615809614468,0.10813083148502797
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Kernel Ridge,80/20,0.17166356291454465,0.10193986968708167
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,GPR,80/20,-0.14037345357135989,0.11960910500924087
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Linear,85/15,0.1180934889970886,0.11028574701719697
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Ridge,85/15,0.11399456094099547,0.11054174314057678
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Lasso,85/15,0.10831923704284441,0.11089521656861705
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Kernel Ridge,85/15,0.13119017222043772,0.10946378909499352
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,GPR,85/15,-0.2064723677005007,0.12899319639317408
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Linear,90/10,0.09053230023842285,0.12174851266748186
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Ridge,90/10,0.06986675223369943,0.12312396958535243
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Lasso,90/10,0.042699637494341136,0.12490911644187995
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,Kernel Ridge,90/10,0.06315485729866255,0.1235674058757581
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,50,GPR,90/10,0.08229466836619492,0.12229864690247381
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Linear,80/20,0.15990950389576641,0.10266058319004671
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Ridge,80/20,0.12514665085295562,0.1047630950950704
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Lasso,80/20,0.14235580931816594,0.10372758492080937
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Kernel Ridge,80/20,0.06045055901309637,0.10856766827207702
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,GPR,80/20,-0.5396806431453729,0.1389811868853892
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Linear,85/15,0.08646148677258525,0.11224617365802941
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Ridge,85/15,0.053844805695144604,0.11423240062595161
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Lasso,85/15,0.057469670141708895,0.1140133697895377
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Kernel Ridge,85/15,0.08869289740777486,0.11210900350205207
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,GPR,85/15,-0.4140128203587028,0.13964802187778816
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Linear,90/10,0.02655200094350918,0.12595818761251895
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Ridge,90/10,0.014498517127734645,0.1267356118082585
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Lasso,90/10,0.01898374308247952,0.1264468826121979
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,Kernel Ridge,90/10,0.022175834441258813,0.1262409946501888
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,20,GPR,90/10,-0.5196885267787481,0.15737919407465473
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Linear,80/20,-1.6177082481057865,0.103417879515949
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Ridge,80/20,-0.6433337135286699,0.08194036431685303
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Lasso,80/20,-0.11500029760773645,0.06749513956163858
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Kernel Ridge,80/20,-0.9977976062310716,0.09034637923281916
Rg norm w/0.406,No regr out,All,ESM-12,8,20,GPR,80/20,-6.557486322340762,0.17572101086739517
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Linear,85/15,-1.0934695994388912,0.09542051693576156
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Ridge,85/15,-0.4457267157992719,0.07929604721184594
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Lasso,85/15,-0.5677750552961067,0.08257532863208811
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Kernel Ridge,85/15,-0.6559030259912024,0.08486446653915872
Rg norm w/0.406,No regr out,All,ESM-12,8,20,GPR,85/15,-6.5812157722423485,0.1815841194757498
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Linear,90/10,-0.9952056574280632,0.10430984136530333
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Ridge,90/10,-0.4721792149286388,0.08960078035308822
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Lasso,90/10,-0.09399605580944193,0.07723947785524292
Rg norm w/0.406,No regr out,All,ESM-12,8,20,Kernel Ridge,90/10,-0.592839576751542,0.0932003342937229
Rg norm w/0.406,No regr out,All,ESM-12,8,20,GPR,90/10,-4.856405878278083,0.17870925118599668
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Linear,80/20,0.04248092222679578,0.10960097285330357
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Ridge,80/20,0.06219393800673112,0.10846689524855861
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Lasso,80/20,0.059821110044313786,0.10860402951183723
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Kernel Ridge,80/20,-0.05655571474973842,0.11512957274344966
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,GPR,80/20,-0.8559807731538212,0.15259047596832082
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Linear,85/15,-0.06650742118641029,0.12128024221278204
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Ridge,85/15,-0.05533168531228716,0.12064313205785311
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Lasso,85/15,-0.03837141791503629,0.11966977579854532
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Kernel Ridge,85/15,-0.038780301887540114,0.11969333492029761
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,GPR,85/15,-0.9082394815344412,0.16222752904825705
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Linear,90/10,-0.1992469266579553,0.13980552404204155
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Ridge,90/10,-0.17174165663363827,0.13819297283585077
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Lasso,90/10,-0.19281148729627917,0.13942990488665963
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,Kernel Ridge,90/10,-0.11928209643751919,0.1350640608638518
Rg norm w/0.406,No regr out,Inliers,ESM-12,8,10,GPR,90/10,-1.2721879769422615,0.19243858434427993
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Linear,80/20,-0.36502118233916625,0.07468006777680378
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Ridge,80/20,-0.2953319688691358,0.07274875244177878
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Lasso,80/20,-0.32574464570532724,0.07359781972888328
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Kernel Ridge,80/20,-0.3332991778219927,0.07380721423010699
Rg norm w/0.406,No regr out,All,ESM-12,8,10,GPR,80/20,-5.27650385522467,0.16013781850587117
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Linear,85/15,-0.40638295467502683,0.07820963026142301
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Ridge,85/15,-0.33398567760805964,0.07617001113516789
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Lasso,85/15,-0.24347738788122908,0.07354063605876533
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Kernel Ridge,85/15,-0.31464659558290453,0.07561586876972738
Rg norm w/0.406,No regr out,All,ESM-12,8,10,GPR,85/15,-4.898536368933978,0.16016977534972512
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Linear,90/10,-0.5085443090385178,0.09070066819705042
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Ridge,90/10,-0.28204178703377614,0.08361468183737235
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Lasso,90/10,-0.32538395128917763,0.0850163205191006
Rg norm w/0.406,No regr out,All,ESM-12,8,10,Kernel Ridge,90/10,-0.37751767469352493,0.08667224404436827
Rg norm w/0.406,No regr out,All,ESM-12,8,10,GPR,90/10,-3.8975467415053195,0.16342584752907943
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,104,Linear,80/20,0.045024131308295634,0.109455323786285
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,104,Ridge,80/20,0.20094508781059817,0.10012188191049885
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,104,Lasso,80/20,0.18509368619971756,0.10111009829703357
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,104,Kernel Ridge,80/20,0.22907749628437535,0.09834358883033832
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,104,GPR,80/20,0.08947196116929579,0.10687776251313581
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,110,Linear,85/15,0.28735947985132293,0.09913873451052523
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,110,Ridge,85/15,0.2738696423922825,0.10007265259849447
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,110,Lasso,85/15,0.30429997012946164,0.0979533121767719
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,110,Kernel Ridge,85/15,0.19427184043349333,0.10541499337921566
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,110,GPR,85/15,0.0886715763515954,0.11211031495259076
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,116,Linear,90/10,0.24767706635320785,0.11073175295576872
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,116,Ridge,90/10,0.19171615202292014,0.11477623508457853
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,116,Lasso,90/10,0.04922282594835159,0.1244828142384685
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,116,Kernel Ridge,90/10,0.10485140104780721,0.12078627632937969
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,116,GPR,90/10,0.16436241224025705,0.11670219054993881
Rg norm w/0.406,No regr out,All,ESM-12,9,106,Linear,80/20,-18.352072621469866,0.2811892740900878
Rg norm w/0.406,No regr out,All,ESM-12,9,106,Ridge,80/20,-0.7875679951545789,0.08546066998495191
Rg norm w/0.406,No regr out,All,ESM-12,9,106,Lasso,80/20,-0.128007031589203,0.06788767127261783
Rg norm w/0.406,No regr out,All,ESM-12,9,106,Kernel Ridge,80/20,-0.14200434593838818,0.06830757794274778
Rg norm w/0.406,No regr out,All,ESM-12,9,106,GPR,80/20,-0.10299904963814233,0.06713091661648636
Rg norm w/0.406,No regr out,All,ESM-12,9,112,Linear,85/15,-31.97121318382944,0.3786830787981421
Rg norm w/0.406,No regr out,All,ESM-12,9,112,Ridge,85/15,-0.5937854048330644,0.08325749853573258
Rg norm w/0.406,No regr out,All,ESM-12,9,112,Lasso,85/15,-0.050131538548111365,0.06758188276091961
Rg norm w/0.406,No regr out,All,ESM-12,9,112,Kernel Ridge,85/15,-0.0811488695775402,0.06857268975922898
Rg norm w/0.406,No regr out,All,ESM-12,9,112,GPR,85/15,-0.08365712111649715,0.06865218755873463
Rg norm w/0.406,No regr out,All,ESM-12,9,120,Linear,90/10,-33.698738628508394,0.4349990364031861
Rg norm w/0.406,No regr out,All,ESM-12,9,120,Ridge,90/10,-0.555557191677291,0.09210314130192081
Rg norm w/0.406,No regr out,All,ESM-12,9,120,Lasso,90/10,-0.06834495440600419,0.07632858348471938
Rg norm w/0.406,No regr out,All,ESM-12,9,120,Kernel Ridge,90/10,-0.003346144514956295,0.0739702087341953
Rg norm w/0.406,No regr out,All,ESM-12,9,120,GPR,90/10,-0.07398449698049148,0.07652977866833545
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Linear,80/20,0.07556802330841184,0.10769069284078826
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Ridge,80/20,0.20061260030452277,0.10014271014902652
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Lasso,80/20,0.18509368619971756,0.10111009829703357
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Kernel Ridge,80/20,0.22850522263619988,0.09838008342193091
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,GPR,80/20,0.0825928141248351,0.10728073987938601
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Linear,85/15,0.26431980471856387,0.10072856505247313
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Ridge,85/15,0.2587828228298503,0.10110691338473964
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Lasso,85/15,0.2995450298239323,0.09828748566935044
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Kernel Ridge,85/15,0.1883599802391861,0.1058010167068776
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,GPR,85/15,0.08302840416522361,0.11245688673822635
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Linear,90/10,0.2605912357939417,0.10977724354024024
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Ridge,90/10,0.17455573426277216,0.11598822493117085
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Lasso,90/10,0.04922282594835159,0.1244828142384685
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,Kernel Ridge,90/10,0.0968502446315147,0.12132489076469948
Rg norm w/0.406,No regr out,Inliers,ESM-12,9,100,GPR,90/10,0.16487396982760238,0.11666646391950497
Rg norm w/0.406,No regr out,All,ESM-12,9,50,Linear,80/20,-4.079457550469708,0.14406008797180003
Rg norm w/0.406,No regr out,All,ESM-12,9,50,Ridge,80/20,-0.7819001665723107,0.08532507766303536
Rg norm w/0.406,No regr out,All,ESM-12,9,50,Lasso,80/20,-0.128007031589203,0.06788767127261783
Rg norm w/0.406,No regr out,All,ESM-12,9,50,Kernel Ridge,80/20,-0.16411042434533596,0.06896553302527952
Rg norm w/0.406,No regr out,All,ESM-12,9,50,GPR,80/20,-6.164549142585498,0.17109189674975706
Rg norm w/0.406,No regr out,All,ESM-12,9,50,Linear,85/15,-2.576297473292851,0.12471688456651024
Rg norm w/0.406,No regr out,All,ESM-12,9,50,Ridge,85/15,-0.510784398392695,0.08106057523701181
Rg norm w/0.406,No regr out,All,ESM-12,9,50,Lasso,85/15,-0.050131538548111365,0.06758188276091961
