Normalization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Kernel Ridge,80/20,-0.002888305161449667,0.10685879815677664
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,GPR,80/20,-0.2827198518500411,0.12085090581261457
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Linear,85/15,-4.222976671994058,0.25403291948950374
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Ridge,85/15,0.006217227432428807,0.11080942168445673
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Lasso,85/15,-0.05645608157069071,0.1142501240011815
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Kernel Ridge,85/15,0.0003287638592386344,0.1111372264891239
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,GPR,85/15,-0.06874082294728012,0.11491246891110643
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Linear,90/10,-2.6280242400619858,0.20725159016165381
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Ridge,90/10,-0.18364311384419763,0.11837859176498788
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Lasso,90/10,0.05787614721289758,0.10561285455449182
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,Kernel Ridge,90/10,-0.029412100282591114,0.11039703662119466
Rg norm w/0.421,pH regr out,All,ESM-12,8,100,GPR,90/10,-0.20428758293701366,0.11940647717272437
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Linear,80/20,-2.132939905260719,0.18886871873649852
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Ridge,80/20,-0.022581594535813432,0.1079028678798293
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Lasso,80/20,-0.04252918599366007,0.10895022034040489
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Kernel Ridge,80/20,-0.0022168255717451846,0.10682301874038569
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,GPR,80/20,-0.13843762796576398,0.11385146484484218
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Linear,85/15,-1.3572734624841996,0.17066164988072627
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Ridge,85/15,-0.010915727066268532,0.11176052490580328
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Lasso,85/15,-0.05645608157069071,0.1142501240011815
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Kernel Ridge,85/15,0.0011448571683336795,0.11109185313942992
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,GPR,85/15,0.03973690808800967,0.10892462534098123
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Linear,90/10,-1.2973236638191894,0.16492020821159328
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Ridge,90/10,-0.19543340219065986,0.11896671635532853
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Lasso,90/10,0.05787614721289758,0.10561285455449182
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,Kernel Ridge,90/10,-0.028850888953446896,0.11036693958124826
Rg norm w/0.421,pH regr out,All,ESM-12,8,50,GPR,90/10,0.0025385966089622736,0.10867029130370598
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Linear,80/20,-0.27155184698660717,0.08394524492229094
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Ridge,80/20,0.21959096476490558,0.06576430100532346
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Lasso,80/20,0.12008383886630059,0.06983123313124631
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Kernel Ridge,80/20,0.24854761151299087,0.06453269444145254
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,GPR,80/20,0.20032966070125224,0.06657091985872468
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Linear,85/15,-0.8230517995499285,0.0935032661525057
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Ridge,85/15,-0.29530213260625504,0.07881571456608835
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Lasso,85/15,-0.06672115849112159,0.07152415436108239
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Kernel Ridge,85/15,-0.09609264726363631,0.07250215397993809
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,GPR,85/15,-0.04217269767125531,0.07069637128726082
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Linear,90/10,-0.04374960894527691,0.07329201067928284
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Ridge,90/10,0.13143998344327856,0.06685877111625063
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Lasso,90/10,0.048455019358787155,0.06997987053335514
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,Kernel Ridge,90/10,0.1929746036050053,0.06444690627722964
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,50,GPR,90/10,0.11579093611108016,0.06745838731285499
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Linear,80/20,-0.007577724836223876,0.07472541624735159
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Ridge,80/20,0.06421980665343685,0.07201384313988908
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Lasso,80/20,0.0646438340635257,0.07199752557752073
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Kernel Ridge,80/20,0.06451736389076979,0.07200239283133195
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,GPR,80/20,0.3181420381085657,0.061471813001306254
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Linear,85/15,-0.23494284788972153,0.07695745671137459
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Ridge,85/15,-0.1521294219285112,0.07433235814773079
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Lasso,85/15,-0.09736076868071963,0.07254408244144683
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Kernel Ridge,85/15,-0.10999293263169241,0.0729604298312483
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,GPR,85/15,0.3330899376942159,0.05655368546782958
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Linear,90/10,-0.17762769099795772,0.07785069211541033
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Ridge,90/10,-0.11024467126016879,0.07559060512752658
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Lasso,90/10,-0.12579502793572606,0.07611813456690371
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,Kernel Ridge,90/10,0.021491411059221255,0.07096444234882876
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,20,GPR,90/10,0.2579239122344308,0.06179917707336404
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Linear,80/20,-0.11079789955467523,0.11246089276220535
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Ridge,80/20,0.09484704951685485,0.10151845217718074
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Lasso,80/20,-0.04252918599366007,0.10895022034040489
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Kernel Ridge,80/20,-0.0005771023457692426,0.10673559659588201
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,GPR,80/20,-0.0358432503698789,0.10860029928997394
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Linear,85/15,-0.017981645499109744,0.1121504266669277
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Ridge,85/15,0.12999025502579686,0.10367952884240629
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Lasso,85/15,-0.05645608157069071,0.1142501240011815
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Kernel Ridge,85/15,0.005865576194635791,0.11082902497448864
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,GPR,85/15,0.09317172280507735,0.10585063882126984
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Linear,90/10,-0.16383017390140409,0.11738364408340977
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Ridge,90/10,-0.008688418025475597,0.10928015402984084
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Lasso,90/10,0.10587400570541605,0.10288738798561364
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,Kernel Ridge,90/10,-0.025045098885495998,0.11016262301789312
Rg norm w/0.421,pH regr out,All,ESM-12,8,20,GPR,90/10,0.006493132656861467,0.10845466021928056
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Linear,80/20,0.12647910184874667,0.0997288133802835
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Ridge,80/20,0.1952212361668375,0.09572431248259876
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Lasso,80/20,0.19591746762404916,0.09568289694016191
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Kernel Ridge,80/20,0.017650064107764263,0.10575894563112355
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,GPR,80/20,-0.18849394378164264,0.11632752508146163
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Linear,85/15,0.13380046496221265,0.10345224734152882
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Ridge,85/15,0.2000528153365988,0.09941721969784197
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Lasso,85/15,0.257326159518505,0.09579217181724033
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Kernel Ridge,85/15,0.033709336667303136,0.10926595049061473
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,GPR,85/15,-0.18746846310324994,0.12112728937746235
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Linear,90/10,-0.1437867481735624,0.11636846660883618
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Ridge,90/10,-0.0062368257719582765,0.10914727188318078
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Lasso,90/10,0.06847645896202337,0.10501702200100797
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,Kernel Ridge,90/10,0.002584011736794789,0.10866781735768044
Rg norm w/0.421,pH regr out,All,ESM-12,8,10,GPR,90/10,-0.6161286025646255,0.138325019356091
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Linear,80/20,-0.12937456504645395,0.0791130386004905
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Ridge,80/20,-0.125362136430331,0.07897237762007457
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Lasso,80/20,-0.12856733323278124,0.07908476012703562
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Kernel Ridge,80/20,0.08767991132884112,0.07110541622397941
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,GPR,80/20,0.2599652040181817,0.06404056196742587
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Linear,85/15,-0.3910172752215957,0.08167582667846952
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Ridge,85/15,-0.39101679019373137,0.08167581243887094
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Lasso,85/15,-0.3475012523930987,0.08038811883119057
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Kernel Ridge,85/15,-0.14593654872276174,0.07413231502941053
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,GPR,85/15,0.4052732782408316,0.05340550218718376
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Linear,90/10,-0.38887044464629295,0.08454527505839002
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Ridge,90/10,-0.3149240501127666,0.08226380771936788
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Lasso,90/10,-0.3865449680149877,0.0844744655636675
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,Kernel Ridge,90/10,0.0743158952067392,0.06902237144109719
Rg norm w/0.421,pH regr out,Inliers,ESM-12,8,10,GPR,90/10,0.38006096080887597,0.05648497830167071
Rg norm w/0.421,pH regr out,All,ESM-12,9,106,Linear,80/20,-16.81953178505682,0.45043501781691025
Rg norm w/0.421,pH regr out,All,ESM-12,9,106,Ridge,80/20,-0.10013692115887851,0.11191991506642439
Rg norm w/0.421,pH regr out,All,ESM-12,9,106,Lasso,80/20,0.10175758377334354,0.10113018028643789
Rg norm w/0.421,pH regr out,All,ESM-12,9,106,Kernel Ridge,80/20,-0.0026285230197580223,0.10684495723090781
Rg norm w/0.421,pH regr out,All,ESM-12,9,106,GPR,80/20,-0.3140436505801911,0.12231758499944266
Rg norm w/0.421,pH regr out,All,ESM-12,9,112,Linear,85/15,-7.513817135658526,0.3243344757733746
Rg norm w/0.421,pH regr out,All,ESM-12,9,112,Ridge,85/15,0.033349367118160944,0.10928630086447774
Rg norm w/0.421,pH regr out,All,ESM-12,9,112,Lasso,85/15,0.14375298189472263,0.10285620403025716
Rg norm w/0.421,pH regr out,All,ESM-12,9,112,Kernel Ridge,85/15,0.000605051360182518,0.11112186746539784
Rg norm w/0.421,pH regr out,All,ESM-12,9,112,GPR,85/15,-0.08782089951212568,0.11593368905999507
Rg norm w/0.421,pH regr out,All,ESM-12,9,120,Linear,90/10,-7.328249244547118,0.31400722322180563
Rg norm w/0.421,pH regr out,All,ESM-12,9,120,Ridge,90/10,-0.053785850132884505,0.11169634516811233
Rg norm w/0.421,pH regr out,All,ESM-12,9,120,Lasso,90/10,0.04419409132263985,0.10637697513501633
Rg norm w/0.421,pH regr out,All,ESM-12,9,120,Kernel Ridge,90/10,-0.029550464842426738,0.11040445567335334
Rg norm w/0.421,pH regr out,All,ESM-12,9,120,GPR,90/10,-0.22737241645465534,0.12054548838132922
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,104,Linear,80/20,-0.7390252834338118,0.09817072812506594
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,104,Ridge,80/20,0.22114415211417027,0.06569882562713716
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,104,Lasso,80/20,0.1563016940738069,0.06837898541381733
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,104,Kernel Ridge,80/20,0.2924579395305239,0.06261886550444606
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,104,GPR,80/20,0.17507201529776306,0.06761407055055509
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,110,Linear,85/15,-1.5081668349252348,0.10967445565158973
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,110,Ridge,85/15,-0.10341989869410373,0.07274408455307939
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,110,Lasso,85/15,0.07264352120695672,0.06668845135075686
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,110,Kernel Ridge,85/15,0.054014945379729506,0.06735493395818558
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,110,GPR,85/15,-0.03662313639830583,0.07050789123304002
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,116,Linear,90/10,-1.4353168147935502,0.11195312145916542
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,116,Ridge,90/10,0.025789249085941157,0.07080842464971054
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,116,Lasso,90/10,-0.015834564154393105,0.07230527233517513
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,116,Kernel Ridge,90/10,0.14238702838901596,0.06643610211085983
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,116,GPR,90/10,0.18484051642618748,0.0647708753020412
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Linear,80/20,-0.6782460617557591,0.09643992909521526
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Ridge,80/20,0.22190649893196146,0.06566666463566394
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Lasso,80/20,0.1563016940738069,0.06837898541381733
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Kernel Ridge,80/20,0.2925472961915748,0.06261491125937177
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,GPR,80/20,0.18493006385424238,0.06720885571985577
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Linear,85/15,-1.3360000422861447,0.1058433800173946
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Ridge,85/15,-0.10665519550803015,0.07285065161943284
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Lasso,85/15,0.07264352120695672,0.06668845135075686
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Kernel Ridge,85/15,0.05214645250561856,0.06742142027821608
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,GPR,85/15,-0.019725905100507646,0.06993088158194413
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Linear,90/10,-0.7376194426607761,0.0945661714938076
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Ridge,90/10,0.026597202581456703,0.07077905637353644
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Lasso,90/10,-0.013325274635265671,0.07221591376684397
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,Kernel Ridge,90/10,0.14007726111027818,0.0665255065144795
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,100,GPR,90/10,0.209471098474602,0.06378482222576305
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Linear,80/20,-12.522646489228448,0.3923872157066185
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Ridge,80/20,-0.09254185062325404,0.11153291239679804
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Lasso,80/20,0.10175758377334354,0.10113018028643789
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Kernel Ridge,80/20,-0.002586556994412792,0.10684272115593074
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,GPR,80/20,-0.31434052812113733,0.12233140162304808
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Linear,85/15,-7.190209008926637,0.3181108255757577
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Ridge,85/15,0.035155603742666575,0.10918414957512028
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Lasso,85/15,0.14375298189472263,0.10285620403025716
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Kernel Ridge,85/15,0.0007161410532315893,0.11111569130990111
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,GPR,85/15,-0.08787555222740862,0.11593660130930127
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Linear,90/10,-5.541787235059339,0.27829857904678973
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Ridge,90/10,-0.04185380904457903,0.11106217475071338
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Lasso,90/10,0.04419409132263985,0.10637697513501633
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,Kernel Ridge,90/10,-0.029411942119720758,0.11039702814027975
Rg norm w/0.421,pH regr out,All,ESM-12,9,100,GPR,90/10,-0.22867689246068168,0.1206095304502002
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Linear,80/20,-2.2565640846832298,0.19255899753399605
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Ridge,80/20,-0.03714353387951097,0.10866844033873324
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Lasso,80/20,-0.033259012586004166,0.1084647458376439
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Kernel Ridge,80/20,-0.0021574592566522277,0.10681985486269815
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,GPR,80/20,-0.17879796402951298,0.11585204130007315
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Linear,85/15,-1.383933163889067,0.17162398982920685
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Ridge,85/15,0.013149233333087595,0.11042227683774002
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Lasso,85/15,0.14375298189472263,0.10285620403025716
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Kernel Ridge,85/15,0.0016867783108698298,0.1110617130373845
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,GPR,85/15,0.017816599810176803,0.11016084315538488
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Linear,90/10,-1.2280353166219955,0.16241413245628658
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Ridge,90/10,-0.14871303128805025,0.11661879652282992
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Lasso,90/10,0.04419409132263985,0.10637697513501633
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,Kernel Ridge,90/10,-0.028903036516921166,0.1103697365337138
Rg norm w/0.421,pH regr out,All,ESM-12,9,50,GPR,90/10,-0.02953127286161772,0.11040342663682645
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Linear,80/20,-0.2255597570822585,0.08241311126784417
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Ridge,80/20,0.14170513760195302,0.06896795051913665
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Lasso,80/20,-0.048087257610064604,0.07621277665296838
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Kernel Ridge,80/20,0.3032827231532971,0.06213801192206472
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,GPR,80/20,0.17842667043129956,0.06747645068443768
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Linear,85/15,-0.736485633806365,0.09125630381404139
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Ridge,85/15,-0.18633104591984306,0.07542758883699295
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Lasso,85/15,-0.3175533845553691,0.07948979693811958
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Kernel Ridge,85/15,0.018540817947245714,0.06860620525148084
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,GPR,85/15,0.03255554943974981,0.06811461338861952
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Linear,90/10,-0.464328473467424,0.08681159325683774
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Ridge,90/10,-0.05145244790957415,0.07356195989617317
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Lasso,90/10,0.1755007931922593,0.06514087597689566
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,Kernel Ridge,90/10,0.1184499776698339,0.06735687867528188
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,50,GPR,90/10,0.16193747413290727,0.06567448624334571
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Linear,80/20,0.14803527354956492,0.06871315204081732
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Ridge,80/20,0.1959896644371696,0.06675132332240533
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Lasso,80/20,0.12943863116411825,0.06945903730740241
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Kernel Ridge,80/20,0.3268906394296609,0.06107618179105883
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,GPR,80/20,0.23025108359502577,0.06531359774140316
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Linear,85/15,0.033813029249379234,0.06807033146530464
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Ridge,85/15,0.17422230722007048,0.0629301621083215
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Lasso,85/15,0.16957937803777212,0.06310682632665897
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Kernel Ridge,85/15,0.0019093749102425672,0.0691850509725482
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,GPR,85/15,0.3133659989601728,0.05738388264694555
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Linear,90/10,0.15719593197571613,0.0658600088769456
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Ridge,90/10,0.24079591065061612,0.06250830789401775
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Lasso,90/10,0.2026344485641396,0.06406004033522285
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,Kernel Ridge,90/10,0.3288082086785723,0.058773532145694016
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,20,GPR,90/10,0.235830363765126,0.06271239140108771
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Linear,80/20,-0.05792350912650002,0.10975166966248753
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Ridge,80/20,0.10068752684975413,0.10119039946461324
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Lasso,80/20,-0.033259012586004166,0.1084647458376439
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Kernel Ridge,80/20,-0.0021695155160528223,0.10682049739845648
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,GPR,80/20,-0.25248130893212806,0.1194179546956163
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Linear,85/15,-0.06311233457463872,0.11460947809377711
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Ridge,85/15,0.12251771211197049,0.10412383032945917
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Lasso,85/15,0.1442273243614317,0.10282771001894954
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Kernel Ridge,85/15,0.004005307016317294,0.11093267064600013
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,GPR,85/15,0.034572538139839515,0.10921713515668735
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Linear,90/10,-0.23022131838215865,0.12068530870719033
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Ridge,90/10,-0.05435025710300967,0.11172625340642431
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Lasso,90/10,0.04918252419032132,0.10609901671808941
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,Kernel Ridge,90/10,-0.02773142171227394,0.1103068794687915
Rg norm w/0.421,pH regr out,All,ESM-12,9,20,GPR,90/10,-0.06728082703537686,0.11240927200965913
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Linear,80/20,-0.016370327614028568,0.07505075280230916
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Ridge,80/20,0.03923672104698328,0.07296880969542467
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Lasso,80/20,0.007852139625776577,0.07415104299417426
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Kernel Ridge,80/20,0.1316175480234667,0.06937205878314306
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,GPR,80/20,0.3025372530623992,0.06217124609516873
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Linear,85/15,-0.15698330348454048,0.0744887734096682
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Ridge,85/15,-0.10418653827031932,0.07276935091396591
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Lasso,85/15,-0.15607395151907189,0.07445949475576762
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Kernel Ridge,85/15,0.060185587618319825,0.06713489708045399
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,GPR,85/15,0.4479170032882738,0.051455222790986195
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Linear,90/10,-0.1328533296497929,0.07635637743753881
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Ridge,90/10,-0.09429906607854943,0.07504581658848938
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Lasso,90/10,-0.13185839947656097,0.07632284001958638
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,Kernel Ridge,90/10,0.15664611995102695,0.06588148760642205
Rg norm w/0.421,pH regr out,Inliers,ESM-12,9,10,GPR,90/10,0.6319155527720108,0.04352434128564961
Rg norm w/0.421,pH regr out,All,ESM-12,9,10,Linear,80/20,0.09886265825409357,0.1012930142986288
