Normalization,Regressing out,Points,ESM Mode,Layer,Principal Components,Regression Type,Test Split,Test R2 Score,RMSE Score
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Ridge,80/20,0.5867874105249999,0.9235367554826264
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Lasso,80/20,0.6561767300469972,0.8424323684331254
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Kernel Ridge,80/20,0.6843212369238609,0.8072166200061991
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,GPR,80/20,0.14808216243418626,1.3260694437612202
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Linear,85/15,0.6555089397222441,0.7967410933717011
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Ridge,85/15,0.7000877861075758,0.7434047222968746
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Lasso,85/15,0.6675304811909631,0.7827159008370295
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Kernel Ridge,85/15,0.6779263820083022,0.7703814468923933
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,GPR,85/15,0.0437166216849465,1.3274603033846577
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Linear,90/10,0.5545797867701344,0.9399939525878207
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Ridge,90/10,0.638508033299034,0.8468167195394005
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Lasso,90/10,0.6322945697650773,0.8540634188560481
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,Kernel Ridge,90/10,0.6228897460665511,0.8649166739117208
Rg w/no norm,No regr out,Inliers,ESM-6,0,20,GPR,90/10,0.09586730524434872,1.339233134927862
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Linear,80/20,0.497640897237249,1.0182972011155405
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Ridge,80/20,0.5004245287901168,1.0154720290574628
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Lasso,80/20,0.4976027918693293,1.018335820753856
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Kernel Ridge,80/20,0.5381010160070484,0.9764295530698752
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,GPR,80/20,-0.5473697421458987,1.7871642245198933
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Linear,85/15,0.4447325451983919,1.011531353850081
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Ridge,85/15,0.448770756162151,1.007846435182335
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Lasso,85/15,0.4294462615172503,1.0253603436173397
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Kernel Ridge,85/15,0.4898587758843268,0.9695572297487058
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,GPR,85/15,-0.3657855593958117,1.5864248256579483
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Linear,90/10,0.46351384016706443,1.0316190663333473
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Ridge,90/10,0.4528818649280033,1.0417911266094966
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Lasso,90/10,0.4284072784435665,1.0648377616825704
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,Kernel Ridge,90/10,0.4521218589128828,1.042514455539946
Rg w/no norm,No regr out,Inliers,ESM-6,0,10,GPR,90/10,-0.16334786223767095,1.519129848113825
Rg w/no norm,No regr out,All,ESM-6,0,10,Linear,80/20,0.33942006278431003,1.3688212003482367
Rg w/no norm,No regr out,All,ESM-6,0,10,Ridge,80/20,0.32718477688577585,1.3814397165915864
Rg w/no norm,No regr out,All,ESM-6,0,10,Lasso,80/20,0.29689553605396923,1.4121926957566522
Rg w/no norm,No regr out,All,ESM-6,0,10,Kernel Ridge,80/20,0.3533776535254246,1.3542828782713707
Rg w/no norm,No regr out,All,ESM-6,0,10,GPR,80/20,-0.2423664452282026,1.8771928432996425
Rg w/no norm,No regr out,All,ESM-6,0,10,Linear,85/15,0.31968299250160703,1.4425480357768161
Rg w/no norm,No regr out,All,ESM-6,0,10,Ridge,85/15,0.31155108984159074,1.4511438915110295
Rg w/no norm,No regr out,All,ESM-6,0,10,Lasso,85/15,0.28798154998257686,1.4757753204940218
Rg w/no norm,No regr out,All,ESM-6,0,10,Kernel Ridge,85/15,0.3328178524067107,1.4285545479500192
Rg w/no norm,No regr out,All,ESM-6,0,10,GPR,85/15,0.013212243520671296,1.7373467086605956
Rg w/no norm,No regr out,All,ESM-6,0,10,Linear,90/10,0.24207543261781617,1.67708428758081
Rg w/no norm,No regr out,All,ESM-6,0,10,Ridge,90/10,0.23746458557838557,1.6821778380927268
Rg w/no norm,No regr out,All,ESM-6,0,10,Lasso,90/10,0.24206837927553393,1.677092091142342
Rg w/no norm,No regr out,All,ESM-6,0,10,Kernel Ridge,90/10,0.23938595827929077,1.6800571961712392
Rg w/no norm,No regr out,All,ESM-6,0,10,GPR,90/10,0.03921822312266332,1.888227317724932
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Linear,80/20,0.5154482948726911,1.0000862933603452
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Ridge,80/20,0.5868073111656047,0.9235145160896164
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Lasso,80/20,0.6561767300469972,0.8424323684331254
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Kernel Ridge,80/20,0.6843338073798975,0.8072005480000365
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,GPR,80/20,0.1485127640442815,1.3257342707054691
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Linear,85/15,0.4629693402091062,0.9947816821230505
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Ridge,85/15,0.6999534191959089,0.743571234040054
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Lasso,85/15,0.6675304811909631,0.7827159008370295
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Kernel Ridge,85/15,0.6779286146881907,0.7703787766672527
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,GPR,85/15,0.044155804917438535,1.327155443302033
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Linear,90/10,0.43197008247553814,1.0615139452340197
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Ridge,90/10,0.6383060340096736,0.8470532842513516
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Lasso,90/10,0.6322945697650773,0.8540634188560481
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,Kernel Ridge,90/10,0.6228980973227316,0.8649070968972621
Rg w/no norm,No regr out,Inliers,ESM-6,0,50,GPR,90/10,0.09631779163307519,1.3388994552199143
Rg w/no norm,No regr out,All,ESM-6,0,50,Linear,80/20,-1.3024305176756137,2.5555083231077016
Rg w/no norm,No regr out,All,ESM-6,0,50,Ridge,80/20,0.3208342842574031,1.3879438937977069
Rg w/no norm,No regr out,All,ESM-6,0,50,Lasso,80/20,0.2192287776679036,1.488147339013494
Rg w/no norm,No regr out,All,ESM-6,0,50,Kernel Ridge,80/20,0.3365152708153216,1.3718274824674954
Rg w/no norm,No regr out,All,ESM-6,0,50,GPR,80/20,0.0015382841114067736,1.6828667971936886
Rg w/no norm,No regr out,All,ESM-6,0,50,Linear,85/15,-1.3454113787114843,2.6784536385453834
Rg w/no norm,No regr out,All,ESM-6,0,50,Ridge,85/15,-0.027678957165659712,1.7729780202235657
Rg w/no norm,No regr out,All,ESM-6,0,50,Lasso,85/15,-0.18235042131008905,1.9017250400311523
Rg w/no norm,No regr out,All,ESM-6,0,50,Kernel Ridge,85/15,0.2296582569070863,1.5350281198409503
Rg w/no norm,No regr out,All,ESM-6,0,50,GPR,85/15,-0.13388115045494664,1.8623374965541015
Rg w/no norm,No regr out,All,ESM-6,0,50,Linear,90/10,-1.2174391767317383,2.868585216634588
Rg w/no norm,No regr out,All,ESM-6,0,50,Ridge,90/10,0.288345820399762,1.625086191231234
Rg w/no norm,No regr out,All,ESM-6,0,50,Lasso,90/10,0.1985953169467517,1.7245184131364433
Rg w/no norm,No regr out,All,ESM-6,0,50,Kernel Ridge,90/10,0.268446575500461,1.647649844330975
Rg w/no norm,No regr out,All,ESM-6,0,50,GPR,90/10,0.19556839501235423,1.727772114426475
Rg w/no norm,No regr out,All,ESM-6,0,20,Linear,80/20,-0.4700088741364201,2.041944865364055
Rg w/no norm,No regr out,All,ESM-6,0,20,Ridge,80/20,0.32083782398440974,1.3879402768977573
Rg w/no norm,No regr out,All,ESM-6,0,20,Lasso,80/20,0.2192287776679036,1.488147339013494
Rg w/no norm,No regr out,All,ESM-6,0,20,Kernel Ridge,80/20,0.3366910268925163,1.3716457729453058
Rg w/no norm,No regr out,All,ESM-6,0,20,GPR,80/20,0.0017475169458122108,1.6826904612196074
Rg w/no norm,No regr out,All,ESM-6,0,20,Linear,85/15,-0.7077754968380947,2.2855462217146085
Rg w/no norm,No regr out,All,ESM-6,0,20,Ridge,85/15,-0.02630250591680161,1.7717902779322157
Rg w/no norm,No regr out,All,ESM-6,0,20,Lasso,85/15,-0.18235042131008905,1.9017250400311523
Rg w/no norm,No regr out,All,ESM-6,0,20,Kernel Ridge,85/15,0.22989272011849937,1.5347944994928469
Rg w/no norm,No regr out,All,ESM-6,0,20,GPR,85/15,-0.1336426844585501,1.86214165260747
Rg w/no norm,No regr out,All,ESM-6,0,20,Linear,90/10,-0.03847409130911772,1.963087830397587
Rg w/no norm,No regr out,All,ESM-6,0,20,Ridge,90/10,0.2883850805081978,1.6250413647256974
Rg w/no norm,No regr out,All,ESM-6,0,20,Lasso,90/10,0.1985953169467517,1.7245184131364433
Rg w/no norm,No regr out,All,ESM-6,0,20,Kernel Ridge,90/10,0.2687366245180465,1.6473231787848412
Rg w/no norm,No regr out,All,ESM-6,0,20,GPR,90/10,0.19612264499357135,1.727176798018274
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,80/20,0.42847769279697656,1.0861354909068401
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,80/20,0.5868073111656047,0.9235145160896164
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,80/20,0.6561767300469972,0.8424323684331254
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,80/20,0.6843338073798881,0.8072005480000486
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,80/20,-0.024777292538921802,1.4543942832153842
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,85/15,0.2647054683303416,1.1640158855214178
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,85/15,0.6999534191959067,0.7435712340400567
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,85/15,0.6675304811909631,0.7827159008370295
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,85/15,0.6779286146882058,0.7703787766672348
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,85/15,0.7060149148124139,0.7360221564144431
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Linear,90/10,0.19299851220476805,1.2652526819251713
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Ridge,90/10,0.6383060340096691,0.8470532842513567
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Lasso,90/10,0.6322945697650773,0.8540634188560481
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,Kernel Ridge,90/10,0.6228980973227254,0.8649070968972691
Rg w/no norm,No regr out,Inliers,ESM-6,0,100,GPR,90/10,0.660900150114955,0.8201700337991561
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,80/20,0.560511937623746,0.9524472967750958
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,80/20,0.8109866509752818,0.6246167850079402
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,80/20,0.7534119377612856,0.7134333976641622
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,80/20,0.7915724136677553,0.655911146993281
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,80/20,0.8145200473729952,0.6187509805409833
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,85/15,0.5571443892882384,0.903356793258669
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,85/15,0.7691672001608892,0.6521942998999803
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,85/15,0.7832557707791913,0.631978073674135
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,85/15,0.7794212462713308,0.6375438760526869
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,85/15,0.7688718290224184,0.6526114368657502
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Linear,90/10,0.7856333798969907,0.6521067251819668
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Ridge,90/10,0.8424241612636978,0.559094104254016
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Lasso,90/10,0.7840282650981708,0.654543564691333
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,Kernel Ridge,90/10,0.8108693714120693,0.6125210690443755
Rg w/no norm,No regr out,Inliers,ESM-6,1,100,GPR,90/10,0.8411016589475708,0.5614353842194465
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Linear,80/20,0.5030668741803545,1.0127829606146053
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Ridge,80/20,0.8120567113661783,0.6228462054624633
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Lasso,80/20,0.7534119377612856,0.7134333976641622
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,Kernel Ridge,80/20,0.7920421714535186,0.6551715779644484
Rg w/no norm,No regr out,Inliers,ESM-6,1,104,GPR,80/20,0.8156007518149443,0.6169457616947097
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Linear,85/15,0.41862890587903734,1.0350348110393985
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Ridge,85/15,0.7718129403100082,0.6484458950181623
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Lasso,85/15,0.7832557707791913,0.631978073674135
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,Kernel Ridge,85/15,0.7805361558235001,0.6359306104793074
Rg w/no norm,No regr out,Inliers,ESM-6,1,110,GPR,85/15,0.7706334247108613,0.6501196669701933
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Linear,90/10,0.513371502924148,0.9825142721289672
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Ridge,90/10,0.8413825410140562,0.560938944542317
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Lasso,90/10,0.7840282650981708,0.654543564691333
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,Kernel Ridge,90/10,0.8101817607337439,0.6136335115774225
Rg w/no norm,No regr out,Inliers,ESM-6,1,116,GPR,90/10,0.840322535468289,0.5628101392671376
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,80/20,-2.356772742735631,3.085638205953427
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,80/20,0.32083428425740323,1.3879438937977069
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,80/20,0.2192287776679036,1.488147339013494
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,80/20,0.33651527081529986,1.3718274824675178
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,80/20,0.1771437638947867,1.5277279200805647
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,85/15,-2.062703057065789,3.0607444148170444
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,85/15,-0.027678957165659046,1.772978020223565
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,85/15,-0.18235042131008905,1.9017250400311523
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,85/15,0.22965825690706587,1.5350281198409708
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,85/15,0.1962879682385794,1.5679234466985668
Rg w/no norm,No regr out,All,ESM-6,0,100,Linear,90/10,-2.5696757368506256,3.6396220001524315
Rg w/no norm,No regr out,All,ESM-6,0,100,Ridge,90/10,0.28834582039976064,1.6250861912312355
Rg w/no norm,No regr out,All,ESM-6,0,100,Lasso,90/10,0.1985953169467517,1.7245184131364433
Rg w/no norm,No regr out,All,ESM-6,0,100,Kernel Ridge,90/10,0.2684465755004726,1.647649844330962
Rg w/no norm,No regr out,All,ESM-6,0,100,GPR,90/10,0.14842575915445555,1.7776782378609928
Rg w/no norm,No regr out,All,ESM-6,1,106,Linear,80/20,-1.4809040211313556,2.652705359094395
Rg w/no norm,No regr out,All,ESM-6,1,106,Ridge,80/20,0.4247603327933932,1.277345688500888
Rg w/no norm,No regr out,All,ESM-6,1,106,Lasso,80/20,0.3533072847310621,1.3543565663068142
Rg w/no norm,No regr out,All,ESM-6,1,106,Kernel Ridge,80/20,0.46375293858978794,1.2332936514263049
Rg w/no norm,No regr out,All,ESM-6,1,106,GPR,80/20,0.24117385074745634,1.4670846644948639
Rg w/no norm,No regr out,All,ESM-6,1,112,Linear,85/15,-1.4779447702282607,2.753090138772679
Rg w/no norm,No regr out,All,ESM-6,1,112,Ridge,85/15,0.3943504955550883,1.3610851722002444
Rg w/no norm,No regr out,All,ESM-6,1,112,Lasso,85/15,0.31384035304952307,1.4487291759580887
Rg w/no norm,No regr out,All,ESM-6,1,112,Kernel Ridge,85/15,0.4360601138030894,1.313381896807821
Rg w/no norm,No regr out,All,ESM-6,1,112,GPR,85/15,0.22966403566080462,1.5350223622884287
Rg w/no norm,No regr out,All,ESM-6,1,120,Linear,90/10,-1.6712703945848637,3.14847916205523
Rg w/no norm,No regr out,All,ESM-6,1,120,Ridge,90/10,0.39545057346217716,1.4978137206827098
Rg w/no norm,No regr out,All,ESM-6,1,120,Lasso,90/10,0.43130481683996935,1.452719187550827
Rg w/no norm,No regr out,All,ESM-6,1,120,Kernel Ridge,90/10,0.389626450482938,1.5050112644038103
Rg w/no norm,No regr out,All,ESM-6,1,120,GPR,90/10,0.14660553624514217,1.7795770995488815
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,80/20,-0.9074089971900896,2.3259798423706575
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,80/20,0.4331280515267416,1.2680212057704117
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,80/20,0.3533072847310621,1.3543565663068142
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,80/20,0.4676236954199805,1.228834488881566
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,80/20,0.24660971762481132,1.461820474287354
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,85/15,-0.9426101354727028,2.437628084287011
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,85/15,0.4067119869359035,1.3471234822896723
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,85/15,0.31384035304952307,1.4487291759580887
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,85/15,0.44123589000537466,1.3073409692080677
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,85/15,0.23168081334025303,1.5330116631412312
Rg w/no norm,No regr out,All,ESM-6,1,100,Linear,90/10,-0.7783558277783122,2.5689238399881154
Rg w/no norm,No regr out,All,ESM-6,1,100,Ridge,90/10,0.3960222204117265,1.4971054054417783
Rg w/no norm,No regr out,All,ESM-6,1,100,Lasso,90/10,0.43130481683996935,1.452719187550827
Rg w/no norm,No regr out,All,ESM-6,1,100,Kernel Ridge,90/10,0.3912082183775415,1.5030598996984497
Rg w/no norm,No regr out,All,ESM-6,1,100,GPR,90/10,0.1424825054627593,1.7838707823910045
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,80/20,0.751838858486191,0.7157054117545734
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,80/20,0.7971446901859724,0.6470839114555026
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,80/20,0.7534119377612856,0.7134333976641622
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Kernel Ridge,80/20,0.7846467250951764,0.6667194921157399
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,GPR,80/20,0.5445223288216147,0.9696186443640161
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,85/15,0.6635617344340878,0.7873737499422313
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,85/15,0.7600728157349277,0.6649178130415853
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,85/15,0.7832557707791913,0.631978073674135
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Kernel Ridge,85/15,0.7771468236309078,0.6408223546914682
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,GPR,85/15,0.47155794368521153,0.986794967721198
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Linear,90/10,0.8564679409620748,0.5335984463293034
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Ridge,90/10,0.8384096178421928,0.5661713029576323
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Lasso,90/10,0.7840282650981708,0.654543564691333
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,Kernel Ridge,90/10,0.787246508738717,0.6496485098616365
Rg w/no norm,No regr out,Inliers,ESM-6,1,50,GPR,90/10,0.4833173908617354,1.0123997304420156
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Linear,80/20,0.7949030384646948,0.6506493874275316
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Ridge,80/20,0.7819744494112442,0.6708433329436324
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Lasso,80/20,0.7448339384564286,0.7257363350575967
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Kernel Ridge,80/20,0.8106765878021357,0.6251288951383777
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,GPR,80/20,0.24319004847290038,1.249858445273444
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Linear,85/15,0.7791742578849862,0.6379007143142713
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Ridge,85/15,0.7834871983529299,0.6316405878389499
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Lasso,85/15,0.7880421907277653,0.6249610485040782
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Kernel Ridge,85/15,0.7800320824063512,0.6366605071551158
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,GPR,85/15,0.2382957572324218,1.184735566633713
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Linear,90/10,0.8126774119048239,0.6095862657375921
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Ridge,90/10,0.8025218860857447,0.6258922646681885
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Lasso,90/10,0.7864072561402105,0.6509285889114388
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,Kernel Ridge,90/10,0.7863030691915461,0.6510873255663363
Rg w/no norm,No regr out,Inliers,ESM-6,1,20,GPR,90/10,0.29174310170647566,1.1853197081876985
Rg w/no norm,No regr out,All,ESM-6,1,50,Linear,80/20,0.20122808315314078,1.505204219325292
Rg w/no norm,No regr out,All,ESM-6,1,50,Ridge,80/20,0.4417924535298188,1.258293302479984
Rg w/no norm,No regr out,All,ESM-6,1,50,Lasso,80/20,0.5011481520434204,1.1895147343178796
Rg w/no norm,No regr out,All,ESM-6,1,50,Kernel Ridge,80/20,0.4471748091478517,1.252212242735932
Rg w/no norm,No regr out,All,ESM-6,1,50,GPR,80/20,-0.05863188739719116,1.732832237507143
Rg w/no norm,No regr out,All,ESM-6,1,50,Linear,85/15,0.2595823319256618,1.5049185879296167
Rg w/no norm,No regr out,All,ESM-6,1,50,Ridge,85/15,0.42175030176725914,1.3299408536660617
Rg w/no norm,No regr out,All,ESM-6,1,50,Lasso,85/15,0.3220371258590301,1.4400500140461778
Rg w/no norm,No regr out,All,ESM-6,1,50,Kernel Ridge,85/15,0.4344736485399987,1.315227990207439
Rg w/no norm,No regr out,All,ESM-6,1,50,GPR,85/15,0.10939524195220085,1.6505060673780083
Rg w/no norm,No regr out,All,ESM-6,1,50,Linear,90/10,0.3157256516057203,1.5935181988722584
Rg w/no norm,No regr out,All,ESM-6,1,50,Ridge,90/10,0.39405178704587873,1.499545515378953
Rg w/no norm,No regr out,All,ESM-6,1,50,Lasso,90/10,0.43130481683996935,1.452719187550827
