1.240184187889099121e+00,4.239663779735565186e-01,5.241919994354248047e+00,-1.274720072746276855e+00,1.630689144134521484e+00,1.290836811065673828e+00,6.540651798248291016e+00,-3.485631942749023438e-01,9.185515642166137695e-01,1.602338552474975586e+00
4.961977005004882812e+00,-9.744746685028076172e-01,-6.770614385604858398e-01,8.787841796875000000e-01,-3.237994611263275146e-01,6.732148528099060059e-01,4.979872226715087891e+00,-4.039155006408691406e+00,2.668740034103393555e+00,-3.983480483293533325e-02
6.805262565612792969e+00,-1.960332393646240234e+00,1.962588429450988770e+00,-8.923197388648986816e-01,1.024519801139831543e+00,-1.716517210006713867e+00,-2.049199342727661133e+00,-1.673748970031738281e+00,-1.393360972404479980e+00,2.398204088211059570e+00
-2.955096244812011719e+00,-3.842116355895996094e+00,-1.325596332550048828e+01,-5.016343593597412109e+00,9.092999696731567383e-01,7.610509395599365234e+00,1.982639908790588379e+00,-1.385142564773559570e+00,-3.045551776885986328e+00,1.434282541275024414e+00
-1.174559783935546875e+01,-8.015155792236328125e+00,-1.925830078125000000e+01,1.298734092712402344e+01,6.873451232910156250e+00,-6.421972274780273438e+00,-4.107489585876464844e+00,3.799805402755737305e+00,2.558526754379272461e+00,2.273076295852661133e+00
4.182018280029296875e+00,6.865445613861083984e+00,-2.229483842849731445e+00,-9.064480781555175781e+00,4.298320293426513672e+00,-8.921949386596679688e+00,-2.228453397750854492e+00,4.427273273468017578e+00,2.612104892730712891e+00,2.767419815063476562e+00
7.776120185852050781e+00,2.301485538482666016e-01,1.618713736534118652e+00,8.361291289329528809e-01,-9.363173246383666992e-01,-1.349142074584960938e+00,-4.576125144958496094e+00,-3.187165260314941406e+00,-1.293110251426696777e+00,4.523653984069824219e+00
-4.788522720336914062e+00,2.430054092407226562e+01,-6.043563842773437500e+00,-1.335758805274963379e+00,4.755151569843292236e-01,-7.054399967193603516e+00,-1.864091038703918457e+00,4.907292366027832031e+00,3.423465728759765625e+00,-4.176052570343017578e+00
5.424027442932128906e+00,-1.655847311019897461e+00,3.369670212268829346e-01,2.980309128761291504e-01,-1.003391146659851074e+00,-8.141096830368041992e-01,-5.006455183029174805e-01,-2.058618307113647461e+00,-2.289299488067626953e+00,-2.127769947052001953e+00
5.853265762329101562e+00,-2.146266937255859375e+00,3.090764045715332031e+00,-2.132144212722778320e+00,3.077531456947326660e-01,-2.055966556072235107e-01,-3.253359556198120117e+00,-8.129734992980957031e-01,5.368116497993469238e-01,1.611142873764038086e+00
-2.234637498855590820e+00,-3.686160802841186523e+00,3.426843643188476562e+00,-1.159232735633850098e+00,-2.530848026275634766e+00,2.123247385025024414e+00,2.362234354019165039e+00,-5.477979183197021484e-01,2.009912580251693726e-01,-3.085285663604736328e+00
5.908927440643310547e+00,1.558614522218704224e-01,6.890468299388885498e-02,-3.083835601806640625e+00,2.341647148132324219e+00,5.561586618423461914e-01,-2.880991697311401367e+00,2.106724262237548828e+00,4.334158599376678467e-01,1.662399291992187500e+00
4.990367412567138672e+00,8.563855171203613281e+00,-1.223858165740966797e+01,-1.011813354492187500e+01,4.254444122314453125e+00,7.839447021484375000e+00,1.042508125305175781e+01,4.686828136444091797e+00,1.593366622924804688e+00,3.416954994201660156e+00
1.088438987731933594e+00,9.254269599914550781e+00,-1.232540988922119141e+01,-1.079410266876220703e+01,-6.057347297668457031e+00,4.313924312591552734e+00,4.475991249084472656e+00,6.783569335937500000e+00,2.788286447525024414e+00,-1.034442707896232605e-02
3.462979555130004883e+00,3.879891157150268555e+00,-7.463553428649902344e+00,-2.713209867477416992e+00,1.002161979675292969e+00,6.106054782867431641e+00,4.278426170349121094e+00,-5.880858898162841797e-01,1.407793283462524414e+00,2.898233890533447266e+00
-9.795545578002929688e+00,6.469590187072753906e+00,-1.350354671478271484e+01,-1.689573526382446289e+00,3.759326934814453125e-01,1.260023832321166992e+00,-1.493464112281799316e+00,-6.550599098205566406e+00,-1.407511520385742188e+01,-5.723879337310791016e+00
-9.631323218345642090e-01,-4.941905438899993896e-01,9.566352963447570801e-01,6.639944076538085938e+00,3.937751293182373047e+00,-4.473934173583984375e-01,-4.295986175537109375e+00,2.109702110290527344e+00,-5.673036575317382812e-01,-3.638028144836425781e+00
1.088438987731933594e+00,9.254269599914550781e+00,-1.232541084289550781e+01,-1.079410171508789062e+01,-6.057346820831298828e+00,4.313921451568603516e+00,4.475990772247314453e+00,6.783565521240234375e+00,2.788288116455078125e+00,-1.034673303365707397e-02
1.088438987731933594e+00,9.254269599914550781e+00,-1.232541084289550781e+01,-1.079410171508789062e+01,-6.057346820831298828e+00,4.313921451568603516e+00,4.475990295410156250e+00,6.783568382263183594e+00,2.788285732269287109e+00,-1.034630089998245239e-02
-2.275022983551025391e+00,3.870744228363037109e+00,-1.428399658203125000e+01,4.874546051025390625e+00,8.007529258728027344e+00,1.320261192321777344e+01,-2.984481096267700195e+00,-2.475987195968627930e+00,1.006193518638610840e+00,-5.010453462600708008e-01
